player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jalen Hurts,40291,QB,PHI,5,0.39,0,195,24,76.5,136,152,10.6,3.29,0,11,6.9,63.8,97,68,6.7,179,91.8,7,57,,60.7,76.4,58.2,76.1,,66.2,4,4,188,17.6,90.5,6.7,12,15,0,12,6,7,3.7,1204,7.9,79.8,119,131,8.8,3.07,0,8,5.8,67.2,88,52,7.4,148,75.9,7,45,,56.2,72.0,55.6,72.1,,64.0,2,3,156,9.6,94.6,3.4,5,12,0,10,6,6,3.8,970,7.4,75.8,33,37,10.5,3.35,0,3,7.7,67.6,25,16,0.0,47,24.1,0,13,,80.3,83.2,77.9,79.4,,71.6,2,1,49,43.8,80.0,14.9,7,3,0,2,0,1,2.0,292,7.9,0,100.0,16,16,-2.9,1.45,0,0,0.0,100.0,16,0,0.0,16,8.2,0,1,,74.2,69.2,74.1,68.4,,,0,0,17,,81.8,0.0,0,0,0,0,0,0,0.0,58,3.6,0.49
Justin Fields,82118,QB,CHI,5,13.9,0,187,6,70.7,116,132,10.5,3.36,3,7,5.2,60.6,80,88,2.4,166,88.8,2,56,,35.7,75.0,52.7,66.9,,86.0,3,4,170,21.6,100.9,11.4,19,15,0,10,11,5,2.9,1050,8.0,71.2,104,119,8.3,3.08,4,7,5.8,58.8,70,62,5.4,142,75.9,4,42,,49.0,71.6,49.8,65.0,,80.0,3,5,144,19.4,87.2,8.5,12,10,0,8,9,4,2.8,811,6.8,80.0,30,33,10.4,3.66,0,0,0.0,72.7,24,28,0.0,45,24.1,0,17,,30.0,74.5,77.9,67.7,,80.5,0,0,49,25.0,124.9,15.6,7,5,0,3,2,1,2.0,333,10.1,0,88.9,18,20,-2.1,2.08,1,0,0.0,70.0,14,2,12.5,21,11.2,2,3,,75.9,61.2,75.2,62.3,,58.3,0,1,23,0.0,59.2,0.0,0,0,0,1,0,0,0.0,94,4.7,3.27
Mac Jones,60323,QB,NE,5,7.81,0,183,19,64.7,139,144,10.7,2.64,1,6,4.0,58.3,84,69,6.7,159,86.9,6,47,,49.9,58.2,51.4,58.7,,55.4,2,6,167,13.0,71.8,5.7,9,6,0,2,5,11,6.6,930,6.5,67.4,135,139,9.5,2.48,1,6,4.2,61.2,85,62,6.6,152,83.1,6,39,,68.7,58.3,50.4,58.0,,59.1,2,5,158,12.9,68.9,5.3,8,5,0,1,3,10,6.3,789,5.7,76.9,26,29,5.1,2.47,2,0,0.0,69.0,20,8,0.0,31,16.9,0,10,,26.7,59.5,76.5,62.3,,51.1,0,1,33,12.5,99.6,3.2,1,1,0,1,2,2,6.1,219,7.6,0,95.5,22,24,-3.6,1.43,2,0,0.0,87.5,21,1,0.0,24,13.1,0,2,,76.1,59.9,75.3,59.7,,,0,0,24,0.0,80.2,0.0,0,0,0,0,0,1,4.2,78,3.3,1.87
Jordan Love,40306,QB,GB,5,9.85,0,183,12,61.3,137,143,11.9,2.93,1,7,4.6,53.8,77,52,8.3,163,89.1,7,50,,56.3,64.9,49.0,61.2,,78.1,2,6,172,19.2,73.9,6.1,10,9,0,3,7,6,3.5,964,6.7,60.7,112,119,10.5,2.67,2,5,4.0,52.9,63,41,7.4,135,73.8,5,36,,88.0,68.5,45.0,65.8,,72.9,2,3,141,19.5,73.2,5.9,8,7,0,3,5,3,2.1,671,5.6,71.4,42,43,9.5,3.18,0,2,4.3,62.8,27,13,10.0,48,26.2,3,17,,24.9,53.6,78.2,50.3,,74.7,0,3,53,15.4,88.5,4.2,2,2,0,1,3,3,5.7,412,9.6,0,82.4,17,19,-2.9,1.83,1,0,0.0,68.4,13,2,7.1,20,10.9,1,3,,75.6,59.4,75.0,59.3,,,0,0,22,0.0,102.7,0.0,0,0,0,1,1,0,0.0,119,6.3,3.94
Desmond Ridder,55086,QB,ATL,5,-6.4,0,181,2,69.2,130,137,9.4,2.72,3,4,2.8,62.8,86,64,4.4,161,89.0,4,51,,50.6,51.2,55.2,51.6,,53.7,0,3,170,25.0,80.1,9.9,16,8,0,4,2,10,5.9,985,7.2,72.0,107,110,7.0,2.42,2,2,1.7,67.3,74,42,3.9,129,71.3,3,38,,42.7,51.2,51.8,51.1,,55.6,0,2,136,28.6,86.3,9.3,12,7,0,1,3,8,5.9,702,6.4,73.2,41,46,9.9,3.08,1,2,4.2,60.9,28,23,6.7,52,28.7,2,17,,81.0,57.7,78.4,58.7,,54.7,0,1,55,17.4,84.6,7.7,4,1,0,4,1,2,3.6,371,8.1,0,94.4,18,19,-3.9,1.69,0,0,0.0,84.2,16,1,5.9,20,11.0,1,4,,75.4,63.6,74.9,63.2,,,0,0,21,0.0,121.1,0.0,0,0,0,1,2,0,0.0,88,4.6,1.69
Lamar Jackson,46416,QB,BLT,5,6.53,0,178,3,77.2,114,119,10.7,3.11,2,8,6.3,65.5,78,54,11.4,152,85.4,10,49,,25.0,90.7,85.0,90.0,,75.2,1,2,164,25.9,94.1,9.2,14,19,0,2,4,6,3.7,948,8.0,78.3,106,111,8.4,2.79,2,7,6.0,68.5,76,47,8.4,136,76.4,7,39,,26.7,85.4,84.7,81.9,,75.5,1,2,146,25.5,92.5,8.8,12,12,0,2,4,5,3.4,770,6.9,87.1,31,32,8.0,3.25,0,1,2.9,75.0,24,12,11.1,42,23.6,3,14,,21.2,83.9,77.7,83.6,,64.1,0,0,46,25.0,98.4,7.1,3,7,0,1,0,2,4.3,260,8.1,0,95.7,23,24,-3.3,1.68,0,0,0.0,91.7,22,5,0.0,26,14.6,0,4,,23.6,51.2,75.9,51.5,,,0,0,28,20.0,80.9,3.8,1,0,0,1,0,1,3.6,82,3.4,1.19
Tua Tagovailoa,60326,QB,MIA,5,-0.35,0,178,17,75.2,133,142,10.4,2.48,3,10,6.7,67.6,96,40,4.0,154,86.5,4,71,,67.9,83.9,84.6,84.8,,45.4,2,5,163,15.0,102.8,3.9,6,5,1,3,8,6,3.7,1371,9.7,78.0,118,124,7.3,2.09,4,8,6.3,71.8,89,26,3.3,130,73.0,3,57,,63.4,78.8,84.2,80.0,,42.6,0,4,134,11.5,111.4,2.3,3,2,1,1,9,5,3.7,1154,9.3,81.6,38,42,11.3,2.89,0,2,4.3,71.4,30,14,3.2,48,27.0,1,24,,80.6,84.3,78.2,83.3,,59.2,2,1,53,21.4,113.2,6.3,3,3,0,2,2,1,1.9,460,11.0,0,100.0,23,24,-4.0,1.22,1,0,0.0,95.8,23,0,0.0,24,13.5,0,10,,75.9,69.4,75.3,68.6,,,0,0,24,,148.4,0.0,0,0,0,0,3,0,0.0,243,10.1,1.64
Kenny Pickett,60515,QB,PIT,5,20.34,0,178,25,62.8,137,146,8.9,2.94,1,4,2.6,56.8,83,76,3.5,164,92.1,3,40,,89.6,56.3,84.5,53.9,,69.2,1,4,172,18.4,77.2,8.5,14,4,1,6,5,5,2.9,971,6.7,62.5,128,137,8.2,2.79,2,3,2.1,56.9,78,69,2.5,154,86.5,2,33,,89.2,51.7,84.4,48.9,,71.2,1,4,162,18.8,70.0,8.4,13,3,1,5,3,5,3.1,834,6.1,85.7,21,22,6.1,3.06,0,1,4.5,77.3,17,8,5.6,24,13.5,1,8,,76.1,82.6,75.3,82.5,,58.3,0,0,24,12.5,133.3,4.2,1,1,0,1,2,0,0.0,193,8.8,0,100.0,12,13,-3.8,1.5,1,0,0.0,92.3,12,1,0.0,14,7.9,0,1,,73.2,64.9,73.5,64.4,,,0,0,14,0.0,84.6,0.0,0,0,0,0,0,0,0.0,56,4.3,2.68
Dak Prescott,10769,QB,DAL,5,-8.89,0,176,9,75.7,136,142,8.4,2.59,2,6,3.9,66.9,95,54,7.8,155,88.1,8,50,,68.9,68.2,53.4,63.6,,87.7,1,4,165,16.7,83.4,5.8,9,4,0,3,4,5,3.0,952,6.7,80.7,109,114,6.7,2.36,1,5,4.2,71.9,82,35,6.8,125,71.0,6,45,,63.8,74.9,49.7,69.3,,90.3,2,3,131,17.1,92.4,4.8,6,3,0,2,4,4,3.1,812,7.1,72.7,44,46,8.0,2.69,1,1,2.0,63.0,29,21,9.4,51,29.0,3,11,,81.0,51.1,78.3,52.0,,58.3,0,1,55,14.3,75.3,5.9,3,1,0,1,1,1,1.8,248,5.4,0,100.0,17,18,-3.1,1.5,0,0,0.0,88.9,16,2,5.9,21,11.9,1,6,,75.4,64.1,74.9,63.6,,,1,0,21,0.0,110.2,0.0,0,0,0,0,1,0,0.0,108,6.0,-1.73
Joshua Dobbs,11890,QB,ARZ,5,0.14,0,174,1,72.0,132,138,9.7,2.74,1,4,2.7,64.5,89,56,6.3,155,89.1,6,54,,53.2,66.1,51.0,61.5,,77.4,2,2,168,16.1,92.8,5.8,9,7,0,3,6,7,4.2,946,6.9,73.6,106,111,8.1,2.47,1,3,2.5,65.8,73,42,6.4,121,69.5,5,38,,45.2,64.9,46.3,61.9,,70.6,1,2,129,14.3,88.3,5.0,6,2,0,3,5,6,4.7,637,5.7,73.8,42,44,8.7,2.99,1,1,2.0,65.9,29,16,6.5,53,30.5,2,17,,81.5,64.5,78.7,59.0,,80.5,1,0,61,18.8,97.1,5.7,3,5,0,0,1,1,1.6,343,7.8,0,87.5,16,17,-3.5,1.73,1,0,0.0,76.5,13,2,7.1,19,10.9,1,1,,75.6,58.0,75.0,57.9,,,0,0,22,0.0,78.3,0.0,0,0,0,0,0,0,0.0,34,2.0,2.06
Zach Wilson,82096,QB,NYJ,5,8.35,0,173,22,73.0,115,131,9.2,3.09,3,5,3.7,59.5,78,68,7.1,154,89.0,6,40,,53.3,59.3,84.4,55.0,,74.3,3,5,159,19.1,72.2,8.4,13,10,2,8,4,5,3.1,823,6.3,76.2,105,121,8.3,2.94,2,4,3.2,59.5,72,64,10.0,142,82.1,8,37,,29.7,56.0,84.2,52.0,,72.5,3,5,147,18.8,64.4,8.5,12,9,2,9,2,6,4.1,709,5.9,76.0,25,28,5.9,3.2,2,1,3.4,67.9,19,10,0.0,31,17.9,0,7,,77.9,68.6,76.5,66.0,,66.4,0,0,33,20.0,112.5,6.5,2,1,0,1,2,0,0.0,202,7.2,0,100.0,15,18,-2.8,2.16,1,0,0.0,72.2,13,6,13.3,19,11.0,2,4,,23.4,56.9,74.9,56.9,,,0,0,21,16.7,82.6,5.3,1,0,0,2,0,1,4.8,88,4.9,1.35
Jared Goff,10635,QB,DET,5,8.01,0,168,11,80.6,129,140,8.8,2.72,3,9,6.2,68.6,96,55,7.7,149,88.7,8,57,,88.8,90.9,85.1,89.4,,74.8,1,3,155,12.7,107.3,4.7,7,2,1,6,9,3,1.9,1194,8.5,82.5,103,114,6.9,2.42,3,9,7.6,67.5,77,38,9.4,119,70.8,8,41,,87.4,88.8,84.7,85.1,,77.8,1,3,125,10.5,88.8,3.4,4,1,1,6,4,3,2.4,813,7.1,83.7,43,45,8.6,2.98,1,0,0.0,75.6,34,19,5.6,49,29.2,2,21,,80.4,84.1,78.0,83.0,,58.3,0,0,50,15.8,143.8,6.1,3,1,0,1,5,0,0.0,451,10.0,0,100.0,17,19,-3.4,1.49,1,0,0.0,78.9,15,2,11.8,19,11.3,2,5,,75.1,66.7,74.7,66.0,,,0,0,20,0.0,82.0,0.0,0,0,0,1,0,0,0.0,70,3.7,2.89
Justin Herbert,28237,QB,LAC,4,-1.43,0,167,27,71.2,118,124,11.2,2.88,1,7,5.3,66.1,82,51,2.4,143,85.6,2,53,,47.8,76.0,84.2,71.2,58.4,79.6,0,1,152,17.6,106.3,6.3,9,10,0,5,7,6,3.9,1001,8.1,76.0,100,105,10.4,2.61,1,7,6.4,71.4,75,39,1.3,120,71.9,1,43,,41.1,75.9,83.8,73.6,58.4,68.0,0,1,126,23.1,105.9,7.5,9,4,0,4,4,6,4.8,895,8.5,74.4,39,40,5.7,2.71,0,0,0.0,70.0,28,13,3.4,47,28.1,1,14,,80.4,69.3,78.0,61.1,,83.6,0,0,50,0.0,107.4,0.0,0,6,0,1,3,0,0.0,211,5.3,0,100.0,21,21,-2.9,1.18,0,0,0.0,100.0,21,1,0.0,24,14.4,0,4,,76.1,66.7,75.3,66.1,,,0,0,24,0.0,87.5,0.0,0,0,0,0,0,0,0.0,105,5.0,-3.24
