player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Patrick Mahomes,11765,QB,KC,6,-8.2,0,250,16,73.5,181,194,8.8,3.15,1,9,4.4,63.4,123,78,7.5,217,86.8,10,76,,76.2,85.3,85.6,78.7,,89.3,4,5,230,6.4,91.8,2.3,5,18,1,7,10,9,3.9,1415,7.3,79.1,177,189,6.6,2.85,1,7,3.5,69.3,131,68,6.4,209,83.6,9,73,,75.4,86.2,85.5,80.0,,87.5,4,4,220,5.9,96.8,1.9,4,16,1,6,10,8,3.6,1278,6.8,67.6,34,36,9.4,3.4,0,2,5.3,61.1,22,15,4.3,41,16.4,1,14,,79.5,70.6,77.7,66.2,,74.8,0,1,43,13.3,87.2,4.9,2,3,0,2,1,1,2.3,315,8.8,0,100.0,30,31,-3.5,1.59,0,0,0.0,96.8,30,5,0.0,33,13.2,0,11,,77.9,71.3,76.7,68.4,,63.9,0,0,33,20.0,101.3,3.0,1,1,0,1,1,0,0.0,178,5.7,1.99
Sam Howell,97599,QB,WAS,5,-10.86,0,236,32,77.7,157,175,9.3,2.98,6,9,4.8,66.3,116,88,4.9,220,93.2,6,61,,71.9,64.0,85.2,61.3,,70.2,1,6,239,33.0,82.7,13.2,29,15,0,11,6,8,3.3,1187,6.8,83.0,147,164,7.3,2.81,6,8,4.6,70.1,115,79,5.7,203,86.0,7,59,,69.8,67.9,84.9,64.6,,74.6,1,5,218,32.9,86.4,12.8,26,12,0,10,4,8,3.7,1200,7.3,61.5,26,27,12.6,3.46,0,1,3.3,59.3,16,11,0.0,33,14.0,0,7,,78.9,51.0,77.1,52.0,,56.1,0,1,39,27.3,83.7,9.1,3,3,0,1,2,0,0.0,149,5.5,0,100.0,16,16,-3.9,1.88,0,0,0.0,93.8,15,2,6.3,16,6.8,1,5,,74.5,67.4,74.3,66.7,,,0,0,18,0.0,108.9,0.0,0,0,0,0,0,0,0.0,162,10.1,-1.8
Matthew Stafford,4924,QB,LA,5,1.32,0,225,26,69.4,170,184,10.4,2.67,3,14,7.3,58.2,107,78,9.3,205,91.1,11,75,,90.1,80.8,56.2,79.6,,62.8,1,5,214,16.7,77.7,6.3,13,8,1,9,4,5,2.3,1380,7.5,70.3,158,166,8.6,2.47,1,7,4.1,60.8,101,64,9.0,185,82.2,10,61,,89.9,69.7,54.3,68.1,,68.2,0,5,192,18.8,76.7,6.5,12,6,1,6,5,5,2.6,1053,6.3,80.0,30,37,11.9,2.99,3,7,17.5,62.2,23,15,4.2,40,17.8,1,17,,79.5,94.9,77.4,94.6,,52.3,1,0,43,6.7,99.4,2.5,1,2,0,3,0,0,0.0,404,10.9,0,94.4,18,19,-3.1,1.53,1,0,0.0,89.5,17,1,0.0,20,8.9,0,3,,75.4,63.9,74.9,63.5,,,0,0,21,0.0,101.1,0.0,0,0,0,0,1,0,0.0,77,4.1,4.58
Russell Wilson,7077,QB,DEN,6,-1.21,0,219,10,75.2,141,160,10.0,3.24,6,10,5.8,63.8,102,82,3.8,194,88.6,4,58,,39.1,71.9,85.3,68.7,,72.0,2,4,210,23.2,96.6,9.8,19,15,3,8,10,8,3.8,1191,7.4,76.7,129,145,8.0,2.98,4,6,3.9,66.2,96,63,3.0,169,77.2,3,47,,50.8,70.2,84.9,67.4,,69.5,2,3,178,22.2,96.2,8.3,14,10,3,7,8,6,3.4,1015,7.0,81.8,33,40,8.5,3.52,2,4,8.9,65.0,26,23,3.7,50,22.8,1,16,,35.6,71.2,78.5,68.4,,68.6,0,1,57,21.7,109.4,10.0,5,5,0,5,4,2,3.5,290,7.3,0,95.2,21,25,-4.3,2.02,0,0,0.0,80.0,20,4,0.0,25,11.4,0,5,,76.3,65.2,75.5,64.7,,,0,0,25,0.0,112.3,0.0,0,0,0,4,2,0,0.0,114,4.6,0.25
Kirk Cousins,7102,QB,MIN,5,6.62,0,219,18,77.0,174,186,9.4,2.8,0,4,2.0,65.6,122,67,9.0,201,91.8,12,69,,40.6,77.0,84.9,76.2,,54.9,6,4,215,19.4,101.0,6.5,13,2,1,5,12,5,2.3,1417,7.6,76.1,138,147,8.8,2.56,0,3,1.9,65.3,96,48,8.6,155,70.8,9,48,,29.7,67.5,84.2,66.9,,56.4,5,4,165,14.6,94.4,4.5,7,1,1,3,8,5,3.0,1098,7.5,83.3,54,57,6.7,3.11,0,1,1.6,71.9,41,20,8.9,64,29.2,4,25,,82.5,90.0,79.2,88.4,,58.3,1,0,70,30.0,120.5,9.4,6,1,0,2,5,0,0.0,400,7.0,0,88.9,18,18,-3.9,1.84,0,0,0.0,83.3,15,1,6.3,18,8.2,1,4,,75.1,66.8,74.7,66.1,,,0,0,20,0.0,103.9,0.0,0,0,0,0,1,0,0.0,81,4.5,-0.45
Joe Burrow,28022,QB,CIN,5,-13.65,0,213,7,70.9,158,176,7.8,2.44,3,5,2.7,58.5,103,54,8.0,192,90.1,9,53,,90.1,67.1,22.1,67.9,,53.5,6,3,202,20.4,75.3,5.7,11,5,1,8,5,3,1.5,931,5.3,73.8,149,160,6.2,2.22,2,2,1.2,65.0,104,45,5.5,174,81.7,6,43,,89.8,63.2,18.4,64.6,,50.0,4,2,183,24.4,77.9,6.3,11,3,1,4,3,3,1.6,793,5.0,75.9,29,37,9.4,2.85,1,3,7.9,51.4,19,12,13.6,39,18.3,3,14,,79.0,78.9,77.2,77.0,,63.4,2,1,40,0.0,80.0,0.0,0,2,0,5,2,0,0.0,252,6.8,0,100.0,20,21,-2.4,1.36,0,0,0.0,95.2,20,3,0.0,21,9.9,0,4,,75.4,68.6,74.9,67.9,,,0,0,21,0.0,89.3,0.0,0,0,0,1,0,0,0.0,114,5.4,1.85
Trevor Lawrence,77632,QB,JAX,5,6.4,0,211,15,74.5,141,150,9.7,2.74,5,11,6.7,64.0,96,66,8.6,178,84.4,9,61,,37.4,86.5,55.9,85.3,,68.8,1,2,191,19.7,91.9,7.3,13,15,0,3,5,6,3.1,1113,7.4,74.8,131,137,7.9,2.41,4,8,5.5,65.7,90,46,8.2,159,75.4,8,47,,31.2,80.4,53.8,80.2,60.0,63.5,0,1,167,21.7,92.3,6.3,10,10,0,2,5,5,3.0,865,6.3,89.5,38,43,6.8,2.82,3,3,6.3,72.1,31,20,8.8,52,24.6,3,21,,81.2,87.0,78.5,83.9,,70.7,1,1,57,15.0,90.7,5.8,3,6,0,1,0,1,1.8,395,9.2,0,96.4,28,30,-2.9,1.29,2,0,0.0,83.3,25,0,7.4,33,15.6,2,7,,77.7,65.6,76.6,66.6,60.0,58.3,0,0,33,,87.1,0.0,0,1,0,0,0,0,0.0,147,4.9,2.88
C.J. Stroud,129759,QB,HST,5,-8.01,0,207,13,72.4,152,168,9.9,2.84,2,4,2.3,58.9,99,66,10.0,187,90.3,11,68,,54.5,75.3,85.2,71.9,,74.5,2,0,196,16.7,98.1,5.9,11,8,5,7,7,5,2.6,1333,7.9,75.9,133,146,8.0,2.56,2,2,1.3,63.0,92,47,8.9,159,76.8,9,58,,48.9,77.5,84.8,73.6,,77.2,2,0,166,14.9,101.3,4.4,7,5,5,4,6,3,1.8,1157,7.9,69.4,36,40,10.5,3.27,0,2,4.7,55.0,22,21,12.0,48,23.2,3,14,,80.4,62.4,78.1,62.3,,59.2,0,0,51,19.0,87.9,8.3,4,3,0,4,1,2,3.9,304,7.6,0,94.1,17,18,-3.4,1.67,0,0,0.0,83.3,15,2,6.3,20,9.7,1,4,,75.1,65.5,74.9,64.9,,,0,0,21,0.0,96.3,0.0,0,0,0,1,0,0,0.0,128,7.1,-0.32
Daniel Jones,39395,QB,NYG,5,7.75,0,197,21,76.0,129,140,7.3,2.92,3,4,2.8,67.1,94,89,4.1,186,94.4,4,48,,40.8,65.4,84.8,57.0,58.9,81.6,2,6,197,31.5,70.6,15.1,28,18,0,6,2,8,4.1,863,6.2,73.8,103,108,6.9,2.77,1,2,1.8,66.7,72,66,5.3,143,72.6,4,34,,50.2,58.7,84.1,50.9,58.9,75.9,1,6,153,31.8,62.4,14.7,21,14,0,3,2,6,3.9,564,5.2,86.5,37,43,5.0,3.02,2,2,4.7,74.4,32,25,0.0,54,27.4,0,15,,34.2,81.2,78.3,73.8,,83.2,1,0,55,28.0,95.1,13.0,7,4,0,3,0,2,3.6,320,7.4,0,90.9,11,11,-4.0,1.53,0,0,0.0,90.9,10,2,0.0,11,5.6,0,1,,71.9,63.1,72.6,62.8,,,0,0,11,0.0,79.2,0.0,0,0,0,0,0,0,0.0,21,1.9,2.22
Josh Allen,46601,QB,BUF,5,12.78,0,196,4,81.3,150,161,9.8,3.04,3,10,5.9,71.4,115,59,5.7,182,92.9,7,70,,68.7,89.2,84.8,86.3,,72.9,1,5,196,15.3,106.4,4.9,9,12,1,6,11,6,3.1,1352,8.4,80.5,123,134,8.3,2.9,3,6,4.3,70.1,94,50,5.1,151,77.0,5,44,,63.9,76.1,84.3,72.9,,71.3,1,5,160,14.0,85.9,4.6,7,10,1,6,6,6,3.8,837,6.2,90.0,40,41,10.0,3.0,0,4,9.1,82.9,34,10,5.6,45,23.0,2,28,,80.4,95.5,78.0,94.3,,67.0,0,0,50,20.0,158.3,4.4,2,2,0,1,5,0,0.0,570,13.9,0,100.0,13,14,-3.6,1.43,0,0,0.0,92.9,13,1,0.0,14,7.1,0,2,,73.2,67.1,73.5,66.5,,,0,0,14,0.0,83.0,0.0,0,0,0,1,0,0,0.0,55,3.9,7.65
