player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Marcus Mariota,9435,QB,ATL,2,16.12,0,69,2,64.7,51,53,9.5,3.18,0,1,1.7,60.4,32,16,3.0,63,91.3,1,20,,22.6,59.2,81.6,60.2,,54.7,0,2,68,18.8,79.7,4.8,3,7,1,1,2,4,5.9,387,7.3,60.6,33,34,7.5,2.93,0,0,0.0,55.9,19,10,5.0,41,59.4,1,9,,19.8,47.7,80.9,45.8,,56.8,0,2,44,20.0,66.2,4.9,2,5,1,0,2,4,9.1,183,5.4,78.3,23,25,10.0,3.2,1,1,3.7,72.0,18,6,0.0,28,40.6,0,11,,77.4,77.3,76.1,78.1,,54.5,0,0,30,16.7,100.1,3.6,1,2,0,1,0,0,0.0,228,9.1,0,100.0,5,6,-1.4,1.55,1,0,0.0,83.3,5,0,0.0,6,8.7,0,0,,68.9,62.7,70.6,62.4,,,0,0,6,,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,3.74
Aaron Rodgers,2241,QB,GB,2,3.93,0,67,12,79.5,39,44,8.6,2.97,0,3,6.7,65.9,29,19,6.5,52,77.6,2,16,,36.7,76.2,80.9,75.7,,59.2,0,1,53,36.8,87.2,13.5,7,1,0,5,1,2,3.8,339,7.7,78.9,38,41,5.9,2.54,1,2,4.8,68.3,28,12,6.7,47,70.1,2,12,,80.8,72.9,80.7,72.5,,59.2,0,1,48,41.7,83.0,10.6,5,1,0,2,1,1,2.1,256,6.2,86.7,15,18,5.4,2.75,0,1,5.6,72.2,13,7,0.0,20,29.9,0,7,,23.1,69.3,74.7,68.4,,,0,0,20,28.6,120.8,10.0,2,0,0,3,1,1,5.0,173,9.6,0,85.7,14,15,-2.1,1.35,1,0,0.0,80.0,12,0,0.0,15,22.4,0,3,,73.5,59.2,73.7,59.1,,,0,0,15,,113.9,0.0,0,0,0,0,1,0,0.0,90,6.0,3.37
Lamar Jackson,46416,QB,BLT,2,22.71,0,65,3,72.5,51,54,13.4,3.11,2,4,6.9,61.1,33,18,10.8,60,92.3,4,23,,48.8,73.4,7.5,72.2,,67.8,0,1,64,11.1,120.8,3.3,2,4,0,1,6,2,3.1,499,9.2,67.6,34,36,13.3,2.96,2,2,5.3,55.6,20,15,13.0,39,60.0,3,13,,37.3,59.2,0.0,59.8,,60.4,0,1,41,6.7,93.1,2.6,1,2,0,0,3,2,4.9,246,6.8,86.4,22,23,10.1,3.03,0,2,8.0,78.3,18,4,5.3,26,40.0,1,11,,77.0,90.2,75.9,84.3,,76.0,0,0,28,25.0,157.9,3.8,1,2,0,1,3,0,0.0,285,12.4,0,100.0,5,5,-1.8,1.62,0,0,0.0,100.0,5,1,0.0,5,7.7,0,1,,68.0,65.4,69.9,64.8,,,0,0,5,0.0,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,5.56
Tom Brady,698,QB,TB,2,-16.55,0,64,30,60.0,50,52,12.7,2.43,1,4,7.4,53.8,28,13,6.7,55,85.9,2,16,,41.0,71.1,81.3,75.3,,32.1,0,1,57,23.1,79.8,5.5,3,0,0,1,2,1,1.8,350,6.7,67.3,49,50,10.0,2.13,0,4,7.8,62.0,31,11,6.1,53,82.8,2,13,,39.3,71.3,81.3,76.0,,32.1,0,1,54,27.3,85.4,5.7,3,0,0,1,2,1,1.9,320,6.4,60.0,10,11,12.2,2.9,1,0,0.0,45.5,5,2,16.7,11,17.2,1,4,,72.4,66.4,72.9,65.7,,,0,0,12,0.0,71.0,0.0,0,0,0,0,0,0,0.0,82,7.5,0,100.0,9,9,-2.7,1.23,0,0,0.0,88.9,8,0,11.1,9,14.1,1,1,,70.9,66.9,71.9,66.2,,,0,0,9,,90.7,0.0,0,0,0,0,0,0,0.0,52,5.8,1.05
Geno Smith,7820,QB,SEA,2,16.59,0,63,29,83.7,49,52,6.2,2.79,1,2,3.4,78.8,41,24,0.0,57,90.5,0,19,,82.8,73.5,80.6,71.3,59.0,68.1,0,1,63,16.7,102.6,7.0,4,1,0,2,2,2,3.2,388,7.5,82.5,40,43,5.7,2.67,1,1,2.2,76.7,33,19,0.0,47,74.6,0,14,,81.7,72.9,80.0,70.2,,68.1,0,1,50,15.8,100.6,6.4,3,1,0,2,2,2,4.0,297,6.9,93.3,15,15,3.9,2.76,0,1,5.6,93.3,14,6,0.0,16,25.4,0,5,,74.5,69.4,74.8,69.2,59.0,,0,0,19,16.7,93.1,6.3,1,0,0,0,0,0,0.0,95,6.3,0,100.0,6,6,-3.0,1.8,0,0,0.0,100.0,6,1,0.0,6,9.5,0,0,,68.9,66.0,70.6,65.4,,,0,0,6,0.0,79.2,0.0,0,0,0,0,0,0,0.0,4,0.7,-0.58
Ryan Tannehill,7014,QB,TEN,2,29.21,0,57,31,71.1,45,50,9.9,2.64,1,1,1.9,56.0,28,18,12.5,54,94.7,4,19,,81.6,67.0,3.7,65.3,,71.2,2,2,58,16.7,74.9,5.6,3,1,1,1,2,2,3.4,354,7.1,66.7,30,35,8.0,2.44,1,1,2.5,48.6,17,15,15.0,37,64.9,3,9,,79.7,48.7,0.0,46.5,,71.2,2,1,42,6.7,69.9,2.7,1,1,1,1,2,2,4.8,170,4.9,83.3,18,18,11.1,2.91,0,0,0.0,77.8,14,4,6.7,20,35.1,1,11,,75.4,91.4,74.9,90.4,,,0,1,21,50.0,92.8,10.0,2,0,0,0,0,0,0.0,213,11.8,0,100.0,3,3,-1.7,1.9,0,0,0.0,100.0,3,1,0.0,3,5.3,0,1,,68.0,64.8,69.9,64.3,,,0,0,5,0.0,106.9,0.0,0,0,0,0,0,0,0.0,29,9.7,6.97
Cooper Rush,12324,QB,DAL,2,28.07,0,49,9,68.4,38,40,9.6,2.36,1,0,0.0,60.0,24,15,7.7,45,91.8,2,13,,80.1,54.5,79.4,54.7,,58.3,0,0,48,20.0,90.5,6.7,3,1,1,0,1,2,4.2,289,7.2,65.7,35,38,7.7,2.18,1,0,0.0,55.3,21,14,8.7,42,85.7,2,10,,79.8,47.5,79.3,47.5,,,0,0,45,21.4,74.9,7.1,3,0,1,1,0,2,4.4,244,6.4,83.3,6,6,13.7,3.11,0,0,0.0,83.3,5,1,0.0,7,14.3,0,3,,69.6,76.4,71.1,78.3,,58.3,0,0,7,0.0,144.4,0.0,0,1,0,0,1,0,0.0,55,9.2,0,66.7,3,4,-3.3,1.83,0,0,0.0,50.0,2,0,0.0,4,8.2,0,0,,66.9,53.2,69.2,53.7,,,0,0,4,,56.3,0.0,0,0,0,1,0,0,0.0,10,2.5,2.75
Justin Fields,82118,QB,CHI,2,10.0,0,40,6,45.0,20,20,15.9,3.93,0,0,0.0,40.0,8,18,11.1,32,80.0,1,7,,29.9,37.1,0.0,33.9,,54.0,0,2,33,27.8,62.1,15.6,5,7,0,0,2,4,12.1,158,7.9,55.6,18,18,8.2,3.42,0,0,0.0,50.0,9,14,10.0,25,62.5,1,3,,28.6,29.6,0.0,32.1,,41.9,0,2,26,21.4,48.1,12.0,3,4,0,0,1,3,11.5,110,6.1,60.0,10,10,14.5,3.73,0,0,0.0,60.0,6,5,0.0,15,37.5,0,5,,73.5,68.0,73.7,54.6,,83.1,0,0,15,40.0,119.2,13.3,2,3,0,0,1,1,6.7,81,8.1,0,87.5,8,8,-3.0,1.99,0,0,0.0,87.5,7,1,0.0,8,20.0,0,1,,70.3,60.6,71.5,60.4,,,0,0,8,0.0,83.9,0.0,0,0,0,0,0,0,0.0,33,4.1,1.99
Trey Lance,91399,QB,SF,2,-25.6,0,38,28,65.2,23,25,10.2,3.51,0,2,7.7,48.0,12,14,20.0,31,81.6,3,8,,29.9,56.7,79.7,56.9,,56.7,1,1,32,14.3,55.1,6.5,2,4,0,1,0,1,3.1,178,7.1,65.2,23,24,7.3,2.88,1,1,4.0,54.2,13,8,13.3,29,76.3,2,5,,29.6,49.3,79.7,48.0,,55.8,0,1,30,25.0,54.7,6.9,2,2,0,0,0,1,3.3,143,6.0,60.0,5,7,10.0,4.01,0,1,14.3,28.6,2,7,33.3,9,23.7,1,3,,70.9,68.3,71.9,67.8,,61.2,1,0,9,0.0,57.4,0.0,0,2,0,1,0,0,0.0,51,7.3,0,60.0,5,6,-3.2,1.53,1,0,0.0,50.0,3,1,0.0,7,18.4,0,0,,69.6,41.5,71.1,42.7,,,0,0,7,0.0,56.3,0.0,0,0,0,0,0,0,0.0,16,2.7,1.33
Dak Prescott,10769,QB,DAL,1,-34.17,0,31,9,56.0,25,27,8.2,2.54,0,0,0.0,48.1,13,12,7.1,29,93.5,1,6,,78.2,36.4,78.2,35.1,,63.7,1,1,32,16.7,47.9,6.9,2,0,0,1,0,2,6.3,137,5.1,63.6,22,24,7.2,2.46,0,0,0.0,54.2,13,11,7.1,26,83.9,1,6,,77.3,35.9,77.9,34.2,,63.7,1,1,27,18.2,52.3,7.7,2,0,0,1,0,2,7.4,129,5.4,20.0,5,5,8.4,2.66,0,0,0.0,20.0,1,1,0.0,5,16.1,0,0,,69.6,53.9,71.1,54.4,,,0,0,7,0.0,39.6,0.0,0,0,0,0,0,0,0.0,5,1.0,0,50.0,2,2,-3.0,1.75,0,0,0.0,50.0,1,0,0.0,2,6.5,0,0,,63.6,62.4,66.9,62.1,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,-3,-1.5,-4.38
Jimmy Garoppolo,8697,QB,SF,1,47.06,0,22,28,68.8,16,18,10.3,2.41,2,1,4.5,55.6,10,5,9.1,19,86.4,1,6,,77.1,65.9,78.5,64.8,,61.6,0,0,23,20.0,97.0,5.3,1,0,0,0,1,0,0.0,130,7.2,66.7,15,17,8.8,2.25,2,1,5.0,52.9,9,3,10.0,17,77.3,1,5,,76.5,63.1,78.3,61.7,,61.6,0,0,20,0.0,68.5,0.0,0,0,0,0,0,0,0.0,91,5.4,100.0,4,4,5.8,2.24,0,0,0.0,100.0,4,2,0.0,5,22.7,0,2,,68.9,71.1,70.6,70.1,,,0,0,6,50.0,158.3,20.0,1,0,0,0,1,0,0.0,63,15.8,0,100.0,3,3,-3.0,1.27,0,0,0.0,100.0,3,0,0.0,3,13.6,0,1,,65.5,63.7,68.2,63.3,,,0,0,3,,100.0,0.0,0,0,0,0,0,0,0.0,24,8.0,10.4
Trace McSorley,32819,QB,ARZ,1,-50.0,0,7,1,66.7,3,4,4.3,3.56,0,0,0.0,50.0,2,3,0.0,7,100.0,0,2,,70.6,60.8,71.5,61.0,,59.9,1,0,7,33.3,56.3,14.3,1,2,0,0,0,0,0.0,12,3.0,66.7,3,4,4.3,3.56,0,0,0.0,50.0,2,3,0.0,7,100.0,0,2,,70.6,60.8,71.5,61.0,,59.9,1,0,7,33.3,56.3,14.3,1,2,0,0,0,0,0.0,12,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.0
Malik Willis,60341,QB,TEN,1,-33.33,0,6,31,33.3,3,4,7.7,3.7,0,0,0.0,25.0,1,4,0.0,6,100.0,0,1,,17.9,39.7,74.1,48.0,,46.3,0,0,6,0.0,39.6,0.0,0,2,0,1,0,0,0.0,6,1.5,50.0,2,3,5.0,3.9,0,0,0.0,33.3,1,4,0.0,5,83.3,0,1,,17.3,46.6,73.9,59.9,,46.3,0,0,5,0.0,42.4,0.0,0,2,0,1,0,0,0.0,6,2.0,0.0,1,1,13.0,2.7,0,0,0.0,0.0,0,0,,1,16.7,0,0,,60.4,44.8,64.6,46.4,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.0
Jordan Love,40306,QB,GB,1,-80.0,0,5,12,100.0,4,5,6.5,1.78,0,0,0.0,80.0,4,1,0.0,5,100.0,0,4,,68.0,55.5,69.9,55.8,,,0,0,5,0.0,118.8,0.0,0,0,1,0,0,0,0.0,65,13.0,100.0,4,5,6.5,1.78,0,0,0.0,80.0,4,1,0.0,5,100.0,0,4,,68.0,55.5,69.9,55.8,,,0,0,5,0.0,118.8,0.0,0,0,1,0,0,0,0.0,65,13.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.0
Case Keenum,7323,QB,BUF,1,0.0,0,2,4,0.0,2,2,13.0,1.85,0,0,0.0,0.0,0,0,,2,100.0,0,0,,69.1,44.5,73.9,43.9,,57.7,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,13.0,1.85,0,0,0.0,0.0,0,0,,2,100.0,0,0,,69.1,44.5,73.9,43.9,,57.7,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jeff Driskel,10841,QB,HST,1,0.0,0,1,13,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,1,,64.5,75.0,69.9,,,70.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,61.9,69.2,69.2,,,63.5,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,1,,60.4,65.2,64.6,,,62.6,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Davante Adams,8688,WR,LV,1,0.0,0,1,23,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,78.7,72.0,77.4,82.4,60.0,77.0,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,79.4,71.9,81.2,82.1,,80.3,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,60.4,52.0,74.0,60.0,53.8,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,64.7,61.2,67.0,71.6,,65.8,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
DeeJay Dallas,55632,HB,SEA,1,0.0,0,1,29,0.0,1,1,14.0,3.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.4,11.8,68.2,22.2,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,60.0,67.6,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,3.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.4,11.4,63.5,22.2,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
DeAndre Carter,9859,WR,LAC,1,0.0,0,1,27,,0,0,,,0,0,,,0,0,,0,0.0,0,0,73.4,68.0,77.7,78.5,,78.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,72.1,67.0,72.8,78.2,,74.0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,0.0,0,0,,,0,0,,1,100.0,0,0,68.3,65.7,85.4,72.2,60.0,84.7,,0,0,1,,0.0,0.0,0,0,0,0,0,0,0.0,0,,0,,0,0,,0.0,0,0,,,0,0,,1,100.0,0,0,64.7,63.8,73.3,69.2,60.0,73.4,,0,0,1,,0.0,0.0,0,0,0,0,0,0,0.0,0,,0.0
Kadarius Toney,61245,WR,NYG,1,0.0,0,1,21,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,0,28.8,66.2,55.1,77.1,,52.8,61.5,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,64.7,64.6,59.8,76.4,,55.8,63.1,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,0,29.9,65.7,53.9,71.6,,56.0,58.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,68.3,64.0,62.4,65.4,,61.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Braden Mann,44664,P,NYJ,1,-100.0,0,1,22,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,70.7,65.7,67.2,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,70.7,65.7,67.2,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-17.0
