"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"George Kittle","","","","","","","-17","Alex Singleton","62","13","0.17","75","0.74","69.8"
"Cade Otton","14","14","0.1","50","0.29","59.6","-15","Quay Walker","38","21","0.36","88","1.76","71.5"
"Austin Hooper","42","12","0.11","40","0.6","46.1","-19","Jayon Brown","60","13","0.24","100","1.12","48.9"
"Logan Thomas","56","18","0.36","60","1.46","61.7","-9","Kyzir White","58","14","0.11","50","0.36","63.8"
"Zach Ertz","75","19","0.33","71","1.19","61.2","-27","Ernest Jones","42","17","0.29","100","1.19","79.6"
"Kyle Pitts","57","18","0.14","40","0.67","52.1","-3","Cody Barton","60","22","0.53","92","2.28","49.3"
"Mark Andrews","58","33","0.61","74","2.69","84.1","-14","Ja'Whaun Bentley","34","9","0.12","100","0.29","79.1"
"Dawson Knox","49","14","0.2","71","0.94","61.2","19","Brandon Jones","51","16","0.16","50","0.82","60.7"
"Ian Thomas","38","13","0.25","60","1.74","52.6","-49","Demario Davis","68","10","0.07","43","0.29","83.7"
"Cole Kmet","31","6","","","","49.9","-12","Kamu Grugier-Hill","79","22","0.35","82","1.72","37.5"
"Hayden Hurst","90","14","0.19","77","0.78","60.7","10","C.J. Mosley","62","16","0.25","80","1.24","54.3"
"David Njoku","52","12","0.15","67","0.75","59.2","-33","Myles Jack","81","14","0.17","73","0.69","69.4"
"Jake Ferguson","12","","","","","56","-3","Julian Love","64","6","0.16","100","0.97","55.9"
"Albert Okwuegbunam","55","13","0.15","71","0.6","57.3","-11","Dre Greenlaw","52","21","0.53","100","2.04","58"
"T.J. Hockenson","60","23","0.22","50","1.07","59.7","-19","Eric Kendricks","79","8","0.06","33","0.32","65.1"
"Robert Tonyan","33","18","0.29","83","1.42","58.1","9","Devin White","73","14","0.15","60","0.64","64.4"
"Pharaoh Brown","36","14","0.22","80","1.14","59.5","1","Roquan Smith","64","17","0.14","36","0.77","29.2"
"Kylen Granson","48","17","0.18","62","0.75","48.5","-27","Nick Bolton","77","8","0.14","100","0.57","77.4"
"Evan Engram","61","20","0.3","92","1.21","61.1","-1","Kenneth Murray","41","10","0.13","75","0.56","53.3"
"Travis Kelce","67","24","0.54","81","2.57","85.2","65","Zaire Franklin","64","11","0.14","71","0.59","52.8"
"Tyler Higbee","76","24","0.3","67","1.45","62.8","34","Zaven Collins","62","11","0.18","71","0.98","43.9"
"Gerald Everett","58","22","0.47","69","2.16","75","26","Devin Lloyd","68","12","0.18","75","0.96","68.9"
"Darren Waller","60","23","0.48","71","2.15","71.1","10","David Long","58","3","0.07","100","0.33","63.9"
"Durham Smythe","29","10","0.13","67","0.66","60.4","-59","Matt Milano","71","8","0.11","67","0.55","91.1"
"Irv Smith Jr.","44","23","0.33","50","0.82","53.3","1","DeShon Elliott","89","4","0.09","75","0.53","63.8"
"Hunter Henry","51","8","0.08","50","0.39","42.7","-1","Josh Bynes","41","10","0.11","50","0.66","37.1"
"Juwan Johnson","65","18","0.22","50","1.28","71","3","Shaq Thompson","64","17","0.22","64","1.11","50.3"
"Daniel Bellinger","26","4","0.33","100","0.62","61.5","-6","Anthony Barr","51","12","0.13","67","0.51","59.6"
"Tyler Conklin","92","14","0.23","77","0.61","41.1","-31","Germaine Pratt","38","8","0.19","100","1.11","60.2"
"Dallas Goedert","70","13","0.32","89","2.03","69.1","16","Jamin Davis","53","19","0.26","60","1.49","47.5"
"Pat Freiermuth","60","27","0.41","56","1.62","60.5","-43","Jeremiah Owusu-Koramoah","59","8","0.21","80","0.42","91.7"
"Will Dissly","25","20","0.61","100","1.72","72.7","-4","Rashaan Evans","63","5","0.1","100","0.48","69.3"
