team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,2,77,3,4,77,95.5,7,0
ATL,2,2,68,1,9,68,92.6,10,0
PHI,24,2,80,1,11,80,92.5,12,0
BLT,3,2,65,1,10,65,90.0,12,1
SF,28,2,60,0,10,60,90.0,11,1
LAC,27,2,86,4,12,86,89.5,17,1
BUF,4,2,80,1,12,80,89.4,15,2
IND,14,2,89,5,8,89,89.3,16,3
WAS,32,2,98,3,13,98,88.8,19,3
NO,20,2,85,2,9,85,88.8,15,4
DEN,10,2,80,2,10,80,88.7,15,3
MIA,17,2,88,2,14,88,88.6,18,2
NE,19,2,71,4,9,71,88.0,15,2
ARZ,1,2,96,3,19,96,87.5,23,1
JAX,15,2,76,7,10,76,87.5,18,1
HST,13,2,82,3,10,82,87.2,17,4
KC,16,2,77,4,16,77,87.0,20,0
LV,23,2,84,7,9,84,86.9,19,3
GB,12,2,71,0,13,71,86.6,16,3
DAL,9,2,79,7,13,79,86.1,21,1
CLV,8,2,68,3,12,68,86.0,17,2
TEN,31,2,62,4,13,62,84.7,18,1
TB,30,2,64,3,13,64,84.4,18,2
CAR,5,2,69,1,16,69,83.3,20,3
CIN,7,2,110,7,16,110,83.2,30,7
DET,11,2,76,9,9,76,82.9,22,4
NYJ,22,2,109,4,28,109,82.6,35,3
LA,26,2,87,7,12,87,81.0,26,7
MIN,18,2,83,10,17,83,80.1,30,3
NYG,21,2,72,2,19,72,79.9,25,4
SEA,29,2,64,5,17,64,76.6,26,4
CHI,6,2,40,1,13,40,75.0,17,3
