player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Joe Flacco,4332,QB,NYJ,2,35,8.6,0,22,2,1,28.6,25.7,91.4,0.0,0,4,3,10,9,35,32,0,6,7,4,3,17.1,20.0,1,11.4,8.6
Joe Burrow,28022,QB,CIN,2,30,10.0,0,7,0,0,23.3,33.3,93.3,3.3,0,2,3,7,10,30,28,1,4,6,2,1,13.3,20.0,2,6.7,3.3
Daniel Jones,39395,QB,NYG,2,27,11.1,0,21,1,1,22.2,14.8,81.5,7.4,0,3,3,6,4,27,22,2,7,5,3,1,25.9,18.5,1,11.1,3.7
Baker Mayfield,46518,QB,CAR,2,24,8.3,0,5,2,3,16.7,29.2,79.2,4.2,0,6,2,4,7,24,19,1,3,4,6,0,12.5,16.7,1,25.0,0.0
Kirk Cousins,7102,QB,MIN,2,24,25.0,0,18,1,0,33.3,20.8,91.7,4.2,0,1,6,8,5,24,22,1,7,4,1,1,29.2,16.7,0,4.2,4.2
Patrick Mahomes,11765,QB,KC,2,24,12.5,0,16,0,2,12.5,29.2,79.2,12.5,0,2,3,3,7,24,19,3,5,2,2,1,20.8,8.3,0,8.3,4.2
Justin Herbert,28237,QB,LAC,2,23,4.3,0,27,0,3,30.4,8.7,73.9,13.0,0,4,1,7,2,23,17,3,3,4,4,2,13.0,17.4,1,17.4,8.7
Trevor Lawrence,77632,QB,JAX,2,23,26.1,0,15,0,2,17.4,26.1,82.6,8.7,0,2,6,4,6,23,19,2,2,0,2,2,8.7,0.0,0,8.7,8.7
Jameis Winston,9434,QB,NO,2,23,4.3,0,20,1,0,21.7,4.3,60.9,21.7,0,4,1,5,1,23,14,5,2,6,4,0,8.7,26.1,3,17.4,0.0
Matt Ryan,4317,QB,IND,2,22,4.5,0,14,1,1,13.6,22.7,68.2,13.6,0,4,1,3,5,22,15,3,2,5,4,0,9.1,22.7,2,18.2,0.0
Davis Mills,52269,QB,HST,2,22,9.1,0,13,1,0,31.8,13.6,90.9,0.0,0,2,2,7,3,22,20,0,2,3,2,3,9.1,13.6,1,9.1,13.6
Jared Goff,10635,QB,DET,2,22,0.0,0,11,1,0,18.2,18.2,86.4,4.5,0,2,0,4,4,22,19,1,10,4,2,1,45.5,18.2,1,9.1,4.5
Geno Smith,7820,QB,SEA,2,22,9.1,0,29,0,0,22.7,22.7,90.9,9.1,0,0,2,5,5,22,20,2,9,5,0,2,40.9,22.7,0,0.0,9.1
Matthew Stafford,4924,QB,LA,2,21,9.5,0,26,0,0,28.6,52.4,95.2,0.0,0,1,2,6,11,21,20,0,3,4,1,0,14.3,19.0,1,4.8,0.0
Derek Carr,8671,QB,LV,2,21,14.3,0,23,1,0,14.3,19.0,76.2,9.5,0,3,3,3,4,21,16,2,2,7,3,0,9.5,33.3,2,14.3,0.0
Carson Wentz,10636,QB,WAS,2,21,14.3,0,32,0,1,14.3,23.8,90.5,4.8,0,2,3,3,5,21,19,1,5,3,2,1,23.8,14.3,1,9.5,4.8
Kyler Murray,38334,QB,ARZ,2,21,14.3,0,1,0,1,23.8,14.3,81.0,9.5,0,3,3,5,3,21,17,2,2,5,3,2,9.5,23.8,2,14.3,9.5
Russell Wilson,7077,QB,DEN,2,20,5.0,0,10,1,1,15.0,15.0,80.0,5.0,0,4,1,3,3,20,16,1,3,5,4,2,15.0,25.0,2,20.0,10.0
Tua Tagovailoa,60326,QB,MIA,2,18,16.7,0,17,1,0,27.8,22.2,88.9,5.6,0,1,3,5,4,18,16,1,2,4,1,1,11.1,22.2,0,5.6,5.6
Jacoby Brissett,10725,QB,CLV,2,18,11.1,0,8,0,2,16.7,38.9,83.3,5.6,0,2,2,3,7,18,15,1,1,4,2,0,5.6,22.2,0,11.1,0.0
Jalen Hurts,40291,QB,PHI,2,17,17.6,0,24,0,3,5.9,23.5,64.7,11.8,0,4,3,1,4,17,11,2,2,2,4,1,11.8,11.8,1,23.5,5.9
Lamar Jackson,46416,QB,BLT,2,16,18.8,0,3,1,4,18.8,25.0,68.8,0.0,0,5,3,3,4,16,11,0,1,1,5,1,6.3,6.3,0,31.3,6.3
Justin Fields,82118,QB,CHI,2,16,12.5,0,6,0,3,12.5,31.3,81.3,0.0,0,4,2,2,5,16,13,0,5,3,4,1,31.3,18.8,1,25.0,6.3
Mitchell Trubisky,11757,QB,PIT,2,15,20.0,0,25,0,3,6.7,6.7,46.7,20.0,0,7,3,1,1,15,7,3,0,2,7,1,0.0,13.3,4,46.7,6.7
Aaron Rodgers,2241,QB,GB,2,15,6.7,0,12,0,0,6.7,20.0,93.3,0.0,0,1,1,1,3,15,14,0,4,6,1,1,26.7,40.0,1,6.7,6.7
Ryan Tannehill,7014,QB,TEN,2,15,6.7,0,31,0,0,40.0,26.7,100.0,0.0,0,0,1,6,4,15,15,0,1,2,0,2,6.7,13.3,0,0.0,13.3
Josh Allen,46601,QB,BUF,2,15,13.3,0,4,0,0,33.3,6.7,86.7,13.3,0,0,2,5,1,15,13,2,5,2,0,0,33.3,13.3,0,0.0,0.0
Mac Jones,60323,QB,NE,2,14,14.3,0,19,0,0,14.3,35.7,100.0,0.0,0,0,2,2,5,14,14,0,2,4,0,0,14.3,28.6,0,0.0,0.0
Tom Brady,698,QB,TB,2,13,23.1,0,30,0,0,38.5,53.8,100.0,0.0,0,0,3,5,7,13,13,0,1,2,0,0,7.7,15.4,0,0.0,0.0
Marcus Mariota,9435,QB,ATL,2,13,15.4,0,2,1,3,7.7,23.1,69.2,0.0,0,5,2,1,3,13,9,0,1,3,5,0,7.7,23.1,1,38.5,0.0
Cooper Rush,12324,QB,DAL,2,12,0.0,0,9,0,0,66.7,8.3,83.3,8.3,0,1,0,8,1,12,10,1,1,1,1,0,8.3,8.3,1,8.3,0.0
Dak Prescott,10769,QB,DAL,1,11,9.1,0,9,0,0,36.4,18.2,90.9,9.1,0,0,1,4,2,11,10,1,1,2,0,0,9.1,18.2,0,0.0,0.0
Trey Lance,91399,QB,SF,2,11,18.2,0,28,0,1,27.3,27.3,90.9,0.0,0,1,2,3,3,11,10,0,0,2,1,0,0.0,18.2,0,9.1,0.0
Malik Willis,60341,QB,TEN,1,4,0.0,0,31,0,1,0.0,50.0,75.0,0.0,0,1,0,0,2,4,3,0,0,2,1,0,0.0,50.0,0,25.0,0.0
Trace McSorley,32819,QB,ARZ,1,3,33.3,0,1,0,0,33.3,0.0,100.0,0.0,0,0,1,1,0,3,3,0,1,2,0,0,33.3,66.7,0,0.0,0.0
Jordan Love,40306,QB,GB,1,1,0.0,0,12,0,0,0.0,0.0,100.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,100.0,0.0,0,0.0,0.0
Jimmy Garoppolo,8697,QB,SF,1,1,0.0,0,28,0,0,0.0,100.0,100.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0
Davante Adams,8688,WR,LV,1,1,0.0,0,23,0,0,0.0,0.0,0.0,100.0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0
