player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Cooper Kupp,11824,WR,LA,2,29,0,26,0,-2.0,0,100.0,,0,0,0.0,0,1,0,84.5,55.0,0,3,0.0,0,7,2,100.0,7,79.2,2,6.9,0,2,6,3.0,1.0,0.29,7.4,2,93.3,50.0,1,2,0.0,0,7,1,90.3,91.6,0,23,0.0,0,45,14,97.8,44,103.3,15,51.7,0,132,50,3.6,9.4,3.0
Tyreek Hill,10799,WR,MIA,2,25,0,17,0,-2.7,2,100.0,,0,0,0.0,0,2,0,90.2,95.7,0,18,0.0,0,8,3,87.5,7,116.7,3,12.0,0,36,44,14.7,12.0,5.14,8.2,1,80.0,100.0,1,1,11.1,1,4,1,78.5,89.3,0,26,0.0,0,29,8,100.0,29,105.0,10,40.0,0,92,37,4.6,11.5,3.17
Amon-Ra St. Brown,84470,WR,DET,2,24,0,11,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,57.9,0,3,0.0,0,5,2,100.0,5,79.2,2,8.3,0,1,5,2.5,0.5,0.2,5.4,1,68.8,0.0,0,1,15.4,2,3,0,48.6,65.4,0,29,0.0,0,53,11,96.2,51,82.0,16,66.7,0,87,34,3.1,7.9,1.71
Jaylen Waddle,84088,WR,MIA,2,24,0,17,0,-2.5,0,100.0,,0,0,0.0,0,2,0,84.5,93.7,0,6,0.0,0,6,2,83.3,5,131.3,2,8.3,1,12,17,8.5,6.0,2.4,9.9,0,75.0,0.0,0,1,14.3,1,4,0,37.4,88.5,0,59,0.0,0,19,6,89.5,17,156.3,8,33.3,2,127,73,12.2,21.2,7.47
Ja'Marr Chase,84270,WR,CIN,2,23,0,7,0,-1.0,0,0.0,,0,0,100.0,1,0,0,21.6,26.3,0,0,0.0,0,7,0,100.0,7,39.6,1,4.3,0,0,0,,,0.0,4.3,0,75.0,,0,0,14.3,1,6,0,54.9,76.9,0,17,0.0,0,29,6,96.6,28,95.8,8,34.8,0,60,34,5.7,10.0,2.14
Justin Jefferson,61398,WR,MIN,2,22,0,18,0,,0,,,0,0,,0,0,0,,45.5,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,7.9,3,90.9,,0,0,0.0,0,7,0,85.3,75.6,0,64,0.0,0,40,10,97.5,39,149.1,11,50.0,1,144,66,6.6,14.4,3.69
Stefon Diggs,9579,WR,BUF,2,22,0,4,0,0.0,1,100.0,,0,0,0.0,0,0,0,78.7,88.0,0,9,0.0,0,4,1,100.0,4,104.2,1,4.5,0,9,9,9.0,9.0,2.25,3.0,0,100.0,,0,0,0.0,0,1,0,86.1,90.3,0,12,0.0,0,14,3,100.0,14,93.1,3,13.6,0,19,10,3.3,6.3,1.36
Garrett Wilson,97405,WR,NYJ,2,22,0,22,0,0.5,1,100.0,,0,0,0.0,0,0,0,84.5,89.2,0,9,0.0,0,4,2,100.0,4,95.8,2,9.1,0,14,13,6.5,7.0,3.5,11.0,2,66.7,0.0,0,1,0.0,0,2,0,52.8,72.2,0,19,0.0,0,30,4,96.7,29,90.3,6,27.3,0,47,11,2.8,11.8,1.62
Brandin Cooks,8655,WR,HST,2,21,0,13,0,-3.0,0,100.0,,0,0,0.0,0,0,0,84.5,55.8,0,2,0.0,0,6,2,100.0,6,79.2,2,9.5,0,3,9,4.5,1.5,0.5,13.7,0,83.3,100.0,1,1,0.0,0,3,0,28.8,58.2,0,42,0.0,0,20,5,100.0,20,118.8,6,28.6,0,93,35,7.0,18.6,4.65
Davante Adams,8688,WR,LV,2,21,0,23,0,0.0,0,100.0,,0,0,0.0,0,1,0,78.7,72.5,0,1,0.0,0,9,1,88.9,8,118.8,1,4.8,1,1,1,1.0,1.0,0.13,11.3,1,85.7,100.0,1,1,0.0,0,5,0,85.7,83.0,1,41,0.0,0,28,6,96.4,27,79.2,7,33.3,0,90,52,8.7,15.0,3.33
Diontae Johnson,33441,WR,PIT,2,20,0,25,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,52.3,0,2,0.0,0,6,1,100.0,6,79.2,1,5.0,0,2,4,4.0,2.0,0.33,,0,,,0,0,,0,0,0,81.7,79.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
