player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,2,0,,,4.8,,,0,0,0,,3,60.2,69.0,79.8,74.9,50.0,71.9,0,,,0,0,0,0.0,0,3,63,1,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,2,1,1.0,100.0,4.4,2.0,2.0,0,0,0,0.0,24,59.6,62.4,81.1,59.9,62.4,37.8,0,2,0.0,0,0,0,79.2,1,2,45,2,1,1,0,2,1,1.0,2.0
Kareem Jackson,5545,S,DEN,2,0,18.7,33.3,100.0,72.0,24.0,0,0,0,0.0,10,54.9,55.6,0.0,,70.9,79.0,0,17,0.0,0,0,1,53.5,1,78,78,1,3,3,0,17,4,0.2,17.0
Devin McCourty,5552,S,NE,2,0,44.0,0.0,100.0,,74.0,0,0,1,100.0,19,72.2,74.9,77.8,,64.0,84.8,0,,0.0,0,1,0,39.6,0,75,75,0,6,1,0,0,0,0.0,
Jerry Hughes,5556,ED,HST,2,0,,,3.1,,,0,0,0,,13,68.2,90.9,35.2,79.6,69.7,73.8,1,,50.0,1,0,1,0.0,0,2,64,3,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,2,0,8.0,100.0,6.7,2.0,2.0,0,0,0,0.0,16,54.2,58.1,80.3,54.6,78.6,54.7,0,8,50.0,1,0,0,100.0,1,2,30,1,1,1,0,8,0,4.0,8.0
Von Miller,6154,ED,BUF,2,0,,,2.2,,,0,0,0,,4,75.7,91.9,78.5,87.0,84.2,75.8,0,,0.0,0,0,0,0.0,0,1,45,3,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,2,1,10.3,71.4,100.0,16.2,11.6,0,0,0,0.0,18,53.8,59.6,80.1,,86.7,67.9,0,23,16.7,1,0,0,99.7,5,86,86,1,4,7,0,64,37,0.8,12.8
Robert Quinn,6166,ED,CHI,2,0,,,1.9,,,1,0,0,,6,60.0,54.2,39.0,62.4,51.2,73.3,0,,,0,0,1,0.0,0,1,52,1,0,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,2,0,,,5.6,,,0,0,0,,3,66.6,77.7,80.9,71.7,68.5,55.9,0,,50.0,2,0,0,0.0,0,5,89,2,2,0,0,0,0,0.0,
