player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,2,0,0,3,74.9,1,1,56,95.2,14.3,8,0,3.6,1,63,60,3,0,82.3,1,0,20,100.0,25.0,5,7.5,1,22,22,2
Tyson Alualu,5535,DI,PIT,2,0,0,25,61.4,1,2,40,100.0,10.0,4,0,3.8,0,41,41,3,0,58.5,1,1,23,100.0,8.7,2,4.3,0,23,23,2
Brandon Graham,5538,ED,PHI,2,0,0,24,59.9,0,4,41,95.6,14.6,6,0,7.3,1,45,43,5,0,67.0,0,2,23,96.2,21.7,5,8.7,1,26,25,3
Jerry Hughes,5556,ED,HST,2,0,0,13,79.6,0,2,60,96.9,15.0,9,1,5.0,2,64,62,4,0,70.0,0,2,23,92.0,26.1,6,4.3,0,25,23,2
Carlos Dunlap,5579,ED,KC,2,0,0,16,54.6,1,1,26,93.3,11.5,3,0,7.7,1,30,28,3,0,61.8,1,0,13,88.2,15.4,2,11.5,1,17,15,2
Al Woods,5646,DI,SEA,2,1,0,29,65.4,0,2,19,95.2,10.5,2,1,5.3,0,21,20,2,0,67.2,0,1,4,80.0,25.0,1,12.5,0,5,4,1
Von Miller,6154,ED,BUF,2,0,0,4,87.0,1,3,42,97.8,23.8,10,0,9.5,2,45,44,6,0,78.6,1,1,26,100.0,26.9,7,11.5,2,27,27,4
J.J. Watt,6163,ED,ARZ,1,1,0,1,74.2,0,3,29,100.0,13.8,4,1,8.6,1,31,31,4,0,85.8,0,3,12,100.0,33.3,4,20.8,1,12,12,4
Robert Quinn,6166,ED,CHI,2,0,1,6,62.4,0,5,49,98.1,14.3,7,1,7.1,1,52,51,6,0,63.9,0,4,25,96.4,20.0,5,12.0,1,28,27,5
Cameron Jordan,6176,ED,NO,2,0,0,20,51.6,0,1,58,100.0,5.2,3,0,0.9,0,61,61,1,0,50.5,0,1,20,100.0,5.0,1,2.5,0,21,21,1
Cameron Heyward,6183,DI,PIT,2,0,0,25,71.7,2,5,64,100.0,18.8,12,0,7.0,1,70,70,8,0,61.3,1,5,39,100.0,12.8,5,7.7,0,45,45,6
Justin Houston,6222,ED,BLT,2,0,0,3,71.7,1,8,79,94.4,19.0,15,0,8.2,2,89,84,11,0,60.5,0,3,31,94.6,19.4,6,4.8,0,37,35,3
Lawrence Guy,6385,DI,NE,2,0,0,19,57.9,0,2,30,100.0,13.3,4,0,3.3,0,30,30,2,0,58.1,0,2,11,100.0,27.3,3,9.1,0,11,11,2
Josh Bynes,6503,LB,BLT,2,0,0,3,56.4,0,0,3,6.7,0.0,0,0,0.0,0,45,3,0,0,,0,0,0,0.0,,0,,0,10,0,0
Fletcher Cox,7018,DI,PHI,2,0,0,24,75.7,2,2,57,100.0,19.3,11,1,7.0,2,59,59,6,0,83.7,0,2,31,100.0,25.8,8,9.7,2,33,33,4
Michael Brockers,7020,DI,DET,2,0,0,11,51.5,0,1,31,100.0,6.5,2,0,1.6,0,32,32,1,0,48.6,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Melvin Ingram III,7024,ED,MIA,2,1,0,17,65.0,0,2,28,72.1,14.3,4,2,3.6,0,43,31,2,0,61.2,0,1,11,73.3,27.3,3,4.5,0,15,11,1
Chandler Jones,7027,ED,LV,2,0,0,23,56.9,3,1,71,87.4,9.9,7,0,2.8,0,87,76,4,0,57.1,1,0,19,88.5,15.8,3,2.6,0,26,23,1
Bobby Wagner,7050,LB,LA,2,0,0,26,90.0,0,0,11,15.1,27.3,3,0,18.2,2,73,11,2,0,78.5,0,0,4,17.4,25.0,1,25.0,1,23,4,1
Lavonte David,7060,LB,TB,2,0,0,30,71.3,0,1,10,10.1,20.0,2,1,15.0,1,99,10,2,0,76.2,0,1,7,12.3,28.6,2,21.4,1,57,7,2
Demario Davis,7079,LB,NO,2,0,0,20,75.2,1,0,4,5.3,25.0,1,0,12.5,0,76,4,1,0,65.0,0,0,3,12.0,33.3,1,0.0,0,25,3,0
Akiem Hicks,7090,DI,TB,2,0,0,30,53.5,1,1,34,100.0,11.8,4,0,2.9,0,36,36,2,0,59.6,1,1,15,100.0,26.7,4,6.7,0,15,15,2
Johnathan Hankins,7830,DI,LV,2,1,0,23,54.6,0,0,37,97.6,0.0,0,0,0.0,0,41,40,0,0,53.9,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Tyrann Mathieu,7850,S,NO,2,0,0,20,56.0,0,0,1,2.6,0.0,0,0,0.0,0,76,2,0,0,58.4,0,0,0,4.0,,0,,0,25,1,0
John Jenkins,7863,DI,MIA,2,0,0,17,53.4,0,0,9,90.0,0.0,0,0,0.0,0,10,9,0,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Duron Harmon,7872,S,LV,2,0,0,23,56.3,0,1,2,2.4,50.0,1,0,25.0,0,82,2,1,0,58.4,0,1,1,4.0,100.0,1,50.0,0,25,1,1
