Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size
2023-04-17 12:49:23 UTC,70,fb29ba43-71db-4b97-93ff-458793a6b75f,Mark,Stone,VGK,RW,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:47:12 UTC,63,f79dc94e-c2ce-4d06-acf5-beb99751700f,Joe,Pavelski,DAL,C,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:46:28 UTC,58,5b8babba-2d57-4e7d-85da-b1bac57d632b,Morgan,Rielly,TOR,D,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:45:40 UTC,51,155d6181-f9fa-41ac-af91-c5f5228c5081,Jonathan,Marchessault,VGK,RW,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:44:41 UTC,46,22f81271-bd23-4416-9bb6-f9dfd7839602,Artturi,Lehkonen,COL,LW,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:43:52 UTC,39,77c5bfb2-4eb4-4c74-8d8e-fadbf1a84c44,Roope,Hintz,DAL,C,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:43:16 UTC,34,8efb0267-b2f3-42ab-b5b6-aa4440759bfd,Devon,Toews,COL,D,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:42:02 UTC,27,93d314c1-50f6-473c-817f-5cc074d3a3a8,William,Nylander,TOR,RW,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:41:04 UTC,22,6ff4b26b-2210-41fc-9ba0-747cc5b8009e,Jake,Oettinger,DAL,G,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:39:39 UTC,15,6d5810bc-3c2a-40be-955d-6dec68fbdf96,Jason,Robertson,DAL,LW,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:38:54 UTC,10,c2675fca-a010-4e49-9ad3-5b41107ca960,Alexandar,Georgiev,COL,G,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:38:18 UTC,3,e918d3ef-f71c-4936-8c7c-ef88e9515603,Nathan,MacKinnon,COL,C,ae570f73-5982-47d2-a01a-2d3305143fbe,1b30d082-127c-44ea-b72e-a03261f11f15,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 13:08:42 UTC,68,c7046663-df57-4a3f-81d9-2f1666aacdf4,J.T.,Compher,COL,LW,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 13:07:34 UTC,65,f5f50a6a-0ef8-48ca-91ca-caf6b9c4ff1a,Jamie,Benn,DAL,LW,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 13:05:06 UTC,56,f79dc94e-c2ce-4d06-acf5-beb99751700f,Joe,Pavelski,DAL,C,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 13:04:19 UTC,53,5b8babba-2d57-4e7d-85da-b1bac57d632b,Morgan,Rielly,TOR,D,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 13:01:44 UTC,44,22f81271-bd23-4416-9bb6-f9dfd7839602,Artturi,Lehkonen,COL,LW,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 13:01:12 UTC,41,f1fee6a9-b802-4e53-8ca8-c5c99891f2c1,Miro,Heiskanen,DAL,D,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:59:00 UTC,32,77c5bfb2-4eb4-4c74-8d8e-fadbf1a84c44,Roope,Hintz,DAL,C,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:58:17 UTC,29,2a495dfc-569c-4da4-8f3f-1620f41e16e1,Ilya,Samsonov,TOR,G,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:56:08 UTC,20,6ff4b26b-2210-41fc-9ba0-747cc5b8009e,Jake,Oettinger,DAL,G,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
2023-04-17 12:55:34 UTC,17,6d5810bc-3c2a-40be-955d-6dec68fbdf96,Jason,Robertson,DAL,LW,946164be-b819-4364-8216-bee6044c9748,981331c7-b886-4ca3-8b2e-b1a2d4c19b02,0.0,6,0.0,The Zamboni,91ece5e6-f6b0-4edb-9561-fde4578b2abd,10.0,100000.0,11160,,,,,
