,,Win,,Cover,,Total Points,,Implied,Implied Score,
Rutgers,2/12/2022 14:00,270,54,7.5,19.05,132.5,19.05,25.8,62.5,70
Wisconsin,2/12/2022 14:00,-350,5.71,-7.5,17.39,132.5,17.39,74.2,70,62.5
Harvard,2/12/2022 14:00,135,27,3.5,17.39,140.5,19.05,41.2,68.5,72
Pennsylvania,2/12/2022 14:00,-155,12.9,-3.5,19.05,140.5,17.39,58.8,72,68.5
Ball State,2/12/2022 14:00,500,100,11.5,18.18,155.5,18.18,16,72,83.5
Buffalo,2/12/2022 14:00,-720,2.78,-11.5,18.18,155.5,18.18,84,83.5,72
Bryant,2/12/2022 14:00,-120,16.67,-1.5,17.39,159.5,16.67,52.2,80.5,79
LIU-Brooklyn,2/12/2022 14:00,100,20,1.5,19.05,159.5,20,47.8,79,80.5
Chattanooga,2/12/2022 14:00,165,33,4.5,18.18,139.5,18.18,36.3,67.5,72
Furman,2/12/2022 14:00,-195,10.26,-4.5,18.18,139.5,18.18,63.7,72,67.5
West Virginia,2/12/2022 14:00,145,29,3.5,18.18,134.5,17.39,39.6,65.5,69
Oklahoma State,2/12/2022 14:00,-165,12.12,-3.5,18.18,134.5,19.05,60.4,69,65.5
Florida State,2/12/2022 14:00,300,60,8.5,18.18,146.5,18.18,23.8,69,77.5
North Carolina,2/12/2022 14:00,-400,5,-8.5,18.18,146.5,18.18,76.2,77.5,69
Charleston Southern,2/12/2022 14:00,1100,220,15.5,18.18,137,19.05,8,60.8,76.3
Gardner-Webb,2/12/2022 14:00,-2200,0.91,-15.5,18.18,137,17.39,92,76.3,60.8
Davidson,2/12/2022 14:00,-155,12.9,-2.5,16.67,132.5,18.18,58.8,67.5,65
Rhode Island,2/12/2022 14:00,135,27,2.5,20,132.5,18.18,41.2,65,67.5
George Washington,2/12/2022 14:00,900,180,15.5,17.39,130.5,17.39,9.6,57.5,73
Dayton,2/12/2022 14:00,-1600,1.25,-15.5,19.05,130.5,19.05,90.4,73,57.5
North Carolina Central,2/12/2022 14:00,-115,17.39,-1.5,20,143.5,19.05,51.1,72.5,71
Morgan State,2/12/2022 14:00,-105,19.05,1.5,16.67,143.5,17.39,48.9,71,72.5
Holy Cross,2/12/2022 14:00,160,32,4.5,18.18,141.5,17.39,37,68.5,73
Bucknell,2/12/2022 14:00,-190,10.53,-4.5,18.18,141.5,19.05,63,73,68.5
Temple,2/12/2022 14:00,155,31,3.5,21,135,18.18,37.9,65.8,69.3
Tulane,2/12/2022 14:00,-180,11.11,-3.5,16,135,18.18,62.1,69.3,65.8
Texas-Arlington,2/12/2022 15:00,190,38,5.5,18.18,135,19.05,33,64.8,70.3
Louisiana-Lafayette,2/12/2022 15:00,-235,8.51,-5.5,18.18,135,17.39,67,70.3,64.8
Texas State,2/12/2022 15:00,-190,10.53,-3.5,16,133.5,17.39,63,68.5,65
Louisiana-Monroe,2/12/2022 15:00,160,32,3.5,21,133.5,19.05,37,65,68.5
North Texas,2/12/2022 15:00,-240,8.33,-5.5,18.18,131.5,19.05,67.6,68.5,63
Rice,2/12/2022 15:00,195,39,5.5,18.18,131.5,17.39,32.4,63,68.5
North Dakota,2/12/2022 15:00,,,12.5,,153.5,,,,
Western Illinois,2/12/2022 15:00,,,-12.5,,153.5,,,,
Sam Houston,2/12/2022 15:00,,,-10,,132,,,,
Chicago State,2/12/2022 15:00,,,10,,132,,,,
North Carolina State,2/12/2022 15:00,-125,16,-1.5,17.39,135.5,18.18,53.2,68.5,67
Pittsburgh,2/12/2022 15:00,105,21,1.5,19.05,135.5,18.18,46.8,67,68.5
Miami,2/12/2022 15:00,260,52,7,20,150.5,19.05,26.5,71.8,78.8
Wake Forest,2/12/2022 15:00,-335,5.97,-7,16.67,150.5,17.39,73.5,78.8,71.8
IUPUI,2/12/2022 15:00,1700,340,22,18.18,126.5,16.67,5.4,52.3,74.3
Cleveland State,2/12/2022 15:00,-4000,0.5,-22,18.18,126.5,20,94.6,74.3,52.3
Indiana,2/12/2022 15:30,150,30,4,18.18,134.5,19.05,38.8,65.3,69.3
Michigan State,2/12/2022 15:30,-170,11.76,-4,18.18,134.5,17.39,61.2,69.3,65.3
Ohio,2/12/2022 15:30,-510,3.92,-9.5,18.18,142.5,17.39,79.9,76,66.5
Eastern Michigan,2/12/2022 15:30,375,75,9.5,18.18,142.5,19.05,20.1,66.5,76
Bowling Green,2/12/2022 15:30,-105,19.05,1.5,16.67,156.5,20,48.9,77.5,79
Miami (OH),2/12/2022 15:30,-115,17.39,-1.5,20,156.5,16.67,51.1,79,77.5
Memphis,2/12/2022 15:30,385,77,10.5,16,140.5,18.18,19.7,65,75.5
Houston,2/12/2022 15:30,-525,3.81,-10.5,21,140.5,18.18,80.3,75.5,65
Citadel,2/12/2022 15:35,290,58,8,18.18,162.5,19.05,24.5,77.3,85.3
VMI,2/12/2022 15:35,-380,5.26,-8,18.18,162.5,17.39,75.5,85.3,77.3
Georgia State,2/12/2022 16:00,-120,16.67,-1.5,18.18,131.5,17.39,52.2,66.5,65
Appalachian State,2/12/2022 16:00,100,20,1.5,18.18,131.5,19.05,47.8,65,66.5
William & Mary,2/12/2022 16:00,500,100,11.5,17.39,146.5,16.67,16,67.5,79
James Madison,2/12/2022 16:00,-720,2.78,-11.5,19.05,146.5,20,84,79,67.5
Southern Utah,2/12/2022 16:00,-335,5.97,-7.5,17.39,140.5,18.18,73.5,74,66.5
Sacramento State,2/12/2022 16:00,260,52,7.5,19.05,140.5,18.18,26.5,66.5,74
Stetson,2/12/2022 16:00,260,52,7.5,18.18,143.5,18.18,26.5,68,75.5
Florida Gulf Coast,2/12/2022 16:00,-335,5.97,-7.5,18.18,143.5,18.18,73.5,75.5,68
Western Kentucky,2/12/2022 16:00,-525,3.81,-9.5,17.39,144.5,17.39,80.3,77,67.5
Texas-San Antonio,2/12/2022 16:00,385,77,9.5,19.05,144.5,19.05,19.7,67.5,77
McNeese State,2/12/2022 16:00,-105,19.05,1.5,16.67,155.5,17.39,48.9,77,78.5
Northwestern State,2/12/2022 16:00,-115,17.39,-1.5,20,155.5,19.05,51.1,78.5,77
South Dakota,2/12/2022 16:00,-170,11.76,-4,17.39,141,19.05,61.2,72.5,68.5
Denver,2/12/2022 16:00,150,30,4,19.05,141,17.39,38.8,68.5,72.5
Florida,2/12/2022 16:00,385,77,9.5,18.18,140.5,17.39,19.7,65.5,75
Kentucky,2/12/2022 16:00,-525,3.81,-9.5,18.18,140.5,19.05,80.3,75,65.5
Valparaiso,2/12/2022 16:00,550,110,11,23,137.5,18.18,14.8,63.3,74.3
Missouri State,2/12/2022 16:00,-800,2.5,-11,14.81,137.5,18.18,85.2,74.3,63.3
Mount St. Mary's,2/12/2022 16:00,-130,15.38,-2.5,17.39,129.5,18.18,54.3,66,63.5
St. Francis (Pa.),2/12/2022 16:00,110,22,2.5,19.05,129.5,18.18,45.7,63.5,66
Murray State,2/12/2022 16:00,-140,14.29,-2.5,17.39,133.5,18.18,56.2,68,65.5
Morehead State,2/12/2022 16:00,120,24,2.5,19.05,133.5,18.18,43.8,65.5,68
Samford,2/12/2022 16:00,160,32,5,16.67,150.5,19.05,37,72.8,77.8
E. Tennessee State,2/12/2022 16:00,-190,10.53,-5,20,150.5,17.39,63,77.8,72.8
Kansas State,2/12/2022 16:00,185,37,5,19.05,127.5,17.39,33.6,61.3,66.3
Iowa State,2/12/2022 16:00,-225,8.89,-5,17.39,127.5,19.05,66.4,66.3,61.3
TCU,2/12/2022 16:00,410,82,10.5,18.18,127.5,17.39,18.7,58.5,69
Texas Tech,2/12/2022 16:00,-575,3.48,-10.5,18.18,127.5,19.05,81.3,69,58.5
New Mexico State,2/12/2022 16:00,-150,13.33,-2.5,17.39,134.5,18.18,58,68.5,66
Utah Valley,2/12/2022 16:00,130,26,2.5,19.05,134.5,18.18,42,66,68.5
Georgia Tech,2/12/2022 16:00,360,72,9.5,18.18,125,20,20.7,57.8,67.3
Virginia,2/12/2022 16:00,-490,4.08,-9.5,18.18,125,16.67,79.3,67.3,57.8
Longwood,2/12/2022 16:00,-180,11.11,-3.5,17.39,139.5,19.05,62.1,71.5,68
North Carolina A&T,2/12/2022 16:00,155,31,3.5,19.05,139.5,17.39,37.9,68,71.5
UNC-Asheville,2/12/2022 16:00,105,21,1.5,17.39,143.5,17.39,46.8,71,72.5
USC Upstate,2/12/2022 16:00,-125,16,-1.5,19.05,143.5,19.05,53.2,72.5,71
VCU,2/12/2022 16:00,115,23,2.5,17.39,127.5,18.18,44.7,62.5,65
George Mason,2/12/2022 16:00,-135,14.81,-2.5,19.05,127.5,18.18,55.3,65,62.5
Dartmouth,2/12/2022 16:00,240,48,6.5,20,140.5,19.05,28.1,67,73.5
Princeton,2/12/2022 16:00,-305,6.56,-6.5,16.67,140.5,17.39,71.9,73.5,67
California,2/12/2022 16:00,650,130,14,16.67,132,17.39,12.8,59,73
Oregon,2/12/2022 16:00,-1000,2,-14,20,132,19.05,87.2,73,59
South Carolina State,2/12/2022 16:00,,,6.5,18.18,146.5,16.67,,70,76.5
Coppin State,2/12/2022 16:00,,,-6.5,18.18,146.5,20,,76.5,70
Bethune-Cookman,2/12/2022 16:00,310,62,8.5,17.39,132.5,19.05,23.3,62,70.5
Alcorn State,2/12/2022 16:00,-410,4.88,-8.5,19.05,132.5,17.39,76.7,70.5,62
Texas A&M-Corpus Christi,2/12/2022 16:00,215,43,5.5,20,144.5,17.39,30.4,69.5,75
Nicholls State,2/12/2022 16:00,-265,7.55,-5.5,16.67,144.5,19.05,69.6,75,69.5
Lamar,2/12/2022 16:00,1100,220,17.5,16,141.5,19.05,8,62,79.5
Seattle,2/12/2022 16:00,-2200,0.91,-17.5,21,141.5,17.39,92,79.5,62
Delaware State,2/12/2022 16:00,2000,400,19.5,18.18,137.5,16.67,4.6,59,78.5
Howard,2/12/2022 16:00,-5000,0.4,-19.5,18.18,137.5,20,95.4,78.5,59
UC Riverside,2/12/2022 16:00,-180,11.11,-4,17.39,133.5,16.67,62.1,68.8,64.8
UC San Diego,2/12/2022 16:00,155,31,4,19.05,133.5,20,37.9,64.8,68.8
Toledo,2/12/2022 16:30,,,-12.5,,144.5,,,,
Northern Illinois,2/12/2022 16:30,,,12.5,,144.5,,,,
Tennessee-Martin,2/12/2022 16:30,,,-7,,132.5,,,,
Eastern Illinois,2/12/2022 16:30,,,7,,132.5,,,,
Tennessee Tech,2/12/2022 16:30,,,-2,,139.5,,,,
SIU-Edwardsville,2/12/2022 16:30,,,2,,139.5,,,,
Bellarmine,2/12/2022 16:30,-160,12.5,-3.5,18.18,131.5,17.39,59.6,67.5,64
North Alabama,2/12/2022 16:30,140,28,3.5,18.18,131.5,19.05,40.4,64,67.5
Presbyterian,2/12/2022 16:30,225,45,6.5,17.39,134.5,17.39,29.5,64,70.5
Winthrop,2/12/2022 16:30,-280,7.14,-6.5,19.05,134.5,19.05,70.5,70.5,64
Marquette,2/12/2022 16:30,-160,12.5,-3.5,18.18,131.5,17.39,59.6,67.5,64
Butler,2/12/2022 16:30,140,28,3.5,18.18,131.5,19.05,40.4,64,67.5
Grambling,2/12/2022 16:30,340,68,8.5,19.05,136.5,19.05,21.7,64,72.5
Texas Southern,2/12/2022 16:30,-450,4.44,-8.5,17.39,136.5,17.39,78.3,72.5,64
Arkansas-Little Rock,2/12/2022 17:00,650,130,13,19.05,134,18.18,12.8,60.5,73.5
Troy,2/12/2022 17:00,-1000,2,-13,17.39,134,18.18,87.2,73.5,60.5
Idaho State,2/12/2022 17:00,500,100,10.5,20,142.5,18.18,16,66,76.5
Eastern Washington,2/12/2022 17:00,-720,2.78,-10.5,16.67,142.5,18.18,84,76.5,66
Weber State,2/12/2022 17:00,-590,3.39,-10.5,18.18,157,18.18,81.8,83.8,73.3
Idaho,2/12/2022 17:00,425,85,10.5,18.18,157,18.18,18.2,73.3,83.8
Eastern Kentucky,2/12/2022 17:00,105,21,1.5,18.18,160.5,18.18,46.8,79.5,81
Lipscomb,2/12/2022 17:00,-125,16,-1.5,18.18,160.5,18.18,53.2,81,79.5
Central Arkansas,2/12/2022 17:00,1500,300,16.5,16.67,151.5,20,6,67.5,84
Jacksonville State,2/12/2022 17:00,-3500,0.57,-16.5,20,151.5,16.67,94,84,67.5
Tennessee State,2/12/2022 17:00,155,31,4,18.18,132.5,19.05,37.9,64.3,68.3
Austin Peay,2/12/2022 17:00,-180,11.11,-4,18.18,132.5,17.39,62.1,68.3,64.3
Incarnate Word,2/12/2022 17:00,450,90,10.5,18.18,143.5,17.39,17.4,66.5,77
New Orleans,2/12/2022 17:00,-630,3.17,-10.5,18.18,143.5,19.05,82.6,77,66.5
Maryland-Baltimore County,2/12/2022 17:00,130,26,2.5,20,139.5,18.18,42,68.5,71
Massachusetts-Lowell,2/12/2022 17:00,-150,13.33,-2.5,16.67,139.5,18.18,58,71,68.5
Belmont,2/12/2022 17:00,-850,2.35,-12.5,17.39,155.5,17.39,85.8,84,71.5
SE Missouri State,2/12/2022 17:00,575,115,12.5,19.05,155.5,19.05,14.2,71.5,84
Duke,2/12/2022 17:00,-1125,1.78,-12.5,16,140.5,19.05,88,76.5,64
Boston College,2/12/2022 17:00,700,140,12.5,21,140.5,17.39,12,64,76.5
Mississippi Valley St.,2/12/2022 17:00,340,68,8.5,20,133.5,18.18,21.7,62.5,71
Alabama A&M,2/12/2022 17:00,-450,4.44,-8.5,16.67,133.5,18.18,78.3,71,62.5
Colgate,2/12/2022 17:00,-225,8.89,-5.5,18.18,136.5,18.18,66.4,71,65.5
Loyola (MD),2/12/2022 17:00,185,37,5.5,18.18,136.5,18.18,33.6,65.5,71
Houston Baptist,2/12/2022 17:00,310,62,8.5,18.18,150.5,17.39,23.3,71,79.5
SE Louisiana,2/12/2022 17:00,-410,4.88,-8.5,18.18,150.5,19.05,76.7,79.5,71
Omaha,2/12/2022 17:15,1600,320,24.5,18.18,162.5,17.39,5.7,69,93.5
South Dakota State,2/12/2022 17:15,-3800,0.53,-24.5,18.18,162.5,19.05,94.3,93.5,69
North Florida,2/12/2022 17:30,215,43,5.5,19.05,140.5,19.05,30.4,67.5,73
Kennesaw State,2/12/2022 17:30,-265,7.55,-5.5,17.39,140.5,17.39,69.6,73,67.5
Radford,2/12/2022 17:30,-135,14.81,-2.5,18.18,126.5,18.18,55.3,64.5,62
Hampton,2/12/2022 17:30,115,23,2.5,18.18,126.5,18.18,44.7,62,64.5
Fordham,2/12/2022 17:30,130,26,2.5,20,131.5,17.39,42,64.5,67
Duquesne,2/12/2022 17:30,-150,13.33,-2.5,16.67,131.5,19.05,58,67,64.5
Arkansas-Pine Bluff,2/12/2022 17:30,310,62,8.5,17.39,138.5,19.05,23.3,65,73.5
Alabama State,2/12/2022 17:30,-410,4.88,-8.5,19.05,138.5,17.39,76.7,73.5,65
San Francisco,2/12/2022 18:00,-115,17.39,-1,18.18,152.5,19.05,51.1,76.8,75.8
Santa Clara,2/12/2022 18:00,-105,19.05,1,18.18,152.5,17.39,48.9,75.8,76.8
Liberty,2/12/2022 18:00,-210,9.52,-4.5,16,123.5,18.18,65.1,64,59.5
Jacksonville,2/12/2022 18:00,175,35,4.5,21,123.5,18.18,34.9,59.5,64
Vanderbilt,2/12/2022 18:00,525,105,12.5,16.67,132.5,18.18,15.3,60,72.5
Tennessee,2/12/2022 18:00,-760,2.63,-12.5,20,132.5,18.18,84.7,72.5,60
Ohio State,2/12/2022 18:00,115,23,2.5,18.18,141.5,19.05,44.7,69.5,72
Michigan,2/12/2022 18:00,-135,14.81,-2.5,18.18,141.5,17.39,55.3,72,69.5
Syracuse,2/12/2022 18:00,290,58,8,19.05,145,17.39,24.5,68.5,76.5
Virginia Tech,2/12/2022 18:00,-380,5.26,-8,17.39,145,19.05,75.5,76.5,68.5
Campbell,2/12/2022 18:00,-125,16,-1.5,17.39,129.5,17.39,53.2,65.5,64
High Point,2/12/2022 18:00,105,21,1.5,19.05,129.5,19.05,46.8,64,65.5
La Salle,2/12/2022 18:00,650,130,13.5,16.67,141.5,19.05,12.8,64,77.5
Richmond,2/12/2022 18:00,-1000,2,-13.5,20,141.5,17.39,87.2,77.5,64
Arizona,2/12/2022 18:00,-1375,1.45,-14.5,18.18,150.5,17.39,89.4,82.5,68
Washington,2/12/2022 18:00,800,160,14.5,18.18,150.5,19.05,10.6,68,82.5
SMU,2/12/2022 18:00,-290,6.9,-6.5,17.39,143.5,19.05,71,75,68.5
East Carolina,2/12/2022 18:00,230,46,6.5,19.05,143.5,17.39,29,68.5,75
Maryland-Eastern Shore,2/12/2022 18:00,525,105,10.5,20,134.5,17.39,15.3,62,72.5
Norfolk State,2/12/2022 18:00,-760,2.63,-10.5,16.67,134.5,19.05,84.7,72.5,62
Hofstra,2/12/2022 18:30,-115,17.39,-1.5,20,148.5,17.39,51.1,75,73.5
Delaware,2/12/2022 18:30,-105,19.05,1.5,16.67,148.5,19.05,48.9,73.5,75
DePaul,2/12/2022 18:30,,,9,,134,,,,
Providence,2/12/2022 18:30,,,-9,,134,,,,
Florida A&M,2/12/2022 18:30,120,24,1.5,20,122.5,20,43.8,60.5,62
Jackson State,2/12/2022 18:30,-140,14.29,-1.5,16.67,122.5,16.67,56.2,62,60.5
Southern,2/12/2022 18:30,-130,15.38,-1.5,17.39,145.5,18.18,54.3,73.5,72
Prairie View,2/12/2022 18:30,110,22,1.5,19.05,145.5,18.18,45.7,72,73.5
Arkansas State,2/12/2022 19:00,205,41,5.5,20,139.5,18.18,31.3,67,72.5
South Alabama,2/12/2022 19:00,-255,7.84,-5.5,16.67,139.5,18.18,68.7,72.5,67
College of Charleston,2/12/2022 19:00,110,22,1.5,19.05,147.5,17.39,45.7,73,74.5
UNC-Wilmington,2/12/2022 19:00,-130,15.38,-1.5,17.39,147.5,19.05,54.3,74.5,73
Hartford,2/12/2022 19:00,-110,18.18,-1.5,20,134.5,19.05,50,68,66.5
NJIT,2/12/2022 19:00,-110,18.18,1.5,16.67,134.5,17.39,50,66.5,68
Vermont,2/12/2022 19:00,-800,2.5,-11.5,17.39,131.5,17.39,85.2,71.5,60
Albany,2/12/2022 19:00,550,110,11.5,19.05,131.5,19.05,14.8,60,71.5
Canisius,2/12/2022 19:00,220,44,6.5,18.18,137.5,18.18,29.9,65.5,72
Marist,2/12/2022 19:00,-275,7.27,-6.5,18.18,137.5,18.18,70.1,72,65.5
Western Carolina,2/12/2022 19:00,850,170,14.5,20,140.5,18.18,10.1,63,77.5
Wofford,2/12/2022 19:00,-1500,1.33,-14.5,16.67,140.5,18.18,89.9,77.5,63
Notre Dame,2/12/2022 19:00,120,24,2.5,18.18,134.5,18.18,43.8,66,68.5
Clemson,2/12/2022 19:00,-140,14.29,-2.5,18.18,134.5,18.18,56.2,68.5,66
Illinois-Chicago,2/12/2022 19:00,,,,,,,,,
IPFW,2/12/2022 19:00,,,,,,,,,
Central Michigan,2/12/2022 19:00,-105,19.05,1,18.18,137.5,19.05,48.9,68.3,69.3
Western Michigan,2/12/2022 19:00,-115,17.39,-1,18.18,137.5,17.39,51.1,69.3,68.3
Pacific,2/12/2022 20:00,180,36,5,18.18,132,19.05,34.2,63.5,68.5
San Diego,2/12/2022 20:00,-220,9.09,-5,18.18,132,17.39,65.8,68.5,63.5
Air Force,2/12/2022 20:00,1100,220,18,18.18,115.5,18.18,8,48.8,66.8
San Diego State,2/12/2022 20:00,-2200,0.91,-18,18.18,115.5,18.18,92,66.8,48.8
UM-Kansas City,2/12/2022 20:00,310,62,8.5,18.18,149.5,17.39,23.3,70.5,79
Oral Roberts,2/12/2022 20:00,-410,4.88,-8.5,18.18,149.5,19.05,76.7,79,70.5
Mississippi State,2/12/2022 20:00,205,41,5.5,20,134.5,19.05,31.3,64.5,70
Louisiana State,2/12/2022 20:00,-255,7.84,-5.5,16.67,134.5,17.39,68.7,70,64.5
Drake,2/12/2022 20:00,,,1,,137,,,,
Bradley,2/12/2022 20:00,,,-1,,137,,,,
Evansville,2/12/2022 20:00,,,11,,114,,,,
Southern Illinois,2/12/2022 20:00,,,-11,,114,,,,
Cincinnati,2/12/2022 20:00,-140,14.29,-3,20,134.5,17.39,56.2,68.8,65.8
Tulsa,2/12/2022 20:00,120,24,3,16.67,134.5,19.05,43.8,65.8,68.8
South Florida,2/12/2022 20:00,750,150,13.5,18.18,123.5,17.39,11.3,55,68.5
Wichita State,2/12/2022 20:00,-1250,1.6,-13.5,18.18,123.5,19.05,88.7,68.5,55
Utah,2/12/2022 20:00,180,36,4.5,20,135.5,19.05,34.2,65.5,70
Colorado,2/12/2022 20:00,-220,9.09,-4.5,16.67,135.5,17.39,65.8,70,65.5
Abilene Christian,2/12/2022 20:00,-115,17.39,-1.5,18.18,134.5,18.18,51.1,68,66.5
Tarleton State,2/12/2022 20:00,-105,19.05,1.5,18.18,134.5,18.18,48.9,66.5,68
Mississippi,2/12/2022 20:30,100,20,1.5,18.18,129,18.18,47.8,63.8,65.3
Missouri,2/12/2022 20:30,-120,16.67,-1.5,18.18,129,18.18,52.2,65.3,63.8
Penn State,2/12/2022 20:30,100,20,1,19.05,126.5,17.39,47.8,62.8,63.8
Minnesota,2/12/2022 20:30,-120,16.67,-1,17.39,126.5,19.05,52.2,63.8,62.8
Portland State,2/12/2022 21:00,225,45,6.5,18.18,140.5,19.05,29.5,67,73.5
Montana,2/12/2022 21:00,-280,7.14,-6.5,18.18,140.5,17.39,70.5,73.5,67
Wyoming,2/12/2022 21:00,-900,2.22,-12.5,17.39,138.5,18.18,86.3,75.5,63
San Jose State,2/12/2022 21:00,600,120,12.5,19.05,138.5,18.18,13.7,63,75.5
Grand Canyon,2/12/2022 21:00,-365,5.48,-7.5,17.39,139.5,16.67,74.9,73.5,66
Dixie State,2/12/2022 21:00,280,56,7.5,19.05,139.5,20,25.1,66,73.5
BYU,2/12/2022 22:00,-900,2.22,-12.5,16.67,145.5,18.18,86.3,79,66.5
Pepperdine,2/12/2022 22:00,600,120,12.5,20,145.5,18.18,13.7,66.5,79
Loyola Marymount,2/12/2022 22:00,,,-1.5,17.39,139.5,17.39,,70.5,69
Portland,2/12/2022 22:00,,,1.5,19.05,139.5,19.05,,69,70.5
St. Mary's (CAL),2/12/2022 22:00,1000,200,16.5,16.67,147.5,18.18,8.7,65.5,82
Gonzaga,2/12/2022 22:00,-2000,1,-16.5,20,147.5,18.18,91.3,82,65.5
Texas Rio Grande Valley,2/12/2022 22:00,310,62,8.5,19.05,152.5,17.39,23.3,72,80.5
California Baptist,2/12/2022 22:00,-410,4.88,-8.5,17.39,152.5,19.05,76.7,80.5,72
Cal-Santa Barbara,2/12/2022 22:00,-425,4.71,-8.5,18.18,125.5,18.18,77.3,67,58.5
Cal-Poly San Luis Obispo,2/12/2022 22:00,320,64,8.5,18.18,125.5,18.18,22.7,58.5,67
UCLA,2/12/2022 22:00,-125,16,-1.5,16.67,136.5,18.18,53.2,69,67.5
USC,2/12/2022 22:00,105,21,1.5,20,136.5,18.18,46.8,67.5,69
Arizona State,2/12/2022 22:00,525,105,11.5,18.18,132.5,18.18,15.3,60.5,72
Washington State,2/12/2022 22:00,-760,2.63,-11.5,18.18,132.5,18.18,84.7,72,60.5
Cal State-Northridge,2/12/2022 22:00,300,60,7.5,21,127.5,19.05,23.8,60,67.5
