date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Jul 3, 2022","John Deere Classic","Howell III, Charles",0.7343,0.016625,0.484725,0.375175,0.230175,0.134775,0.0903,0.035525,T13
"Jul 3, 2022","John Deere Classic","Simpson, Webb",0.725925,0.01615,0.4745,0.364,0.223375,0.13285,0.0872,0.033275,CUT
"Jul 3, 2022","John Deere Classic","Hadwin, Adam",0.7304,0.016625,0.479825,0.370175,0.225225,0.131325,0.084325,0.032175,CUT
"Jul 3, 2022","John Deere Classic","McNealy, Maverick",0.7103,0.019025,0.436525,0.326725,0.188325,0.105975,0.067825,0.024875,T8
"Jul 3, 2022","John Deere Classic","Long, Adam",0.701575,0.02125,0.429325,0.3225,0.187025,0.10545,0.066875,0.0246,T13
"Jul 3, 2022","John Deere Classic","McCarthy, Denny",0.7122,0.0189,0.44095,0.32899999999999996,0.18715,0.10435,0.06475,0.023775,T6
"Jul 3, 2022","John Deere Classic","Hardy, Nick",0.68785,0.0166,0.404425,0.29775,0.172175,0.0935,0.059875,0.02095,T30
"Jul 3, 2022","John Deere Classic","Davis, Cameron",0.67745,0.0169,0.392,0.285625,0.160925,0.089725,0.0568,0.020925,T8
"Jul 3, 2022","John Deere Classic","Poston, J.T.",0.667225,0.016975,0.38345,0.279625,0.156875,0.087525,0.05585,0.02035,1
"Jul 3, 2022","John Deere Classic","Theegala, Sahith",0.670475,0.0115,0.39155,0.28265,0.158175,0.08800000000000001,0.05485,0.01935,T16
"Jul 3, 2022","John Deere Classic","Ghim, Doug",0.66935,0.01215,0.389475,0.279875,0.15595,0.083975,0.052425,0.018625,CUT
"Jul 3, 2022","John Deere Classic","Stallings, Scott",0.667475,0.018525,0.37675,0.2722,0.15245,0.082275,0.05135,0.017925,T4
"Jul 3, 2022","John Deere Classic","Rodgers, Patrick",0.673825,0.01215,0.387575,0.279525,0.15375,0.08365,0.0514,0.017625,T30
"Jul 3, 2022","John Deere Classic","Bezuidenhout, Christiaan",0.657975,0.0105,0.37505,0.270375,0.147175,0.077775,0.048775,0.0171,T2
"Jul 3, 2022","John Deere Classic","Streelman, Kevin",0.66505,0.01435,0.3709,0.2672,0.147725,0.077825,0.04835,0.017025,T41
"Jul 3, 2022","John Deere Classic","Smalley, Alex",0.656675,0.01495,0.36015,0.257625,0.14305,0.0772,0.048225,0.0168,T16
"Jul 3, 2022","John Deere Classic","Schenk, Adam",0.64915,0.0143,0.355125,0.254225,0.135475,0.07075,0.043725,0.015625,WD
"Jul 3, 2022","John Deere Classic","Pan, C.T.",0.648275,0.01085,0.351275,0.2482,0.135,0.07045,0.043725,0.015375,T24
"Jul 3, 2022","John Deere Classic","Lahiri, Anirban",0.65085,0.010375,0.35835,0.2555,0.13715,0.07035,0.043425,0.0152,T51
"Jul 3, 2022","John Deere Classic","Svensson, Adam",0.64535,0.015,0.343875,0.243825,0.12905,0.068075,0.0425,0.0146,T24
"Jul 3, 2022","John Deere Classic","Laird, Martin",0.650675,0.013075,0.354275,0.250675,0.1336,0.069025,0.042475,0.014375,T30
"Jul 3, 2022","John Deere Classic","Grillo, Emiliano",0.636075,0.014525,0.336625,0.23715,0.1255,0.066625,0.04155,0.014125,T2
"Jul 3, 2022","John Deere Classic","Glover, Lucas",0.63985,0.009425,0.345025,0.2447,0.131125,0.068325,0.042325,0.013775,CUT
