player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,51.45,1.7,53.26,79,26,0,0,6600,,34908,1210
907,,,G,Arjun Atwal,45.77,0.04,28.76,75,24,0,0,6100,,35074,907
2145,,,G,Chesson Hadley,42.95,1.6,47.99,72,24,0,0,7100,,34879,2145
2046,,,G,Jason Dufner,48.93,0.64,35.64,77,25,0,0,6500,,34756,2046
2068,,,G,Derek Ernst,32.88,0.02,19.74,56,20.5,0,0,6000,,34966,2068
1562,,,G,Curtis Thompson,49.19,0.02,35.18,77.5,25,0,0,6100,,2959180,1562
1112,,,G,Robert Streb,52.69,1.4,46.52,80.5,26,0,0,6600,,34814,1112
2135,,,G,John Merrick,35.91,0.02,20.27,63.5,21.5,0,0,6000,,34987,2135
2168,,,G,Kevin Tway,44.18,0.47,36.99,72.5,24,0,0,6300,,35139,2168
2069,,,G,Omar Uresti,26.93,0.03,10.87,32.5,17.5,0,0,6000,,35006,2069
1179,,,G,Brandon Hagy,44.11,0.64,38.44,73,24,0,0,6400,,36079,1179
2026,,,G,Bo Van Pelt,36.38,0.08,27.09,64,21.5,0,0,6100,,1303898,2026
2158,,,G,Lucas Glover,64.67,8.5,76.8,88.5,28.5,0,0,8300,,34876,2158
696566,,,G,Brandon Wu,52.47,0.64,50.74,79.5,26,0,0,7000,,1074861,696566
1663,,,G,Chez Reavie,61.39,13.5,71.82,86.5,28,0,0,7900,,34927,1663
1455,,,G,Ryan Armour,60.79,6.4,69.74,83.05,26.47,0,0,7100,,36068,1455
1477,,,G,Sung Kang,35.28,0.22,26.65,62,21,0,0,6500,,34893,1477
1499,,,G,D.J. Trahan,51.52,0.1,31.09,79.5,25.5,0,0,6000,,35003,1499
700813,,,G,Patrick Flavin,37.13,0.41,37.29,66,22,0,0,6300,,1623417,700813
404847,,,G,Sahith Theegala,67.97,22.6,74.24,91.5,29.5,0,0,10100,,37149,404847
2016,,,G,Scott Brown,45.2,1.6,50.84,75,24.5,0,0,7000,,34856,2016
2049,,,G,Zach Johnson,51.53,0.95,63.89,79,26,0,0,7200,,34772,2049
670398,,,G,Greyson Sigg,55.84,0.7,53.17,82.5,26.5,0,0,6800,,37979,670398
1950,,,G,D.A. Points,31.73,0.08,18.67,51.5,20,0,0,6100,,34991,1950
1961,,,G,Scott Stallings,67.4,21.7,78.37,90.5,29.5,0,0,8900,,34999,1961
1741,,,G,Dawie Van der Walt,41.96,0.07,36.96,71.5,23.5,0,0,6300,,34946,1741
1631,,,G,Charley Hoffman,56.47,2,60.91,83.5,27,0,0,7100,,34766,1631
1400,,,G,Johnson Wagner,32.68,0.07,25.76,54.5,20.5,0,0,6100,,34949,1400
1411,,,G,Nick Hardy,68.01,17.2,74.8,91,29.5,0,0,8700,,35104,1411
1653,,,G,C.T. Pan,66.29,8.8,78.36,89.5,29.15,0,0,8100,,35389,1653
1554,,,G,Kevin Streelman,65.12,9.2,75.8,88.27,28.62,0,0,7900,,34815,1554
74908,,,G,Wesley Bryan,52.03,0.46,52.6,80,26,0,0,6700,,35076,74908
1698,,,G,Henrik Norlander,56.25,0.29,57.31,83,27,0,0,6600,,34917,1698
1115,,,G,Nick Watney,34.42,0.15,33.18,61.5,21,0,0,6100,,36095,1115
299952,,,G,Brett Drewitt,43.26,0.05,32.83,72.5,23.5,0,0,6400,,36074,299952
2006,,,G,Brian Gay,35.68,0.51,32.69,63,21.5,0,0,6200,,34875,2006
