player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"McIlroy, Rory",150,2.332,33,-0.002,0.035,0.007,0.034,0.032,-0.203,-0.000,0.116,-0.087,2.350,2.829,"FedEx St. Jude Championship","TPC Southwind"
"Scheffler, Scottie",150,2.017,26,0.022,0.094,-0.031,0.113,0.055,-0.116,0.000,0.133,0.017,2.287,2.803,"FedEx St. Jude Championship","TPC Southwind"
"Fitzpatrick, Matthew",150,1.824,27,0.016,0.108,0.010,0.008,0.026,-0.056,0.000,0.086,0.030,2.022,2.742,"FedEx St. Jude Championship","TPC Southwind"
"Cantlay, Patrick",150,2.120,30,0.008,0.042,-0.022,-0.151,-0.017,-0.076,0.000,0.105,0.029,2.009,2.797,"FedEx St. Jude Championship","TPC Southwind"
"Schauffele, Xander",150,2.012,28,0.013,0.030,-0.024,-0.135,0.008,-0.084,0.000,0.116,0.033,1.937,2.763,"FedEx St. Jude Championship","TPC Southwind"
"Thomas, Justin",150,1.692,29,0.011,0.066,0.006,0.025,0.010,-0.113,-0.000,0.112,-0.002,1.808,2.791,"FedEx St. Jude Championship","TPC Southwind"
"Rahm, Jon",150,1.762,27,0.016,-0.019,-0.014,0.146,-0.038,-0.159,0.000,0.082,-0.077,1.775,2.805,"FedEx St. Jude Championship","TPC Southwind"
"Finau, Tony",150,1.915,32,-0.001,-0.001,-0.097,-0.032,-0.053,-0.077,0.000,0.103,0.026,1.756,2.774,"FedEx St. Jude Championship","TPC Southwind"
"Smith, Cameron",150,1.913,28,0.012,-0.030,0.015,-0.268,0.005,-0.023,-0.000,0.111,0.087,1.735,2.824,"FedEx St. Jude Championship","TPC Southwind"
"Im, Sungjae",150,1.434,24,0.027,0.048,-0.043,0.150,-0.027,-0.038,0.000,0.076,0.039,1.629,2.822,"FedEx St. Jude Championship","TPC Southwind"
"Zalatoris, Will",150,1.568,25,0.022,0.047,0.010,-0.025,0.013,-0.115,-0.000,0.098,-0.017,1.618,2.779,"FedEx St. Jude Championship","TPC Southwind"
"Lowry, Shane",150,1.374,35,-0.009,0.061,0.004,0.032,0.037,-0.053,0.000,0.102,0.049,1.548,2.774,"FedEx St. Jude Championship","TPC Southwind"
"Horschel, Billy",150,1.228,35,-0.010,0.006,-0.010,-0.051,0.280,0.016,0.000,0.050,0.067,1.509,2.773,"FedEx St. Jude Championship","TPC Southwind"
"Conners, Corey",150,1.338,30,0.007,0.015,-0.019,0.006,0.027,-0.021,0.000,0.071,0.050,1.424,2.754,"FedEx St. Jude Championship","TPC Southwind"
"Young, Cameron",150,1.285,25,0.024,0.093,0.033,0.135,-0.040,-0.170,0.000,0.049,-0.122,1.408,2.816,"FedEx St. Jude Championship","TPC Southwind"
"Spieth, Jordan",150,1.330,29,0.012,-0.052,-0.026,0.064,0.026,-0.066,-0.000,0.075,0.009,1.363,2.835,"FedEx St. Jude Championship","TPC Southwind"
"Wise, Aaron",150,1.188,26,0.022,0.063,-0.007,0.098,-0.040,-0.061,0.000,0.070,0.010,1.334,2.812,"FedEx St. Jude Championship","TPC Southwind"
"Morikawa, Collin",150,1.227,25,0.023,0.086,-0.019,-0.051,-0.004,-0.025,0.000,0.091,0.066,1.328,2.824,"FedEx St. Jude Championship","TPC Southwind"
"Niemann, Joaquin",150,1.149,23,0.029,0.035,0.028,0.124,-0.012,-0.112,-0.000,0.071,-0.041,1.312,2.766,"FedEx St. Jude Championship","TPC Southwind"
"Henley, Russell",150,1.204,33,-0.002,0.028,0.006,-0.036,-0.025,0.020,0.000,0.097,0.117,1.291,2.780,"FedEx St. Jude Championship","TPC Southwind"
"Homa, Max",150,1.255,31,0.003,0.040,0.028,-0.106,-0.005,-0.068,0.000,0.062,-0.006,1.209,2.803,"FedEx St. Jude Championship","TPC Southwind"
"Matsuyama, Hideki",150,1.192,30,0.007,-0.045,-0.031,0.005,0.020,-0.030,0.000,0.084,0.054,1.202,2.827,"FedEx St. Jude Championship","TPC Southwind"
"Hovland, Viktor",150,1.337,24,0.026,0.014,0.018,-0.140,-0.046,-0.086,0.000,0.076,-0.010,1.199,2.808,"FedEx St. Jude Championship","TPC Southwind"
"Varner III, Harold",150,1.050,31,0.002,0.023,0.014,0.055,-0.010,-0.054,-0.000,0.083,0.029,1.165,2.802,"FedEx St. Jude Championship","TPC Southwind"
"Burns, Sam",150,1.380,26,0.022,-0.009,0.001,-0.251,0.020,-0.076,-0.000,0.077,0.001,1.163,2.869,"FedEx St. Jude Championship","TPC Southwind"
"Pendrith, Taylor",150,0.967,31,0.005,0.074,0.059,0.141,-0.040,-0.174,-0.000,0.046,-0.128,1.077,2.785,"FedEx St. Jude Championship","TPC Southwind"
"Hatton, Tyrrell",150,1.085,30,0.006,0.051,-0.003,-0.045,-0.044,-0.042,-0.000,0.063,0.021,1.070,2.834,"FedEx St. Jude Championship","TPC Southwind"
"Power, Seamus",150,0.941,35,-0.009,0.053,0.028,-0.044,0.033,-0.035,-0.000,0.052,0.017,1.020,2.795,"FedEx St. Jude Championship","TPC Southwind"
"Stallings, Scott",150,0.892,37,-0.015,0.030,-0.017,-0.124,0.202,-0.050,-0.000,0.057,0.007,0.976,2.837,"FedEx St. Jude Championship","TPC Southwind"
"Bradley, Keegan",150,1.013,36,-0.011,0.001,0.020,0.005,-0.056,-0.068,0.000,0.065,-0.003,0.969,2.808,"FedEx St. Jude Championship","TPC Southwind"
"Mitchell, Keith",150,0.944,30,0.007,0.054,-0.009,0.056,-0.005,-0.113,0.000,0.025,-0.088,0.959,2.815,"FedEx St. Jude Championship","TPC Southwind"
"Noren, Alex",150,1.061,40,-0.024,-0.019,-0.000,-0.129,-0.007,0.005,0.000,0.057,0.061,0.943,2.795,"FedEx St. Jude Championship","TPC Southwind"
"Kirk, Chris",150,0.918,37,-0.015,-0.054,0.013,0.032,-0.038,0.020,0.000,0.040,0.059,0.914,2.774,"FedEx St. Jude Championship","TPC Southwind"
"Munoz, Sebastian",150,0.865,29,0.010,-0.012,-0.009,0.013,-0.017,-0.019,0.000,0.047,0.028,0.878,2.830,"FedEx St. Jude Championship","TPC Southwind"
"Pereira, Mito",150,0.856,27,0.017,0.014,-0.002,-0.005,-0.040,-0.049,0.000,0.063,0.014,0.854,2.805,"FedEx St. Jude Championship","TPC Southwind"
"Tringale, Cameron",150,0.644,34,-0.007,0.027,0.011,0.082,0.042,-0.011,0.000,0.050,0.039,0.837,2.792,"FedEx St. Jude Championship","TPC Southwind"
"Kim, Si Woo",150,0.772,27,0.018,0.023,-0.006,0.060,-0.101,-0.004,0.000,0.051,0.047,0.813,2.791,"FedEx St. Jude Championship","TPC Southwind"
"Harman, Brian",150,0.857,35,-0.009,-0.087,0.003,-0.006,-0.036,0.049,0.000,0.032,0.081,0.802,2.767,"FedEx St. Jude Championship","TPC Southwind"
"Davis, Cameron",150,0.812,27,0.017,0.049,0.002,0.030,-0.057,-0.120,-0.000,0.056,-0.063,0.790,2.796,"FedEx St. Jude Championship","TPC Southwind"
"Kim, Joohyung",150,0.913,20,0.041,0.030,-0.050,-0.196,-0.040,0.046,0.000,0.044,0.090,0.789,2.816,"FedEx St. Jude Championship","TPC Southwind"
"Poston, J.T.",150,0.814,29,0.011,0.006,0.017,-0.127,0.007,0.008,0.000,0.035,0.043,0.771,2.832,"FedEx St. Jude Championship","TPC Southwind"
"Riley, Davis",150,0.705,25,0.023,0.042,-0.013,0.082,-0.040,-0.075,0.000,0.044,-0.030,0.769,2.806,"FedEx St. Jude Championship","TPC Southwind"
"Steele, Brendan",150,0.581,39,-0.022,0.008,0.015,0.222,-0.042,-0.070,0.000,0.043,-0.027,0.735,2.816,"FedEx St. Jude Championship","TPC Southwind"
"Hadwin, Adam",150,0.747,34,-0.007,0.021,-0.005,-0.018,-0.067,0.012,0.000,0.038,0.050,0.721,2.804,"FedEx St. Jude Championship","TPC Southwind"
"Bezuidenhout, Christiaan",150,0.700,28,0.015,0.048,0.001,-0.162,0.000,0.068,0.000,0.044,0.112,0.713,2.766,"FedEx St. Jude Championship","TPC Southwind"
"Merritt, Troy",150,0.593,36,-0.013,-0.071,0.002,0.016,0.079,0.064,0.000,0.026,0.090,0.696,2.801,"FedEx St. Jude Championship","TPC Southwind"
"McNealy, Maverick",150,0.691,26,0.019,0.059,0.019,-0.010,-0.040,-0.071,-0.000,0.023,-0.048,0.690,2.792,"FedEx St. Jude Championship","TPC Southwind"
"Woodland, Gary",150,0.592,38,-0.018,0.031,0.025,0.116,-0.017,-0.076,-0.000,0.035,-0.040,0.687,2.794,"FedEx St. Jude Championship","TPC Southwind"
"Scott, Adam",150,0.749,42,-0.031,0.022,-0.013,-0.037,0.014,-0.076,-0.000,0.045,-0.031,0.674,2.812,"FedEx St. Jude Championship","TPC Southwind"
"Hubbard, Mark",150,0.706,33,-0.002,-0.040,-0.038,-0.088,-0.009,0.084,0.000,0.050,0.134,0.663,2.753,"FedEx St. Jude Championship","TPC Southwind"
"Simpson, Webb",150,0.563,37,-0.014,-0.027,-0.071,0.042,0.125,0.005,0.000,0.030,0.035,0.652,2.789,"FedEx St. Jude Championship","TPC Southwind"
"Day, Jason",150,0.565,34,-0.007,0.041,-0.012,0.059,0.012,-0.040,-0.000,0.022,-0.018,0.640,2.808,"FedEx St. Jude Championship","TPC Southwind"
"McCarthy, Denny",150,0.856,29,0.011,-0.045,-0.027,-0.254,-0.004,0.043,0.000,0.033,0.076,0.613,2.767,"FedEx St. Jude Championship","TPC Southwind"
"Hoge, Tom",150,0.527,33,-0.002,-0.033,0.014,-0.006,0.028,0.017,0.000,0.051,0.069,0.598,2.825,"FedEx St. Jude Championship","TPC Southwind"
"Smalley, Alex",150,0.493,25,0.023,0.020,-0.010,0.137,-0.040,-0.071,0.000,0.035,-0.036,0.586,2.816,"FedEx St. Jude Championship","TPC Southwind"
"Theegala, Sahith",150,0.470,24,0.026,0.096,-0.017,0.055,-0.040,-0.044,-0.000,0.036,-0.008,0.583,2.816,"FedEx St. Jude Championship","TPC Southwind"
"Long, Adam",150,0.640,34,-0.007,-0.038,-0.017,-0.076,-0.009,0.061,0.000,0.027,0.088,0.582,2.820,"FedEx St. Jude Championship","TPC Southwind"
"Lahiri, Anirban",150,0.357,35,-0.008,0.031,0.018,0.210,-0.040,-0.001,0.000,0.012,0.011,0.579,2.780,"FedEx St. Jude Championship","TPC Southwind"
"Kuchar, Matt",150,0.806,44,-0.037,-0.137,0.025,-0.274,0.019,0.113,0.000,0.039,0.152,0.553,2.744,"FedEx St. Jude Championship","TPC Southwind"
"Lee, Kyounghoon",150,0.533,30,0.006,0.043,0.006,0.002,-0.043,-0.020,0.000,0.019,-0.001,0.545,2.818,"FedEx St. Jude Championship","TPC Southwind"
"Rai, Aaron",150,0.379,27,0.017,-0.028,0.002,0.058,0.057,0.022,0.000,0.022,0.044,0.528,2.761,"FedEx St. Jude Championship","TPC Southwind"
"Clark, Wyndham",150,0.453,28,0.013,-0.007,-0.029,0.297,-0.040,-0.165,-0.000,0.005,-0.160,0.527,2.785,"FedEx St. Jude Championship","TPC Southwind"
"Rose, Justin",150,0.759,42,-0.031,-0.028,-0.003,-0.177,-0.030,0.001,0.000,0.031,0.032,0.523,2.844,"FedEx St. Jude Championship","TPC Southwind"
"Leishman, Marc",150,0.536,38,-0.020,-0.019,-0.001,-0.023,0.051,-0.036,-0.000,0.027,-0.009,0.514,2.778,"FedEx St. Jude Championship","TPC Southwind"
"List, Luke",150,0.279,37,-0.016,0.048,-0.003,0.338,-0.041,-0.132,-0.000,0.031,-0.102,0.502,2.768,"FedEx St. Jude Championship","TPC Southwind"
"Vegas, Jhonattan",150,0.482,37,-0.017,0.037,0.018,0.060,-0.005,-0.141,-0.000,0.035,-0.106,0.470,2.754,"FedEx St. Jude Championship","TPC Southwind"
"Reavie, Chez",150,0.404,40,-0.026,-0.205,0.000,-0.055,0.168,0.144,0.000,0.028,0.172,0.458,2.827,"FedEx St. Jude Championship","TPC Southwind"
"NeSmith, Matthew",150,0.277,28,0.013,0.036,0.024,0.120,-0.055,-0.002,0.000,0.030,0.028,0.442,2.811,"FedEx St. Jude Championship","TPC Southwind"
"Herbert, Lucas",150,0.508,26,0.020,0.050,0.027,-0.100,0.017,-0.101,-0.000,0.015,-0.086,0.437,2.832,"FedEx St. Jude Championship","TPC Southwind"
"Grillo, Emiliano",150,0.469,29,0.009,0.029,-0.015,-0.005,-0.040,-0.041,0.000,0.021,-0.021,0.427,2.841,"FedEx St. Jude Championship","TPC Southwind"
"Moore, Taylor",150,0.372,29,0.012,0.036,-0.043,0.113,-0.040,-0.036,0.000,0.011,-0.024,0.426,2.783,"FedEx St. Jude Championship","TPC Southwind"
"Todd, Brendon",150,0.522,37,-0.014,-0.174,0.005,-0.208,0.097,0.186,0.000,0.005,0.192,0.420,2.736,"FedEx St. Jude Championship","TPC Southwind"
"Lipsky, David",150,0.337,34,-0.005,0.020,0.011,0.020,-0.040,0.032,0.000,0.036,0.068,0.412,2.807,"FedEx St. Jude Championship","TPC Southwind"
"Jaeger, Stephan",150,0.342,33,-0.002,0.046,-0.044,0.029,-0.048,0.039,-0.000,0.040,0.079,0.402,2.819,"FedEx St. Jude Championship","TPC Southwind"
"Rodgers, Patrick",150,0.518,30,0.008,-0.027,-0.018,0.006,-0.011,-0.093,-0.000,0.016,-0.078,0.397,2.759,"FedEx St. Jude Championship","TPC Southwind"
"Putnam, Andrew",150,0.333,33,-0.003,-0.054,0.003,-0.056,0.012,0.148,0.000,0.011,0.159,0.393,2.785,"FedEx St. Jude Championship","TPC Southwind"
"Cink, Stewart",150,0.300,49,-0.054,0.002,0.016,0.096,0.073,-0.057,-0.000,0.006,-0.051,0.382,2.845,"FedEx St. Jude Championship","TPC Southwind"
"Kisner, Kevin",150,0.454,38,-0.019,-0.042,0.030,-0.234,0.083,0.082,0.000,0.021,0.103,0.376,2.827,"FedEx St. Jude Championship","TPC Southwind"
"Laird, Martin",150,0.443,39,-0.023,-0.145,0.026,0.023,-0.004,0.014,0.000,0.033,0.047,0.368,2.766,"FedEx St. Jude Championship","TPC Southwind"
"Streelman, Kevin",150,0.464,43,-0.036,-0.144,-0.001,0.011,-0.002,0.046,0.000,0.018,0.064,0.355,2.779,"FedEx St. Jude Championship","TPC Southwind"
"Spaun, J.J.",150,0.272,31,0.002,0.019,-0.001,0.027,-0.040,0.039,0.000,0.018,0.057,0.337,2.798,"FedEx St. Jude Championship","TPC Southwind"
"Tarren, Callum",150,0.434,31,0.003,0.077,-0.036,-0.065,-0.040,-0.122,-0.000,0.023,-0.099,0.273,2.807,"FedEx St. Jude Championship","TPC Southwind"
"Palmer, Ryan",150,0.175,45,-0.043,-0.000,0.011,0.042,0.121,-0.041,-0.000,-0.001,-0.042,0.264,2.835,"FedEx St. Jude Championship","TPC Southwind"
"Kitayama, Kurt",150,0.172,29,0.010,0.016,0.047,0.110,-0.040,-0.115,-0.000,0.017,-0.098,0.218,2.822,"FedEx St. Jude Championship","TPC Southwind"
"Wu, Brandon",150,0.146,25,0.024,0.022,0.001,0.050,-0.040,0.006,0.000,0.009,0.015,0.218,2.816,"FedEx St. Jude Championship","TPC Southwind"
"Dahmen, Joel",150,0.050,34,-0.007,-0.050,0.028,0.083,0.042,0.057,0.000,0.005,0.062,0.209,2.807,"FedEx St. Jude Championship","TPC Southwind"
"Ghim, Doug",150,-0.011,26,0.021,0.004,0.017,0.177,-0.040,0.027,0.000,0.010,0.037,0.204,2.798,"FedEx St. Jude Championship","TPC Southwind"
"Pan, C.T.",150,0.153,30,0.006,-0.020,0.006,0.003,-0.013,0.027,0.000,0.017,0.044,0.179,2.786,"FedEx St. Jude Championship","TPC Southwind"
"Huh, John",150,0.225,32,0.002,-0.080,-0.009,-0.008,-0.052,0.076,0.000,0.016,0.092,0.170,2.784,"FedEx St. Jude Championship","TPC Southwind"
"Fowler, Rickie",150,0.024,33,-0.003,0.052,-0.016,0.163,-0.000,-0.060,0.000,0.004,-0.056,0.163,2.808,"FedEx St. Jude Championship","TPC Southwind"
"Svensson, Adam",150,0.222,28,0.013,-0.016,0.004,-0.083,-0.040,0.041,0.000,0.021,0.062,0.163,2.843,"FedEx St. Jude Championship","TPC Southwind"
"Knox, Russell",150,0.325,37,-0.014,-0.081,0.027,-0.165,-0.023,0.057,0.000,0.032,0.089,0.158,2.778,"FedEx St. Jude Championship","TPC Southwind"
"Sigg, Greyson",150,0.015,27,0.017,0.039,0.011,0.060,-0.040,0.035,0.000,0.009,0.044,0.147,2.816,"FedEx St. Jude Championship","TPC Southwind"
"Duncan, Tyler",150,0.073,33,-0.001,-0.051,0.013,0.047,0.003,0.034,0.000,0.003,0.038,0.121,2.823,"FedEx St. Jude Championship","TPC Southwind"
"Whaley, Vincent",150,0.276,27,0.017,0.007,-0.016,-0.092,-0.040,-0.049,-0.000,-0.010,-0.059,0.094,2.772,"FedEx St. Jude Championship","TPC Southwind"
