date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Aug 14, 2022","FedEx St. Jude Championship","McIlroy, Rory",0.85375,0.035875,0.66085,0.550225,0.381875,0.251575,0.177875,0.0779,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Scheffler, Scottie",0.847075,0.036625,0.64895,0.533925,0.364225,0.230225,0.160125,0.0681,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Cantlay, Patrick",0.8215,0.024825,0.584175,0.461375,0.295275,0.1797,0.120625,0.048675,T57
"Aug 14, 2022","FedEx St. Jude Championship","Fitzpatrick, Matthew",0.81735,0.027325,0.58215,0.459325,0.2868,0.17345,0.115825,0.043225,T5
"Aug 14, 2022","FedEx St. Jude Championship","Schauffele, Xander",0.812675,0.02125,0.566375,0.441375,0.274425,0.159425,0.10715,0.040525,T57
"Aug 14, 2022","FedEx St. Jude Championship","Rahm, Jon",0.7876,0.020125,0.5229,0.403175,0.245225,0.14245,0.09265,0.034175,T5
"Aug 14, 2022","FedEx St. Jude Championship","Thomas, Justin",0.788125,0.024125,0.52695,0.40595,0.24755,0.140675,0.092025,0.03335,T13
"Aug 14, 2022","FedEx St. Jude Championship","Smith, Cameron",0.77635,0.02355,0.508025,0.388175,0.235325,0.1348,0.087425,0.033175,T13
"Aug 14, 2022","FedEx St. Jude Championship","Finau, Tony",0.7815,0.021675,0.512075,0.389225,0.230075,0.127925,0.081125,0.029175,T5
"Aug 14, 2022","FedEx St. Jude Championship","Zalatoris, Will",0.768575,0.016425,0.4843,0.361875,0.2072,0.11525,0.071725,0.025775,1
"Aug 14, 2022","FedEx St. Jude Championship","Im, Sungjae",0.7692,0.016525,0.485825,0.36595,0.210875,0.11535,0.073475,0.0256,12
"Aug 14, 2022","FedEx St. Jude Championship","Lowry, Shane",0.762675,0.015875,0.46625,0.347925,0.196325,0.10735,0.065925,0.0232,T46
"Aug 14, 2022","FedEx St. Jude Championship","Horschel, Billy",0.75735,0.014375,0.45995,0.3389,0.1879,0.100425,0.06175,0.022175,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Young, Cameron",0.72665,0.016275,0.419325,0.30235,0.166475,0.0883,0.053825,0.018925,T31
"Aug 14, 2022","FedEx St. Jude Championship","Spieth, Jordan",0.722875,0.0168,0.41245,0.299475,0.1664,0.08885,0.05465,0.01855,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Conners, Corey",0.7412,0.014375,0.4301,0.312275,0.16845,0.086625,0.05135,0.0171,T28
"Aug 14, 2022","FedEx St. Jude Championship","Morikawa, Collin",0.722175,0.0123,0.4085,0.29625,0.1618,0.086875,0.051625,0.016525,T5
"Aug 14, 2022","FedEx St. Jude Championship","Wise, Aaron",0.7164,0.015675,0.403575,0.286725,0.155425,0.079575,0.048275,0.01575,T31
"Aug 14, 2022","FedEx St. Jude Championship","Henley, Russell",0.7144,0.0142,0.391725,0.27645,0.148825,0.0766,0.04545,0.0148,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Niemann, Joaquin",0.715325,0.01385,0.397075,0.281375,0.1477,0.07495,0.045175,0.014275,T13
"Aug 14, 2022","FedEx St. Jude Championship","Burns, Sam",0.687025,0.014425,0.361125,0.2548,0.13585,0.0697,0.0419,0.014075,T20
"Aug 14, 2022","FedEx St. Jude Championship","Homa, Max",0.69555,0.014475,0.368425,0.2584,0.13385,0.0683,0.040625,0.013175,T42
"Aug 14, 2022","FedEx St. Jude Championship","Hovland, Viktor",0.692725,0.0134,0.3669,0.256825,0.135225,0.0686,0.040975,0.01295,T20
"Aug 14, 2022","FedEx St. Jude Championship","Varner III, Harold",0.699625,0.010825,0.364375,0.252475,0.1313,0.064675,0.03815,0.01285,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Hatton, Tyrrell",0.67065,0.01235,0.3333,0.22815,0.11425,0.056925,0.03375,0.01015,T31
"Aug 14, 2022","FedEx St. Jude Championship","Power, Seamus",0.6703,0.0099,0.32845,0.221175,0.1109,0.0534,0.031925,0.00995,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Pendrith, Taylor",0.676875,0.0117,0.33825,0.230375,0.11415,0.056175,0.03335,0.00955,68
"Aug 14, 2022","FedEx St. Jude Championship","Stallings, Scott",0.665375,0.010075,0.32475,0.222575,0.110875,0.05485,0.031675,0.00915,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Bradley, Keegan",0.655525,0.011225,0.314375,0.211575,0.1039,0.04965,0.0287,0.008475,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Mitchell, Keith",0.663425,0.00875,0.31695,0.21315,0.103925,0.0507,0.028375,0.008425,T31
"Aug 14, 2022","FedEx St. Jude Championship","Noren, Alex",0.6501,0.01035,0.30335,0.202275,0.09755,0.0466,0.026725,0.0082,WD
"Aug 14, 2022","FedEx St. Jude Championship","Munoz, Sebastian",0.63895,0.010925,0.2946,0.1932,0.092625,0.042325,0.02465,0.007325,T46
"Aug 14, 2022","FedEx St. Jude Championship","Pereira, Mito",0.6442,0.008025,0.294825,0.19405,0.09385,0.045425,0.025875,0.00725,T42
"Aug 14, 2022","FedEx St. Jude Championship","Kirk, Chris",0.644725,0.00965,0.29575,0.196275,0.092175,0.04185,0.023825,0.0072,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Poston, J.T.",0.618925,0.009525,0.264625,0.172,0.080375,0.037225,0.02185,0.006675,T20
"Aug 14, 2022","FedEx St. Jude Championship","Kim, Joohyung",0.630725,0.00745,0.281875,0.18435,0.086575,0.0397,0.0222,0.006575,T13
"Aug 14, 2022","FedEx St. Jude Championship","Kim, Si Woo",0.62595,0.009075,0.269525,0.17395,0.081975,0.03765,0.021125,0.006375,T42
"Aug 14, 2022","FedEx St. Jude Championship","Steele, Brendan",0.619425,0.00755,0.2647,0.170875,0.080575,0.036575,0.020775,0.006175,CUT
"Aug 14, 2022","FedEx St. Jude Championship","Tringale, Cameron",0.63025,0.00865,0.2772,0.1822,0.08415,0.0385,0.0223,0.006175,CUT
