Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2023-04-30 05:01:17 UTC,126,1a4aecc1-e7e3-49d5-9e5e-c7176e25d1de,Geno,Smith,SEA,QB,d0621484-033c-4c92-805d-c934fa13ad51,b06b47a2-0563-445a-b11a-a62ee8d1cd1b,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-04-30 04:29:16 UTC,6,921c86bb-5eac-45b6-83e7-c60ceb923f27,Patrick,Mahomes,KC,QB,d0621484-033c-4c92-805d-c934fa13ad51,b06b47a2-0563-445a-b11a-a62ee8d1cd1b,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-04-30 06:08:37 UTC,117,6339b236-1a48-4332-a0b4-31a0ebecadc8,Russell,Wilson,DEN,QB,a44b4c6f-041d-4494-af80-0ee7e299d9d1,f2293156-27eb-45ba-b192-79b1a8acd3c9,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-04-30 05:45:03 UTC,28,b79a6904-7918-4555-bcb0-df35be0e1e9a,Joe,Burrow,CIN,QB,a44b4c6f-041d-4494-af80-0ee7e299d9d1,f2293156-27eb-45ba-b192-79b1a8acd3c9,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-05-05 23:30:19 UTC,145,5459a229-af72-4c55-97e8-f3ff63a58471,Bryce,Young,CAR,QB,933eb3f5-3ee1-4570-a134-faba2e95012d,8d4bc1e3-c5a7-4ad4-bde4-bb5d982e1de6,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-05-05 23:16:06 UTC,97,48513f49-edee-4d41-bd20-2f44f30e3cb4,Kirk,Cousins,MIN,QB,933eb3f5-3ee1-4570-a134-faba2e95012d,8d4bc1e3-c5a7-4ad4-bde4-bb5d982e1de6,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-05-05 23:03:31 UTC,49,15833c9f-ca03-47c6-8823-6fa04bfa488c,Trevor,Lawrence,JAX,QB,933eb3f5-3ee1-4570-a134-faba2e95012d,8d4bc1e3-c5a7-4ad4-bde4-bb5d982e1de6,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-04-30 17:45:21 UTC,112,1a4aecc1-e7e3-49d5-9e5e-c7176e25d1de,Geno,Smith,SEA,QB,e405b446-0e66-402a-8322-bf1af4259b43,b1d4bf53-29af-4a24-be80-3e5c4948a8fe,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-04-30 17:24:11 UTC,16,921c86bb-5eac-45b6-83e7-c60ceb923f27,Patrick,Mahomes,KC,QB,e405b446-0e66-402a-8322-bf1af4259b43,b1d4bf53-29af-4a24-be80-3e5c4948a8fe,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
2023-09-07 01:17:44 UTC,148,1cb78fa4-f00c-4930-b736-e73291a12b32,Brock,Purdy,SF,QB,a4680357-22a7-449f-a6aa-725fbd0c6158,56bf781c-2a32-4255-8bce-fa482a1fc730,,12,,Best Ball Mania IV,59a8aec1-dee3-4cbf-b3fb-ae0f4f987036,25.0,15000000.0,677376,,,,,,,,,,
