"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"250dbb93-b117-45e8-b7d7-4deb632bae5c","David","Pastrnak","1.0","142.3",,"W","Boston Bruins",,
"e918d3ef-f71c-4936-8c7c-ef88e9515603","Nathan","MacKinnon","2.0","133.1",,"C","Colorado Avalanche",,
"a46780eb-0ca5-4038-a5c8-736773cd7ca6","Patrice","Bergeron","3.0","122.5",,"C","Boston Bruins",,
"a4f32acf-fb3a-4d3e-90ce-a90fb555187b","Linus","Ullmark","4.0","110.2",,"G","Boston Bruins",,
"ee20e0d3-5f57-4176-aaca-006a0bf3560b","Brad","Marchand","5.0","107.2",,"W","Boston Bruins",,
"33643238-cdac-4a64-aa85-20cf90cc0249","Connor","McDavid","6.0","102.0",,"C","Edmonton Oilers",,
"d428e846-bf6b-4cc9-bde7-8f29c1cf0736","Mikko","Rantanen","7.0","100.0",,"W","Colorado Avalanche",,
"32f2dab1-767d-4f8c-8ad7-02720e1045ce","Charlie","McAvoy","8.0","98.8",,"D","Boston Bruins",,
"71831b0a-8735-4520-adba-5805e32c1165","Gabriel","Landeskog","9.0","98.3",,"W","Colorado Avalanche",,
"228fa67f-f184-48f9-8a04-521fc60ba8b5","Taylor","Hall","10.0","97.0",,"W","Boston Bruins",,
"c954f355-c53f-4f0a-968e-4bf02f218771","Cale","Makar","11.0","95.2",,"D","Colorado Avalanche",,
"489ee72b-60c0-4680-b907-9e870ec1fb12","Sebastian","Aho","12.0","92.9",,"C","Carolina Hurricanes",,
"a2c13e20-d20f-426f-8df7-31a5d14a45e4","Leon","Draisaitl","13.0","92.2",,"C","Edmonton Oilers",,
"bec200a9-c7cd-409a-9c0d-55501db7b7ae","Andrei","Svechnikov","14.0","89.6",,"W","Carolina Hurricanes",,
"dbcb449a-4d95-4cc8-b7f3-a0b0ff7f4760","Max","Pacioretty","15.0","88.9",,"W","Carolina Hurricanes",,
"43befefe-8902-4ad4-a281-cd62fac01d2c","Auston","Matthews","16.0","87.8",,"C","Toronto Maple Leafs",,
"54271acb-9cfe-4d1b-a4bd-b1dcd7fba709","Brent","Burns","17.0","77.8",,"D","Carolina Hurricanes",,
"2e193b3e-54c1-43c3-8c88-3a57893f60a9","Kirill","Kaprizov","18.0","76.8",,"W","Minnesota Wild",,
"cca35bb6-a874-4423-903b-cf1e981617ff","Darnell","Nurse","19.0","72.4",,"D","Edmonton Oilers",,
"5d49b9ef-1bf9-4210-830e-a64796d6a0e4","Pavel","Zacha","20.0","89.0",,"C","Boston Bruins",,
"35b0464d-4bd9-4588-82d4-0f71a6620aff","Patrick","Kane","21.0","71.0",,"W","New York Rangers",,
"979d5fe4-0800-4e91-ac5b-59a8183e85a9","Nikita","Kucherov","22.0","70.7",,"W","Tampa Bay Lightning",,
"572a0134-95b0-4bce-825a-0656936fccc0","Samuel","Girard","23.0","70.5",,"D","Colorado Avalanche",,
"68699484-098e-47c7-bc26-d6720bfaab1f","Mitch","Marner","24.0","69.7",,"W","Toronto Maple Leafs",,
"8efb0267-b2f3-42ab-b5b6-aa4440759bfd","Devon","Toews","25.0","68.7",,"D","Colorado Avalanche",,
"d4ede5d5-9731-43f7-bb20-14a9f23906df","Martin","Necas","26.0","68.4",,"C","Carolina Hurricanes",,
"c69d3f20-4317-4586-86bd-ea89e94d1a00","Tyler","Bertuzzi","27.0","82.6",,"W","Boston Bruins",,
"2129b81d-046c-4f38-a75c-04abbfb6ac07","Mike","Smith","28.0","66.7",,"G","Edmonton Oilers",,
"ea9f6f00-9129-46d7-8a21-6b39ab15a3db","Nick","Foligno","29.0","66.5",,"W","Boston Bruins",,
"5e3d3933-8675-4e7e-9b30-77d82320a4cf","Brandon","Carlo","30.0","65.8",,"D","Boston Bruins",,
