,,Win,,Cover,,Total Points,,Implied,Implied Score,
West Virginia,2021-12-12 16:00:00,-650,3.08,-12.0,18.18,132.0,18.18,82.9,72.0,60.0
Florida,2021-12-12 16:30:00,-210,9.52,-5.0,18.18,134.5,18.18,65.1,69.8,64.8
Maryland,2021-12-12 16:30:00,175,35.00,5.0,18.18,134.5,18.18,34.9,64.8,69.8
Wisconsin-Green Bay,2021-12-12 17:00:00,900,180.00,18.5,17.39,125.5,16.67,9.6,53.5,72.0
Kansas State,2021-12-12 17:00:00,-1600,1.25,-18.5,19.05,125.5,20.00,90.4,72.0,53.5
Long Beach State,2021-12-12 17:00:00,1200,240.00,24.5,17.39,145.5,19.05,7.4,60.5,85.0
USC,2021-12-12 17:00:00,-2500,0.80,-24.5,19.05,145.5,17.39,92.6,85.0,60.5
Tennessee State,2021-12-12 17:00:00,200,40.00,6.5,17.39,146.5,19.05,31.8,70.0,76.5
Lipscomb,2021-12-12 17:00:00,-250,8.00,-6.5,19.05,146.5,17.39,68.2,76.5,70.0
Yale,2021-12-12 19:00:00,160,32.00,4.5,18.18,143.5,18.18,37.0,69.5,74.0
Iona,2021-12-12 19:00:00,-190,10.53,-4.5,18.18,143.5,18.18,63.0,74.0,69.5
Oregon,2021-12-12 19:00:00,-115,17.39,-1.0,18.18,133.5,19.05,51.1,67.3,66.3
Stanford,2021-12-12 19:00:00,-105,19.05,1.0,18.18,133.5,17.39,48.9,66.3,67.3
Monmouth,2021-12-12 19:00:00,-115,17.39,-1.5,19.05,136.5,17.39,51.1,69.0,67.5
Pittsburgh,2021-12-12 19:00:00,-105,19.05,1.5,17.39,136.5,19.05,48.9,67.5,69.0
California Baptist,2021-12-12 19:00:00,200,40.00,6.0,18.18,133.5,17.39,31.8,63.8,69.8
UC Riverside,2021-12-12 19:00:00,-250,8.00,-6.0,18.18,133.5,19.05,68.2,69.8,63.8
Rutgers,2021-12-12 19:30:00,340,68.00,9.5,17.39,135.5,17.39,21.7,63.0,72.5
Seton Hall,2021-12-12 19:30:00,-450,4.44,-9.5,19.05,135.5,19.05,78.3,72.5,63.0
UC San Diego,2021-12-12 20:00:00,155,31.00,4.5,18.18,143.0,20.00,37.9,69.3,73.8
Seattle,2021-12-12 20:00:00,-180,11.11,-4.5,18.18,143.0,16.67,62.1,73.8,69.3
