tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Smith, Cameron",15856,9500,0.1953,1,6,6,0,0,95.0,30,137.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Young, Cameron",26651,7800,0.0456,2,3,3,0,0,98.5,20,124.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"McIlroy, Rory",10091,11100,0.2482,3,6,3,0,0,89.5,18,116.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hovland, Viktor",18841,9000,0.048,T4,6,3,0,0,84.0,16,109.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Fleetwood, Tommy",12294,8600,0.202,T4,0,3,0,0,80.5,16,99.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"DeChambeau, Bryson",19841,8100,0.0368,T8,6,0,0,0,82.5,9,97.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Schauffele, Xander",19895,9900,0.2285,T15,3,0,0,0,86.5,6,95.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Cantlay, Patrick",15466,9400,0.1495,T8,0,0,0,0,84.0,9,93.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Harman, Brian",8825,6900,0.0187,T6,0,3,0,0,78.0,12,93.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Johnson, Dustin",12422,9200,0.0843,T6,0,0,0,0,80.5,12,92.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Burmester, Dean",14424,6700,0.0296,T11,3,0,0,0,82.5,6,91.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Scott, Adam",6430,7700,0.0971,T15,3,3,0,0,78.5,6,90.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Ancer, Abraham",18238,7600,0.0264,T11,3,6,0,0,74.0,6,89.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Spieth, Jordan",14636,10000,0.1947,T8,0,0,0,0,79.5,9,88.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Kaewkanjana, Sadom",19844,6300,0.0004,T11,0,3,0,0,79.5,6,88.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Burns, Sam",19483,8900,0.0664,T42,6,3,0,0,78.0,1,88.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Lee, Min Woo",16841,6900,0.0057,T21,0,0,0,0,84.0,4,88.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Frittelli, Dylan",11955,6800,0.0199,T28,0,0,0,0,84.0,3,87.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Kisner, Kevin",11328,6900,0.0368,T21,6,0,0,0,76.5,4,86.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hatton, Tyrrell",14796,8700,0.0715,T11,0,3,0,0,77.0,6,86.0
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Quayle, Anthony",18900,6400,0.0002,T15,0,0,0,0,79.5,6,85.5
pga,2022,2022,The Open Championship,100,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Lowry, Shane",13900,9300,0.1784,T21,0,0,0,0,81.0,4,85.0
