playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478492,2021,Ilya Samsonov,WSH,G,other,11,1680.0,2.75,1.0,43.0,1.9,1.0,4.17,3.0,20.98,16.0,0.33,1.0,14.58,16.0,5.85,9.0,2.63,18.0,11.0,1.0,0.53,1.59,0.64,0.0,0.0,1.0,13.0,0.0,0.0
8478492,2021,Ilya Samsonov,WSH,G,all,11,36439.0,26.82,23.0,527.0,19.12,21.0,61.66,67.0,261.97,279.0,8.64,9.0,147.43,128.0,100.66,155.0,25.94,294.0,85.0,20.0,10.09,10.81,5.92,11.0,8.0,4.0,128.0,0.0,0.0
8478492,2021,Ilya Samsonov,WSH,G,5on5,11,29342.0,20.07,19.0,409.0,13.85,18.0,49.19,57.0,202.33,220.0,7.0,8.0,111.27,93.0,80.04,119.0,19.5,234.0,61.0,16.0,8.14,7.51,4.42,11.0,6.0,2.0,98.0,0.0,0.0
8478492,2021,Ilya Samsonov,WSH,G,4on5,11,2774.0,3.17,1.0,64.0,3.11,2.0,7.49,7.0,32.41,34.0,0.14,0.0,19.56,16.0,10.77,23.0,3.0,35.0,12.0,2.0,1.13,1.54,0.5,0.0,1.0,0.0,15.0,0.0,0.0
8478492,2021,Ilya Samsonov,WSH,G,5on4,11,2643.0,0.57,1.0,9.0,0.18,0.0,0.5,0.0,4.58,7.0,1.09,0.0,1.41,2.0,3.28,4.0,0.57,6.0,0.0,1.0,0.22,0.0,0.35,0.0,0.0,1.0,2.0,0.0,0.0
8467950,2021,Craig Anderson,BUF,G,other,6,722.0,1.35,2.0,18.0,0.71,0.0,2.19,0.0,10.89,11.0,0.31,1.0,6.65,9.0,3.78,4.0,1.28,11.0,2.0,2.0,0.52,0.18,0.65,1.0,0.0,1.0,3.0,0.0,0.0
8467950,2021,Craig Anderson,BUF,G,all,6,21636.0,13.64,15.0,308.0,11.36,9.0,39.36,32.0,171.67,190.0,6.02,6.0,100.15,84.0,71.97,96.0,13.27,190.0,41.0,11.0,4.75,5.07,3.81,5.0,7.0,3.0,66.0,0.0,0.0
8467950,2021,Craig Anderson,BUF,G,5on5,6,18051.0,10.36,12.0,248.0,8.59,9.0,32.57,31.0,136.0,154.0,4.8,5.0,78.58,60.0,57.49,76.0,10.11,150.0,36.0,6.0,3.91,4.51,1.94,4.0,7.0,1.0,56.0,0.0,0.0
8467950,2021,Craig Anderson,BUF,G,4on5,6,1254.0,1.69,1.0,35.0,1.85,0.0,4.04,1.0,20.37,20.0,0.12,0.0,13.52,15.0,7.22,11.0,1.64,24.0,2.0,3.0,0.22,0.25,1.22,0.0,0.0,1.0,6.0,0.0,0.0
8467950,2021,Craig Anderson,BUF,G,5on4,6,1609.0,0.25,0.0,7.0,0.2,0.0,0.56,0.0,4.41,5.0,0.78,0.0,1.4,0.0,3.48,5.0,0.25,5.0,1.0,0.0,0.1,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,other,8,293.0,1.18,4.0,12.0,0.57,2.0,1.24,1.0,6.55,8.0,0.07,0.0,3.62,1.0,2.05,1.0,1.14,6.0,2.0,1.0,0.24,0.28,0.66,2.0,1.0,1.0,3.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,all,8,28107.0,16.31,25.0,413.0,14.21,12.0,53.1,40.0,222.1,223.0,6.85,7.0,125.21,100.0,94.03,122.0,15.89,248.0,52.0,10.0,6.89,6.12,3.3,11.0,9.0,5.0,103.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,5on5,8,22620.0,12.42,16.0,330.0,10.91,9.0,44.05,35.0,176.69,174.0,5.21,4.0,99.55,76.0,74.37,101.0,12.08,196.0,44.0,7.0,5.5,5.11,1.81,7.0,6.0,3.0,83.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,4on5,8,1974.0,1.62,2.0,55.0,2.2,0.0,5.97,4.0,26.69,27.0,0.12,0.0,17.98,21.0,9.47,10.0,1.58,33.0,4.0,1.0,0.68,0.47,0.47,0.0,1.0,1.0,17.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,5on4,8,3220.0,0.92,2.0,14.0,0.44,1.0,1.53,0.0,10.55,12.0,1.37,3.0,3.4,2.0,7.41,9.0,0.92,12.0,1.0,1.0,0.46,0.11,0.36,2.0,0.0,0.0,0.0,0.0,0.0
8475852,2021,Petr Mrazek,TOR,G,other,2,88.0,0.14,1.0,3.0,0.11,0.0,0.22,0.0,1.33,2.0,0.0,0.0,1.13,1.0,0.36,0.0,0.14,2.0,0.0,0.0,0.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8475852,2021,Petr Mrazek,TOR,G,all,2,6000.0,6.34,7.0,105.0,4.39,3.0,12.09,11.0,60.08,57.0,1.94,0.0,32.92,25.0,23.48,34.0,6.15,51.0,24.0,6.0,1.62,2.88,1.84,1.0,3.0,3.0,24.0,0.0,0.0
8475852,2021,Petr Mrazek,TOR,G,5on5,2,5178.0,4.46,4.0,82.0,3.19,2.0,10.1,11.0,47.45,48.0,1.75,0.0,25.42,16.0,19.43,31.0,4.33,45.0,14.0,5.0,1.41,1.65,1.4,0.0,2.0,2.0,18.0,0.0,0.0
8475852,2021,Petr Mrazek,TOR,G,4on5,2,380.0,1.6,2.0,16.0,1.02,0.0,1.44,0.0,9.72,6.0,0.03,0.0,5.82,7.0,2.85,3.0,1.54,3.0,9.0,1.0,0.03,1.14,0.44,0.0,1.0,1.0,3.0,0.0,0.0
8475852,2021,Petr Mrazek,TOR,G,5on4,2,354.0,0.14,0.0,3.0,0.07,1.0,0.33,0.0,1.59,1.0,0.17,0.0,0.55,1.0,0.85,0.0,0.13,1.0,1.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
