"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","All Defenders","SEA","84.64098424","57.30038839"
"DeAndre Hopkins","ARZ","D.J. Reed Jr.","SEA","67.88846123","45.7563541"
"DeAndre Hopkins","ARZ","Tre Brown","SEA","73.3298112","2.308806858"
"DeAndre Hopkins","ARZ","Ugo Amadi","SEA","87.78139306","9.235227432"
"A.J. Green","ARZ","All Defenders","SEA","42.92779453","58.21728298"
"A.J. Green","ARZ","D.J. Reed Jr.","SEA","33.14803436","1.502381496"
"A.J. Green","ARZ","Tre Brown","SEA","43.20909412","50.7053755"
"A.J. Green","ARZ","Ugo Amadi","SEA","54.15438291","6.009525985"
"Christian Kirk","ARZ","All Defenders","SEA","70.42003223","51.69056015"
"Christian Kirk","ARZ","D.J. Reed Jr.","SEA","46.16975652","5.151883072"
"Christian Kirk","ARZ","Tre Brown","SEA","54.68403723","5.151883072"
"Christian Kirk","ARZ","Ugo Amadi","SEA","66.94588777","41.38679401"
"Olamide Zaccheaus","ATL","All Defenders","NE","33.18718649","39.01374818"
"Olamide Zaccheaus","ATL","Jalen Mills","NE","49.08069833","23.40824891"
"Olamide Zaccheaus","ATL","J.C. Jackson","NE","29.73183697","12.19179631"
"Olamide Zaccheaus","ATL","Myles Bryant","NE","23.72004745","17.44364702"
"Tajae Sharpe","ATL","All Defenders","NE","26.55942894","34.21245659"
"Tajae Sharpe","ATL","Jalen Mills","NE","46.36411699","13.19303882"
"Tajae Sharpe","ATL","J.C. Jackson","NE","27.39961862","20.52747396"
"Tajae Sharpe","ATL","Myles Bryant","NE","21.11393693","12.74581716"
"Russell Gage","ATL","All Defenders","NE","22.73281049","43.03380978"
"Russell Gage","ATL","Jalen Mills","NE","44.65644313","8.184344192"
"Russell Gage","ATL","J.C. Jackson","NE","25.93355971","11.35247743"
"Russell Gage","ATL","Myles Bryant","NE","19.47570629","23.23297706"
"Rashod Bateman","BLT","All Defenders","CHI","62.9842432","45.84777176"
