,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
North Carolina,2/8/2022 18:00,-105,19.05,1,18.18,147.5,19.05,48.9,73.3,74.3
Clemson,2/8/2022 18:00,-115,17.39,-1,18.18,147.5,17.39,51.1,74.3,73.3
Old Dominion,2/8/2022 18:00,205,41,6,18.18,134.5,20,31.3,64.3,70.3
Florida Atlantic,2/8/2022 18:00,-255,7.84,-6,18.18,134.5,16.67,68.7,70.3,64.3
Marquette,2/8/2022 18:30,220,44,6.5,18.18,141,17.39,29.9,67.3,73.8
Connecticut,2/8/2022 18:30,-275,7.27,-6.5,18.18,141,19.05,70.1,73.8,67.3
Lipscomb,2/8/2022 19:00,900,180,15.5,18.18,143.5,16.67,9.6,64,79.5
Liberty,2/8/2022 19:00,-1600,1.25,-15.5,18.18,143.5,20,90.4,79.5,64
Auburn,2/8/2022 19:00,-130,15.38,-2,18.18,151.5,19.05,54.3,76.8,74.8
Arkansas,2/8/2022 19:00,110,22,2,18.18,151.5,17.39,45.7,74.8,76.8
Kentucky,2/8/2022 19:00,-650,3.08,-11,18.18,144.5,18.18,82.9,77.8,66.8
South Carolina,2/8/2022 19:00,460,92,11,18.18,144.5,18.18,17.1,66.8,77.8
Louisiana State,2/8/2022 19:00,-130,15.38,-2,18.18,133.5,20,54.3,67.8,65.8
Texas A&M,2/8/2022 19:00,110,22,2,18.18,133.5,16.67,45.7,65.8,67.8
Wisconsin,2/8/2022 19:00,145,29,4,17.39,139.5,19.05,39.6,67.8,71.8
Michigan State,2/8/2022 19:00,-165,12.12,-4,19.05,139.5,17.39,60.4,71.8,67.8
Central Michigan,2/8/2022 19:00,400,80,10.5,17.39,148,19.05,19.1,68.8,79.3
Ball State,2/8/2022 19:00,-550,3.64,-10.5,19.05,148,17.39,80.9,79.3,68.8
Eastern Michigan,2/8/2022 19:00,600,120,13,18.18,149.5,17.39,13.7,68.3,81.3
Buffalo,2/8/2022 19:00,-900,2.22,-13,18.18,149.5,19.05,86.3,81.3,68.3
Bowling Green,2/8/2022 19:00,235,47,7,17.39,151.5,19.05,28.5,72.3,79.3
Kent State,2/8/2022 19:00,-300,6.67,-7,19.05,151.5,17.39,71.5,79.3,72.3
Western Michigan,2/8/2022 19:00,410,82,10.5,18.18,138.5,16.67,18.7,64,74.5
Miami (OH),2/8/2022 19:00,-575,3.48,-10.5,18.18,138.5,20,81.3,74.5,64
Ohio,2/8/2022 19:00,130,26,3.5,17.39,149.5,19.05,42,73,76.5
Toledo,2/8/2022 19:00,-150,13.33,-3.5,19.05,149.5,17.39,58,76.5,73
Iowa State,2/8/2022 19:00,105,21,1.5,19.05,130,19.05,46.8,64.3,65.8
West Virginia,2/8/2022 19:00,-125,16,-1.5,17.39,130,17.39,53.2,65.8,64.3
Oklahoma State,2/8/2022 19:00,130,26,3,18.18,129.5,18.18,42,63.3,66.3
TCU,2/8/2022 19:00,-150,13.33,-3,18.18,129.5,18.18,58,66.3,63.3
Saint Louis,2/8/2022 19:00,-365,5.48,-7.5,18.18,143.5,18.18,74.9,75.5,68
La Salle,2/8/2022 19:00,280,56,7.5,18.18,143.5,18.18,25.1,68,75.5
Rhode Island,2/8/2022 19:00,170,34,4.5,19.05,123.5,20,35.7,59.5,64
VCU,2/8/2022 19:00,-200,10,-4.5,17.39,123.5,16.67,64.3,64,59.5
Fordham,2/8/2022 19:00,525,105,12.5,18.18,133.5,18.18,15.3,60.5,73
St. Bonaventure,2/8/2022 19:00,-760,2.63,-12.5,18.18,133.5,18.18,84.7,73,60.5
Marist,2/8/2022 19:00,260,52,7.5,20,134,18.18,26.5,63.3,70.8
Monmouth,2/8/2022 19:00,-335,5.97,-7.5,16.67,134,18.18,73.5,70.8,63.3
Manhattan,2/8/2022 19:00,120,24,2.5,18.18,141.5,18.18,43.8,69.5,72
Rider,2/8/2022 19:00,-140,14.29,-2.5,18.18,141.5,18.18,56.2,72,69.5
Evansville,2/8/2022 19:00,350,70,9.5,18.18,131,19.05,21.2,60.8,70.3
Indiana State,2/8/2022 19:00,-475,4.21,-9.5,18.18,131,17.39,78.8,70.3,60.8
Akron,2/8/2022 20:00,,,-8,,128.5,,,,
Northern Illinois,2/8/2022 20:00,,,8,,128.5,,,,
Syracuse,2/8/2022 20:00,-190,10.53,-4,16.67,145,19.05,63,74.5,70.5
Boston College,2/8/2022 20:00,160,32,4,20,145,17.39,37,70.5,74.5
East Carolina,2/8/2022 20:00,195,39,6,17.39,138,16.67,32.4,66,72
Tulsa,2/8/2022 20:00,-240,8.33,-6,19.05,138,20,67.6,72,66
Villanova,2/8/2022 20:30,-190,10.53,-4.5,19.05,144.5,18.18,63,74.5,70
St. John's,2/8/2022 20:30,160,32,4.5,17.39,144.5,18.18,37,70,74.5
Utah State,2/8/2022 21:00,110,22,2,18.18,143.5,18.18,45.7,70.8,72.8
Wyoming,2/8/2022 21:00,-130,15.38,-2,18.18,143.5,18.18,54.3,72.8,70.8
Missouri,2/8/2022 21:00,250,50,8,16.67,131.5,18.18,27.3,61.8,69.8
Vanderbilt,2/8/2022 21:00,-320,6.25,-8,20,131.5,18.18,72.7,69.8,61.8
Indiana,2/8/2022 21:00,,,-1.5,,135.5,,,,
Northwestern,2/8/2022 21:00,,,1.5,,135.5,,,,
Michigan,2/8/2022 21:00,-135,14.81,-2.5,19.05,129,17.39,55.3,65.8,63.3
Penn State,2/8/2022 21:00,115,23,2.5,17.39,129,19.05,44.7,63.3,65.8
Butler,2/8/2022 21:00,250,50,7.5,19.05,126,16.67,27.3,59.3,66.8
Creighton,2/8/2022 21:00,-320,6.25,-7.5,17.39,126,20,72.7,66.8,59.3
Wichita State,2/8/2022 21:00,100,20,1.5,18.18,135,16.67,47.8,66.8,68.3
Central Florida,2/8/2022 21:00,-120,16.67,-1.5,18.18,135,20,52.2,68.3,66.8
Illinois,2/8/2022 21:00,,,6,,145.5,,,,
Purdue,2/8/2022 21:00,,,-6,,145.5,,,,
Portland,2/8/2022 22:00,1200,240,18,18.18,142,18.18,7.4,62,80
San Francisco,2/8/2022 22:00,-2500,0.8,-18,18.18,142,18.18,92.6,80,62
Air Force,2/8/2022 22:00,400,80,10,19.05,127,16.67,19.1,58.5,68.5
UNLV,2/8/2022 22:00,-550,3.64,-10,17.39,127,20,80.9,68.5,58.5
Cal State-Fullerton,2/8/2022 22:00,-105,19.05,1,18.18,146,19.05,48.9,72.5,73.5
Long Beach State,2/8/2022 22:00,-115,17.39,-1,18.18,146,17.39,51.1,73.5,72.5
Pacific,2/8/2022 22:00,1700,340,20,17.39,136,20,5.4,58,78
USC,2/8/2022 22:00,-4000,0.5,-20,19.05,136,16.67,94.6,78,58
Colorado State,2/8/2022 23:00,-220,9.09,-5,17.39,148.5,19.05,65.8,76.8,71.8
Nevada,2/8/2022 23:00,180,36,5,19.05,148.5,17.39,34.2,71.8,76.8
UCLA,2/8/2022 23:00,-320,6.25,-7.5,18.18,134,18.18,72.7,70.8,63.3
Stanford,2/8/2022 23:00,250,50,7.5,18.18,134,18.18,27.3,63.3,70.8
St. Mary's (CAL),2/8/2022 23:00,-135,14.81,-2.5,18.18,137.5,17.39,55.3,70,67.5
Santa Clara,2/8/2022 23:00,115,23,2.5,18.18,137.5,19.05,44.7,67.5,70
