DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Pass Att,Completions,Pass Yds,Pass TD,Pass Int,Rec,Rec Yds,Rec TD,Rush Att,Rush Yds,Rush TD
30500861,Tyreek Hill,WR,MIA,NE,,9500,,24.23,24.23,2.5505263157894738,17.239999999999732,18.297710662120213,0,100,28.1202,47.135999999999996,24.2251,15.5,23.4,31.6,35.7,43.4287,52.7,19.0607,12.4,18.1,24.6,28.3575,35.3,43.903,19.0607,12.4,18.1,24.6,28.3575,35.3,43.903,24.2251,15.5,23.4,31.6,35.7,43.4287,52.7,11.0231,8.98153,8.98153,11.0231,0,0,0,0,0,7.23431,105.962,0.7886,0.232111,0.895929,0.0106222
30500488,Lamar Jackson,QB,BAL,ARI,,8100,,24.18,24.18,2.9851851851851854,8.220000000000132,7.990194338919334,0,100,27.2778,44.4257,24.1828,18.075,23.24,29.38,33,39.521,47.9404,23.4477,17.96,22.72,28.2725,31.4915,37.1505,45.1119,23.4477,17.96,22.72,28.2725,31.4915,37.1505,45.1119,24.1828,18.075,23.24,29.38,33,39.521,47.9404,8.50869,7.79558,7.79558,8.50869,28.4603,20.2888,242.98,1.57279,0.649419,0,0,0,10.6419,53.8424,0.4806
30500487,Jalen Hurts,QB,PHI,WAS,,8200,,24,23.5,2.8658536585365852,6.6100000000000865,6.531219083703837,0,100,25.2325,43.268299999999996,24.005,17.62,23.02,29.39,33.043,40,49.3008,23.2821,17.42,22.48,28.34,31.683,37.761,46.0404,23.2821,17.42,22.48,28.34,31.683,37.761,46.0404,24.005,17.62,23.02,29.39,33.043,40,49.3008,8.8734,8.20481,8.20481,8.8734,30.6402,20.8201,248.039,1.35478,0.768687,0,0,0,11.4424,48.6022,0.682031
30500565,Christian McCaffrey,RB,SF,CIN,,9200,,23.4,23.4,2.543478260869565,22.199999999999186,22.585068842907713,0,100,24.8023,44.082300000000004,23.401,16.1875,22.2,29.5,33.4575,41.1,49.8032,20.1283,13.8,19.1,25.25,28.8,35.6,44.2,20.1283,13.8,19.1,25.25,28.8,35.6,44.2,23.401,16.1875,22.2,29.5,33.4575,41.1,49.8032,9.67072,8.45226,8.45226,9.67072,0,0,0,0,0,4.18791,32.7076,0.189562,22.0888,93.1059,0.771563
30500486,Patrick Mahomes,QB,KC,DEN,,8400,,22.99,22.99,2.7369047619047615,2.3299999999999916,2.431452302525719,0,100,26.3348,45.4656,22.9924,17.38,22.465,28.04,31.143,36.884,43.8026,21.7387,16.84,21.18,26.1,28.9015,34.3205,40.7818,21.7387,16.84,21.18,26.1,28.9015,34.3205,40.7818,22.9924,17.38,22.465,28.04,31.143,36.884,43.8026,7.90288,7.0803,7.0803,7.90288,36.7789,24.9286,289.308,2.07381,0.801889,0,0,0,4.02208,19.2843,0.143917
30500489,Tua Tagovailoa,QB,MIA,NE,,7700,,21.58,21.58,2.8025974025974025,3.019999999999987,3.0800372493299664,0,100,28.1202,47.135999999999996,21.5837,16.075,20.96,26.58,29.58,34.702,40.4404,20.3931,15.72,19.98,24.68,27.28,32.041,37.621,20.3931,15.72,19.98,24.68,27.28,32.041,37.621,21.5837,16.075,20.96,26.58,29.58,34.702,40.4404,7.47308,6.63714,6.63714,7.47308,33.5315,23.5611,285.897,2.03656,0.759022,0,0,0,3.82976,11.7944,0.0846222
30500573,Tony Pollard,RB,DAL,LAR,,7500,,21.08,21.08,2.8106666666666666,26.26999999999874,28.159302897031917,0,100,26.4653,45.732299999999995,21.0843,13.8,19.6,26.8,31.3,38.9263,48.1005,18.2153,11.7,17.025,23.2062,27,34.1525,42.45,18.2153,11.7,17.025,23.2062,27,34.1525,42.45,21.0843,13.8,19.6,26.8,31.3,38.9263,48.1005,9.62017,8.4608,8.4608,9.62017,0,0,0,0,0,4.08378,29.9529,0.130944,20.1208,81.1031,0.729833
30500865,Ja'Marr Chase,WR,CIN,SF,,8100,,20.18,20.18,2.491358024691358,17.969999999999654,19.330605800803678,0,100,19.28,44.082300000000004,20.1837,12.9,18.8,26.5,30.6,37.6,46.4,15.527,9.9,14.5,20.125,23.4,29.5,37.602,15.527,9.9,14.5,20.125,23.4,29.5,37.602,20.1837,12.9,18.8,26.5,30.6,37.6,46.4,9.64716,7.60431,7.60431,9.64716,0,0,0,0,0,7.18119,88.2132,0.502813,0.200594,0.86875,0.005625
30500863,Cooper Kupp,WR,LAR,DAL,,9000,,19.83,19.83,2.203333333333333,8.10000000000013,8.23882571708509,0,100,19.267,45.732299999999995,19.8313,12.5,18.6,26.125,30.3,37.3,46.001,15.307,9.7,14.3,19.8,23.2075,29.4,37.2,15.307,9.7,14.3,19.8,23.2075,29.4,37.2,19.8313,12.5,18.6,26.125,30.3,37.3,46.001,9.73689,7.69118,7.69118,9.73689,0,0,0,0,0,6.86658,88.9884,0.478639,0.222944,1.01842,0.00625
30500867,A.J. Brown,WR,PHI,WAS,,8000,,19.55,19.55,2.44375,13.150000000000183,14.058260380277355,0,100,25.2325,43.268299999999996,19.5503,11.9,18.3,26.3,30.3,37.4,45.802,15.2833,9.4,14.2,20,23.5,30.1,37.6,15.2833,9.4,14.2,20,23.5,30.1,37.6,19.5503,11.9,18.3,26.3,30.3,37.4,45.802,9.8562,7.86292,7.86292,9.8562,0,0,0,0,0,6.20453,91.3468,0.5105,0,0,0
30500494,Dak Prescott,QB,DAL,LAR,,6100,,19.1,19.1,3.1311475409836067,8.550000000000143,8.490664432354018,0,100,26.4653,45.732299999999995,19.0998,13.735,18.315,23.74,26.86,32.26,38.4408,18.4883,13.64,17.93,22.78,25.443,30.28,36.0602,18.4883,13.64,17.93,22.78,25.443,30.28,36.0602,19.0998,13.735,18.315,23.74,26.86,32.26,38.4408,7.34486,6.71864,6.71864,7.34486,33.1803,23.415,251.688,1.74644,0.821833,0,0,0,3.81461,15.9002,0.133333
30500575,Alvin Kamara,RB,NO,IND,,7300,,19.05,19.05,2.6095890410958904,22.28999999999918,22.73978386924018,0,100,22.9565,43.8473,19.0495,13.1375,17.9,23.7,27.3,34.3025,43.1515,16.0916,10.8,15,20.3625,23.55,29.4525,36.601,16.0916,10.8,15,20.3625,23.55,29.4525,36.601,19.0495,13.1375,17.9,23.7,27.3,34.3025,43.1515,8.14987,7.14012,7.14012,8.14987,0,0,0,0,0,5.38226,41.2632,0.201606,15.7146,56.1264,0.420056
30500591,Breece Hall,RB,NYJ,NYG,,5900,,18.94,18.94,3.210169491525424,29.89999999999834,32.66432567500939,0,100,19.0655,35.4005,18.9381,12.2,17.5,24.4,28.3,35.6,44.0525,16.5305,10.7,15.4,21.1,24.4,31.1,38.9535,16.5305,10.7,15.4,21.1,24.4,31.1,38.9535,18.9381,12.2,17.5,24.4,28.3,35.6,44.0525,8.85536,7.67084,7.67084,8.85536,0,0,0,0,0,2.78922,26.4418,0.0806389,19.1668,87.6904,0.557972
30500492,C.J. Stroud,QB,HOU,CAR,,6300,,18.84,18.84,2.9904761904761905,8.46000000000014,8.289210978010692,0,100,23.7102,43.7292,18.8405,13.895,18.28,23.26,26.063,31.14,37.5804,18.1317,13.72,17.77,22.045,24.54,29.082,34.8002,18.1317,13.72,17.77,22.045,24.54,29.082,34.8002,18.8405,13.895,18.28,23.26,26.063,31.14,37.5804,6.86993,6.19378,6.19378,6.86993,32.4504,21.3445,257.539,1.61477,0.511575,0,0,0,3.85017,14.6936,0.08895
30501351,Travis Kelce,TE,KC,DEN,,8400,,18.8,18.8,2.238095238095238,8.210000000000132,8.393342563769204,0,100,26.3348,45.4656,18.7999,11.6,17.1,24.8,29.115,36.4762,44.502,14.7743,9,13.7,19.4,22.7,28.7525,36.4025,14.7743,9,13.7,19.4,22.7,28.7525,36.4025,18.7999,11.6,17.1,24.8,29.115,36.4762,44.502,9.55066,7.6877,7.6877,9.55066,0,0,0,0,0,6.42644,79.2507,0.609194,0,0,0
30500875,Brandon Aiyuk,WR,SF,CIN,,7000,,18.48,18.48,2.64,20.2599999999994,22.484655644363023,0,100,24.8023,44.082300000000004,18.476,11.4,16.9,24.5,28.7,35.7,43.505,14.4858,8.9,13.5,19,22.1575,28.2,35.501,14.4858,8.9,13.5,19,22.1575,28.2,35.501,18.476,11.4,16.9,24.5,28.7,35.7,43.505,9.36827,7.43306,7.43306,9.36827,0,0,0,0,0,6.00603,84.8187,0.473,0.329156,1.45538,0.0102812
30500499,Brock Purdy,QB,SF,CIN,,5600,,18.03,18.03,3.2196428571428575,9.310000000000164,9.188787854095166,0,100,24.8023,44.082300000000004,18.0289,13.06,17.34,22.36,25.183,30.58,37.38,17.4601,12.94,16.98,21.2925,23.963,28.9305,34.741,17.4601,12.94,16.98,21.2925,23.963,28.9305,34.741,18.0289,13.06,17.34,22.36,25.183,30.58,37.38,6.93925,6.35749,6.35749,6.93925,30.3951,21.3846,248.465,1.52963,0.708281,0,0,0,3.61216,12.9411,0.154125
30500881,Adam Thielen,WR,CAR,HOU,,6600,,17.73,17.73,2.6863636363636365,18.399999999999604,20.136025118812046,0,100,20.019,43.7292,17.7323,11.175,16.1,23.2,27.7,34.9025,42.9005,13.6383,8.3,12.55,17.9,21.1,27.1,34.402,13.6383,8.3,12.55,17.9,21.1,27.1,34.402,17.7323,11.175,16.1,23.2,27.7,34.9025,42.9005,8.98528,7.13824,7.13824,8.98528,0,0,0,0,0,6.89773,73.4168,0.447925,0.266125,1.29758,0.00825
30500869,Puka Nacua,WR,LAR,DAL,,7900,,17.55,17.55,2.221518987341772,7.270000000000105,7.339359180488313,0,100,19.267,45.732299999999995,17.5502,10.9,15.9,23.1,27.3,33.6525,41.601,13.5412,8.5,12.65,17.5,20.6,26.205,33.402,13.5412,8.5,12.65,17.5,20.6,26.205,33.402,17.5502,10.9,15.9,23.1,27.3,33.6525,41.601,8.85679,6.86963,6.86963,8.85679,0,0,0,0,0,6.13483,83.1875,0.343139,0.221917,0.883076,0.00675
30500577,Travis Etienne Jr.,RB,JAX,PIT,,7200,,17.17,17.17,2.3847222222222224,12.890000000000212,13.370842013721774,0,100,21.2808,41.020799999999994,17.1742,11,15.775,21.9,25.8,32.9025,41.702,14.9379,9.5,13.775,19.15,22.4,28.4525,36.8,14.9379,9.5,13.775,19.15,22.4,28.4525,36.8,17.1742,11,15.775,21.9,25.8,32.9025,41.702,8.29358,7.24793,7.24793,8.29358,0,0,0,0,0,3.33409,28.2175,0.0921562,16.8433,71.9413,0.495156
30500871,CeeDee Lamb,WR,DAL,LAR,,7600,,17.08,17.08,2.2473684210526312,4.240000000000019,4.065642813116992,0,100,26.4653,45.732299999999995,17.0839,10.5,15.5,22.4,26.815,33.905,41.9,13.4221,8,12.4,17.6625,20.9,26.75,34,13.4221,8,12.4,17.6625,20.9,26.75,34,17.0839,10.5,15.5,22.4,26.815,33.905,41.9,8.89706,7.16392,7.16392,8.89706,0,0,0,0,0,6.04536,72.1552,0.4705,0.617806,2.75634,0.0195278
30500495,Joe Burrow,QB,CIN,SF,,6000,,17.01,17.01,2.8350000000000004,6.180000000000074,6.189991620766596,0,100,19.28,44.082300000000004,17.0053,12,16.15,21.28,24.28,29.721,36.2404,16.4063,11.955,15.88,20.22,22.883,27.642,33.5206,16.4063,11.955,15.88,20.22,22.883,27.642,33.5206,17.0053,12,16.15,21.28,24.28,29.721,36.2404,6.97,6.30611,6.30611,6.97,37.1769,22.8917,250.194,1.47644,0.797813,0,0,0,2.69153,9.32683,0.0850312
