tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hovland, Viktor",18841,9700,0.1654,1,3,0,0,0,71.5,30,104.5
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"McCarthy, Denny",19870,7600,0.0882,2,0,0,0,0,75.0,20,95.0
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Kim, Si Woo",14609,8000,0.1559,4,3,0,0,0,71.0,16,90.0
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Scheffler, Scottie",18417,11300,0.2702,3,3,0,0,0,67.5,18,88.5
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Schenk, Adam",19477,6800,0.0286,T7,3,0,0,0,71.0,10,84.0
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Fitzpatrick, Matt",17646,9000,0.0557,T9,3,0,0,0,72.5,8,83.5
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Scott, Adam",6430,8000,0.2114,T9,3,0,0,0,68.5,8,79.5
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Matsuyama, Hideki",13562,8700,0.1308,T16,0,3,0,0,71.5,5,79.5
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"McIlroy, Rory",10091,10600,0.098,T7,0,0,0,0,67.5,10,77.5
pga,2023,2023,the Memorial Tournament presented by Workday,23,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Putnam, Andrew",14704,6400,0.0556,T5,0,0,0,0,63.0,14,77.0
