player_name,sg_putt_pred,sg_putt_rank,sg_arg_pred,sg_arg_rank,sg_app_pred,sg_app_rank,sg_ott_pred,sg_ott_rank,sg_total_pred,sg_total_rank,distance_pred,distance_rank,accuracy_pred,accuracy_rank
"Chesters, Ashley",-0.414,402,-0.278,382,-0.101,183,-0.394,297,-1.187,322,-23.682,422,0.128,1
"Armour, Ryan",-0.264,359,-0.144,298,-0.124,194,-0.179,216,-0.712,248,-15.693,397,0.110,2
"Drysdale, David",-0.295,375,-0.151,304,-0.941,395,-0.607,340,-1.994,385,-19.951,411,0.109,3
"Henley, Russell",0.046,144,0.250,20,0.622,18,0.271,68,1.189,26,-4.873,296,0.108,4
"Stenson, Henrik",-0.174,305,-0.135,291,0.337,51,0.008,140,0.035,136,-9.866,356,0.104,5
"Otaegui, Adrian",-0.043,217,0.049,135,0.106,118,-0.082,177,0.030,140,-10.638,364,0.102,6
"Rai, Aaron",-0.168,298,0.061,120,0.487,29,0.289,65,0.669,61,-4.582,291,0.097,7
"Kim, Tom",0.060,134,0.088,92,0.605,20,0.369,48,1.122,29,-0.261,206,0.094,8
"Moore, Ryan",-0.220,331,-0.167,317,-0.134,199,-0.393,295,-0.914,285,-15.777,398,0.093,9
"Reavie, Chez",-0.065,231,-0.114,269,0.143,101,-0.200,225,-0.236,171,-13.216,383,0.092,10
"Ancer, Abraham",0.061,132,-0.180,326,-0.125,195,0.214,79,-0.030,144,-2.548,245,0.090,11
"Kodaira, Satoshi",-0.173,304,-0.204,341,-0.169,213,-0.240,244,-0.785,263,-12.259,375,0.088,12
"Todd, Brendon",0.442,16,0.332,2,0.015,145,-0.485,316,0.304,101,-17.335,404,0.086,13
"Glover, Lucas",-0.615,419,-0.142,296,0.180,84,0.160,91,-0.417,201,-6.167,316,0.083,14
"Morikawa, Collin",-0.069,232,0.048,136,0.995,2,0.476,27,1.451,13,0.377,196,0.080,15
"Kim, Si Woo",0.039,160,0.136,63,0.537,26,0.412,39,1.125,28,-2.717,248,0.078,16
"Lingmerth, David",-0.039,213,-0.000,176,-0.228,235,-0.492,319,-0.760,257,-19.999,413,0.077,17
"Thompson, Michael",0.026,167,0.032,150,-0.074,177,-0.006,144,-0.022,142,-9.649,351,0.074,18
"Farr, Oliver",-0.248,348,-0.264,374,-0.796,378,-0.873,381,-2.181,398,-14.028,390,0.069,19
"Long, Adam",0.240,50,0.043,141,-0.407,298,-0.258,246,-0.381,193,-9.485,349,0.069,20
"Duncan, Tyler",-0.277,368,-0.264,375,0.024,138,0.277,66,-0.240,172,-2.948,254,0.068,21
"Harman, Brian",0.108,105,0.081,100,0.179,86,0.320,61,0.689,58,-3.883,274,0.065,22
"McEvoy, Richard",-0.415,403,-0.044,211,-1.098,409,-1.220,412,-2.777,415,-23.184,419,0.065,23
"Korhonen, Mikko",-0.226,337,-0.093,252,-0.013,156,-0.217,233,-0.549,220,-7.144,326,0.064,24
"Kieffer, Maximilian",0.134,86,-0.090,249,-0.345,284,-0.005,143,-0.305,183,-11.260,366,0.064,25
"Buckley, Hayden",0.073,123,-0.213,349,0.210,79,0.627,9,0.698,57,5.168,107,0.064,26
"Zanotti, Fabrizio",-0.335,385,-0.009,180,-0.158,206,0.040,131,-0.462,211,-4.485,288,0.064,27
"Horsey, David",-0.162,292,-0.147,301,-0.883,387,-0.750,374,-1.943,379,-17.661,407,0.063,28
