tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2023,2023,the Memorial Tournament presented by Workday,23,"Hovland, Viktor",18841,1,1,Muirfield Village Golf Club,23,72,10,7:53am,71,-0.021,1.436,0.877,0.708,3.021,3.0,299.1,0.5,0.556,0.9,36.864,24.415,3,2
pga,2023,2023,the Memorial Tournament presented by Workday,23,"Hovland, Viktor",18841,1,2,Muirfield Village Golf Club,23,72,1,12:53pm,71,2.321,-0.453,-1.102,1.183,-0.372,1.949,301.6,0.429,0.556,0.667,46.532,34.169,3,3
pga,2023,2023,the Memorial Tournament presented by Workday,23,"Hovland, Viktor",18841,1,3,Muirfield Village Golf Club,23,72,1,12:00pm,69,2.021,-0.261,1.004,0.479,1.221,3.242,301.9,0.714,0.611,0.556,102.075,32.541,5,1
pga,2023,2023,the Memorial Tournament presented by Workday,23,"Hovland, Viktor",18841,1,4,Muirfield Village Golf Club,23,72,1,1:15pm,70,1.747,0.16,1.857,1.222,3.238,4.985,298.0,0.5,0.556,0.727,79.751,32.833,5,2
pga,2023,2023,the Memorial Tournament presented by Workday,23,"McCarthy, Denny",19870,2,1,Muirfield Village Golf Club,23,72,10,7:17am,71,2.69,-0.749,1.196,-0.137,0.31,3.0,289.8,0.643,0.5,0.375,38.555,27.385,6,4
pga,2023,2023,the Memorial Tournament presented by Workday,23,"McCarthy, Denny",19870,2,2,Muirfield Village Golf Club,23,72,1,12:17pm,72,1.13,0.329,-0.33,-0.18,-0.181,0.949,285.3,0.571,0.444,0.909,107.104,26.601,4,1
pga,2023,2023,the Memorial Tournament presented by Workday,23,"McCarthy, Denny",19870,2,3,Muirfield Village Golf Club,23,72,1,11:05am,68,3.975,0.002,0.963,-0.697,0.267,4.242,291.5,0.714,0.5,0.889,53.41,32.014,6,3
pga,2023,2023,the Memorial Tournament presented by Workday,23,"McCarthy, Denny",19870,2,4,Muirfield Village Golf Club,23,72,1,1:25pm,70,3.484,0.485,1.236,-0.219,1.501,4.985,279.3,0.643,0.667,1.0,36.79,35.577,5,4
pga,2023,2023,the Memorial Tournament presented by Workday,23,"Scheffler, Scottie",18417,3,1,Muirfield Village Golf Club,23,72,10,7:53am,74,-3.147,0.771,1.875,0.501,3.147,0.0,302.9,0.5,0.611,0.667,47.757,24.222,2,4
pga,2023,2023,the Memorial Tournament presented by Workday,23,"Scheffler, Scottie",18417,3,2,Muirfield Village Golf Club,23,72,1,12:53pm,73,-2.893,1.325,1.102,0.415,2.842,-0.051,307.8,0.571,0.667,0.667,36.784,29.579,4,6
