player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Bezuidenhout, Christiaan",150,0.586,29,0.013,-0.065,-0.011,-0.067,0.018,0.065,0.087,0.030,0.183,0.656,2.956,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Spaun, J.J.",150,0.512,32,-0.000,0.009,0.009,-0.001,-0.018,0.011,0.083,0.021,0.115,0.625,2.986,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Poston, J.T.",150,0.516,30,0.010,-0.029,-0.000,0.061,-0.006,0.015,0.038,0.019,0.072,0.624,2.979,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Herbert, Lucas",150,0.471,27,0.019,0.083,0.012,0.136,0.035,-0.061,-0.089,0.013,-0.137,0.619,3.009,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Power, Seamus",150,0.522,36,-0.013,0.052,0.018,0.072,-0.035,-0.028,-0.001,0.021,-0.009,0.607,2.965,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Svensson, Adam",150,0.604,29,0.012,-0.021,-0.027,-0.085,-0.011,0.038,0.075,0.017,0.130,0.602,3.018,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hoge, Tom",150,0.655,34,-0.005,-0.026,0.009,-0.129,-0.025,0.016,0.066,0.028,0.111,0.589,2.987,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Mitchell, Keith",150,0.434,31,0.005,0.004,0.036,0.164,-0.008,-0.101,0.035,-0.001,-0.067,0.568,2.947,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hossler, Beau",150,0.421,28,0.016,0.001,0.023,0.189,0.007,-0.057,-0.048,0.011,-0.095,0.562,3.017,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Kitayama, Kurt",150,0.695,30,0.008,0.038,-0.004,-0.029,-0.020,-0.076,-0.087,0.030,-0.133,0.555,3.030,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"English, Harris",150,0.563,33,-0.004,-0.027,-0.040,-0.078,0.001,0.015,0.065,0.028,0.108,0.523,3.004,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Wu, Brandon",150,0.429,26,0.023,0.032,-0.010,-0.018,-0.034,0.022,0.047,0.012,0.081,0.502,2.985,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"NeSmith, Matthew",150,0.389,29,0.011,-0.032,-0.023,0.021,-0.017,0.023,0.095,0.012,0.130,0.479,2.983,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Fox, Ryan",150,0.632,36,-0.013,0.017,0.009,0.085,-0.024,-0.105,-0.162,0.021,-0.246,0.460,3.003,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Schenk, Adam",150,0.507,31,0.005,0.063,-0.050,-0.047,0.025,-0.047,-0.029,0.016,-0.060,0.443,3.014,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Straka, Sepp",150,0.306,30,0.009,0.020,0.004,0.039,0.022,-0.028,0.058,0.010,0.041,0.441,3.025,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Detry, Thomas",150,0.527,30,0.008,0.062,-0.009,-0.033,-0.060,-0.073,-0.019,0.019,-0.074,0.422,3.010,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Horschel, Billy",150,0.304,36,-0.013,-0.048,-0.015,-0.053,0.172,0.013,0.049,0.009,0.071,0.417,2.944,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Streelman, Kevin",150,0.321,44,-0.043,-0.088,0.002,-0.132,0.221,0.036,0.072,0.004,0.113,0.394,2.955,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hubbard, Mark",150,0.418,34,-0.005,-0.033,-0.003,-0.109,-0.036,0.065,0.069,0.024,0.158,0.390,2.942,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Stevens, Samuel",150,0.343,26,0.021,0.036,-0.006,0.128,-0.060,-0.084,-0.021,0.004,-0.101,0.361,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hughes, Mackenzie",150,0.349,32,0.001,-0.044,-0.014,0.050,0.083,-0.018,-0.069,0.012,-0.075,0.348,2.982,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hodges, Lee",150,0.221,27,0.017,0.029,-0.011,0.085,-0.060,-0.011,0.069,0.005,0.063,0.345,3.022,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Shelton, Robby",150,0.236,27,0.018,0.008,-0.018,0.022,0.006,0.035,-0.002,0.019,0.052,0.324,2.969,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Cole, Eric",150,0.532,34,-0.008,0.021,-0.022,-0.073,-0.060,0.011,-0.101,0.023,-0.066,0.324,2.987,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Bramlett, Joseph",150,0.393,35,-0.009,0.036,-0.018,0.171,-0.036,-0.120,-0.107,0.013,-0.214,0.323,2.947,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Noren, Alex",150,0.588,40,-0.029,0.053,-0.055,-0.283,0.017,0.021,-0.056,0.030,-0.005,0.286,2.933,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Eckroat, Austin",150,0.182,24,0.030,0.041,-0.006,0.009,-0.060,-0.006,0.092,-0.001,0.084,0.280,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Montgomery, Taylor",150,0.489,28,0.016,0.084,0.037,-0.169,-0.060,-0.031,-0.108,0.016,-0.123,0.273,3.042,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Griffin, Ben",150,0.366,27,0.020,0.080,0.044,-0.073,-0.060,-0.033,-0.094,0.017,-0.110,0.267,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Bhatia, Akshay",150,0.110,21,0.041,0.054,0.051,0.046,-0.060,-0.017,0.003,0.007,-0.007,0.235,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Suh, Justin",150,0.326,25,0.024,0.024,0.013,-0.200,-0.025,0.007,0.041,0.003,0.052,0.214,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Stallings, Scott",150,0.081,38,-0.020,0.012,0.009,0.100,0.120,-0.031,-0.066,0.001,-0.096,0.207,3.012,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Gordon, Will",150,0.192,26,0.021,0.057,-0.010,0.094,-0.060,-0.103,0.010,0.002,-0.091,0.203,3.021,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Riley, Davis",150,0.086,26,0.022,0.034,0.017,0.077,0.007,-0.059,-0.005,0.011,-0.054,0.188,3.005,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hojgaard, Nicolai",150,0.385,22,0.038,-0.038,-0.023,0.112,-0.060,-0.128,-0.118,0.005,-0.241,0.174,2.985,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Kim, Seonghyeon",150,0.062,24,0.029,0.060,0.018,0.155,-0.060,-0.050,-0.047,-0.005,-0.102,0.162,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Willett, Danny",150,0.071,35,-0.011,-0.020,-0.014,0.062,0.063,0.026,-0.033,0.009,0.001,0.153,2.973,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Lipsky, David",150,-0.053,34,-0.008,0.030,0.005,-0.025,0.018,0.055,0.093,0.011,0.159,0.125,2.996,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Higgo, Garrick",150,-0.288,24,0.031,0.074,0.054,0.299,0.023,-0.063,-0.033,-0.014,-0.111,0.082,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Reavie, Chez",150,0.060,41,-0.032,-0.077,0.038,-0.226,0.026,0.102,0.174,0.003,0.279,0.069,3.004,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Dahmen, Joel",150,0.029,35,-0.010,-0.081,-0.013,0.053,-0.055,0.033,0.098,-0.004,0.127,0.050,2.962,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hardy, Nick",150,0.069,27,0.019,0.030,-0.000,0.064,-0.060,-0.053,-0.022,-0.001,-0.075,0.046,2.957,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"List, Luke",150,-0.070,38,-0.020,-0.004,0.006,0.290,0.027,-0.099,-0.077,-0.013,-0.189,0.041,2.977,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Wallace, Matt",150,-0.111,33,-0.002,0.024,0.040,0.008,0.036,-0.023,-0.041,0.013,-0.051,-0.055,2.997,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Thompson, Davis",150,-0.173,23,0.031,0.012,0.005,0.227,-0.060,-0.090,-0.009,-0.017,-0.116,-0.073,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Pendrith, Taylor",150,0.090,32,0.002,0.049,-0.014,0.048,-0.060,-0.080,-0.121,-0.004,-0.205,-0.089,2.989,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Molinari, Francesco",150,-0.075,40,-0.028,-0.012,-0.017,-0.087,0.021,0.051,0.054,0.002,0.107,-0.092,3.041,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Ramey, Chad",150,0.014,30,0.007,0.014,-0.001,-0.201,-0.033,0.058,0.048,-0.003,0.103,-0.097,3.003,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Ryder, Sam",150,0.198,33,-0.003,0.008,0.020,-0.404,0.024,0.055,-0.030,0.018,0.043,-0.113,2.972,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Long, Adam",150,-0.211,35,-0.011,-0.023,0.001,-0.136,0.004,0.073,0.129,-0.011,0.191,-0.185,2.928,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Glover, Lucas",150,-0.458,43,-0.039,-0.051,0.006,0.125,0.042,0.048,0.157,-0.017,0.188,-0.187,2.988,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Cink, Stewart",150,-0.079,50,-0.062,-0.059,0.018,-0.194,0.262,-0.034,-0.065,-0.011,-0.109,-0.224,3.010,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Gotterup, Chris",150,-0.076,23,0.032,0.036,0.020,0.024,-0.060,-0.109,-0.107,-0.004,-0.220,-0.246,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Lingmerth, David",150,-0.486,35,-0.011,-0.110,-0.001,-0.152,0.223,0.154,0.145,-0.011,0.288,-0.250,2.983,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Lower, Justin",150,-0.226,34,-0.005,0.051,0.003,-0.172,-0.028,0.039,0.016,-0.002,0.054,-0.323,2.943,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Daffue, MJ",150,-0.369,34,-0.006,0.041,0.032,0.091,0.024,-0.070,-0.083,-0.019,-0.173,-0.359,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Malnati, Peter",150,-0.091,35,-0.012,-0.038,0.030,-0.209,0.003,0.019,-0.104,0.009,-0.076,-0.393,2.964,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Taylor, Ben",150,-0.163,30,0.006,0.066,-0.004,-0.159,-0.060,-0.016,-0.114,-0.001,-0.131,-0.444,2.988,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Griffin, Lanto",150,-0.263,34,-0.008,-0.012,-0.131,-0.005,0.006,-0.026,0.006,-0.014,-0.035,-0.449,3.017,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Johnson, Zach",150,-0.400,47,-0.052,-0.100,-0.036,-0.069,0.042,0.073,0.101,-0.014,0.161,-0.454,2.928,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Merritt, Troy",150,-0.538,37,-0.018,-0.068,-0.009,-0.055,0.063,0.062,0.090,-0.017,0.134,-0.491,2.986,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Mullinax, Trey",150,-0.283,30,0.006,-0.007,-0.014,0.074,-0.052,-0.101,-0.132,-0.008,-0.242,-0.517,3.018,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Bennett, Sam",150,-0.653,23,0.033,0.021,0.024,-0.041,-0.060,0.021,0.101,-0.032,0.089,-0.587,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Donald, Luke",150,-0.385,45,-0.046,-0.115,0.013,-0.273,0.093,0.112,-0.016,-0.000,0.095,-0.618,2.972,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Echavarria, Nicolas",150,-0.634,28,0.014,0.004,0.017,-0.013,-0.060,-0.004,-0.031,-0.027,-0.062,-0.734,3.032,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Micheluzzi, David",150,-0.669,26,0.021,0.009,0.089,-0.087,-0.060,0.040,-0.074,-0.018,-0.052,-0.748,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Lawrence, Thriston",150,-0.820,26,0.022,0.040,0.044,-0.026,-0.060,0.014,0.028,-0.023,0.019,-0.780,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Higa, Kazuki",150,-0.839,28,0.016,0.003,0.017,-0.025,-0.060,0.062,0.060,-0.030,0.091,-0.796,2.993,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"McGirt, William",150,-0.763,43,-0.040,-0.020,-0.061,-0.188,0.087,0.139,0.051,-0.024,0.166,-0.819,2.946,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Snedeker, Brandt",150,-0.801,42,-0.035,-0.063,-0.005,-0.050,-0.031,0.104,0.052,-0.019,0.137,-0.847,2.971,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Hoag, Bo",150,-0.895,34,-0.008,0.000,-0.069,-0.050,0.027,0.033,-0.018,-0.028,-0.013,-1.008,2.931,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Dufner, Jason",150,-1.149,46,-0.049,-0.011,0.019,0.048,0.147,0.033,-0.053,-0.030,-0.050,-1.045,2.985,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Frittelli, Dylan",150,-0.982,32,-0.001,0.025,0.010,-0.097,-0.006,-0.033,-0.198,-0.021,-0.252,-1.303,3.007,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Kisner, Kevin",150,-0.928,39,-0.024,-0.093,-0.217,-0.277,0.063,0.080,-0.021,-0.025,0.034,-1.441,3.019,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Potgieter, Aldrich",79,-1.524,18,0.093,-0.012,0.248,0.022,-0.060,-0.115,-0.090,-0.054,-0.259,-1.492,3.009,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
"Choi, K.J.",150,-2.173,53,-0.073,-0.006,-0.018,-0.143,0.157,0.207,0.133,-0.056,0.284,-1.973,2.978,"the Memorial Tournament presented by Workday","Muirfield Village Golf Club"
