close_time,open_time,close_odds,player_name,bet_outcome_text,dg_id,open_odds,bet_outcome_numeric,outcome,book,event_completed,event_name,market,season,year,event_id
2023-05-31 22:41,2023-05-29 13:31,+3500,"Fitzpatrick, Matthew",loss,17646,+3500,0,T9,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+3500,"Fowler, Rickie",loss,12965,+4000,0,T9,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+3500,"Young, Cameron",loss,26651,+2800,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+3500,"Im, Sungjae",loss,17488,+3500,0,T41,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+4000,"Burns, Sam",loss,19483,+4000,0,T16,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+4500,"Henley, Russell",loss,14578,+6000,0,T16,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+4500,"Conners, Corey",loss,17576,+4000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+5000,"Scott, Adam",loss,6430,+5500,0,T9,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+5000,"Kim, Si Woo",loss,14609,+7000,0,4,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+5500,"Theegala, Sahith",loss,23014,+4500,0,T58,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+5500,"Clark, Wyndham",loss,23604,+5000,0,T12,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+5500,"Kim, Tom",loss,24766,+5000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+5500,"Lowry, Shane",loss,13900,+4500,0,T16,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+7000,"Bradley, Keegan",loss,13872,+8000,0,T30,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+7500,"Kuchar, Matt",loss,6169,+7500,0,62,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+10000,"McCarthy, Denny",loss,19870,+9000,0,2,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+10000,"Woodland, Gary",loss,12577,+8000,0,T24,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+11000,"Kirk, Chris",loss,12423,+11000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+11000,"Davis, Cameron",loss,17786,+9000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+11000,"English, Harris",loss,14577,+10000,0,T52,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+11000,"An, Byeong Hun",loss,14459,+10000,0,T24,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+11000,"Harman, Brian",loss,8825,+10000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+13000,"Jaeger, Stephan",loss,16394,+13000,0,T24,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+13000,"Hadwin, Adam",loss,13965,+11000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+13000,"Grillo, Emiliano",loss,12808,+9000,0,T48,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+13000,"Mitchell, Keith",loss,17365,+9000,0,T48,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+13000,"Kitayama, Kurt",loss,21891,+11000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+13000,"Lee, Kyounghoon",loss,13497,+13000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+13000,"Fox, Ryan",loss,11889,+11000,0,T30,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Svensson, Adam",loss,13997,+20000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Herbert, Lucas",loss,17064,+13000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Hoge, Tom",loss,15575,+13000,0,65,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Rodgers, Patrick",loss,16283,+13000,0,T30,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Smalley, Alex",loss,18474,+18000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Straka, Sepp",loss,17511,+20000,0,T16,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Hossler, Beau",loss,15470,+18000,0,T24,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+15000,"Bezuidenhout, Christiaan",loss,18103,+13000,0,T38,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+18000,"Power, Seamus",loss,10104,+13000,0,T41,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+18000,"Buckley, Hayden",loss,25363,+18000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+18000,"Horschel, Billy",loss,11276,+9000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+18000,"Todd, Brendon",loss,12425,+18000,0,WD,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+18000,"Rai, Aaron",loss,18554,+18000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+18000,"Montgomery, Taylor",loss,25442,+13000,0,T41,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+18000,"Poston, J.T.",loss,21554,+18000,0,T38,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Hojgaard, Nicolai",loss,23602,+11000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Putnam, Andrew",loss,14704,+30000,0,T5,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Suh, Justin",loss,22050,+18000,0,T41,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Detry, Thomas",loss,14181,+13000,0,T48,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Streelman, Kevin",loss,8480,+25000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Cole, Eric",loss,21756,+20000,0,T24,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Schenk, Adam",loss,19477,+15000,0,T7,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+20000,"Spaun, J.J.",loss,17536,+25000,0,T30,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+25000,"NeSmith, Matthew",loss,16433,+35000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+25000,"Noren, Alex",loss,10419,+25000,0,T52,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+25000,"Riley, Davis",loss,19872,+18000,0,T54,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Pendrith, Taylor",loss,17780,+25000,0,T60,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Shelton, Robby",loss,18635,+30000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Hubbard, Mark",loss,16333,+40000,0,T30,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Bhatia, Akshay",loss,26096,+30000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Hughes, Mackenzie",loss,15556,+30000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Griffin, Ben",loss,24968,+30000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Hodges, Lee",loss,25157,+40000,0,T12,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Wu, Brandon",loss,25213,+25000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Bramlett, Joseph",loss,14698,+18000,0,T16,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Gordon, Will",loss,26660,+25000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Eckroat, Austin",loss,26653,+30000,0,T30,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+30000,"Stevens, Samuel",loss,25569,+30000,0,T41,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+35000,"Higgo, Garrick",loss,24342,+20000,0,T30,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+35000,"Molinari, Francesco",loss,7655,+40000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+35000,"Ryder, Sam",loss,16715,+35000,0,T56,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+35000,"Stallings, Scott",loss,12359,+40000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+35000,"Wallace, Matt",loss,20706,+35000,0,T48,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"Reavie, Chez",loss,7961,+50000,0,T58,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"List, Luke",loss,7960,+25000,0,T16,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"Willett, Danny",loss,12920,+40000,0,T54,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"Ramey, Chad",loss,19840,+50000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"Hardy, Nick",loss,19865,+40000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"Dahmen, Joel",loss,14509,+30000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"Thompson, Davis",loss,27364,+40000,0,T56,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+40000,"Kim, Seonghyeon",loss,21688,+25000,0,T41,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+50000,"Gotterup, Chris",loss,27774,+50000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+50000,"Bennett, Sam",loss,28158,+50000,0,63,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+50000,"Cink, Stewart",loss,5665,+40000,0,T60,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+50000,"Glover, Lucas",loss,7399,+60000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+50000,"Daffue, MJ",loss,17068,+50000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+50000,"Griffin, Lanto",loss,15330,+50000,0,64,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+50000,"Lipsky, David",loss,15980,+50000,0,T12,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+60000,"Taylor, Ben",loss,19948,+80000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+60000,"Long, Adam",loss,15473,+80000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+60000,"Johnson, Zach",loss,6986,+100000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+60000,"Micheluzzi, David",loss,19224,+60000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+60000,"Malnati, Peter",loss,14926,+60000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+60000,"Mullinax, Trey",loss,18761,+80000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+80000,"Echavarria, Nicolas",loss,22833,+100000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+80000,"Lingmerth, David",loss,14815,+100000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+80000,"Snedeker, Brandt",loss,8820,+80000,0,T41,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+80000,"Lower, Justin",loss,17723,+80000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+80000,"Lawrence, Thriston",loss,18105,+80000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+80000,"Potgieter, Aldrich",loss,27900,+80000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+100000,"Higa, Kazuki",loss,15756,+100000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+100000,"Donald, Luke",loss,4163,+100000,0,T38,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+100000,"Merritt, Troy",loss,13367,+150000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+100000,"Kisner, Kevin",loss,11328,+80000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+150000,"McGirt, William",loss,12477,+250000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+150000,"Dufner, Jason",loss,7301,+250000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+200000,"Hoag, Bo",loss,14081,+250000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
2023-05-31 22:41,2023-05-29 13:31,+250000,"Choi, K.J.",loss,1804,+250000,0,CUT,draftkings,2023-06-04,the Memorial Tournament presented by Workday,win,2023,2023,23
