team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BUF,2021,BUF,BUF,Team Level,other,28,0.36,0.45,0.42,2913.0,31.47,5.7,2.34,5.91,1.02,17.2,11.83,4.92,5.7,4.92,32.0,12.0,18.0,62.0,6.0,2.0,0.0,6.0,3.0,13.0,14.0,26.0,38.0,3.0,6.0,37.0,8.0,7.0,2.0,29.0,9.0,6.0,0.98,1.01,3.7,2.0,1.0,3.0,62.0,44.0,44.0,0.0,0.66,0.52,0.52,5.83,5.83,5.07,45.56,10.17,3.03,8.15,1.44,23.32,15.88,9.8,10.17,9.8,50.0,12.0,13.0,75.0,14.0,4.0,1.0,6.0,1.0,21.0,16.0,36.0,48.0,1.0,2.0,46.0,10.0,8.0,8.0,32.0,16.0,14.0,1.41,1.86,6.91,2.0,3.0,9.0,75.0,62.0,62.0,3.0,0.83,1.15,1.15,9.86,9.86,9.68
BUF,2021,BUF,BUF,Team Level,all,28,0.44,0.48,0.47,102036.0,788.18,66.49,53.45,181.36,25.99,452.4,330.3,63.92,65.81,63.28,824.0,286.0,328.0,1438.0,76.0,51.0,14.0,183.0,33.0,332.0,435.0,748.0,1034.0,81.0,184.0,686.0,384.0,165.0,170.0,861.0,197.0,52.0,25.12,23.64,17.73,26.0,29.0,21.0,1413.56,1110.0,1094.53,83.0,11.47,10.03,10.03,67.94,67.29,65.58,896.59,83.65,61.52,200.14,28.59,502.6,367.5,80.23,84.29,80.87,943.0,301.0,330.0,1574.0,98.0,65.0,15.0,177.0,35.0,388.0,481.0,845.0,1146.0,82.0,184.0,807.0,497.0,144.0,197.0,925.0,236.0,83.0,26.3,28.89,28.47,32.0,37.0,29.0,1602.68,1244.0,1262.68,92.0,13.37,16.23,16.23,80.79,81.52,79.82
BUF,2021,BUF,BUF,Team Level,5on5,28,0.47,0.49,0.48,85566.0,655.55,50.37,43.11,155.53,21.8,373.86,278.33,48.9,49.69,48.25,679.0,244.0,274.0,1197.0,54.0,42.0,10.0,152.0,29.0,266.0,380.0,625.0,869.0,68.0,158.0,535.0,358.0,140.0,150.0,724.0,166.0,33.0,20.86,19.98,9.53,18.0,26.0,10.0,1172.56,923.0,907.53,78.0,8.81,8.3,8.46,50.73,50.09,49.38,716.6,57.48,47.13,166.53,22.63,401.67,298.57,55.03,58.11,55.66,761.0,233.0,275.0,1269.0,67.0,49.0,9.0,157.0,27.0,309.0,385.0,694.0,927.0,75.0,170.0,633.0,458.0,112.0,168.0,767.0,177.0,50.0,21.89,21.47,14.12,24.0,33.0,10.0,1297.68,994.0,1012.68,80.0,9.69,11.8,11.8,55.37,56.1,54.92
BUF,2021,BUF,BUF,Team Level,4on5,28,0.12,0.11,0.12,6867.0,16.66,1.73,0.8,2.16,0.45,5.16,11.7,1.72,1.73,1.72,18.0,4.0,1.0,23.0,2.0,1.0,1.0,3.0,0.0,3.0,13.0,16.0,20.0,3.0,6.0,48.0,12.0,15.0,5.0,16.0,4.0,2.0,0.42,0.64,0.67,0.0,1.0,1.0,23.0,22.0,22.0,4.0,0.18,0.15,0.15,1.76,1.76,1.76,110.86,12.9,9.98,22.27,3.79,70.01,37.05,12.47,12.9,12.47,103.0,53.0,38.0,194.0,14.0,10.0,3.0,11.0,6.0,57.0,58.0,89.0,142.0,3.0,6.0,64.0,9.0,4.0,14.0,107.0,36.0,13.0,2.45,4.69,5.75,5.0,1.0,8.0,194.0,156.0,156.0,2.0,2.52,2.64,2.64,12.78,12.78,12.45
BUF,2021,BUF,BUF,Team Level,5on4,28,0.74,0.81,0.79,6690.0,84.49,8.7,7.2,17.76,2.72,56.18,28.44,8.39,8.7,8.39,95.0,26.0,35.0,156.0,14.0,6.0,3.0,22.0,1.0,50.0,28.0,81.0,107.0,7.0,14.0,66.0,6.0,3.0,13.0,92.0,18.0,11.0,2.85,2.01,3.84,6.0,1.0,7.0,156.0,121.0,121.0,1.0,1.81,1.06,0.9,9.62,9.62,9.38,23.57,3.11,1.38,3.19,0.73,7.6,16.0,2.94,3.11,2.94,29.0,3.0,4.0,36.0,3.0,2.0,2.0,3.0,1.0,1.0,22.0,26.0,29.0,3.0,6.0,64.0,20.0,20.0,7.0,19.0,7.0,6.0,0.54,0.88,1.69,1.0,0.0,2.0,36.0,32.0,32.0,7.0,0.32,0.64,0.64,2.78,2.78,2.77
STL,2021,STL,STL,Team Level,other,29,0.53,0.51,0.5,3239.0,42.34,7.88,3.07,7.55,1.46,23.69,15.36,7.59,7.88,7.59,48.0,11.0,25.0,84.0,9.0,5.0,0.0,10.0,1.0,22.0,12.0,39.0,50.0,5.0,10.0,44.0,10.0,4.0,6.0,34.0,15.0,10.0,1.45,1.82,4.6,4.0,1.0,4.0,84.0,59.0,59.0,3.0,0.89,1.44,1.44,7.32,7.32,7.13,42.5,7.11,3.14,8.17,1.51,24.16,15.91,7.01,7.11,7.01,41.0,19.0,21.0,81.0,9.0,1.0,0.0,9.0,1.0,19.0,21.0,32.0,51.0,0.0,0.0,41.0,7.0,7.0,5.0,35.0,19.0,6.0,1.36,2.35,3.41,4.0,2.0,3.0,81.0,60.0,60.0,3.0,0.89,0.09,0.09,7.91,7.91,7.8
STL,2021,STL,STL,Team Level,all,29,0.5,0.49,0.49,106099.0,880.4,87.92,63.1,191.82,28.33,497.0,357.82,84.93,88.5,85.5,943.0,283.0,347.0,1573.0,98.0,67.0,12.0,188.0,22.0,374.0,477.0,845.0,1128.0,88.0,197.0,810.0,522.0,173.0,233.0,871.0,285.0,70.0,28.57,33.42,25.93,42.0,32.0,24.0,1594.3,1226.0,1237.91,132.0,13.9,14.64,14.64,87.18,87.73,85.82,919.89,87.05,64.16,211.26,30.8,509.87,377.85,83.05,86.8,82.81,929.0,352.0,332.0,1613.0,78.0,81.0,13.0,208.0,26.0,408.0,480.0,851.0,1203.0,94.0,207.0,821.0,509.0,245.0,214.0,941.0,263.0,77.0,29.74,31.54,25.78,30.0,26.0,22.0,1598.57,1281.0,1272.57,115.0,14.08,18.55,18.61,82.52,82.3,80.73
STL,2021,STL,STL,Team Level,5on5,29,0.47,0.48,0.48,87414.0,680.01,57.76,46.92,153.29,21.77,385.94,284.32,56.25,58.33,56.82,719.0,231.0,279.0,1229.0,62.0,47.0,9.0,142.0,20.0,296.0,383.0,657.0,888.0,77.0,177.0,627.0,499.0,154.0,196.0,706.0,209.0,35.0,23.69,24.73,9.34,31.0,24.0,7.0,1250.3,950.0,961.91,115.0,9.66,8.2,8.2,59.21,59.76,58.99,749.94,65.16,50.64,177.2,24.95,418.01,311.04,62.38,64.9,62.14,754.0,293.0,266.0,1313.0,54.0,63.0,11.0,169.0,22.0,343.0,396.0,700.0,993.0,87.0,193.0,624.0,479.0,209.0,171.0,782.0,210.0,55.0,25.14,24.46,15.56,25.0,18.0,11.0,1298.57,1047.0,1038.57,100.0,10.47,14.71,14.77,60.86,60.64,59.61
STL,2021,STL,STL,Team Level,4on5,29,0.14,0.15,0.19,7480.0,23.59,1.93,1.11,3.32,0.69,7.47,17.47,1.91,1.93,1.91,29.0,3.0,1.0,33.0,2.0,1.0,0.0,1.0,0.0,2.0,26.0,27.0,30.0,1.0,0.0,55.0,11.0,13.0,10.0,26.0,3.0,3.0,0.67,0.41,0.85,1.0,1.0,0.0,33.0,32.0,32.0,10.0,0.26,0.27,0.27,1.93,1.93,1.91,100.66,12.23,9.1,22.29,3.6,59.39,31.38,11.11,12.23,11.11,106.0,32.0,44.0,182.0,12.0,17.0,2.0,28.0,3.0,39.0,39.0,94.0,126.0,5.0,10.0,87.0,6.0,6.0,25.0,100.0,23.0,15.0,2.31,3.31,6.6,1.0,3.0,8.0,182.0,138.0,138.0,2.0,2.43,3.75,3.75,10.9,10.9,10.49
STL,2021,STL,STL,Team Level,5on4,29,0.89,0.86,0.84,7966.0,134.45,20.35,12.0,27.66,4.42,79.9,40.67,19.17,20.35,19.17,147.0,38.0,42.0,227.0,25.0,14.0,3.0,35.0,1.0,54.0,56.0,122.0,160.0,5.0,10.0,84.0,2.0,2.0,21.0,105.0,58.0,22.0,2.76,6.46,11.14,6.0,6.0,13.0,227.0,185.0,185.0,4.0,3.09,4.73,4.73,18.72,18.72,17.78,26.8,2.55,1.28,3.59,0.74,8.32,19.52,2.54,2.55,2.54,28.0,8.0,1.0,37.0,3.0,0.0,0.0,2.0,0.0,7.0,24.0,25.0,33.0,2.0,4.0,69.0,17.0,23.0,13.0,24.0,11.0,1.0,0.92,1.42,0.21,0.0,3.0,0.0,37.0,36.0,36.0,10.0,0.29,0.0,0.0,2.84,2.84,2.84
NYI,2021,NYI,NYI,Team Level,other,24,0.51,0.46,0.47,2692.0,30.81,7.03,1.97,5.95,0.96,16.59,12.5,6.39,7.03,6.39,27.0,18.0,11.0,56.0,4.0,3.0,1.0,6.0,5.0,9.0,18.0,23.0,41.0,1.0,2.0,31.0,9.0,5.0,8.0,25.0,10.0,10.0,0.93,1.35,4.75,1.0,2.0,1.0,56.0,45.0,45.0,4.0,0.55,1.08,1.08,6.52,6.52,5.88,37.12,6.89,2.7,6.52,1.22,19.76,13.91,6.55,6.89,6.55,39.0,12.0,16.0,67.0,10.0,2.0,0.0,7.0,2.0,17.0,13.0,29.0,41.0,3.0,6.0,34.0,4.0,5.0,8.0,23.0,19.0,9.0,0.81,2.42,3.66,2.0,4.0,4.0,67.0,51.0,51.0,3.0,0.74,0.56,0.56,7.06,7.06,6.71
NYI,2021,NYI,NYI,Team Level,all,24,0.48,0.46,0.46,87361.0,676.07,64.01,47.06,153.12,21.61,372.79,275.39,61.16,65.12,62.22,678.0,256.0,307.0,1241.0,51.0,46.0,7.0,156.0,32.0,287.0,362.0,627.0,883.0,88.0,211.0,672.0,687.0,149.0,247.0,685.0,176.0,73.0,18.94,21.25,23.82,14.0,15.0,22.0,1251.28,934.0,945.17,144.0,10.28,10.09,10.09,64.2,65.21,62.96,773.92,68.6,53.0,175.94,24.69,442.89,314.89,66.55,68.58,66.53,778.0,302.0,379.0,1459.0,70.0,40.0,7.0,152.0,26.0,373.0,419.0,708.0,1010.0,87.0,204.0,616.0,493.0,146.0,265.0,820.0,193.0,67.0,24.49,23.64,20.48,26.0,23.0,21.0,1458.9,1080.0,1079.49,144.0,11.48,8.03,8.03,72.05,71.86,70.35
NYI,2021,NYI,NYI,Team Level,5on5,24,0.48,0.46,0.47,71689.0,545.42,45.67,36.86,127.97,17.28,299.74,223.48,44.43,46.78,45.49,548.0,203.0,254.0,1005.0,35.0,40.0,6.0,133.0,22.0,232.0,289.0,513.0,716.0,78.0,188.0,533.0,650.0,127.0,215.0,558.0,147.0,46.0,15.89,17.61,12.17,12.0,10.0,13.0,1015.28,751.0,762.17,130.0,7.6,8.58,8.58,44.69,45.7,45.11,612.05,49.43,40.18,144.07,19.43,349.56,252.32,48.18,49.42,48.16,605.0,250.0,309.0,1164.0,47.0,32.0,7.0,119.0,21.0,290.0,346.0,558.0,808.0,77.0,181.0,466.0,465.0,121.0,232.0,671.0,138.0,46.0,19.9,17.06,12.48,21.0,14.0,12.0,1163.9,855.0,854.49,134.0,8.24,6.39,6.39,51.27,51.08,50.3
NYI,2021,NYI,NYI,Team Level,4on5,24,0.14,0.11,0.12,6561.0,16.27,1.76,0.7,2.21,0.47,4.67,11.19,1.74,1.76,1.74,17.0,4.0,4.0,25.0,2.0,1.0,0.0,1.0,0.0,3.0,14.0,15.0,19.0,2.0,4.0,52.0,15.0,11.0,9.0,15.0,3.0,3.0,0.42,0.39,0.95,0.0,1.0,1.0,25.0,21.0,21.0,8.0,0.17,0.39,0.39,1.54,1.54,1.54,105.89,10.75,9.27,22.89,3.47,67.65,34.97,10.29,10.75,10.29,112.0,37.0,50.0,199.0,10.0,6.0,0.0,24.0,3.0,64.0,42.0,102.0,139.0,4.0,8.0,61.0,9.0,6.0,17.0,106.0,34.0,9.0,3.25,3.93,3.56,2.0,4.0,4.0,199.0,149.0,149.0,0.0,2.3,1.07,1.07,11.98,11.98,11.61
NYI,2021,NYI,NYI,Team Level,5on4,24,0.86,0.84,0.82,6419.0,83.57,9.54,7.53,17.0,2.9,51.81,28.23,8.6,9.54,8.6,86.0,31.0,38.0,155.0,10.0,2.0,0.0,16.0,5.0,43.0,41.0,76.0,107.0,7.0,17.0,56.0,13.0,6.0,15.0,87.0,16.0,14.0,1.69,1.9,5.95,1.0,2.0,7.0,155.0,117.0,117.0,2.0,1.96,0.04,0.04,11.45,11.45,10.43,18.86,1.53,0.86,2.45,0.56,5.92,13.69,1.53,1.53,1.53,22.0,3.0,4.0,29.0,3.0,0.0,0.0,2.0,0.0,2.0,18.0,19.0,22.0,3.0,9.0,55.0,15.0,14.0,8.0,20.0,2.0,3.0,0.52,0.23,0.78,1.0,1.0,1.0,29.0,25.0,25.0,7.0,0.21,0.0,0.0,1.74,1.74,1.73
DET,2021,DET,DET,Team Level,other,29,0.35,0.4,0.4,4076.0,43.95,10.46,2.89,7.88,1.47,22.14,16.15,10.17,10.46,10.17,47.0,14.0,22.0,83.0,16.0,1.0,0.0,7.0,0.0,18.0,19.0,31.0,45.0,2.0,4.0,45.0,10.0,8.0,7.0,27.0,21.0,13.0,0.83,2.56,7.07,4.0,4.0,8.0,83.0,61.0,61.0,2.0,0.85,0.03,0.03,11.28,11.28,10.94,70.55,19.81,5.81,11.82,2.35,34.3,18.91,17.04,19.81,17.04,77.0,16.0,29.0,122.0,16.0,12.0,0.0,14.0,4.0,30.0,17.0,61.0,77.0,1.0,2.0,64.0,8.0,7.0,9.0,31.0,30.0,32.0,1.35,4.14,14.32,2.0,4.0,10.0,122.0,93.0,93.0,6.0,1.9,4.36,4.36,17.35,17.35,15.68
