,,Win,,Cover,,Total Points,,Implied,Implied Score,
Canisius,2022-01-13 19:00:00,215,43.00,6.5,18.18,136.5,20.00,30.4,65.0,71.5
Niagara,2022-01-13 19:00:00,-265,7.55,-6.5,18.18,136.5,16.67,69.6,71.5,65.0
UNC-Greensboro,2022-01-13 19:00:00,-165,12.12,-3.5,18.18,131.5,18.18,60.4,67.5,64.0
Citadel,2022-01-13 19:00:00,145,29.00,3.5,18.18,131.5,18.18,39.6,64.0,67.5
VMI,2022-01-13 19:00:00,110,22.00,1.0,20.00,147.5,18.18,45.7,73.3,74.3
Mercer,2022-01-13 19:00:00,-130,15.38,-1.0,16.67,147.5,18.18,54.3,74.3,73.3
UNC-Asheville,2022-01-13 19:00:00,260,52.00,7.0,18.18,146.5,17.39,26.5,69.8,76.8
Winthrop,2022-01-13 19:00:00,-335,5.97,-7.0,18.18,146.5,19.05,73.5,76.8,69.8
Butler,2022-01-13 19:00:00,-120,16.67,-1.5,17.39,139.5,20.00,52.2,70.5,69.0
Georgetown,2022-01-13 19:00:00,100,20.00,1.5,19.05,139.5,16.67,47.8,69.0,70.5
Oakland,2022-01-13 19:00:00,-110,18.18,1.5,18.18,150.0,20.00,50.0,74.3,75.8
Cleveland State,2022-01-13 19:00:00,-110,18.18,-1.5,18.18,150.0,16.67,50.0,75.8,74.3
Detroit,2022-01-13 19:00:00,-115,17.39,-1.0,18.18,149.5,20.00,51.1,75.3,74.3
IPFW,2022-01-13 19:00:00,-105,19.05,1.0,18.18,149.5,16.67,48.9,74.3,75.3
Northern Kentucky,2022-01-13 19:00:00,145,29.00,4.0,17.39,137.0,18.18,39.6,66.5,70.5
Youngstown State,2022-01-13 19:00:00,-165,12.12,-4.0,19.05,137.0,18.18,60.4,70.5,66.5
Wright State,2022-01-13 19:00:00,-225,8.89,-5.5,19.05,152.0,18.18,66.4,78.8,73.3
Robert Morris,2022-01-13 19:00:00,185,37.00,5.5,17.39,152.0,18.18,33.6,73.3,78.8
American,2022-01-13 19:00:00,115,23.00,2.5,18.18,135.5,17.39,44.7,66.5,69.0
Holy Cross,2022-01-13 19:00:00,-135,14.81,-2.5,18.18,135.5,19.05,55.3,69.0,66.5
Lafayette,2022-01-13 19:00:00,235,47.00,7.0,19.05,137.0,18.18,28.5,65.0,72.0
Loyola (MD),2022-01-13 19:00:00,-300,6.67,-7.0,17.39,137.0,18.18,71.5,72.0,65.0
Colgate,2022-01-13 19:00:00,105,21.00,2.0,17.39,137.5,20.00,46.8,67.8,69.8
Navy,2022-01-13 19:00:00,-125,16.00,-2.0,19.05,137.5,16.67,53.2,69.8,67.8
Lehigh,2022-01-13 19:00:00,150,30.00,3.5,18.18,144.5,17.39,38.8,70.5,74.0
Bucknell,2022-01-13 19:00:00,-170,11.76,-3.5,18.18,144.5,19.05,61.2,74.0,70.5
Oklahoma State,2022-01-13 19:00:00,250,50.00,7.5,18.18,130.0,19.05,27.3,61.3,68.8
Texas Tech,2022-01-13 19:00:00,-320,6.25,-7.5,18.18,130.0,17.39,72.7,68.8,61.3
Florida International,2022-01-13 19:30:00,1000,200.00,16.0,19.05,143.5,18.18,8.7,63.8,79.8
UAB,2022-01-13 19:30:00,-2000,1.00,-16.0,17.39,143.5,18.18,91.3,79.8,63.8
Louisiana-Lafayette,2022-01-13 20:00:00,-115,17.39,-1.5,18.18,136.0,18.18,51.1,68.8,67.3
Texas-Arlington,2022-01-13 20:00:00,-105,19.05,1.5,18.18,136.0,18.18,48.9,67.3,68.8
Louisiana-Monroe,2022-01-13 20:00:00,270,54.00,8.0,17.39,142.0,17.39,25.8,67.0,75.0
Texas State,2022-01-13 20:00:00,-350,5.71,-8.0,19.05,142.0,19.05,74.2,75.0,67.0
Western Illinois,2022-01-13 20:00:00,,,,,,,,,
North Dakota,2022-01-13 20:00:00,,,,,,,,,
Austin Peay,2022-01-13 20:00:00,2000,400.00,22.0,18.18,147.0,18.18,4.6,62.5,84.5
Belmont,2022-01-13 20:00:00,-5000,0.40,-22.0,18.18,147.0,18.18,95.4,84.5,62.5
Sam Houston,2022-01-13 20:00:00,-210,9.52,-5.0,16.67,135.5,18.18,65.1,70.3,65.3
Lamar,2022-01-13 20:00:00,175,35.00,5.0,20.00,135.5,18.18,34.9,65.3,70.3
IUPUI,2022-01-13 20:00:00,375,75.00,10.0,17.39,121.0,19.05,20.1,55.5,65.5
Wisconsin-Green Bay,2022-01-13 20:00:00,-510,3.92,-10.0,19.05,121.0,17.39,79.9,65.5,55.5
Illinois-Chicago,2022-01-13 20:00:00,,,,,,,,,
Wisconsin-Milwaukee,2022-01-13 20:00:00,,,,,,,,,
Tennessee State,2022-01-13 20:00:00,1800,360.00,20.0,18.18,151.0,18.18,5.1,65.5,85.5
Murray State,2022-01-13 20:00:00,-4500,0.44,-20.0,18.18,151.0,18.18,94.9,85.5,65.5
Chicago State,2022-01-13 20:00:00,,,,,,,,,
Texas Rio Grande Valley,2022-01-13 20:00:00,,,,,,,,,
South Dakota State,2022-01-13 20:30:00,-1375,1.45,-15.0,18.18,165.5,18.18,89.4,90.3,75.3
Omaha,2022-01-13 20:30:00,800,160.00,15.0,18.18,165.5,18.18,10.6,75.3,90.3
Georgia State,2022-01-13 21:00:00,100,20.00,1.0,19.05,144.0,16.67,47.8,71.5,72.5
South Alabama,2022-01-13 21:00:00,-120,16.67,-1.0,17.39,144.0,20.00,52.2,72.5,71.5
Idaho,2022-01-13 21:00:00,1100,220.00,17.5,18.18,158.0,18.18,8.0,70.3,87.8
Weber State,2022-01-13 21:00:00,-2200,0.91,-17.5,18.18,158.0,18.18,92.0,87.8,70.3
Rice,2022-01-13 21:00:00,300,60.00,8.5,18.18,149.5,18.18,23.8,70.5,79.0
Western Kentucky,2022-01-13 21:00:00,-400,5.00,-8.5,18.18,149.5,18.18,76.2,79.0,70.5
Abilene Christian,2022-01-13 21:00:00,150,30.00,3.5,20.00,133.0,19.05,38.8,64.8,68.3
Grand Canyon,2022-01-13 21:00:00,-170,11.76,-3.5,16.67,133.0,17.39,61.2,68.3,64.8
Indiana,2022-01-13 21:00:00,175,35.00,5.0,17.39,151.0,20.00,34.9,73.0,78.0
Iowa,2022-01-13 21:00:00,-210,9.52,-5.0,19.05,151.0,16.67,65.1,78.0,73.0
SIU-Edwardsville,2022-01-13 21:00:00,,,,,,,,,
Eastern Illinois,2022-01-13 21:00:00,,,,,,,,,
Tarleton State,2022-01-13 21:00:00,375,75.00,9.5,19.05,129.0,18.18,20.1,59.8,69.3
New Mexico State,2022-01-13 21:00:00,-510,3.92,-9.5,17.39,129.0,18.18,79.9,69.3,59.8
Oregon,2022-01-13 21:30:00,385,77.00,10.0,19.05,141.5,18.18,19.7,65.8,75.8
UCLA,2022-01-13 21:30:00,-525,3.81,-10.0,17.39,141.5,18.18,80.3,75.8,65.8
Portland,2022-01-13 22:00:00,240,48.00,7.0,19.05,140.5,19.05,28.1,66.8,73.8
San Diego,2022-01-13 22:00:00,-305,6.56,-7.0,17.39,140.5,17.39,71.9,73.8,66.8
Cal-Santa Barbara,2022-01-13 22:00:00,-180,11.11,-4.5,18.18,146.5,17.39,62.1,75.5,71.0
Long Beach State,2022-01-13 22:00:00,155,31.00,4.5,18.18,146.5,19.05,37.9,71.0,75.5
UC Riverside,2022-01-13 22:00:00,-275,7.27,-6.5,18.18,123.0,18.18,70.1,64.8,58.3
Cal-Poly San Luis Obispo,2022-01-13 22:00:00,220,44.00,6.5,18.18,123.0,18.18,29.9,58.3,64.8
Cal State-Northridge,2022-01-13 22:00:00,435,87.00,11.0,17.39,133.5,17.39,17.9,61.3,72.3
Cal State-Fullerton,2022-01-13 22:00:00,-600,3.33,-11.0,19.05,133.5,19.05,82.1,72.3,61.3
BYU,2022-01-13 23:00:00,750,150.00,15.0,17.39,152.0,19.05,11.3,68.5,83.5
Gonzaga,2022-01-13 23:00:00,-1250,1.60,-15.0,19.05,152.0,17.39,88.7,83.5,68.5
Loyola Marymount,2022-01-13 23:00:00,340,68.00,10.0,16.67,141.0,18.18,21.7,65.5,75.5
San Francisco,2022-01-13 23:00:00,-450,4.44,-10.0,20.00,141.0,18.18,78.3,75.5,65.5
St. Mary's (CAL),2022-01-13 23:00:00,-900,2.22,-13.0,19.05,138.0,18.18,86.3,75.5,62.5
Pepperdine,2022-01-13 23:00:00,600,120.00,13.0,17.39,138.0,18.18,13.7,62.5,75.5
Colorado,2022-01-13 23:00:00,850,170.00,15.5,17.39,152.0,18.18,10.1,68.3,83.8
Arizona,2022-01-13 23:00:00,-1500,1.33,-15.5,19.05,152.0,18.18,89.9,83.8,68.3
Oregon State,2022-01-13 23:00:00,800,160.00,15.0,17.39,140.0,16.67,10.6,62.5,77.5
USC,2022-01-13 23:00:00,-1375,1.45,-15.0,19.05,140.0,20.00,89.4,77.5,62.5
