,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Florida Gulf Coast,2022-01-13 16:30:00,-195,10.26,-4.0,18.18,147.5,18.18,63.7,75.8,71.8
Kennesaw State,2022-01-13 16:30:00,165,33.00,4.0,18.18,147.5,18.18,36.3,71.8,75.8
Stanford,2022-01-13 17:00:00,245,49.00,7.5,17.39,138.5,19.05,27.7,65.5,73.0
Washington State,2022-01-13 17:00:00,-310,6.45,-7.5,19.05,138.5,17.39,72.3,73.0,65.5
Boston University,2022-01-13 18:00:00,-155,12.90,-2.5,18.18,137.5,17.39,58.8,70.0,67.5
Army,2022-01-13 18:00:00,135,27.00,2.5,18.18,137.5,19.05,41.2,67.5,70.0
Coastal Carolina,2022-01-13 18:30:00,140,28.00,3.5,17.39,129.0,18.18,40.4,62.8,66.3
Appalachian State,2022-01-13 18:30:00,-160,12.50,-3.5,19.05,129.0,18.18,59.6,66.3,62.8
UTEP,2022-01-13 19:00:00,140,28.00,3.5,18.18,136.0,20.00,40.4,66.3,69.8
UNC-Charlotte,2022-01-13 19:00:00,-160,12.50,-3.5,18.18,136.0,16.67,59.6,69.8,66.3
Florida Atlantic,2022-01-13 19:00:00,145,29.00,3.5,19.05,140.5,18.18,39.6,68.5,72.0
Middle Tennessee St.,2022-01-13 19:00:00,-165,12.12,-3.5,17.39,140.5,18.18,60.4,72.0,68.5
Texas-San Antonio,2022-01-13 19:00:00,475,95.00,11.5,18.18,137.0,19.05,16.6,62.8,74.3
Old Dominion,2022-01-13 19:00:00,-675,2.96,-11.5,18.18,137.0,17.39,83.4,74.3,62.8
Ohio State,2022-01-13 19:00:00,140,28.00,3.5,18.18,140.0,18.18,40.4,68.3,71.8
Wisconsin,2022-01-13 19:00:00,-160,12.50,-3.5,18.18,140.0,18.18,59.6,71.8,68.3
Southern Mississippi,2022-01-13 19:00:00,1400,280.00,18.5,19.05,137.5,17.39,6.4,59.5,78.0
Louisiana Tech,2022-01-13 19:00:00,-3300,0.61,-18.5,17.39,137.5,19.05,93.6,78.0,59.5
North Texas,2022-01-13 19:00:00,-165,12.12,-3.0,17.39,138.0,18.18,60.4,70.5,67.5
Marshall,2022-01-13 19:00:00,145,29.00,3.0,19.05,138.0,18.18,39.6,67.5,70.5
