team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,13,495,13,52,495,91.6,74,9
TB,30,12,465,5,70,465,90.2,83,8
MIA,17,12,456,13,64,456,88.3,92,15
NYJ,22,12,466,23,54,466,88.1,94,17
BUF,4,13,446,9,91,446,87.9,104,4
JAX,15,12,419,14,56,419,87.8,86,16
WAS,32,13,475,11,84,475,87.5,107,12
CAR,5,12,441,19,70,441,87.4,100,11
ARZ,1,13,447,10,81,447,87.4,102,11
KC,16,12,491,22,72,491,87.4,109,15
SF,28,13,451,17,91,451,87.1,112,4
GB,12,13,406,16,76,406,86.7,100,8
DET,11,13,431,24,66,431,86.1,105,15
BLT,3,13,432,8,100,432,86.1,114,6
DAL,9,12,518,23,77,518,85.5,125,25
IND,14,13,428,19,74,428,85.4,109,16
NO,20,12,424,17,87,424,85.1,115,11
LAC,27,12,397,21,58,397,85.0,99,20
LV,23,12,499,18,88,499,84.8,129,23
PIT,25,12,408,16,72,408,84.6,107,19
ATL,2,12,429,32,70,429,84.6,117,15
CHI,6,13,527,11,91,527,84.4,133,31
LA,26,13,466,31,74,466,84.2,126,21
MIN,18,12,420,14,88,420,83.8,119,17
HST,13,13,520,19,98,520,83.7,143,26
CIN,7,12,497,27,100,497,83.2,147,20
PHI,24,12,373,9,85,373,82.6,112,18
CLV,8,12,550,33,112,550,82.6,168,23
SEA,29,13,525,22,127,525,80.7,176,27
NYG,21,12,478,41,95,478,80.3,162,26
TEN,31,12,437,26,99,437,79.7,151,26
NE,19,13,503,31,127,503,78.3,188,30
