player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Tommy Townsend,33007,P,KC,10,29,29,4.77,46.41,50.72,6.5,0,0,5,10,16,80.2,11,74,1,0,34.5,65,10,29,138.23,1346,3,1471
Jake Bailey,33963,P,NE,9,37,37,4.14,35.14,42.05,9.8,0,0,3,8,19,57.5,13,62,5,0,43.2,156,16,37,153.15,1300,5,1556
Jack Fox,34735,P,DET,10,33,33,4.33,40.15,48.61,12.6,0,0,5,5,11,58.4,8,63,2,0,57.6,239,19,33,142.9,1325,2,1604
Michael Dickson,35381,P,SEA,9,35,35,4.33,45.09,49.37,6.5,0,0,4,8,29,67.0,16,68,4,0,48.6,110,17,35,151.52,1578,2,1728
A.J. Cole III,36038,P,LV,10,34,34,4.43,44.94,50.85,11.8,0,0,6,9,23,87.1,18,67,2,0,50.0,201,17,34,150.48,1528,0,1729
J.K. Scott,38809,P,LAC,10,40,40,4.78,42.2,43.78,3.1,0,0,7,16,27,67.7,16,54,2,0,35.0,43,14,40,191.27,1688,1,1751
Corliss Waitman,39620,P,DEN,10,58,58,4.41,40.78,45.93,8.1,0,0,8,18,10,62.7,22,58,1,0,46.6,219,27,58,255.61,2365,4,2664
Mitch Wishnowsky,44663,P,SF,10,35,35,4.33,39.8,44.14,9.0,0,0,12,6,28,72.0,19,74,5,0,22.9,72,8,35,151.58,1393,4,1545
Braden Mann,44664,P,NYJ,10,52,52,4.38,41.75,48.1,10.4,1,0,7,9,22,73.2,16,72,8,0,46.2,250,24,53,227.59,2171,4,2501
Drue Chrisman,44787,P,CIN,1,3,3,4.03,48.67,50.0,2.0,0,0,0,1,7,57.4,2,57,0,0,66.7,4,2,3,12.09,146,0,150
Blake Gillikin,45045,P,NO,11,46,46,4.4,42.91,48.07,9.8,0,0,3,17,20,71.7,18,63,6,0,34.8,157,16,46,202.55,1974,4,2211
Ryan Stonehouse,52045,P,TEN,10,54,54,4.34,44.78,53.02,10.1,0,0,6,8,31,67.1,22,74,1,0,63.0,345,34,54,234.45,2418,5,2863
Jordan Stout,57649,P,BLT,10,36,36,4.46,40.22,46.28,7.9,0,0,4,10,3,66.9,15,69,2,0,41.7,118,15,36,160.68,1448,5,1666
Trenton Gill,60295,P,CHI,11,40,40,4.2,40.85,46.85,9.0,1,0,3,13,6,60.6,11,62,1,0,50.0,180,20,41,168.09,1634,3,1874
Pressley Harvin III,62973,P,PIT,10,49,49,4.38,41.37,44.39,5.4,0,0,5,18,25,68.1,15,69,4,0,40.8,108,20,49,214.52,2027,2,2175
Jamie Gillan,63303,P,NYG,10,43,43,4.46,40.65,47.67,11.4,0,0,4,13,21,72.2,14,69,4,0,37.2,182,16,43,191.94,1748,6,2050
Ryan Wright,77591,P,MIN,10,48,48,4.44,43.33,46.77,6.6,0,0,4,15,18,68.3,24,73,4,0,52.1,165,25,48,213.34,2080,0,2245
Arryn Siposs,82019,P,PHI,10,38,38,4.24,41.13,45.84,7.4,0,0,7,10,24,58.6,17,59,2,0,42.1,119,16,38,161.18,1563,3,1742
Jake Camarda,82636,P,TB,10,46,46,4.6,43.8,49.02,8.0,0,0,3,13,30,79.7,18,74,9,0,32.6,120,15,46,211.69,2015,6,2255
