player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,11,45,45,4.22,39.44,46.69,9.1,0,0,2,9,1,63.9,12,65,3,0,60.0,246,27,45,190.07,1775,4,2101
Kevin Huber,5066,P,CIN,9,31,31,4.27,37.42,43.23,14.5,0,0,3,13,7,54.4,10,63,3,0,35.5,160,11,31,132.43,1160,1,1340
Thomas Morstead,5088,P,MIA,9,30,30,4.38,42.13,47.23,8.9,0,0,6,8,17,72.8,15,66,0,0,50.0,133,15,31,131.37,1264,1,1417
Bryan Anger,7072,P,DAL,10,42,42,4.53,42.31,48.67,8.2,0,0,4,13,9,71.6,17,83,1,0,42.9,147,18,42,190.34,1777,6,2044
Johnny Hekker,7252,P,CAR,11,56,56,4.34,43.43,48.54,9.0,0,0,7,18,5,74.5,25,67,3,0,44.6,226,25,56,242.77,2432,3,2718
Sam Martin,7947,P,BUF,9,20,20,4.33,43.75,48.3,4.4,0,0,1,7,4,69.7,8,63,2,0,35.0,31,7,20,86.55,875,3,966
Tress Way,8358,P,WAS,11,57,57,4.42,43.74,47.46,6.0,0,0,9,18,32,64.6,28,67,4,0,38.6,132,22,57,252.13,2493,4,2705
Pat O'Donnell,8826,P,GB,11,42,42,4.08,40.74,45.12,9.6,1,0,7,13,12,61.6,23,72,4,0,40.5,164,17,43,171.42,1711,1,1895
Michael Palardy,9277,P,NE,1,7,7,4.08,41.14,45.29,4.5,0,0,1,3,19,55.5,3,52,0,0,28.6,9,2,7,28.54,288,1,317
Bradley Pinion,9598,P,ATL,11,42,42,4.56,40.86,46.76,12.2,0,0,7,13,2,81.0,16,73,3,0,40.5,208,17,42,191.65,1716,2,1964
Riley Dixon,10862,P,LA,10,46,46,4.33,42.8,49.46,10.2,2,0,2,10,26,82.6,9,64,5,0,60.9,286,28,48,198.99,1969,1,2275
Matt Haack,12212,P,IND,11,48,48,4.5,41.02,44.77,7.5,1,0,7,14,14,68.3,23,70,8,0,33.3,120,16,49,216.21,1969,3,2149
Cameron Johnston,12255,P,HST,10,50,50,4.29,42.88,48.58,8.3,0,0,5,13,13,66.9,24,67,2,0,54.0,225,27,50,214.58,2144,3,2429
Corey Bojorquez,27626,P,CLV,10,29,29,4.3,37.69,46.52,16.3,0,0,5,2,8,69.1,12,76,7,0,41.4,196,12,29,124.79,1093,3,1349
Logan Cooke,29214,P,JAX,10,35,35,4.32,43.0,49.43,6.9,0,0,4,5,15,75.6,11,63,1,0,60.0,145,21,35,151.19,1505,4,1730
