player_id,team,opp,pos,name,fpts,proj_own,smash,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
875523,NE,MIN,WR,Kristian Wilkerson,,0,,,,,0,0,-8.75,3000,,1844548,875523
744425,NE,MIN,TE,Hunter Henry,6.02,9.27,5.13,23.21,14.78,1.78,0,0,-2.93,3100,,35634,744425
921965,NE,MIN,WR,Raleigh Webb,0.1,0.1,,,0.2,,0,0,-8.65,3000,,3515278,921965
933537,NE,MIN,RB,J.J. Taylor,,0,,,,,0,0,-10.75,4000,,1844398,933537
727837,DET,BUF,QB,Jared Goff,15.8,6.7,4.53,48.14,25.23,9.02,0,0,-0.35,5200,,35673,727837
946748,MIN,NE,RB,Kene Nwangwu,0.13,0.09,,,0.21,0.05,0,0,-10.62,4000,,2861721,946748
822008,DET,BUF,WR,DJ Chark Jr.,4.82,5.66,1.35,14.1,13.09,0.27,0,0,-5.53,3800,,328522,822008
830523,DAL,NYG,TE,Dalton Schultz,9.63,24.8,11.62,34.62,16.56,4.89,0,0,-0.72,3800,,328583,830523
692660,DET,BUF,WR,Kalif Raymond,10.28,18.12,7.54,39.48,25.63,2.29,0,0,-0.67,4100,,35608,692660
944428,MIN,NE,TE,Irv Smith Jr.,,0,,,,,0,0,-8.35,2800,,982176,944428
695311,DET,BUF,RB,Jamaal Williams,11.1,22.09,3.64,27.62,18.75,5.79,0,0,-3.45,5900,,36872,695311
748309,MIN,NE,QB,Nick Mullens,,0,,,,,0,0,-15.35,4800,,37067,748309
911219,DAL,NYG,TE,Seth Green,,0,,,,,0,0,-7.75,2500,,-911219,911219
881058,MIN,NE,WR,K.J. Osborn,6.23,3.34,1.9,20.32,13.62,2.2,0,0,-3.72,3600,,1844304,881058
691583,BUF,DET,RB,Duke Johnson,,0,,,,,0,0,-10.75,4000,,21581,691583
691055,NE,MIN,WR,Nelson Agholor,4.14,2.05,0.75,14.9,8.24,0.04,0,0,-4.81,3100,,21708,691055
880123,NYG,DAL,TE,Lawrence Cager,3.95,5,1.02,12.01,12.66,0.01,0,0,-4.20,2700,,1844430,880123
880398,DAL,NYG,RB,Tony Pollard,15.72,23.27,12.66,50.92,25.99,8.25,0,0,-0.23,6600,,982431,880398
883302,NYG,DAL,RB,Saquon Barkley,19.09,38.99,16.38,50.67,27.47,12.1,0,0,0.34,8000,,328607,883302
830844,DET,BUF,RB,Justin Jackson,6.23,1.85,1.08,16.47,17.14,1.36,0,0,-4.72,4100,,328913,830844
741447,DET,BUF,QB,Tim Boyle,,0,,,,,0,0,-13.75,4000,,328271,741447
1071826,NE,MIN,WR,Lynn Bowden Jr.,,0,,,,,0,0,-8.75,3000,,1849699,1071826
923915,MIN,NE,TE,T.J. Hockenson,11.36,27.19,7.88,34.77,19.96,5.69,0,0,-1.39,5000,,972605,923915
1283807,BUF,DET,TE,Zach Davidson,,0,,,,,0,0,-7.75,2500,,-1283807,1283807
880146,BUF,DET,RB,Nyheim Hines,2.93,2.69,0.13,4.09,8.33,0.22,0,0,-8.82,4500,,328494,880146
883314,MIN,NE,WR,Dan Chisena,,0,,,,,0,0,-8.75,3000,,2184716,883314
733638,NYG,DAL,QB,Davis Webb,,0,,,,,0,0,-13.75,4000,,36969,733638
403308,MIN,NE,QB,Kirk Cousins,16.87,11.28,5.07,43.82,25.37,10.38,0,0,-0.08,5600,,13563,403308
234403,NE,MIN,WR,Matthew Slater,,0,,,,,0,0,-8.75,3000,,18139,234403
399579,NYG,DAL,QB,Tyrod Taylor,,0,,,,,0,0,-14.95,4600,,11656,399579
865958,DAL,NYG,WR,KaVontae Turpin,0.44,0.38,,0.04,0.88,,0,0,-8.31,3000,,3757806,865958
386116,BUF,DET,RB,Taiwan Jones,,0,,,,,0,0,-10.75,4000,,12959,386116
691278,NYG,DAL,WR,Sterling Shepard,,0,,,,,0,0,-8.75,3000,,35547,691278
1058090,NE,MIN,QB,Bailey Zappe,,0,,,,,0,0,-15.55,4900,,3491632,1058090
