player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,15,319,63,15,29.8,424,0,1425,4,5,63,1170,71.1,35,66,31,6,134,51.8,86.5,54.2,71.6,65.7,46.1,87.4,82.6,56,1,379,32,175,347,0,0,38,351,13,1425,1170,3.67,4.5,2.17,181
Josh Jacobs,45953,HB,LV,15,305,83,15,25.1,386,0,1538,2,5,83,1075,88.1,39,87,23,3,179,70.7,92.3,85.9,,54.1,65.4,92.5,68.4,86,0,369,47,293,337,1,1,54,352,11,1539,1077,3.52,5.0,1.26,85
Saquon Barkley,45791,HB,NYG,15,283,40,17,34.3,430,0,1254,5,7,40,797,39.2,30,60,21,1,160,87.6,78.8,90.2,,75.0,58.4,81.8,56.8,68,0,343,55,353,348,0,0,69,338,10,1254,797,2.82,4.4,0.97,114
Nick Chubb,45783,HB,CLV,15,276,74,21,35.5,477,0,1344,1,9,74,940,95.2,41,61,8,1,148,85.9,88.6,87.3,,61.7,56.6,90.0,55.7,41,0,182,21,213,307,0,0,27,297,12,1344,940,3.41,4.9,0.85,117
Dalvin Cook,11796,HB,MIN,15,244,49,11,29.7,329,0,1109,3,10,49,794,68.6,28,47,18,3,69,62.2,69.8,67.9,60.0,43.1,63.9,74.9,57.3,81,1,278,36,371,272,0,0,47,280,8,1109,794,3.25,4.5,0.75,165
Miles Sanders,40555,HB,PHI,15,236,43,12,24.5,288,0,1177,1,5,43,735,58.4,33,58,24,2,98,71.6,76.7,90.8,,51.2,39.2,84.1,57.4,40,0,78,20,249,322,0,0,25,256,11,1177,735,3.11,5.0,0.31,133
Najee Harris,57121,HB,PIT,15,227,48,5,12.5,105,0,843,4,12,48,625,62.3,17,36,25,2,77,83.4,70.0,60.6,60.0,66.9,56.8,72.9,49.3,36,1,207,38,274,284,0,0,49,265,6,843,625,2.75,3.7,0.76,143
Jamaal Williams,11889,HB,DET,15,224,25,6,16.8,143,0,849,3,2,25,574,29.4,18,55,11,3,137,56.6,66.6,38.7,,67.0,37.5,70.2,47.0,51,1,60,11,106,235,0,0,15,235,14,849,574,2.56,3.8,0.57,85
Dameon Pierce,83659,HB,HST,13,220,62,9,29.6,278,1,939,4,13,62,722,98.5,22,54,13,4,107,46.0,78.9,49.8,,32.3,55.4,84.8,46.2,75,1,165,30,192,246,0,0,36,250,4,939,722,3.28,4.3,0.86,108
Christian McCaffrey,11763,HB,SF,15,215,34,11,29.2,284,0,973,2,17,34,619,50.5,23,50,28,1,82,84.5,86.4,90.5,87.1,44.6,92.3,75.0,59.9,49,0,635,76,362,266,0,0,91,291,7,973,619,2.88,4.5,1.75,131
