team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,15,694,32,76,694,90.5,120,12
PHI,24,15,545,8,90,545,89.5,106,8
CAR,5,15,459,8,61,459,89.2,84,15
GB,12,15,547,10,77,547,88.9,104,17
ATL,2,15,423,14,55,423,88.8,82,13
SF,28,15,496,19,73,496,88.5,103,11
BLT,3,15,493,6,76,493,88.4,98,16
PIT,25,15,579,22,85,579,88.2,122,15
JAX,15,15,584,19,94,584,87.6,129,16
NO,20,15,506,20,71,506,87.3,110,19
CLV,8,15,551,27,79,551,86.8,126,20
KC,16,15,649,23,122,649,86.5,160,15
CIN,7,15,637,28,94,637,86.5,147,25
MIA,17,15,561,25,97,561,86.3,138,16
DAL,9,15,515,31,89,515,86.2,131,11
DET,11,15,559,30,101,559,85.8,145,14
NE,19,15,522,13,91,522,85.4,128,24
BUF,4,15,629,22,130,629,85.4,168,16
LAC,27,15,699,41,127,699,85.3,187,19
NYJ,22,15,606,27,112,606,85.2,159,20
DEN,10,15,590,24,95,590,85.2,147,28
ARZ,1,15,674,21,139,674,84.7,183,23
SEA,29,15,580,31,97,580,84.1,156,28
HST,13,15,546,29,108,546,84.0,156,19
IND,14,15,614,32,108,614,83.2,173,33
LV,23,15,561,28,122,561,83.1,170,20
CHI,6,15,448,13,91,448,82.8,129,25
MIN,18,15,655,52,105,655,82.7,192,35
NYG,21,15,554,29,109,554,82.5,166,28
LA,26,15,555,36,93,555,82.3,163,34
TEN,31,15,454,24,96,454,81.3,145,25
WAS,32,15,572,39,120,572,81.2,187,28
