player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,5,104,19,5,23.9,98,0,410,3,0,19,337,54.0,11,19,31,1,49,88.2,78.3,79.9,,74.1,47.6,79.4,61.9,24,0,121,10,53,110,0,0,13,114,5,410,337,3.24,3.9,2.28,54
Nick Chubb,45783,HB,CLV,5,98,42,10,42.0,249,0,593,0,0,42,415,171.0,20,27,8,0,55,87.8,90.2,81.6,,55.6,53.0,90.7,60.0,41,0,37,6,68,109,0,0,8,104,7,593,415,4.23,6.1,0.54,40
Saquon Barkley,45791,HB,NYG,5,97,18,9,50.7,270,0,533,1,4,18,370,73.0,13,18,21,1,53,66.7,77.0,85.2,,63.3,67.3,78.2,59.5,68,0,143,18,125,121,0,0,23,115,3,533,370,3.81,5.5,1.14,40
Joe Mixon,11803,HB,CIN,5,96,9,1,10.3,31,0,302,1,2,9,187,18.5,5,14,7,0,48,88.0,62.7,84.6,,60.2,65.3,61.1,58.1,31,0,126,20,128,110,0,0,25,116,1,302,187,1.95,3.1,0.98,45
Josh Jacobs,45953,HB,LV,5,91,28,4,24.1,118,0,489,0,2,28,381,116.3,12,26,23,1,62,65.8,87.4,81.5,,43.0,67.0,90.4,59.3,42,0,129,17,101,103,0,0,18,108,3,489,381,4.19,5.4,1.28,20
Miles Sanders,40555,HB,PHI,5,87,14,3,20.0,83,0,414,1,4,14,291,62.1,12,21,24,0,28,87.2,66.8,85.4,,77.2,49.6,70.1,56.5,35,0,41,10,92,123,0,0,12,97,3,414,291,3.34,4.8,0.45,57
Dameon Pierce,83659,HB,HST,5,86,33,4,32.9,136,0,413,2,3,33,359,151.8,9,21,13,2,46,39.0,75.1,80.2,,39.7,54.0,78.4,60.0,75,0,57,13,61,92,0,0,15,99,3,413,359,4.17,4.8,0.93,40
Ezekiel Elliott,10638,HB,DAL,5,81,9,1,8.9,27,0,305,2,1,9,212,30.4,3,14,9,0,30,86.4,65.7,82.9,,52.3,37.8,71.5,67.7,27,0,27,5,82,92,0,0,7,86,1,305,212,2.62,3.8,0.33,47
Jonathan Taylor,57488,HB,IND,4,81,20,3,18.0,59,0,328,1,2,20,240,72.4,10,18,14,1,24,61.1,60.3,82.8,,21.4,53.5,65.1,60.0,21,0,44,9,110,89,0,0,13,90,1,328,240,2.96,4.0,0.4,54
Dalvin Cook,11796,HB,MIN,5,81,18,2,8.3,31,0,373,1,1,18,234,59.7,11,21,18,1,28,61.3,72.9,84.3,,48.7,59.7,76.2,60.0,16,0,74,11,105,88,0,0,13,92,3,373,234,2.89,4.6,0.7,51
Jamaal Williams,11889,HB,DET,5,77,6,2,19.9,66,0,332,3,1,6,209,23.2,7,18,11,0,55,86.0,71.1,4.9,,65.2,29.6,78.5,60.0,51,1,30,5,42,80,0,0,8,82,6,332,209,2.71,4.3,0.71,21
Leonard Fournette,11759,HB,TB,5,74,7,2,12.1,34,0,280,1,8,7,183,37.1,9,11,30,0,49,86.8,64.0,82.3,,25.3,82.2,61.4,45.8,17,0,194,26,133,87,0,0,29,100,1,280,183,2.47,3.8,1.46,23
Jeff Wilson Jr.,29413,HB,SF,5,74,9,7,48.8,183,0,375,0,2,9,209,37.9,9,15,28,1,26,58.8,67.3,82.6,,64.9,47.9,73.1,42.1,41,0,70,8,70,100,0,0,9,82,2,375,209,2.82,5.1,1.0,47
Christian McCaffrey,11763,HB,CAR,5,72,16,3,26.5,86,0,324,1,7,16,242,78.9,6,18,5,0,44,86.7,80.8,84.5,,47.4,71.5,83.6,70.5,49,0,188,26,138,85,0,0,33,98,2,324,242,3.36,4.5,1.36,27
