player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,8,30,30,4.22,38.5,46.5,9.5,0,0,1,4,1,70.2,8,62,3,0,63.3,180,19,30,126.57,1155,3,1395
Kevin Huber,5066,P,CIN,8,28,28,4.29,37.32,43.57,15.5,0,0,2,12,7,56.5,9,63,3,0,35.7,155,10,28,120.14,1045,1,1220
Thomas Morstead,5088,P,MIA,8,29,29,4.4,41.86,47.07,9.4,0,0,6,8,17,72.5,15,66,0,0,48.3,131,14,30,127.51,1214,1,1365
Bryan Anger,7072,P,DAL,8,35,35,4.55,41.74,48.34,8.5,0,0,3,12,9,73.5,12,83,1,0,37.1,111,13,35,159.15,1461,6,1692
Johnny Hekker,7252,P,CAR,8,40,40,4.42,43.78,49.08,8.4,0,0,4,13,5,78.1,17,67,2,0,45.0,152,18,40,176.78,1751,3,1963
Sam Martin,7947,P,BUF,6,13,13,4.3,41.77,46.31,3.8,0,0,0,4,4,68.5,5,63,2,0,38.5,19,5,13,55.89,543,2,602
Tress Way,8358,P,WAS,8,45,45,4.43,44.78,47.96,6.1,0,0,8,15,32,67.3,22,67,3,0,37.8,103,17,45,199.24,2015,2,2158
Pat O'Donnell,8826,P,GB,8,33,33,4.16,41.03,45.91,11.8,1,0,5,10,12,63.7,17,72,5,0,36.4,141,12,34,137.18,1354,1,1515
Bradley Pinion,9598,P,ATL,8,30,30,4.63,41.6,48.23,12.8,0,0,4,10,2,86.8,13,73,1,0,46.7,179,14,30,138.93,1248,1,1447
Riley Dixon,10862,P,LA,7,26,26,4.27,43.69,48.46,9.5,2,0,1,7,26,76.3,6,60,5,0,50.0,124,13,28,110.96,1136,0,1260
Matt Haack,12212,P,IND,8,33,33,4.52,41.03,43.94,5.6,0,0,6,10,14,70.5,18,70,5,0,30.3,56,10,33,149.18,1354,2,1450
Cameron Johnston,12255,P,HST,7,35,35,4.36,42.91,48.74,9.2,0,0,3,9,13,70.3,20,64,2,0,57.1,184,20,35,152.5,1502,1,1706
Corey Bojorquez,27626,P,CLV,8,25,25,4.36,38.8,47.28,16.9,0,0,5,1,8,75.7,12,76,7,0,36.0,152,9,25,108.97,970,3,1182
Logan Cooke,29214,P,JAX,8,26,26,4.31,44.04,49.62,6.6,0,0,3,4,15,78.6,9,63,1,0,61.5,105,16,26,112.07,1145,2,1290
Tommy Townsend,33007,P,KC,7,19,19,4.98,48.95,52.89,5.0,0,0,3,7,16,87.2,8,74,0,0,36.8,35,7,19,94.54,930,2,1005
Jake Bailey,33963,P,NE,8,30,30,4.16,35.27,42.77,10.4,0,0,3,8,19,64.1,12,62,2,0,40.0,125,12,30,124.68,1058,5,1283
Jack Fox,34735,P,DET,7,21,21,4.56,40.14,49.43,13.5,0,0,2,4,11,66.7,6,63,1,0,61.9,175,13,21,95.67,843,1,1038
Michael Dickson,35381,P,SEA,7,27,27,4.23,43.41,48.7,6.9,0,0,1,6,29,60.4,10,64,3,0,55.6,103,15,27,114.25,1172,2,1315
A.J. Cole III,36038,P,LV,7,21,21,4.43,43.86,50.1,13.1,0,0,4,6,23,80.9,9,66,1,0,47.6,131,10,21,93.07,921,0,1052
J.K. Scott,38809,P,LAC,7,28,28,4.89,42.86,44.14,3.0,0,0,5,10,27,75.3,12,54,1,0,42.9,36,12,28,136.89,1200,0,1236
Corliss Waitman,39620,P,DEN,8,45,45,4.5,41.47,45.91,7.4,0,0,7,15,10,67.5,19,58,1,0,42.2,140,19,45,202.47,1866,3,2066
Mitch Wishnowsky,44663,P,SF,8,27,27,4.41,40.07,44.41,8.1,0,0,7,6,28,71.7,16,74,4,0,25.9,57,7,27,119.05,1082,3,1199
Braden Mann,44664,P,NYJ,8,39,39,4.4,43.41,48.62,6.8,1,0,5,6,22,76.8,11,72,6,0,46.2,123,18,40,171.54,1693,4,1896
Blake Gillikin,45045,P,NO,8,31,31,4.4,41.32,47.77,10.8,0,0,1,10,20,67.9,10,63,4,0,41.9,140,13,31,136.55,1281,3,1481
Ryan Stonehouse,52045,P,TEN,7,35,35,4.37,45.69,53.94,10.0,0,0,3,5,31,70.3,16,70,1,0,65.7,229,23,35,152.84,1599,3,1888
Jordan Stout,57649,P,BLT,8,25,25,4.41,41.16,48.88,9.4,0,0,1,6,3,67.5,9,69,2,0,48.0,113,12,25,110.36,1029,4,1222
Trenton Gill,60295,P,CHI,8,31,31,4.25,42.61,48.45,8.8,0,0,3,9,6,64.8,9,62,1,0,51.6,141,16,31,131.71,1321,2,1502
Pressley Harvin III,62973,P,PIT,8,40,40,4.37,41.33,44.5,5.4,0,0,5,13,25,63.9,11,69,4,0,40.0,87,16,40,174.63,1653,2,1780
Jamie Gillan,63303,P,NYG,8,33,33,4.5,42.18,50.21,12.7,0,0,2,9,21,81.2,10,69,4,0,39.4,165,13,33,148.47,1392,5,1657
Ryan Wright,77591,P,MIN,7,32,32,4.45,43.22,45.28,5.1,0,0,3,11,18,66.2,19,73,5,0,40.6,66,13,32,142.44,1383,0,1449
Arryn Siposs,82019,P,PHI,7,28,28,4.24,40.61,45.75,7.0,0,0,7,5,24,61.4,14,59,1,0,42.9,84,12,28,118.62,1137,3,1281
Jake Camarda,82636,P,TB,8,38,38,4.57,41.26,46.74,8.3,0,0,2,11,30,73.0,14,66,7,0,34.2,108,13,38,173.54,1568,5,1776
