player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,8,12,0,3,0,,,7.0,,,0,0,,62.5,0,,100.0,1,0,0.0,0,6,50.0,86,1,0,0,0,0,0,0.0,,0,0,,,3.6,,,0,0,,56.0,0,,100.0,2,0,0.0,0,4,33.3,112,2,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,9,7,0,24,0,,,2.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,42,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,6.1,3.0,3.0,0,0,0.0,87.7,0,2,20.0,1,0,79.2,2,6,85.7,98,3,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,6,5,0,3,0,,,7.1,,,0,0,,65.9,0,,0.0,0,0,0.0,0,3,60.0,42,0,2,0,0,0,0,0.0,,0,0,1.0,100.0,2.3,2.0,2.0,0,0,0.0,32.4,0,8,,0,0,100.0,1,2,40.0,87,1,0,1,0,8,7,4.0,8.0
Kareem Jackson,5545,S,DEN,9,386,0,10,0,7.0,80.0,100.0,18.8,15.0,0,3,60.0,70.3,0,9,0.0,0,2,125.4,4,82,21.2,82,2,6,5,2,23,3,0.3,5.8,0,0,10.3,63.6,100.0,29.3,18.6,1,0,0.0,58.1,0,22,29.4,5,0,109.7,7,217,56.2,217,1,12,11,1,64,19,0.3,9.1
Devin McCourty,5552,S,NE,9,338,0,19,1,15.6,80.0,100.0,36.3,29.0,0,1,20.0,59.7,1,26,0.0,0,1,111.7,4,150,44.4,150,0,11,5,2,54,6,0.4,13.5,0,1,18.0,66.7,99.4,40.5,27.0,1,1,16.7,65.4,1,54,6.7,1,1,70.1,4,165,48.8,166,1,13,6,0,91,21,0.6,22.8
Jerry Hughes,5556,ED,HST,9,3,0,13,0,,,4.3,,,0,0,,60.2,0,,66.7,2,0,0.0,0,2,66.7,47,2,1,0,0,0,0,0.0,,0,0,,,0.7,,,0,0,,68.2,1,,75.0,3,0,0.0,0,1,33.3,139,7,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,9,14,0,16,1,,,1.4,,,0,0,,64.2,0,,33.3,1,0,0.0,0,1,7.1,69,3,1,0,0,0,0,0.0,,0,0,8.0,100.0,11.3,11.0,11.0,0,0,0.0,56.4,0,8,0.0,0,0,100.0,1,11,78.6,97,2,2,1,0,8,0,0.7,8.0
Von Miller,6154,ED,BUF,9,3,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,69,4,0,0,0,0,0,,,0,0,,,2.1,,,0,0,,60.3,0,,33.3,1,0,0.0,0,3,100.0,145,6,2,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,9,403,0,18,0,14.2,40.0,100.0,22.0,8.8,0,1,20.0,66.2,0,15,0.0,0,1,92.5,2,49,12.2,49,0,1,5,1,21,5,0.5,10.5,0,0,12.8,47.6,100.0,19.7,9.4,0,4,19.0,85.5,3,23,5.9,1,4,28.2,10,212,52.6,212,3,16,21,0,131,37,0.7,13.1
Robert Quinn,6166,ED,PHI,10,6,0,24,0,,,4.8,,,0,0,,60.7,0,,,0,0,0.0,0,3,50.0,62,0,0,0,0,0,0,0.0,,0,0,0.5,100.0,2.4,1.5,1.5,0,0,0.0,65.2,0,13,0.0,0,0,104.2,2,3,50.0,126,2,1,2,0,18,17,6.0,9.0
