player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,5,6,0,3,0,,,3.7,,,0,0,,62.4,0,,100.0,1,0,0.0,0,2,33.3,54,0,0,0,0,0,0,0.0,,0,0,,,3.9,,,0,0,,59.9,0,,100.0,1,0,0.0,0,3,50.0,76,1,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,5,7,0,24,0,,,4.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,24,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,9.8,3.0,3.0,0,0,0.0,87.7,0,2,0.0,0,0,79.2,2,6,85.7,61,3,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,2,3,0,3,0,,,13.0,,,0,0,,65.9,0,,0.0,0,0,0.0,0,3,100.0,23,0,2,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,36,1,0,0,0,0,0,,
Kareem Jackson,5545,S,DEN,5,206,0,10,0,3.0,100.0,100.0,22.0,22.0,0,1,50.0,67.7,0,5,0.0,0,1,122.9,2,48,23.3,48,1,2,2,1,8,2,0.2,4.0,0,0,15.0,40.0,100.0,52.5,21.0,0,0,0.0,61.2,0,17,14.3,1,0,58.8,2,111,53.9,111,0,6,5,0,28,7,0.3,14.0
Devin McCourty,5552,S,NE,5,181,0,19,0,10.5,100.0,100.0,42.5,42.5,0,0,0.0,62.1,0,16,0.0,0,0,150.0,2,87,48.1,87,0,7,2,2,21,7,0.2,10.5,0,0,23.0,100.0,100.0,80.0,80.0,0,0,0.0,55.3,0,24,0.0,0,0,118.8,1,81,44.8,81,0,8,1,0,24,1,0.3,24.0
Jerry Hughes,5556,ED,HST,5,2,0,13,0,,,3.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,50.0,33,2,0,0,0,0,0,0.0,,0,0,,,1.1,,,0,0,,68.2,1,,66.7,2,0,0.0,0,1,50.0,91,3,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,5,9,0,16,1,,,3.6,,,0,0,,60.1,0,,50.0,1,0,0.0,0,1,11.1,28,1,0,0,0,0,0,0.0,,0,0,8.0,100.0,14.6,7.0,7.0,0,0,0.0,55.1,0,8,0.0,0,0,100.0,1,7,77.8,48,0,1,1,0,8,0,1.1,8.0
Von Miller,6154,ED,BUF,5,2,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,1,0,0,0,0,0,,,0,0,,,2.5,,,0,0,,77.3,0,,50.0,1,0,0.0,0,2,100.0,81,4,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,5,194,0,18,0,18.3,0.0,100.0,,6.3,0,1,33.3,85.6,0,,,0,1,39.6,0,22,11.3,22,0,0,3,0,0,0,0.0,,0,0,14.6,45.5,100.0,19.8,9.0,0,1,9.1,51.3,0,23,12.5,1,1,68.0,5,106,54.6,106,0,7,11,0,74,23,0.7,14.8
Robert Quinn,6166,ED,CHI,6,5,0,6,0,,,6.4,,,0,0,,60.7,0,,,0,0,0.0,0,3,60.0,47,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,2.1,2.0,2.0,0,0,0.0,56.9,0,13,,0,0,118.8,1,2,40.0,96,1,0,1,0,13,10,6.5,13.0
Cameron Jordan,6176,ED,NO,5,3,0,20,0,,,4.4,,,0,0,,61.2,0,,,0,0,0.0,0,2,66.7,45,0,0,0,0,0,0,0.0,,0,0,,,1.1,,,0,0,,66.7,0,,,0,0,0.0,0,1,33.3,88,3,0,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,3,6,0,3,0,,,11.5,,,0,0,,62.8,0,,,0,0,0.0,0,3,50.0,26,1,0,0,0,0,0,0.0,,0,0,,,3.8,,,0,0,,64.6,0,,50.0,2,0,0.0,0,2,33.3,52,1,2,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,1,3,0,20,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Josh Bynes,6503,LB,BLT,5,99,0,3,0,-3.0,100.0,65.7,22.0,22.0,0,1,100.0,75.4,0,4,0.0,0,1,83.3,1,23,23.2,35,1,3,1,0,4,7,0.2,4.0,0,1,6.0,50.0,92.3,14.5,7.3,0,0,0.0,61.0,1,19,20.0,1,0,70.3,4,60,60.6,65,1,3,8,1,51,25,0.9,12.8
Stephon Gilmore,7016,CB,IND,5,190,0,14,0,18.4,44.4,100.0,8.8,3.9,0,1,11.1,74.8,1,53,0.0,0,1,51.6,4,40,21.1,40,1,2,9,0,118,47,3.4,29.5,0,0,5.9,66.7,100.0,9.6,6.4,0,3,14.3,75.8,0,14,6.3,1,1,77.9,14,138,72.6,138,2,15,21,0,102,48,0.8,7.3
Melvin Ingram III,7024,ED,MIA,5,30,0,17,0,3.0,100.0,9.4,4.0,4.0,0,0,0.0,44.6,0,18,100.0,1,0,118.8,1,5,16.7,53,1,0,1,0,18,15,4.5,18.0,0,0,-1.5,100.0,32.8,9.5,9.5,0,0,0.0,61.1,0,19,33.3,1,0,100.0,2,20,66.7,61,3,2,2,0,16,19,0.8,8.0
Chandler Jones,7027,ED,LV,5,16,0,23,1,,,4.0,,,0,0,,77.8,0,,50.0,1,0,0.0,0,3,18.8,75,0,0,0,0,0,0,0.0,,0,1,5.0,100.0,12.8,5.5,5.5,0,1,50.0,63.6,0,11,0.0,0,0,97.9,2,12,75.0,94,0,1,2,0,15,5,1.4,7.5
Bobby Wagner,7050,LB,LA,5,142,0,26,0,5.0,100.0,63.2,10.0,10.0,0,0,0.0,44.7,0,8,33.3,1,0,100.0,1,12,8.5,19,0,2,1,0,8,3,0.8,8.0,0,2,-0.5,75.0,76.3,32.7,24.5,0,1,25.0,74.4,0,6,0.0,0,1,77.1,3,100,70.4,131,4,5,4,0,12,21,0.1,4.0
