Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2992710871,PatrickSully (56/60),0,249.22,QB Brennan Armstrong S-FLEX Sean Clifford RB Hassan Haskins RB Chase Brown FLEX Trestan Ebner WR Jahan Dotson WR Parker Washington WR Isaiah Williams,,David Bell,WR,44.13%,19.9
2,2992676653,PatrickSully (21/60),0,227.41998,QB Sean Clifford S-FLEX Hassan Haskins RB Chase Brown FLEX Isaih Pacheco RB Zander Horvath WR Jahan Dotson WR John Metchie III WR Garrett Wilson,,Aidan O'Connell,S-FLEX,35.73%,27.22
3,2992425812,TrippOG101 (39/150),0,227.20001,QB Taulia Tagovailoa S-FLEX Sean Clifford FLEX Travis Dye RB Evan Hull RB Trestan Ebner WR Jahan Dotson WR John Metchie III WR Jackson Anthrop,,Chase Brown,RB,35.02%,20.2
4,2992633036,ssuggs11 (48/150),0,224.20001,QB Jordan Travis S-FLEX Sean Clifford RB Hassan Haskins RB Chase Brown WR Jahan Dotson FLEX David Bell WR Rakim Jarrett WR Brian Cobbs,,Parker Washington,WR,30.07%,16
5,2992291010,rpoplin2000 (19/44),0,222.32002,S-FLEX Brennan Armstrong QB Aidan O'Connell RB Chase Brown RB Trestan Ebner FLEX Jahan Dotson WR John Metchie III WR Rakim Jarrett WR Brian Cobbs,,Brennan Armstrong,QB,27.65%,34.9
6,2992382873,Dubbzz (15/20),0,221.5,QB Taulia Tagovailoa S-FLEX Sean Clifford RB Chase Brown RB Tayon Fleet-Davis WR Jahan Dotson WR John Metchie III FLEX Keytaon Thompson WR Brian Cobbs,,Keytaon Thompson,WR,24.50%,15.4
7,2992750510,bigshowbreaks (83/150),0,219.1,QB Taulia Tagovailoa S-FLEX Sean Clifford RB Travis Dye RB Tayon Fleet-Davis FLEX Jahan Dotson WR David Bell WR Rakim Jarrett WR Parker Washington,,Jahan Dotson,WR,22.45%,36.7
8,2992750490,bigshowbreaks (63/150),0,218.14001,S-FLEX C.J. Stroud QB Taulia Tagovailoa RB Tayon Fleet-Davis RB Treshaun Ward WR Jaxon Smith-Njigba WR Garrett Wilson WR Rakim Jarrett FLEX Isaiah Williams,,Evan Hull,RB,22.18%,20.7
9,2991692470,ItzJamesFTW (70/150),0,218,QB Jordan Travis S-FLEX Sean Clifford FLEX Travis Dye RB Evan Hull RB Trestan Ebner WR Jahan Dotson WR Garrett Wilson WR Parker Washington,,Pat Garwo III,RB,22.09%,7.8
10,2992425811,TrippOG101 (38/150),0,217.20001,QB Taulia Tagovailoa S-FLEX Sean Clifford FLEX Travis Dye RB Evan Hull RB Trestan Ebner WR Jahan Dotson WR John Metchie III WR Chigoziem Okonkwo,,Sean Clifford,QB,19.75%,25.02
10,2992633059,ssuggs11 (71/150),0,217.2,QB Taulia Tagovailoa S-FLEX Sean Clifford RB TreVeyon Henderson FLEX Travis Dye RB Chase Brown WR John Metchie III WR Rakim Jarrett WR Kris Hutson,,Brian Robinson Jr.,FLEX,18.80%,13
12,2992425802,TrippOG101 (29/150),0,217.06,S-FLEX Jordan Travis QB Taulia Tagovailoa FLEX Evan Hull RB Trestan Ebner RB Malik Davis WR Jahan Dotson WR John Metchie III WR David Bell,,Trestan Ebner,FLEX,16.45%,28.6
13,2992705274,bgeistusn (136/150),0,215.94,S-FLEX Aidan O'Connell QB Sean Clifford RB Abram Smith RB Trestan Ebner WR Jahan Dotson WR John Metchie III FLEX David Bell WR Brian Cobbs,,Jordan Travis,QB,15.67%,30.28
