,,Win,,Cover,,Total Points,,Implied,Implied Score,
Kansas,2022-01-11 20:00:00,-675,2.96,-12.0,19.05,142.0,17.39,83.4,77.0,65.0
Miami,2022-01-11 20:00:00,195,39.00,6.5,18.18,149.5,18.18,32.4,71.5,78.0
Florida State,2022-01-11 20:00:00,-240,8.33,-6.5,18.18,149.5,18.18,67.6,78.0,71.5
Indiana State,2022-01-11 20:00:00,450,90.00,10.0,19.05,151.5,20.00,17.4,70.8,80.8
Northern Iowa,2022-01-11 20:00:00,-630,3.17,-10.0,17.39,151.5,16.67,82.6,80.8,70.8
Mississippi,2022-01-11 20:30:00,155,31.00,5.0,18.18,134.0,18.18,37.9,64.5,69.5
Texas A&M,2022-01-11 20:30:00,-180,11.11,-5.0,18.18,134.0,18.18,62.1,69.5,64.5
Illinois,2022-01-11 20:30:00,,,,,,,,,
Nebraska,2022-01-11 20:30:00,,,,,,,,,
Oklahoma,2022-01-11 20:30:00,215,43.00,6.0,18.18,126.0,18.18,30.4,60.0,66.0
Texas,2022-01-11 20:30:00,-265,7.55,-6.0,18.18,126.0,18.18,69.6,66.0,60.0
Auburn,2022-01-11 21:00:00,115,23.00,2.5,19.05,156.0,18.18,44.7,76.8,79.3
Alabama,2022-01-11 21:00:00,-135,14.81,-2.5,17.39,156.0,18.18,55.3,79.3,76.8
Oklahoma State,2022-01-11 21:00:00,140,28.00,3.5,17.39,135.0,19.05,40.4,65.8,69.3
West Virginia,2022-01-11 21:00:00,-160,12.50,-3.5,19.05,135.0,17.39,59.6,69.3,65.8
Providence,2022-01-11 21:00:00,150,30.00,3.5,18.18,133.5,18.18,38.8,65.0,68.5
Creighton,2022-01-11 21:00:00,-170,11.76,-3.5,18.18,133.5,18.18,61.2,68.5,65.0
Valparaiso,2022-01-11 21:00:00,,,,,,,,,
Loyola-Chicago,2022-01-11 21:00:00,,,,,,,,,
San Jose State,2022-01-11 22:00:00,1000,200.00,15.0,19.05,127.0,16.67,8.7,56.0,71.0
Fresno State,2022-01-11 22:00:00,-2000,1.00,-15.0,17.39,127.0,20.00,91.3,71.0,56.0
New Mexico,2022-01-11 23:00:00,200,40.00,6.0,17.39,151.0,18.18,31.8,72.5,78.5
UNLV,2022-01-11 23:00:00,-250,8.00,-6.0,19.05,151.0,18.18,68.2,78.5,72.5
