,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Quinnipiac,2022-01-11 14:00:00,-115,17.39,-1.0,17.39,149.0,19.05,51.1,75.0,74.0
Canisius,2022-01-11 14:00:00,-105,19.05,1.0,19.05,149.0,17.39,48.9,74.0,75.0
Iona,2022-01-11 14:00:00,-290,6.90,-7.0,18.18,139.5,16.67,71.0,73.3,66.3
Fairfield,2022-01-11 14:00:00,230,46.00,7.0,18.18,139.5,20.00,29.0,66.3,73.3
Hofstra,2022-01-11 17:00:00,110,22.00,2.5,19.05,145.5,17.39,45.7,71.5,74.0
Towson,2022-01-11 17:00:00,-130,15.38,-2.5,17.39,145.5,19.05,54.3,74.0,71.5
USC,2022-01-11 17:00:00,-235,8.51,-6.5,18.18,138.5,17.39,67.0,72.5,66.0
Stanford,2022-01-11 17:00:00,190,38.00,6.5,18.18,138.5,19.05,33.0,66.0,72.5
South Carolina,2022-01-11 18:30:00,800,160.00,15.0,19.05,140.5,17.39,10.6,62.8,77.8
Tennessee,2022-01-11 18:30:00,-1375,1.45,-15.0,17.39,140.5,19.05,89.4,77.8,62.8
Rutgers,2022-01-11 18:30:00,125,25.00,3.0,17.39,131.5,18.18,42.9,64.3,67.3
Penn State,2022-01-11 18:30:00,-145,13.79,-3.0,19.05,131.5,18.18,57.1,67.3,64.3
Delaware,2022-01-11 19:00:00,115,23.00,2.5,18.18,142.0,18.18,44.7,69.8,72.3
Drexel,2022-01-11 19:00:00,-135,14.81,-2.5,18.18,142.0,18.18,55.3,72.3,69.8
Northeastern,2022-01-11 19:00:00,155,31.00,5.0,18.18,139.0,18.18,37.9,67.0,72.0
James Madison,2022-01-11 19:00:00,-180,11.11,-5.0,18.18,139.0,18.18,62.1,72.0,67.0
Stetson,2022-01-11 19:00:00,230,46.00,6.0,17.39,123.5,18.18,29.0,58.8,64.8
Jacksonville,2022-01-11 19:00:00,-290,6.90,-6.0,19.05,123.5,18.18,71.0,64.8,58.8
North Florida,2022-01-11 19:00:00,850,170.00,15.5,20.00,140.0,17.39,10.1,62.3,77.8
Liberty,2022-01-11 19:00:00,-1500,1.33,-15.5,16.67,140.0,19.05,89.9,77.8,62.3
Central Arkansas,2022-01-11 19:00:00,475,95.00,11.5,16.67,149.5,18.18,16.6,69.0,80.5
Bellarmine,2022-01-11 19:00:00,-675,2.96,-11.5,20.00,149.5,18.18,83.4,80.5,69.0
Lipscomb,2022-01-11 19:00:00,410,82.00,9.5,20.00,143.0,19.05,18.7,66.8,76.3
Jacksonville State,2022-01-11 19:00:00,-575,3.48,-9.5,16.67,143.0,17.39,81.3,76.3,66.8
Kentucky,2022-01-11 19:00:00,-305,6.56,-6.5,17.39,141.0,18.18,71.9,73.8,67.3
Vanderbilt,2022-01-11 19:00:00,240,48.00,6.5,19.05,141.0,18.18,28.1,67.3,73.8
Ball State,2022-01-11 19:00:00,320,64.00,8.5,18.18,143.0,17.39,22.7,67.3,75.8
Akron,2022-01-11 19:00:00,-425,4.71,-8.5,18.18,143.0,19.05,77.3,75.8,67.3
Central Michigan,2022-01-11 19:00:00,340,68.00,8.5,18.18,152.5,20.00,21.7,72.0,80.5
Eastern Michigan,2022-01-11 19:00:00,-450,4.44,-8.5,18.18,152.5,16.67,78.3,80.5,72.0
Northern Illinois,2022-01-11 19:00:00,,,,,,,,,
Kent State,2022-01-11 19:00:00,,,,,,,,,
Toledo,2022-01-11 19:00:00,100,20.00,-1.0,19.05,152.0,17.39,47.8,76.5,75.5
Miami (OH),2022-01-11 19:00:00,-120,16.67,1.0,17.39,152.0,19.05,52.2,75.5,76.5
Bowling Green,2022-01-11 19:00:00,350,70.00,9.5,18.18,151.0,18.18,21.2,70.8,80.3
Ohio,2022-01-11 19:00:00,-475,4.21,-9.5,18.18,151.0,18.18,78.8,80.3,70.8
Texas Tech,2022-01-11 19:00:00,575,115.00,12.0,18.18,134.5,19.05,14.2,61.3,73.3
Baylor,2022-01-11 19:00:00,-850,2.35,-12.0,18.18,134.5,17.39,85.8,73.3,61.3
Eastern Kentucky,2022-01-11 19:00:00,-135,14.81,-2.5,18.18,147.0,17.39,55.3,74.8,72.3
North Alabama,2022-01-11 19:00:00,115,23.00,2.5,18.18,147.0,19.05,44.7,72.3,74.8
Pittsburgh,2022-01-11 19:00:00,410,82.00,10.5,18.18,140.5,18.18,18.7,65.0,75.5
Syracuse,2022-01-11 19:00:00,-575,3.48,-10.5,18.18,140.5,18.18,81.3,75.5,65.0
DePaul,2022-01-11 19:00:00,,,,,,,,,
Marquette,2022-01-11 19:00:00,,,,,,,,,
Massachusetts,2022-01-11 19:00:00,575,115.00,12.0,19.05,151.5,18.18,14.2,69.8,81.8
Davidson,2022-01-11 19:00:00,-850,2.35,-12.0,17.39,151.5,18.18,85.8,81.8,69.8
Saint Louis,2022-01-11 19:00:00,130,26.00,3.0,18.18,136.5,18.18,42.0,66.8,69.8
Dayton,2022-01-11 19:00:00,-150,13.33,-3.0,18.18,136.5,18.18,58.0,69.8,66.8
George Washington,2022-01-11 19:00:00,1000,200.00,16.5,18.18,129.0,19.05,8.7,56.3,72.8
VCU,2022-01-11 19:00:00,-2000,1.00,-16.5,18.18,129.0,17.39,91.3,72.8,56.3
St. Bonaventure,2022-01-11 19:00:00,-475,4.21,-9.5,17.39,142.5,20.00,78.8,76.0,66.5
La Salle,2022-01-11 19:00:00,350,70.00,9.5,19.05,142.5,16.67,21.2,66.5,76.0
Buffalo,2022-01-11 19:00:00,-1000,2.00,-14.0,20.00,151.5,20.00,87.2,82.8,68.8
Western Michigan,2022-01-11 19:00:00,650,130.00,14.0,16.67,151.5,16.67,12.8,68.8,82.8
Texas Rio Grande Valley,2022-01-11 19:30:00,650,130.00,13.5,17.39,152.0,18.18,12.8,69.3,82.8
Stephen F. Austin,2022-01-11 19:30:00,-1000,2.00,-13.5,19.05,152.0,18.18,87.2,82.8,69.3
Iowa State,2022-01-11 20:00:00,475,95.00,12.0,17.39,142.0,19.05,16.6,65.0,77.0
