player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Rasheed Walker,81798,T,GB,2,0,12,64.1,100.0,44,59.5,44,54.5,2,100.0,74,74,45.4,100.0,27,36.5,27
Elgton Jenkins,46298,G,GB,2,0,12,67.7,100.0,44,59.5,44,74.4,0,100.0,74,74,69.4,100.0,27,36.5,27
Josh Myers,59992,C,GB,2,0,12,53.7,100.0,44,59.5,44,54.7,0,100.0,74,74,53.2,100.0,27,36.5,27
Zach Tom,55443,T,GB,2,0,12,68.9,100.0,44,59.5,44,74.8,0,100.0,74,74,85.2,100.0,27,36.5,27
Joe Alt,147481,T,LAC,2,0,27,68.9,100.0,25,34.7,25,74.6,0,100.0,72,72,74.4,100.0,38,52.8,38
Bradley Bozeman,27934,C,LAC,2,0,27,66.9,100.0,25,34.7,25,59.8,0,100.0,72,72,55.4,100.0,38,52.8,38
Zion Johnson,99681,G,LAC,2,0,27,80.3,100.0,25,34.7,25,76.6,0,100.0,72,72,69.1,100.0,38,52.8,38
Trey Pipkins III,91462,G,LAC,2,0,27,60.7,100.0,25,34.7,25,68.8,0,100.0,72,72,71.4,100.0,38,52.8,38
Cesar Ruiz,59857,G,NO,2,0,20,77.9,100.0,12,16.7,12,75.2,0,100.0,72,72,72.0,100.0,51,70.8,51
Rashawn Slater,59971,T,LAC,2,0,27,62.6,100.0,25,34.7,25,75.7,0,100.0,72,72,79.3,100.0,38,52.8,38
Zach Frazier,123419,C,PIT,2,0,25,66.7,100.0,14,19.7,14,63.9,0,100.0,71,71,63.4,100.0,47,66.2,47
Erik McCoy,37347,C,NO,2,0,20,71.3,100.0,13,18.3,13,94.1,0,100.0,71,71,93.7,100.0,52,73.2,52
Trevor Penning,59963,T,NO,2,0,20,65.1,100.0,13,18.3,13,64.2,1,100.0,71,71,63.0,100.0,52,73.2,52
Dan Moore Jr.,60120,T,PIT,2,0,25,52.3,100.0,14,19.7,14,74.8,0,100.0,71,71,81.3,100.0,47,66.2,47
James Daniels,45576,G,PIT,2,0,25,67.6,100.0,14,19.7,14,90.5,0,100.0,71,71,91.1,100.0,47,66.2,47
Taliese Fuaga,131732,T,NO,2,0,20,77.9,100.0,13,18.3,13,67.1,1,100.0,71,71,66.6,100.0,52,73.2,52
Spencer Anderson,81719,G,PIT,2,0,25,52.5,100.0,14,19.7,14,55.0,0,100.0,71,71,57.8,100.0,47,66.2,47
Mike Onwenu,27357,T,NE,2,0,19,52.4,100.0,35,50.0,35,51.3,0,100.0,70,70,53.5,100.0,28,40.0,28
David Andrews,9948,C,NE,2,0,19,62.8,100.0,35,50.0,35,66.6,0,100.0,70,70,66.2,100.0,28,40.0,28
Michael Jordan,28021,G,NE,2,0,19,48.8,100.0,35,50.0,35,49.8,0,100.0,70,70,54.6,100.0,28,40.0,28
Layden Robinson,99057,G,NE,2,0,19,63.0,100.0,35,50.0,35,63.5,0,100.0,70,70,62.6,100.0,28,40.0,28
Landon Dickerson,41712,G,PHI,2,0,24,63.9,100.0,22,31.9,22,73.8,1,100.0,69,69,77.6,100.0,37,53.6,37
Lane Johnson,7786,T,PHI,2,0,24,76.1,100.0,22,31.9,22,80.9,0,100.0,69,69,80.1,100.0,37,53.6,37
Cam Jurgens,84014,C,PHI,2,0,24,58.6,100.0,22,31.9,22,71.0,0,100.0,69,69,80.0,100.0,37,53.6,37
Mekhi Becton,59818,G,PHI,2,0,24,74.8,100.0,22,31.9,22,70.2,0,100.0,69,69,66.3,100.0,37,53.6,37
Jordan Mailata,66916,T,PHI,2,0,24,65.7,100.0,22,31.9,22,76.1,0,100.0,69,69,79.3,100.0,37,53.6,37
DeVonta Smith,61100,WR,PHI,2,0,24,61.0,100.0,22,31.9,22,59.1,0,100.0,69,69,62.9,100.0,37,53.6,37
Jacoby Brissett,10725,QB,NE,2,0,19,60.3,100.0,35,52.2,35,60.3,0,95.7,67,70,60.0,100.0,28,41.8,28
