player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,MIA,2,1,0,17,71.9,0,0,31,91.7,12.9,4,0,3.2,1,36,33,1,1,71.1,0,0,18,94.7,16.7,3,0.0,0,19,18,0
Brandon Graham,5538,ED,PHI,2,0,0,24,72.2,0,5,26,88.9,15.4,4,1,9.6,0,36,32,5,0,68.9,0,3,10,85.7,30.0,3,15.0,0,14,12,3
Jerry Hughes,5556,ED,HST,2,0,0,13,51.9,0,0,9,90.9,0.0,0,0,0.0,0,11,10,0,0,53.4,0,0,3,80.0,0.0,0,0.0,0,5,4,0
Linval Joseph,5571,DI,DAL,2,0,0,9,60.4,0,0,12,100.0,0.0,0,0,0.0,0,15,15,0,0,71.2,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Von Miller,6154,ED,BUF,2,0,0,4,82.1,0,7,41,95.3,22.0,9,0,13.4,2,43,41,9,0,83.2,0,4,18,90.0,33.3,6,22.2,2,20,18,6
Cameron Jordan,6176,ED,NO,2,1,0,20,51.7,0,1,42,97.8,2.4,1,0,1.2,0,45,44,1,1,56.8,0,0,18,100.0,5.6,1,0.0,0,18,18,0
Cameron Heyward,6183,DI,PIT,2,0,0,25,66.7,2,5,42,100.0,9.5,4,0,10.7,1,47,47,8,0,67.1,2,4,22,100.0,9.1,2,18.2,1,27,27,7
Bobby Wagner,7050,LB,WAS,2,0,0,32,58.6,0,1,8,11.6,12.5,1,0,6.3,0,69,8,1,0,64.3,0,1,4,12.1,25.0,1,12.5,0,33,4,1
Lavonte David,7060,LB,TB,2,0,0,30,69.8,1,3,11,11.5,27.3,3,0,18.2,0,96,11,4,0,81.2,1,2,7,15.2,42.9,3,21.4,0,46,7,3
Demario Davis,7079,LB,NO,2,0,0,20,71.3,0,0,6,9.2,0.0,0,0,16.7,1,76,7,1,0,52.7,0,0,3,8.8,0.0,0,0.0,0,34,3,0
