team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,2,44,2,3,44,94.3,5,0
CAR,5,2,68,1,8,68,93.4,9,0
IND,14,2,60,0,9,60,90.8,10,1
NYJ,22,2,64,2,6,64,90.6,10,2
GB,12,2,56,2,7,56,90.2,10,1
BUF,4,2,50,0,11,50,89.0,11,0
WAS,32,2,72,2,15,72,88.2,17,0
LAC,27,2,51,3,5,51,88.2,10,2
NYG,21,2,80,7,8,80,88.1,17,2
KC,16,2,63,4,7,63,88.1,13,2
BLT,3,2,86,0,15,86,87.8,18,3
MIA,17,2,89,3,11,89,87.6,18,4
PHI,24,2,73,2,15,73,87.0,18,1
CIN,7,2,76,1,13,76,85.5,18,4
SEA,29,2,75,5,10,75,84.7,19,4
TB,30,2,62,2,9,62,84.7,15,4
DAL,9,2,81,0,13,81,84.6,19,6
DET,11,2,89,8,16,89,84.3,26,2
CHI,6,2,80,1,15,80,83.7,21,5
SF,28,2,79,4,18,79,83.5,24,2
DEN,10,2,90,6,20,90,83.3,28,2
HST,13,2,77,1,13,77,83.1,20,6
CLV,8,2,94,10,22,94,83.0,32,0
MIN,18,2,57,1,15,57,82.5,18,2
ARZ,1,2,64,1,14,64,82.0,19,4
PIT,25,2,55,5,9,55,81.8,17,3
JAX,15,2,61,1,10,61,81.1,17,6
LV,23,2,83,2,12,83,80.7,23,9
NE,19,2,61,6,18,61,77.0,26,2
LA,26,2,83,11,16,83,76.5,33,6
ATL,2,2,58,5,15,58,75.9,24,4
TEN,31,2,73,7,22,73,74.7,33,4
