player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Deshaun Watson,11767,QB,CLV,2,-7.37,0,94,8,71.9,64,71,8.2,3.24,0,2,2.6,53.5,38,42,17.4,86,91.5,8,15,,53.9,65.7,81.8,68.0,,51.4,4,2,94,19.0,57.9,9.3,8,7,0,3,1,1,1.1,311,4.4,74.6,59,60,6.4,2.97,0,1,1.6,60.0,36,28,18.2,73,77.7,8,15,,48.4,65.7,81.3,68.5,,51.4,1,2,78,21.4,64.2,8.2,6,7,0,0,1,1,1.3,294,4.9,76.9,13,19,9.1,3.73,0,1,4.5,52.6,10,14,0.0,21,22.3,0,2,,76.1,65.1,75.3,64.6,,,3,0,24,14.3,59.3,9.5,2,0,0,3,0,0,0.0,61,3.2,0,100.0,8,8,-3.1,2.08,0,0,0.0,100.0,8,0,0.0,8,8.5,0,2,,70.3,66.7,71.5,66.1,,,0,0,8,,89.6,0.0,0,0,0,0,0,0,0.0,44,5.5,-1.69
Bo Nix,97790,QB,DEN,2,-5.46,0,90,10,66.7,60,66,9.6,3.12,2,2,2.8,53.0,35,38,12.5,77,85.6,5,17,,83.8,41.9,13.1,40.6,,64.8,2,4,82,10.5,42.2,5.2,4,7,0,2,0,4,4.9,335,5.1,72.7,55,59,7.1,2.79,2,1,1.6,61.0,36,33,10.0,71,78.9,4,16,,83.1,47.0,8.9,45.0,,66.8,1,3,74,12.1,52.6,5.6,4,6,0,1,0,3,4.1,295,5.0,68.8,16,18,9.7,3.33,0,1,5.0,55.6,10,6,9.1,19,21.1,1,2,,75.4,44.4,74.9,46.2,,58.3,1,1,21,0.0,45.8,0.0,0,1,0,1,0,1,4.8,89,4.9,0,100.0,11,11,-3.2,1.61,0,0,0.0,100.0,11,1,0.0,13,14.4,0,1,,72.8,64.4,73.2,63.9,,,0,0,13,0.0,85.2,0.0,0,0,0,0,0,0,0.0,49,4.5,-0.06
Jared Goff,10635,QB,DET,2,9.68,0,90,11,63.4,71,75,8.3,2.63,1,1,1.3,60.0,45,29,0.0,81,90.0,0,23,,83.7,44.1,81.8,42.9,,64.3,1,3,83,6.9,67.4,2.5,2,3,1,1,1,4,4.8,496,6.6,63.3,60,63,6.1,2.33,1,0,0.0,60.3,38,20,0.0,67,74.4,0,15,,82.4,43.1,81.4,42.2,,60.6,0,3,69,5.0,58.5,1.5,1,2,1,1,1,2,2.9,313,5.0,77.8,18,20,10.6,3.01,0,1,5.0,70.0,14,9,0.0,23,25.6,0,9,,75.9,54.9,75.2,53.4,,62.6,1,0,23,11.1,104.4,4.3,1,1,0,1,0,2,8.7,211,10.6,0,100.0,7,8,-4.4,1.38,0,0,0.0,87.5,7,0,0.0,9,10.0,0,1,,70.9,56.7,71.9,56.8,,,0,0,9,,81.3,0.0,0,0,0,1,0,0,0.0,28,3.5,5.58
Lamar Jackson,46416,QB,BLT,2,21.67,0,88,3,70.9,55,65,11.0,3.18,3,1,1.4,60.0,39,20,0.0,78,88.6,0,28,,54.5,70.3,20.7,67.1,,71.2,2,1,85,15.0,85.9,3.8,3,10,2,3,2,2,2.4,467,7.2,70.0,50,60,9.7,3.18,3,1,1.6,58.3,35,17,0.0,71,80.7,0,22,,84.4,68.5,17.5,66.4,,68.2,2,1,77,11.8,77.5,2.8,2,9,2,3,1,1,1.3,406,6.8,85.7,14,15,6.1,2.34,1,0,0.0,80.0,12,3,0.0,17,19.3,0,8,,22.7,71.9,74.5,67.0,,65.6,0,0,19,33.3,120.6,5.9,1,1,0,0,1,1,5.3,114,7.6,0,88.9,9,10,-4.2,1.69,1,0,0.0,80.0,8,0,0.0,10,11.4,0,2,,71.9,65.7,72.6,65.2,,,0,0,11,,88.8,0.0,0,0,0,0,0,0,0.0,53,5.3,0.83
Gardner Minshew,41401,QB,LV,2,18.17,0,83,23,82.1,56,59,7.3,2.92,0,2,3.2,76.3,45,25,2.2,71,85.5,1,26,,37.8,68.2,80.9,70.1,,45.1,0,2,75,36.0,97.9,12.7,9,3,0,3,2,2,2.7,497,8.4,81.5,54,58,6.6,2.71,1,2,3.3,74.1,43,22,2.3,69,83.1,1,22,,36.2,67.2,80.8,69.3,,45.1,0,2,72,36.4,87.8,11.6,8,3,0,3,1,2,2.8,453,7.8,92.3,13,13,1.4,2.61,0,0,0.0,92.3,12,4,0.0,14,16.9,0,4,,73.5,69.3,73.7,68.5,,,0,0,15,25.0,117.9,7.1,1,0,0,0,1,0,0.0,80,6.2,0,90.9,11,12,-3.5,1.36,1,0,0.0,83.3,10,1,0.0,12,14.5,0,0,,72.4,66.1,72.9,65.5,,,0,0,12,0.0,79.2,0.0,0,0,0,0,0,0,0.0,36,3.0,-1.66
Matthew Stafford,4924,QB,LA,2,6.25,0,83,26,76.5,68,70,7.3,2.8,1,0,0.0,70.0,49,29,5.8,77,92.8,3,23,,47.2,52.7,81.4,52.4,,,0,1,79,24.1,90.2,9.1,7,0,0,1,1,4,5.1,521,7.4,74.2,62,64,6.8,2.65,1,0,0.0,68.8,44,26,4.3,70,84.3,2,19,,43.6,47.0,81.2,46.8,,,0,1,71,23.1,82.0,8.6,6,0,0,1,0,4,5.6,448,7.0,91.7,12,12,4.0,3.09,0,0,0.0,75.0,9,3,18.2,13,15.7,2,5,,73.2,76.7,73.5,75.3,,,0,0,14,33.3,121.9,7.7,1,0,0,0,1,0,0.0,85,7.1,0,83.3,6,6,-4.3,1.73,0,0,0.0,66.7,4,0,20.0,6,7.2,1,1,,68.9,58.7,70.6,58.7,,,0,0,6,,70.1,0.0,0,0,0,0,0,0,0.0,12,2.0,0.08
Daniel Jones,39395,QB,NYG,2,-5.36,0,80,21,70.4,54,62,8.9,3.0,1,1,1.5,53.2,33,28,13.2,71,88.8,5,19,,84.1,64.7,13.0,61.3,,73.1,1,1,76,21.4,73.3,8.5,6,3,0,6,2,1,1.3,339,5.5,73.5,49,56,6.5,2.72,1,1,1.7,55.4,31,21,13.9,63,78.8,5,16,,83.4,66.2,8.3,62.0,,75.2,1,2,67,19.0,67.0,6.3,4,2,0,5,2,1,1.5,292,5.2,61.5,13,14,9.8,3.14,0,0,0.0,50.0,7,8,12.5,17,21.3,1,4,,74.5,57.2,74.3,58.5,,58.3,0,0,18,25.0,65.2,11.8,2,1,0,1,0,0,0.0,72,5.1,0,75.0,8,8,-4.4,1.3,0,0,0.0,62.5,5,1,16.7,9,11.3,1,1,,70.9,59.5,71.9,59.4,,,0,1,9,0.0,27.6,0.0,0,0,0,0,0,0,0.0,25,3.1,-0.07
Caleb Williams,144622,QB,CHI,2,-23.64,0,80,6,65.2,46,54,9.8,2.99,2,0,0.0,50.0,27,27,10.0,66,82.5,3,13,,47.2,43.2,13.1,42.9,,61.2,2,2,72,25.9,47.1,10.6,7,5,0,4,0,5,6.9,244,4.5,70.0,50,55,7.7,2.75,2,0,0.0,60.0,33,20,5.7,66,82.5,2,12,,46.8,43.1,12.6,42.7,,61.2,1,2,71,30.0,54.2,9.1,6,5,0,2,0,5,7.0,228,4.1,71.4,7,11,2.1,3.11,1,0,0.0,36.4,4,9,20.0,14,17.5,1,2,,73.5,54.1,73.7,54.4,,,1,0,15,33.3,47.2,21.4,3,0,0,2,0,0,0.0,39,3.5,0,90.9,11,12,-4.6,1.96,1,0,0.0,83.3,10,2,0.0,14,17.5,0,1,,73.2,54.3,73.5,54.5,,,0,0,14,100.0,79.2,14.3,2,0,0,0,0,0,0.0,23,1.9,-0.6
Dak Prescott,10769,QB,DAL,2,19.29,0,79,9,68.3,63,66,9.9,2.69,2,1,1.4,62.1,41,21,4.7,73,92.4,2,20,,47.1,54.3,81.4,52.0,,70.4,0,2,77,28.6,79.5,8.2,6,1,1,0,2,4,5.2,447,6.8,67.9,53,56,10.3,2.52,2,1,1.7,60.7,34,16,5.6,62,78.5,2,15,,42.0,53.2,81.0,52.3,,61.6,0,2,66,31.3,67.3,8.1,5,0,1,0,1,3,4.5,317,5.7,80.0,15,15,4.1,2.78,0,0,0.0,80.0,12,5,0.0,17,21.5,0,6,,74.5,61.3,74.3,56.6,,65.6,0,0,18,20.0,131.9,5.9,1,1,0,0,1,1,5.6,155,10.3,0,100.0,5,5,-3.6,1.23,0,0,0.0,100.0,5,0,0.0,6,7.6,0,1,,69.6,60.5,71.1,60.3,,,0,0,7,,87.5,0.0,0,0,0,0,0,0,0.0,25,5.0,4.67
Brock Purdy,77672,QB,SF,2,-11.18,0,78,28,75.0,60,61,10.1,3.02,0,2,3.2,72.1,44,27,2.2,72,92.3,1,30,,37.1,78.7,81.8,75.8,60.0,70.5,0,1,74,29.6,92.4,11.1,8,3,0,1,0,3,4.1,542,8.9,76.8,56,57,9.3,2.82,0,2,3.4,73.7,42,23,2.3,68,87.2,1,27,,34.3,76.0,81.6,74.3,,62.0,0,1,69,30.4,97.0,10.3,7,2,0,1,1,3,4.3,478,8.4,62.5,8,8,9.4,3.5,0,0,0.0,62.5,5,4,0.0,10,12.8,0,4,,71.9,71.5,72.9,65.8,60.0,65.6,0,0,11,25.0,91.7,10.0,1,1,0,0,0,0,0.0,72,9.0,0,75.0,4,4,-2.0,1.5,0,0,0.0,75.0,3,0,0.0,6,7.7,0,1,,68.9,53.2,70.6,53.6,,,0,0,6,,116.7,0.0,0,0,0,0,1,0,0.0,8,2.0,0.61
