player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Jason Pinnock,56144,S,NYG,2,0,21,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,3.2,2,63,2,100.0,0,0,0,0,50.0,1,1,100.0,1,1,0,2,2,0
Eric Kendricks,9478,LB,DAL,2,0,9,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,5.3,3,57,2,66.7,0,0,0,0,33.3,1,1,100.0,1,0,0,2,1,0
Alontae Taylor,83469,CB,NO,2,0,20,0,0,0,0,0,0,20.0,1,1,100.0,1,1,0,0,6.8,5,74,3,60.0,0,0,0,0,80.0,4,2,50.0,2,2,0,3,3,0
Javon Bullard,146726,S,GB,2,0,12,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.5,1,67,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Mike Jackson,50437,CB,CAR,2,0,5,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.1,1,48,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tariq Woolen,61790,CB,SEA,2,0,29,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.2,1,83,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Antonio Johnson,124326,S,JAX,2,0,15,1,0,0,1,0,1,100.0,1,1,50.0,0,0,0,1,1.2,1,82,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jack Sanborn,82566,LB,CHI,2,0,6,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,50.0,2,4,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
J.T. Gray,51495,S,NO,2,0,20,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,14.3,1,7,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Christian Izien,83360,S,TB,2,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.4,1,73,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Quentin Lake,56245,S,LA,2,0,26,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.7,1,58,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Zaire Franklin,49834,LB,IND,2,0,14,1,3,0,1,1,1,50.0,2,2,50.0,0,0,0,1,10.7,6,56,4,33.3,0,0,1,0,50.0,2,1,25.0,0,0,0,0,0,0
Junior Colson,124827,LB,LAC,2,0,27,0,2,0,0,1,1,66.7,2,1,25.0,0,0,0,1,10.3,3,29,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Raekwon McMillan,11809,LB,NE,1,0,19,0,2,0,0,1,0,33.3,1,1,50.0,0,0,0,0,12.5,3,24,2,33.3,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0,0
Keisean Nixon,56167,CB,GB,2,0,12,1,1,0,1,1,0,100.0,3,2,33.3,0,0,0,0,4.5,3,66,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Denzel Perryman,9481,LB,LAC,2,0,27,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,10.3,3,29,1,33.3,0,0,0,0,100.0,3,1,33.3,1,1,0,1,1,0
Amani Hooker,51378,S,TEN,2,0,31,1,1,0,1,1,0,100.0,3,2,33.3,0,0,0,0,4.5,3,66,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Mike Hughes,34057,CB,ATL,2,0,2,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,4.2,2,48,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Logan Wilson,29623,LB,CIN,2,0,7,2,0,0,1,0,0,66.7,2,1,25.0,0,0,0,0,6.6,4,61,2,25.0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Tyrann Mathieu,7850,S,NO,2,0,20,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,3.3,2,60,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Troy Reeder,38268,LB,LA,2,0,26,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.5,2,57,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
