player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cooper Kupp,11824,WR,LA,2,27,0,26,3.5,0,62.5,50.0,1,2,16.7,1,2,0,45.8,54.8,0,9,0.0,0,27,5,96.3,26,106.3,8,30.8,1,20,16,3.2,4.0,0.77,0,8.6,4,72.2,0.0,0,1,0.0,0,5,0,80.0,84.5,0,24,0.0,0,38,13,100.0,38,91.7,18,47.4,0,127,48,3.7,9.8,3.34
Amon-Ra St. Brown,84470,WR,DET,2,24,0,11,8.8,0,75.0,50.0,1,2,0.0,0,3,0,70.5,69.6,0,15,0.0,0,14,3,100.0,14,93.8,4,28.6,0,28,8,2.7,9.3,2.0,0,7.4,5,58.8,0.0,0,3,0.0,0,3,0,78.0,62.8,0,20,0.0,0,63,10,98.4,62,72.7,17,27.4,0,88,30,3.0,8.8,1.42
Malik Nabers,146759,WR,NYG,2,24,0,21,11.3,0,71.4,0.0,0,1,0.0,0,5,0,73.4,92.2,0,28,0.0,0,14,5,71.4,10,152.4,7,70.0,1,86,50,10.0,17.2,8.6,0,10.7,2,66.7,50.0,1,2,9.1,1,4,0,58.5,65.5,0,25,0.0,0,57,10,98.2,56,87.4,15,26.8,0,107,56,5.6,10.7,1.91
Jameson Williams,101701,WR,DET,2,19,0,11,18.7,1,100.0,,0,0,0.0,0,2,0,70.5,81.7,0,50,0.0,0,14,3,100.0,14,118.8,3,21.4,0,87,31,10.3,29.0,6.21,0,12.0,1,46.7,0.0,0,2,0.0,0,3,0,75.6,66.6,1,52,0.0,0,59,7,98.3,58,66.8,15,25.9,1,113,51,7.3,16.1,1.95
Deebo Samuel,48274,WR,SF,2,19,0,28,10.0,0,50.0,,0,0,0.0,0,1,0,68.3,61.7,0,15,0.0,0,18,2,94.4,17,61.5,4,23.5,0,17,5,2.5,8.5,1.0,0,10.1,1,73.3,50.0,2,4,0.0,0,8,0,78.7,91.2,0,28,0.0,0,46,11,95.7,44,104.0,15,34.1,0,147,46,4.2,13.4,3.34
Jaxon Smith-Njigba,129758,WR,SEA,2,18,0,29,11.3,0,75.0,50.0,1,2,0.0,0,4,0,74.6,74.5,0,19,0.0,0,35,6,85.7,30,100.5,8,26.7,0,69,34,5.7,11.5,2.3,0,9.6,2,75.0,66.7,2,3,14.3,1,3,0,54.5,68.4,0,24,0.0,0,33,6,93.9,31,94.3,8,25.8,0,57,19,3.2,9.5,1.84
Zay Flowers,97268,WR,BLT,2,18,0,3,14.3,0,33.3,33.3,1,3,0.0,0,2,0,68.3,59.8,0,19,0.0,0,24,2,95.8,23,56.3,6,26.1,0,38,2,1.0,19.0,1.65,0,4.1,1,85.7,,0,0,0.0,0,1,0,76.5,57.9,0,21,0.0,0,45,6,88.9,40,89.3,7,17.5,0,38,27,4.5,6.3,0.95
Davante Adams,8688,WR,LV,2,18,0,23,11.8,0,40.0,66.7,2,3,33.3,1,2,0,29.9,62.2,0,11,0.0,0,12,2,100.0,12,87.5,5,41.7,1,12,0,0.0,6.0,1.0,0,11.3,0,91.7,100.0,2,2,0.0,0,5,0,78.7,77.3,0,30,0.0,0,51,11,92.2,47,114.9,12,25.5,0,139,29,2.6,12.6,2.96
Tyreek Hill,10799,WR,MIA,2,18,0,17,15.6,3,33.3,0.0,0,1,0.0,0,2,0,70.5,75.1,0,80,0.0,0,30,3,90.0,27,109.5,9,33.3,1,92,56,18.7,30.7,3.41,0,10.3,0,75.0,100.0,1,1,0.0,0,4,0,74.6,68.7,0,21,0.0,0,32,6,100.0,32,98.4,8,25.0,0,65,46,7.7,10.8,2.03
Nico Collins,61441,WR,HST,2,18,0,13,12.3,0,100.0,,0,0,0.0,0,3,0,70.5,91.0,0,18,0.0,0,8,3,100.0,8,118.8,3,37.5,0,50,13,4.3,16.7,6.25,0,14.5,1,76.9,100.0,2,2,9.1,1,8,0,58.5,84.8,0,55,0.0,0,55,10,96.4,53,118.3,13,24.5,0,174,33,3.3,17.4,3.28
DeVonta Smith,61100,WR,PHI,2,18,0,24,7.7,2,57.1,33.3,1,3,0.0,0,2,0,72.1,65.8,1,16,0.0,0,23,4,91.3,21,33.9,7,33.3,0,40,23,5.8,10.0,1.9,0,11.6,2,90.0,100.0,1,1,0.0,0,6,0,77.3,85.3,1,25,0.0,0,43,9,93.0,40,74.2,10,25.0,0,113,30,3.3,12.6,2.83
DJ Moore,48267,WR,CHI,2,17,0,6,9.5,1,66.7,100.0,1,1,0.0,0,3,0,72.1,72.5,1,19,0.0,0,23,4,95.7,22,51.4,6,27.3,0,48,37,9.3,12.0,2.18,0,6.2,1,63.6,0.0,0,2,0.0,0,2,0,75.6,62.9,0,13,0.0,0,53,7,94.3,50,70.6,11,22.0,0,41,26,3.7,5.9,0.82
