player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jordan Howden,83305,S,NO,1,1,,1.0,20,0,39.6,0,1,0,0,0,0.0
Damar Hamlin,43291,S,BUF,2,5,,5.0,4,0,39.6,0,1,0,0,0,0.0
Isaiah Pola-Mao,60781,S,LV,1,3,,3.0,23,0,39.6,0,1,0,0,0,0.0
Levi Wallace,25445,CB,DEN,1,2,,2.0,10,0,39.6,0,1,0,0,0,0.0
Bryan Cook,55940,S,KC,2,14,,7.0,16,0,39.6,0,2,0,0,0,0.0
Nate Hobbs,55948,CB,LV,2,40,,20.0,23,0,39.6,0,2,0,0,0,0.0
Jamien Sherwood,83175,LB,NYJ,2,5,,5.0,22,0,39.6,0,1,0,0,0,0.0
DeShon Elliott,28854,S,PIT,2,25,,12.5,25,0,39.6,0,2,0,0,0,0.0
Isaiah McDuffie,57754,LB,GB,2,20,,10.0,12,0,39.6,0,2,0,0,0,0.0
Terrion Arnold,146603,CB,DET,2,8,,4.0,11,0,39.6,0,2,0,0,0,0.0
Jimmie Ward,8665,S,HST,2,19,,9.5,13,0,39.6,0,2,0,0,0,0.0
Ji'Ayir Brown,129767,S,SF,2,9,,9.0,28,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,2,2,,1.0,23,0,39.6,0,2,0,0,0,0.0
Quandre Diggs,9633,S,TEN,2,2,,2.0,31,0,39.6,0,1,0,0,0,0.0
Damone Clark,81282,LB,DAL,2,3,,3.0,9,0,39.6,0,1,0,0,0,0.0
Junior Colson,124827,LB,LAC,2,8,,4.0,27,0,39.6,0,2,0,0,0,0.0
Antonio Johnson,124326,S,JAX,2,6,,6.0,15,0,39.6,0,1,0,0,0,0.0
Will Harris,51336,S,NO,2,15,,15.0,20,0,39.6,0,1,0,0,0,0.0
Krys Barnes,42548,LB,ARZ,2,5,,5.0,1,0,39.6,0,1,0,0,0,0.0
Rodney McLeod,7271,S,CLV,2,9,,9.0,8,0,39.6,0,1,0,0,0,0.0
