player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Matt Prater,3471,K,ARZ,2,0,1,1,100.0,1,1,100.0,1,78.6,0,0,,7,7,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0
Nick Folk,3794,K,TEN,2,0,0,0,,2,2,100.0,31,67.9,0,0,,4,4,100.0,0,0,0,,2,2,100.0,0,0,
Graham Gano,5443,K,NYG,1,0,1,1,100.0,0,0,,21,66.1,0,0,,0,0,,0,0,0,,2,2,100.0,1,1,100.0
Greg Zuerlein,7163,K,NYJ,2,0,0,0,,0,0,,22,65.3,0,0,,4,4,100.0,0,1,1,100.0,1,1,100.0,0,0,
Justin Tucker,7604,K,BLT,2,0,2,0,0.0,2,2,100.0,3,51.7,0,0,,4,4,100.0,0,2,2,100.0,7,5,71.4,1,1,100.0
Dustin Hopkins,7958,K,CLV,2,0,2,2,100.0,1,1,100.0,8,76.0,0,0,,3,3,100.0,0,1,1,100.0,4,4,100.0,0,0,
Cairo Santos,8932,K,CHI,2,0,3,3,100.0,1,1,100.0,6,80.0,0,0,,2,2,100.0,0,0,0,,5,5,100.0,1,1,100.0
Chris Boswell,8990,K,PIT,2,0,4,4,100.0,2,2,100.0,25,90.4,0,0,,1,1,100.0,0,0,0,,8,8,100.0,2,2,100.0
Jason Myers,10207,K,SEA,2,0,1,1,100.0,1,1,100.0,29,85.0,0,0,,4,4,100.0,0,2,2,100.0,5,5,100.0,1,1,100.0
Wil Lutz,11096,K,DEN,2,0,0,0,,1,1,100.0,10,67.8,0,0,,1,1,100.0,0,3,3,100.0,5,5,100.0,1,1,100.0
Ka'imi Fairbairn,11161,K,HST,2,0,6,6,100.0,1,1,100.0,13,92.2,0,0,,3,3,100.0,0,0,0,,7,7,100.0,0,0,
Jake Elliott,11908,K,PHI,2,0,0,0,,0,0,,24,66.7,0,0,,5,5,100.0,0,1,1,100.0,4,4,100.0,3,3,100.0
Harrison Butker,11988,K,KC,2,0,1,1,100.0,0,0,,16,76.5,1,1,100.0,5,5,100.0,0,2,2,100.0,4,4,100.0,0,0,
Younghoe Koo,12042,K,ATL,2,0,0,0,,0,0,,2,80.3,0,0,,2,2,100.0,0,2,2,100.0,4,4,100.0,2,2,100.0
Austin Seibert,13701,K,WAS,1,0,0,0,,1,1,100.0,32,74.2,0,0,,0,0,,0,2,2,100.0,7,7,100.0,4,4,100.0
Daniel Carlson,28121,K,LV,2,0,2,2,100.0,1,0,0.0,23,70.2,0,0,,3,3,100.0,0,2,2,100.0,6,5,83.3,1,1,100.0
Jason Sanders,29578,K,MIA,2,0,1,1,100.0,1,0,0.0,17,64.6,0,0,,3,3,100.0,0,2,2,100.0,4,3,75.0,0,0,
Tyler Bass,33010,K,BUF,2,0,0,0,,2,1,50.0,4,60.7,0,0,,8,8,100.0,0,2,2,100.0,4,3,75.0,0,0,
Chase McLaughlin,33285,K,TB,2,0,2,2,100.0,0,0,,30,80.0,0,0,,6,6,100.0,0,2,2,100.0,5,5,100.0,1,1,100.0
Joey Slye,39235,K,NE,2,0,0,0,,1,0,0.0,19,66.8,0,0,,3,3,100.0,0,3,3,100.0,6,5,83.3,2,2,100.0
Eddy Pineiro,44140,K,CAR,2,0,0,0,,1,1,100.0,5,65.8,0,0,,1,1,100.0,0,1,1,100.0,2,2,100.0,0,0,
Blake Grupe,57502,K,NO,2,0,2,2,100.0,1,1,100.0,20,80.9,0,0,,11,10,90.9,0,1,1,100.0,5,5,100.0,1,1,100.0
Matt Gay,57643,K,IND,1,0,1,0,0.0,0,0,,14,50.0,0,0,,1,1,100.0,0,1,1,100.0,2,1,50.0,0,0,
Jamie Gillan,63303,P,NYG,1,0,0,0,,0,0,,21,54.4,0,0,,1,0,0.0,0,0,0,,0,0,,0,0,
Cameron Dicker,77069,K,LAC,2,0,1,1,100.0,2,2,100.0,27,60.4,0,0,,4,3,75.0,0,0,0,,5,5,100.0,2,2,100.0
Brayden Narveson,77073,K,GB,2,0,0,0,,4,2,50.0,12,50.9,0,0,,3,3,100.0,0,2,2,100.0,8,6,75.0,2,2,100.0
Evan McPherson,82583,K,CIN,2,0,2,2,100.0,1,1,100.0,7,62.5,0,0,,3,2,66.7,0,1,1,100.0,5,5,100.0,1,1,100.0
Jake Moody,82603,K,SF,2,0,2,2,100.0,2,2,100.0,28,76.8,0,0,,4,4,100.0,0,2,2,100.0,7,7,100.0,1,1,100.0
Will Reichard,98965,K,MIN,2,0,0,0,,0,0,,18,67.0,0,0,,6,6,100.0,0,1,1,100.0,3,3,100.0,2,2,100.0
