player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,2,7.2,4,66.7,25.0,1,4,0,5.3,1,7,26,0,68.7,74.7,71.7,,73.1,0.0,0,0,24,0.0,0,72,0,18,97.2,70,69.4,50,92.7,27,1,30.6,22,147,64,3.6,8.2,2.1
Amon-Ra St. Brown,84470,WR,DET,2,8.2,6,58.3,14.3,1,7,0,0.0,0,7,11,0,80.6,72.7,67.2,,66.0,0.0,0,1,20,0.0,0,87,0,14,97.7,85,60.9,53,56.3,24,0,37.9,33,132,38,2.7,9.4,1.55
Malik Nabers,146759,WR,NYG,2,10.2,2,62.5,33.3,1,3,0,11.8,2,9,21,0,51.2,73.0,73.1,,73.7,0.0,0,0,28,0.0,0,82,1,15,93.9,77,13.4,11,101.6,24,1,86.6,71,193,106,7.1,12.9,2.51
Jameson Williams,101701,WR,DET,2,13.3,2,52.6,0.0,0,2,0,0.0,0,5,11,0,78.0,72.3,71.6,,69.8,0.0,0,1,52,0.0,0,85,0,10,97.6,83,28.2,24,85.4,19,1,71.8,61,200,82,8.2,20.0,2.41
Deebo Samuel,48274,WR,SF,2,10.1,1,68.4,50.0,2,4,0,0.0,0,9,28,0,80.0,76.4,79.8,,85.5,0.0,0,0,28,0.0,0,70,2,13,95.7,67,35.7,25,95.1,19,0,52.9,37,164,51,3.9,12.6,2.45
Jaxon Smith-Njigba,129758,WR,SEA,2,9.8,2,77.8,60.0,3,5,0,6.7,1,7,29,0,66.7,73.3,70.9,,72.1,0.0,0,0,24,0.0,0,77,0,14,89.6,69,84.4,65,98.1,18,0,15.6,12,136,54,3.9,9.7,1.97
Zay Flowers,97268,WR,BLT,2,8.1,2,72.2,33.3,1,3,0,0.0,0,5,3,0,81.1,73.9,66.3,,63.5,0.0,0,0,21,0.0,0,93,0,13,91.4,85,30.1,28,110.4,18,1,68.8,64,128,55,4.2,9.8,1.51
Davante Adams,8688,WR,LV,2,11.6,0,77.8,80.0,4,5,0,6.7,1,8,23,0,64.4,72.7,72.0,,72.8,0.0,0,0,30,0.0,0,85,0,14,95.3,81,27.1,23,124.3,18,1,72.9,62,169,34,2.4,12.1,2.09
Tyreek Hill,10799,WR,MIA,2,11.9,5,55.6,50.0,1,2,0,0.0,0,6,17,0,78.0,72.7,72.0,,72.3,0.0,0,0,80,0.0,0,69,1,10,95.7,66,42.0,29,102.5,18,1,55.1,38,154,106,10.6,15.4,2.33
Nico Collins,61441,WR,HST,2,13.6,2,77.8,100.0,2,2,0,6.7,1,12,13,0,64.4,72.7,89.7,,90.5,0.0,0,0,55,0.0,0,71,2,14,95.8,68,15.5,11,137.3,18,1,84.5,60,252,59,4.2,18.0,3.71
DeVonta Smith,61100,WR,PHI,2,10.3,4,77.8,50.0,2,4,0,0.0,0,9,24,0,80.6,72.7,80.6,,80.3,0.0,0,2,25,0.0,0,79,0,14,93.7,74,55.7,44,82.6,18,1,44.3,35,160,53,3.8,11.4,2.16
DJ Moore,48267,WR,CHI,2,7.4,2,64.7,33.3,1,3,0,0.0,0,5,6,0,78.7,72.1,67.7,,66.2,0.0,0,1,19,0.0,0,83,0,11,92.8,77,24.1,20,53.3,17,0,74.7,62,89,63,5.7,8.1,1.16
D.K. Metcalf,47864,WR,SEA,2,10.7,2,76.5,50.0,2,4,1,13.3,2,5,29,0,48.0,72.3,66.4,,67.9,1.2,1,0,56,0.0,0,83,3,13,86.7,72,15.7,13,124.1,17,1,83.1,69,158,65,5.0,12.2,2.19
Garrett Wilson,97405,WR,NYJ,2,9.5,4,58.8,40.0,2,5,0,9.1,1,6,22,0,58.9,71.7,74.1,,72.6,0.0,0,1,26,0.0,0,66,1,10,97.0,64,33.3,22,55.3,17,0,66.7,44,117,45,4.5,11.7,1.83
Brock Bowers,146715,TE,LV,2,5.7,0,93.8,100.0,3,3,0,0.0,0,8,23,0,81.1,73.0,78.5,,80.5,33.9,21,0,27,0.0,0,62,0,15,95.2,59,56.5,35,107.3,16,0,8.1,5,156,63,4.2,10.4,2.64
CeeDee Lamb,61570,WR,DAL,2,12.5,3,56.3,28.6,2,7,0,10.0,1,5,9,0,57.0,72.5,69.9,,69.4,0.0,0,1,65,0.0,0,71,0,9,93.0,66,64.8,46,83.1,16,1,33.8,24,151,88,9.8,16.8,2.29
Chris Godwin,11839,WR,TB,2,6.8,0,93.8,,0,0,0,0.0,0,12,30,0,81.1,73.0,91.7,68.9,91.1,0.0,0,0,41,3.6,2,55,0,15,92.7,51,58.2,32,158.3,16,2,41.8,23,200,112,7.5,13.3,3.92
Trey McBride,75916,TE,ARZ,2,7.1,2,73.3,75.0,3,4,0,0.0,0,4,1,0,78.7,71.5,75.6,76.8,80.8,51.7,30,0,21,3.4,2,58,0,11,94.8,55,43.1,25,90.1,15,0,5.2,3,97,40,3.6,8.8,1.76
Isaiah Likely,83955,TE,BLT,2,9.1,4,73.3,0.0,0,2,0,0.0,0,7,3,0,78.7,71.5,87.5,74.5,86.6,41.4,24,0,49,5.2,3,58,0,11,91.4,53,50.0,29,123.5,15,1,8.6,5,137,97,8.8,12.5,2.58
Rashee Rice,97605,WR,KC,2,6.2,2,80.0,0.0,0,1,1,0.0,0,8,16,0,80.0,72.3,81.8,,83.6,0.0,0,1,44,0.0,0,59,1,12,86.4,51,52.5,31,110.6,15,1,47.5,28,178,118,9.8,14.8,3.49
Wan'Dale Robinson,101735,WR,NYG,2,5.5,1,53.3,50.0,2,4,0,0.0,0,4,21,0,76.5,70.1,69.5,,73.2,0.0,0,1,15,0.0,0,60,1,8,96.7,58,83.3,50,58.2,15,1,16.7,10,62,19,2.4,7.8,1.07
Amari Cooper,9437,WR,CLV,2,11.5,0,33.3,33.3,1,3,0,37.5,3,2,8,0,27.5,68.0,48.5,,48.2,0.0,0,0,10,0.0,0,96,1,5,92.7,89,25.0,24,42.4,15,0,75.0,72,27,8,1.6,5.4,0.3
Courtland Sutton,48164,WR,DEN,2,14.6,0,33.3,0.0,0,1,0,16.7,1,3,10,0,49.7,68.8,56.8,,56.6,0.0,0,4,26,0.0,0,89,0,5,95.5,85,18.0,16,8.1,15,0,82.0,73,64,12,2.4,12.8,0.75
Jerry Jeudy,61103,WR,CLV,2,13.0,0,57.1,33.3,1,3,0,0.0,0,5,8,0,76.5,70.8,70.5,,72.4,0.0,0,0,30,0.0,0,86,2,8,91.9,79,38.4,33,102.7,14,1,60.5,52,98,14,1.8,12.3,1.24
Breece Hall,97636,HB,NYJ,2,0.9,1,85.7,100.0,1,1,0,7.7,1,3,22,1,61.8,35.9,64.0,29.8,58.8,6.1,3,0,26,10.2,5,49,0,12,87.8,43,4.1,2,117.6,14,1,12.2,6,91,86,7.2,7.6,2.12
Elijah Moore,84302,WR,CLV,2,4.2,4,64.3,33.3,1,3,0,25.0,3,3,8,0,29.1,70.6,51.3,,51.3,0.0,0,2,22,0.0,0,89,1,9,93.3,83,61.8,55,31.8,14,0,38.2,34,53,25,2.8,5.9,0.64
De'Von Achane,124305,HB,MIA,2,-1.1,6,100.0,100.0,1,1,0,0.0,0,7,17,0,80.6,81.0,78.3,0.5,91.1,0.0,0,0,39,2.0,1,50,0,14,94.0,47,36.0,18,133.6,14,1,10.0,5,145,160,11.4,10.4,3.09
Michael Pittman Jr.,29049,WR,IND,2,10.9,0,50.0,20.0,1,5,0,12.5,1,2,14,0,52.1,69.5,56.0,,55.5,0.0,0,1,13,0.0,0,56,0,7,96.4,54,19.6,11,29.5,14,0,80.4,45,52,9,1.3,7.4,0.96
Justin Jefferson,61398,WR,MIN,2,15.9,0,57.1,33.3,1,3,0,11.1,1,4,18,0,54.5,70.1,77.0,,76.1,0.0,0,1,97,0.0,0,51,0,8,96.1,49,37.3,19,111.6,14,2,62.7,32,192,73,9.1,24.0,3.92
Hunter Henry,10669,TE,NE,2,7.0,0,76.9,50.0,2,4,0,9.1,1,8,19,0,58.9,71.1,72.9,73.9,81.8,42.9,24,0,35,5.4,3,56,0,10,92.9,52,53.6,30,106.9,13,0,3.6,2,127,68,6.8,12.7,2.44
Mike Gesicki,47153,TE,CIN,2,7.3,2,76.9,50.0,1,2,0,9.1,1,3,7,0,41.1,71.1,63.6,69.9,62.7,17.1,7,0,37,4.9,2,41,0,10,90.2,37,61.0,25,101.1,13,0,22.0,9,109,60,6.0,10.9,2.95
George Kittle,11901,TE,SF,2,6.3,0,84.6,100.0,2,2,0,0.0,0,5,28,0,78.7,71.5,70.8,75.0,68.9,57.1,40,0,26,10.0,7,70,0,11,88.6,62,27.1,19,129.5,13,1,12.9,9,116,54,4.9,10.5,1.87
Calvin Ridley,48262,WR,TEN,2,23.9,0,53.8,50.0,1,2,0,12.5,1,5,31,0,52.1,70.3,67.2,,67.9,0.0,0,0,40,0.0,0,70,1,7,95.7,67,17.1,12,113.3,13,1,82.9,58,127,24,3.4,18.1,1.9
Jahmyr Gibbs,122474,HB,DET,2,-1.1,0,84.6,,0,0,0,0.0,0,4,11,0,78.7,79.5,69.1,18.9,67.4,0.0,0,0,14,13.6,8,59,0,11,84.7,50,6.8,4,84.6,13,0,3.4,2,56,89,8.1,5.1,1.12
Josh Reynolds,11872,WR,DEN,2,11.2,0,69.2,50.0,3,6,0,0.0,0,6,10,0,77.3,70.6,72.8,,73.8,0.0,0,0,49,0.0,0,75,0,9,96.0,72,22.7,17,104.0,13,0,77.3,58,138,32,3.6,15.3,1.92
Allen Lazard,48135,WR,NYJ,2,11.2,0,61.5,100.0,3,3,0,20.0,2,7,22,0,35.7,70.1,68.7,36.3,67.4,0.0,0,0,36,1.7,1,59,0,8,94.9,56,42.4,25,125.0,13,2,57.6,34,100,31,3.9,12.5,1.79
