player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Cooper Kupp,11824,WR,LA,2,27,0,26,0,-2.3,1,100.0,,0,0,0.0,0,1,0,88.7,85.2,0,13,0.0,0,5,3,100.0,5,83.3,3,60.0,0,12,19,6.3,4.0,2.4,7.6,3,76.5,33.3,1,3,0.0,0,6,0,78.4,84.3,0,24,0.0,0,50,13,96.0,48,115.6,17,35.4,1,123,45,3.5,9.5,2.56
Amon-Ra St. Brown,84470,WR,DET,2,24,0,11,0,,0,,,0,0,,0,0,0,,44.5,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,6.5,3,60.0,0.0,0,4,0.0,0,3,0,84.1,66.9,1,17,0.0,0,53,9,98.1,52,45.1,15,28.8,0,75,26,2.9,8.3,1.44
Malik Nabers,146759,WR,NYG,2,24,0,21,0,-3.3,0,33.3,,0,0,50.0,1,0,0,24.1,29.9,0,4,0.0,0,9,1,100.0,9,42.4,3,33.3,0,4,6,6.0,4.0,0.44,6.3,0,66.7,,0,0,0.0,0,0,0,46.4,72.9,0,8,0.0,0,11,2,81.8,9,74.3,3,33.3,0,12,4,2.0,6.0,1.33
Jameson Williams,101701,WR,DET,2,19,0,11,0,-3.0,1,100.0,,0,0,0.0,0,0,0,78.7,51.6,0,1,0.0,0,6,1,100.0,6,79.2,1,16.7,0,1,4,4.0,1.0,0.17,21.0,0,66.7,,0,0,0.0,0,1,0,81.7,71.2,1,50,0.0,0,24,2,100.0,24,70.1,3,12.5,0,56,7,3.5,28.0,2.33
Deebo Samuel,48274,WR,SF,2,19,0,28,0,-2.5,0,100.0,,0,0,0.0,0,0,0,84.5,55.5,0,1,0.0,0,6,2,100.0,6,79.2,2,33.3,0,1,6,3.0,0.5,0.17,9.9,1,66.7,,0,0,0.0,0,4,0,83.2,87.1,0,25,0.0,0,25,6,100.0,25,91.0,9,36.0,0,72,39,6.5,12.0,2.88
Jaxon Smith-Njigba,129758,WR,SEA,2,18,0,29,0,,0,,,0,0,,0,0,0,78.7,70.8,0,0,0.0,0,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0,9.7,2,75.0,33.3,1,3,7.7,1,6,0,55.9,69.2,0,24,0.0,0,65,12,87.7,57,94.5,16,28.1,0,115,54,4.5,9.6,2.02
Zay Flowers,97268,WR,BLT,2,18,0,3,0,-3.6,1,80.0,,0,0,0.0,0,0,0,90.6,73.4,0,10,0.0,0,11,4,90.9,10,86.7,5,50.0,0,24,40,10.0,6.0,2.4,6.0,1,80.0,100.0,1,1,0.0,0,4,0,86.1,66.4,0,21,0.0,0,28,8,89.3,25,137.9,10,40.0,1,91,47,5.9,11.4,3.64
Davante Adams,8688,WR,LV,2,18,0,23,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,50.4,0,4,0.0,0,12,2,100.0,12,81.3,2,16.7,0,7,11,5.5,3.5,0.58,0.0,0,100.0,,0,0,0.0,0,0,0,58.1,73.8,0,4,0.0,0,23,3,100.0,23,81.9,3,13.0,0,11,11,3.7,3.7,0.48
Tyreek Hill,10799,WR,MIA,2,18,0,17,0,-3.0,0,100.0,,0,0,0.0,0,1,0,88.7,66.3,0,10,0.0,0,15,3,100.0,15,105.6,3,20.0,0,28,37,12.3,9.3,1.87,12.3,2,62.5,100.0,1,1,0.0,0,3,0,81.7,66.9,0,21,0.0,0,29,5,96.6,28,82.8,8,28.6,0,55,28,5.6,11.0,1.96
Nico Collins,61441,WR,HST,2,18,0,13,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,50.4,0,7,0.0,0,8,1,100.0,8,95.8,1,12.5,0,7,10,10.0,7.0,0.88,5.0,0,100.0,,0,0,0.0,0,1,0,68.7,86.7,0,18,0.0,0,11,2,90.9,10,118.8,2,20.0,0,25,15,7.5,12.5,2.5
DeVonta Smith,61100,WR,PHI,2,18,0,24,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,73.9,0,9,0.0,0,7,1,85.7,6,104.2,1,16.7,0,9,11,11.0,9.0,1.5,8.8,2,66.7,0.0,0,2,0.0,0,4,0,85.7,85.6,1,25,0.0,0,44,6,95.5,42,88.9,9,21.4,1,73,45,7.5,12.2,1.74
DJ Moore,48267,WR,CHI,2,17,0,6,0,-4.0,0,100.0,,0,0,0.0,0,0,0,90.2,53.0,0,1,0.0,0,14,4,100.0,14,79.2,4,28.6,0,1,17,4.3,0.3,0.07,4.5,0,50.0,0.0,0,1,0.0,0,1,0,82.7,63.1,0,19,0.0,0,20,2,95.0,19,63.5,4,21.1,0,19,16,8.0,9.5,1.0
D.K. Metcalf,47864,WR,SEA,2,17,0,29,0,1.0,1,100.0,,0,0,0.0,0,0,0,88.7,74.7,0,15,0.0,0,9,3,88.9,8,105.6,3,37.5,0,28,25,8.3,9.3,3.5,10.8,0,100.0,,0,0,0.0,0,1,0,59.5,72.5,0,56,0.0,0,13,4,92.3,12,158.3,4,33.3,1,71,28,7.0,17.8,5.92
