player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Pofele Ashlock,158166,WR,HAWAII,3,7.0,10,68.8,33.3,1,3,0,12.0,3,11,180,0,56.1,70.6,63.0,,62.5,0.0,0,0,47,0.0,0,150,0,22,95.3,143,88.0,132,119.0,32,3,12.0,18,218,103,4.7,9.9,1.52
Jayce Brown,173093,WR,KANSAS ST,3,11.4,0,65.5,40.0,2,5,1,9.5,2,6,199,0,62.7,71.1,67.1,,66.0,0.0,0,0,44,0.0,0,94,1,19,96.8,91,71.3,67,110.7,29,2,28.7,27,216,34,1.8,11.4,2.37
Jordyn Tyson,157690,WR,ARIZONA ST,2,10.4,3,64.3,50.0,1,2,1,5.3,1,13,110,1,73.6,25.8,75.6,,77.8,0.0,0,1,23,0.0,0,82,2,18,90.2,74,30.5,25,107.6,28,3,69.5,57,209,99,5.5,11.6,2.82
Jacquon Gibson,158762,WR,UMASS,2,9.7,3,70.4,100.0,3,3,0,5.0,1,12,216,0,73.6,71.6,72.4,,72.7,1.2,1,0,50,0.0,0,81,0,19,95.1,77,11.1,9,94.8,27,0,87.7,71,221,89,4.7,11.6,2.87
Danny Scudero,170781,WR,S JOSE ST,2,13.3,5,59.3,33.3,1,3,0,11.1,2,12,285,1,60.0,24.7,77.4,,76.7,0.0,0,0,46,0.0,0,89,0,16,95.5,85,91.0,81,103.2,27,1,9.0,8,255,97,6.1,15.9,3.0
Easton Messer,163051,WR,FAU,2,6.6,1,76.0,50.0,1,2,0,0.0,0,7,165,0,85.5,75.1,68.3,,69.1,0.0,0,0,30,0.0,0,87,0,19,95.4,83,88.5,77,90.3,25,0,10.3,9,149,77,4.1,7.8,1.8
Lewis Bond,143817,WR,BOSTON COL,2,4.6,3,84.0,,0,0,0,0.0,0,9,121,0,86.3,71.4,67.5,,68.2,0.0,0,0,32,0.0,0,81,0,21,96.3,78,59.3,48,101.8,25,0,40.7,33,211,121,5.8,10.0,2.71
Michael Trigg,146410,TE,BAYLOR,2,9.3,5,47.8,0.0,0,3,0,15.4,2,5,118,0,49.5,68.2,60.5,68.5,63.3,27.7,23,0,20,3.6,3,83,0,11,88.0,73,72.3,60,81.3,23,1,0.0,0,137,55,5.0,12.5,1.88
Kenny Odom,164032,WR,UTEP,2,10.0,11,63.6,75.0,3,4,0,12.5,2,8,330,0,57.1,69.9,72.0,,73.1,0.0,0,1,74,0.0,0,71,1,14,94.4,67,88.7,63,108.3,22,2,11.3,8,221,124,8.9,15.8,3.3
Devin McCuin,176494,WR,UTSA,2,11.0,4,50.0,33.3,1,3,0,8.3,1,4,331,0,66.1,71.3,64.3,,64.2,0.0,0,0,42,0.0,0,84,1,11,95.2,80,27.4,23,65.7,22,0,72.6,61,116,61,5.5,10.5,1.45
Chase Hendricks,171348,WR,OHIO,2,10.9,2,81.0,100.0,2,2,0,0.0,0,11,259,1,84.7,25.1,80.9,,82.1,0.0,0,0,38,0.0,0,77,1,17,93.5,72,94.8,73,129.4,21,1,5.2,4,236,68,4.0,13.9,3.28
Moussa Barry,166787,WR,W KENTUCKY,3,17.4,2,52.4,33.3,2,6,0,8.3,1,7,346,1,64.6,20.5,62.9,,63.5,0.0,0,0,48,0.0,0,91,0,11,97.8,89,4.4,4,88.6,21,0,95.6,87,216,65,5.9,19.6,2.43
Skyler Bell,145163,WR,UCONN,2,11.3,1,75.0,60.0,3,5,0,0.0,0,8,146,0,83.8,70.5,78.7,,79.5,0.0,0,0,80,0.0,0,63,0,15,95.2,60,42.9,27,147.9,20,2,52.4,33,240,119,7.9,16.0,4.0
Deion Burks,145107,WR,OKLAHOMA,2,10.2,3,70.0,66.7,2,3,0,0.0,0,7,261,0,83.3,69.7,75.2,,75.0,0.0,0,1,34,0.0,0,72,0,14,97.2,70,22.2,16,112.3,20,2,77.8,56,189,56,4.0,13.5,2.7
Dorian Thomas,171871,TE,NEW MEXICO,2,5.8,1,75.0,25.0,1,4,0,0.0,0,8,241,1,84.2,24.1,82.6,68.7,85.9,45.8,27,1,25,3.4,2,59,0,15,91.5,54,40.7,24,103.5,20,2,13.6,8,127,88,5.9,8.5,2.35
Matthew Henry,192936,WR,W KENTUCKY,3,17.4,0,57.9,66.7,4,6,0,0.0,0,8,346,0,81.5,69.0,74.5,,75.2,0.0,0,1,55,0.0,0,94,0,11,96.8,91,6.4,6,111.4,19,3,93.6,88,198,32,2.9,18.0,2.18
Kevin Coleman Jr.,160756,WR,MISSOURI,2,6.7,7,84.2,75.0,3,4,0,0.0,0,10,229,0,84.2,74.9,86.0,62.1,86.4,0.0,0,0,50,1.7,1,59,0,16,96.6,57,89.8,53,122.4,19,1,5.1,3,174,87,5.4,10.9,3.05
Zion Booker,177939,WR,TULSA,2,3.4,4,78.9,0.0,0,1,0,6.3,1,5,320,0,69.9,33.7,66.3,,66.1,0.0,0,1,36,0.0,0,56,1,15,92.9,52,94.6,53,89.5,19,1,5.4,3,124,99,6.6,8.3,2.38
Ian Strong,170319,WR,RUTGERS,2,11.5,3,84.2,60.0,3,5,0,0.0,0,14,278,0,84.2,69.5,81.6,,82.4,0.0,0,0,26,0.0,0,75,0,16,93.3,70,0.0,0,149.1,19,2,100.0,75,216,53,3.3,13.5,3.09
Jaden Barnes,173738,WR,APP STATE,2,10.6,6,73.7,75.0,3,4,0,6.7,1,9,108,1,68.7,36.6,76.1,,75.2,0.0,0,0,59,0.0,0,52,0,14,96.2,50,75.0,39,143.5,19,2,25.0,13,205,94,6.7,14.6,4.1
Trent Walker,146340,WR,OREGON ST,2,10.8,3,84.2,75.0,3,4,0,0.0,0,10,265,0,84.2,75.0,77.2,,75.6,0.0,0,0,31,0.0,0,88,0,16,92.0,81,29.5,26,118.2,19,0,70.5,62,235,80,5.0,14.7,2.9
Brady Boyd,127298,WR,UTAH ST,2,14.0,1,47.4,12.5,1,8,0,10.0,1,6,329,0,61.0,67.5,63.7,,62.4,0.0,0,0,24,0.0,0,86,0,9,91.9,79,67.4,58,67.4,19,0,32.6,28,118,25,2.8,13.1,1.49
Taz Reddicks,173734,WR,OREGON ST,2,9.2,4,63.2,50.0,2,4,0,7.7,1,8,265,0,66.4,68.5,78.4,,77.6,0.0,0,0,37,0.0,0,62,0,12,95.2,59,90.3,56,92.9,19,0,9.7,6,174,95,7.9,14.5,2.95
Terry Lockett Jr.,129625,WR,E MICHIGAN,2,11.3,2,68.4,66.7,2,3,0,0.0,0,7,160,0,82.7,68.7,74.8,,74.5,0.0,0,0,28,0.0,0,64,0,13,93.8,60,26.6,17,89.8,19,0,73.4,47,140,29,2.2,10.8,2.33
Donovan Faupel,175668,WR,NEW MEX ST,2,11.7,1,72.2,0.0,0,1,0,0.0,0,8,242,0,83.8,69.2,81.8,,82.1,0.0,0,0,55,0.0,0,72,1,13,90.3,65,8.3,6,121.8,18,1,91.7,66,177,53,4.1,13.6,2.72
Cam Ross,97105,WR,VIRGINIA,2,7.9,2,66.7,33.3,1,3,0,7.7,1,7,335,0,66.1,75.6,69.9,,70.3,3.3,2,0,46,0.0,0,60,0,12,98.3,59,83.3,50,114.1,18,1,13.3,8,164,101,8.4,13.7,2.78
Jaron Tibbs,174972,WR,KANSAS ST,3,12.4,0,66.7,80.0,4,5,0,7.7,1,7,199,0,68.7,69.0,70.6,,68.9,0.0,0,0,32,0.0,0,88,0,12,97.7,86,29.5,26,129.6,18,2,70.5,62,151,11,0.9,12.6,1.76
Griffin Wilde,177231,WR,NWESTERN,2,13.9,2,61.1,25.0,1,4,0,15.4,2,7,256,0,50.1,68.2,70.1,,69.8,0.0,0,2,46,0.0,0,63,0,11,96.8,61,54.0,34,50.0,18,0,46.0,29,158,36,3.3,14.4,2.59
Chris Brazzell II,158409,WR,TENNESSEE,2,11.3,2,77.8,50.0,1,2,0,6.7,1,10,307,0,69.9,69.2,81.7,,81.1,0.0,0,0,32,0.0,0,52,0,14,94.2,49,5.8,3,147.0,18,2,94.2,49,187,51,3.6,13.4,3.82
Carlos Hernandez,174167,WR,WAKE,3,9.2,1,38.9,0.0,0,1,0,30.0,3,3,339,0,25.5,74.5,42.7,,49.2,0.0,0,1,11,0.0,0,78,3,7,93.6,73,74.4,58,23.8,18,0,25.6,20,44,24,3.4,6.3,0.6
Dalton Stroman,147022,WR,APP STATE,2,17.2,1,61.1,33.3,1,3,0,15.4,2,8,108,1,49.5,20.5,61.3,,62.8,0.0,0,0,72,0.0,0,78,0,11,97.4,76,12.8,10,123.6,18,1,87.2,68,229,70,6.4,20.8,3.01
Josh Cameron,144513,WR,BAYLOR,2,12.4,6,61.1,66.7,2,3,0,8.3,1,7,118,0,66.1,74.0,70.0,,69.8,0.0,0,0,48,0.0,0,112,0,11,90.2,101,4.5,5,137.5,18,2,95.5,107,205,75,6.8,18.6,2.03
Brandon White,163781,WR,HAWAII,3,15.3,1,50.0,0.0,0,2,1,0.0,0,4,180,0,80.1,68.6,55.1,,55.6,0.0,0,1,27,0.0,0,111,1,9,96.4,107,8.1,9,42.4,18,0,91.9,102,94,30,3.3,10.4,0.88
Barion Brown,163779,WR,LSU,2,9.3,1,72.2,66.7,2,3,0,7.1,1,7,211,0,67.5,69.9,72.8,,70.8,0.0,0,1,19,0.0,0,51,1,13,90.2,46,11.8,6,66.7,18,0,88.2,45,119,77,5.9,9.2,2.59
Ashtyn Hawkins,147222,WR,BAYLOR,2,10.1,5,77.8,0.0,0,2,0,0.0,0,11,118,0,83.3,69.0,70.4,,71.2,0.0,0,0,36,0.0,0,117,0,14,89.7,105,11.1,13,116.4,18,0,88.9,104,215,122,8.7,15.4,2.05
Jeremiah Franklin,156225,TE,BOSTON COL,2,7.1,2,77.8,66.7,2,3,0,6.7,1,9,121,0,68.7,69.0,69.0,75.4,73.6,46.8,36,0,21,14.3,11,77,0,14,81.8,63,31.2,24,120.1,18,1,16.9,13,151,63,4.5,10.8,2.4
