player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Joe Milton III,82151,QB,TENNESSEE,2,2.83,2.65,,5.4,15,307,87.5,8,8,6.0,2.03,0,0,0.0,87.5,7,0,0.0,8,53.3,0,4,,,,,65.1,49.7,69.8,,49.7,,,,,0,0,9,,158.3,0.0,0,0,0,0,1,1,11.1,108,13.5,83.3,6,6,15.3,3.76,0,1,14.3,83.3,5,3,0.0,7,46.7,0,4,,,,,64.9,82.5,69.5,,78.1,,64.1,,,0,0,8,0.0,158.3,0.0,0,1,0,0,2,0,0.0,117,19.5
Keegan Shoemaker,108983,QB,SM HOUSTON,1,2.64,2.42,,4.05,15,281,50.0,8,8,12.3,2.0,0,0,0.0,50.0,4,4,0.0,8,53.3,0,2,,,,,64.9,63.8,69.5,,63.5,,,,,0,0,8,0.0,97.4,0.0,0,0,0,0,1,0,0.0,27,3.4,40.0,5,5,11.0,3.37,0,0,0.0,40.0,2,2,0.0,7,46.7,0,2,,,,,65.1,58.9,69.8,,44.7,,71.9,,,0,0,9,0.0,47.9,0.0,0,2,0,0,0,1,11.1,11,2.2
Matthew Caldwell,150302,QB,GARD-WEBB,1,2.05,2.05,,,15,171,100.0,9,11,1.1,1.73,1,0,0.0,72.7,8,3,11.1,11,73.3,1,4,,,,,66.0,64.9,71.0,,64.5,,,,,1,0,13,0.0,84.7,0.0,0,0,0,0,0,0,0.0,58,5.3,100.0,4,4,14.3,2.93,0,1,25.0,100.0,4,0,0.0,4,26.7,0,4,,,,,63.3,91.4,67.4,,91.1,,,,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,79,19.8
Julian Calvez,167101,QB,GRAMBLING,2,2.14,1.93,2.8,3.3,15,177,36.4,11,11,10.7,1.73,0,0,0.0,18.2,2,4,50.0,11,73.3,2,0,,,,,66.0,47.4,71.0,,47.5,,,,,0,0,13,0.0,39.6,0.0,0,0,0,0,0,0,0.0,3,0.3,0.0,1,1,47.0,3.28,0,0,0.0,0.0,0,3,,4,26.7,0,0,,,,,63.3,32.2,67.4,,35.0,,57.3,,,0,1,4,66.7,0.0,50.0,2,1,0,0,0,1,25.0,0,0.0
Jalen Milroe,146590,QB,ALABAMA,2,2.75,2.41,,4.8,14,103,57.1,7,7,7.0,2.01,0,0,0.0,57.1,4,1,0.0,7,50.0,0,2,,,,,64.9,71.2,69.5,,70.8,,,,,0,0,8,0.0,73.5,0.0,0,0,0,0,0,0,0.0,40,5.7,80.0,5,5,9.8,3.49,0,0,0.0,80.0,4,0,0.0,7,50.0,0,3,,,,,64.6,69.8,69.1,,46.9,,78.3,,,0,1,7,,96.7,0.0,0,2,0,0,1,1,14.3,36,7.2
Luke Duby,148765,QB,CORNELL,1,2.79,2.32,,5.6,14,147,75.0,8,8,5.3,1.81,0,0,0.0,75.0,6,0,0.0,8,57.1,0,3,,,,,64.9,71.0,69.5,,70.6,,,,,0,0,8,,86.5,0.0,0,0,0,0,0,0,0.0,42,5.3,50.0,4,4,12.3,4.08,0,0,0.0,50.0,2,1,0.0,6,42.9,0,3,,,,,64.2,56.8,68.6,,53.8,,61.8,,,0,1,6,0.0,28.1,0.0,0,2,0,0,0,1,16.7,23,5.8
KJ Riley,161797,QB,BLMSBG,1,2.85,2.72,2.8,4.5,14,766,100.0,5,5,5.0,2.02,0,0,0.0,80.0,4,0,20.0,5,35.7,1,2,,,,,64.2,57.0,68.6,,56.9,,,,,0,0,6,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,42.9,7,7,15.4,3.31,0,0,0.0,42.9,3,4,0.0,9,64.3,0,2,,,,,65.4,50.4,70.1,,45.5,,64.2,,,0,0,10,25.0,50.3,11.1,1,1,0,0,0,0,0.0,20,2.9
Chubba Purdy,122412,QB,NEBRASKA,1,3.16,2.38,,6.03,14,238,100.0,7,7,3.6,1.77,0,0,0.0,85.7,6,2,14.3,7,50.0,1,1,,,,,64.6,85.7,69.1,,85.1,,,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,17,2.4,25.0,4,4,29.8,4.56,0,1,25.0,25.0,1,2,0.0,7,50.0,0,2,,,,,64.6,34.6,69.1,,29.9,,58.5,,,0,1,7,0.0,6.3,0.0,0,3,0,0,0,2,28.6,18,4.5
Jalen Parker,121499,QB,MILES,1,3.26,2.83,,5.65,13,386,33.3,6,6,9.7,1.57,0,0,0.0,33.3,2,2,0.0,6,46.2,0,0,,,,,64.2,44.5,68.6,,44.6,,,,,0,0,6,0.0,42.4,0.0,0,0,0,0,0,0,0.0,1,0.2,0.0,2,5,11.0,4.71,0,0,0.0,0.0,0,5,,7,53.8,0,0,,,,,64.6,56.9,69.1,,52.1,,62.8,,,0,0,7,0.0,39.6,0.0,0,2,0,3,0,0,0.0,0,0.0
Asher O'Hara,78529,QB,SACRAMENTO,2,2.05,1.93,,3.4,13,279,88.9,9,9,0.8,1.57,0,0,0.0,77.8,7,0,12.5,9,69.2,1,4,,,,,65.1,61.4,69.8,,61.1,,,,,0,0,9,,131.5,0.0,0,0,0,0,1,0,0.0,60,6.7,100.0,3,3,3.0,3.13,0,0,0.0,66.7,2,0,33.3,4,30.8,1,1,,,,,63.3,72.7,67.4,,63.9,,64.3,,,0,0,4,,131.9,0.0,0,1,0,0,1,0,0.0,25,8.3
Jarret Doege,60353,QB,TROY,2,2.52,2.33,,4.8,13,318,71.4,7,7,8.6,1.97,0,1,14.3,71.4,5,2,0.0,7,53.8,0,4,,,,,64.6,90.8,69.1,,90.6,,,,,0,0,7,0.0,153.3,0.0,0,0,0,0,1,0,0.0,116,16.6,40.0,5,5,8.8,3.17,0,0,0.0,20.0,1,3,50.0,6,46.2,1,0,,,,,64.2,59.4,68.6,,62.5,,57.8,,,0,0,6,0.0,39.6,0.0,0,1,0,0,0,0,0.0,8,1.6
Nate Yarnell,144037,QB,PITTSBURGH,1,2.49,2.53,2.0,,13,268,60.0,5,5,10.6,1.8,0,1,16.7,60.0,3,1,0.0,6,46.2,0,3,,,,,64.6,72.9,69.1,,72.5,,,,,0,0,7,100.0,104.2,16.7,1,0,0,0,0,0,0.0,78,15.6,100.0,7,7,13.7,3.09,0,1,14.3,85.7,6,1,14.3,7,53.8,1,5,,,,,64.6,72.0,69.1,,71.6,,,,,0,0,7,0.0,158.3,0.0,0,0,0,0,1,1,14.3,101,14.4
Harrison Bailey,124266,QB,UNLV,1,2.78,2.5,2.87,5.0,13,325,100.0,4,4,-2.5,1.8,0,0,0.0,100.0,4,1,0.0,5,38.5,0,1,,,,,63.8,62.5,68.1,,62.3,,,,,0,0,5,100.0,92.7,20.0,1,0,0,0,0,0,0.0,25,6.3,20.0,5,5,14.6,3.39,0,0,0.0,20.0,1,3,0.0,8,61.5,0,1,,,,,64.9,45.7,69.5,,38.8,,64.2,,,0,0,8,66.7,39.6,25.0,2,1,0,0,0,0,0.0,3,0.6
Chayil Garnett,123986,QB,TENN STATE,1,2.55,2.34,,3.23,13,308,80.0,5,7,0.2,1.83,2,0,0.0,57.1,4,2,0.0,7,53.8,0,1,,,,,64.6,31.1,69.1,,31.3,,,,,0,1,7,0.0,71.1,0.0,0,0,0,0,1,1,14.3,36,5.1,100.0,2,3,4.5,3.38,0,0,0.0,66.7,2,5,0.0,6,46.2,0,3,,,,,64.6,71.1,69.1,,65.8,,65.7,,,1,0,7,0.0,71.5,0.0,0,3,0,0,0,0,0.0,10,3.3
Scott Smith III,148453,QB,TOWSON,2,2.98,2.4,2.4,6.2,13,317,40.0,5,6,2.0,1.61,0,0,0.0,33.3,2,2,0.0,7,53.8,0,1,,,,,64.6,36.5,69.1,,36.7,,,,,1,0,7,50.0,43.1,14.3,1,0,0,0,0,0,0.0,19,3.2,100.0,2,4,4.5,4.58,0,0,0.0,50.0,2,3,0.0,6,46.2,0,0,,,,,64.2,62.1,68.6,,58.3,,62.6,,,0,0,6,0.0,56.3,0.0,0,2,0,2,0,0,0.0,11,2.8
Wiley Green,75891,QB,RICE,1,2.28,2.28,,,13,275,85.7,7,7,5.9,1.74,0,0,0.0,85.7,6,1,0.0,7,53.8,0,4,,,,,64.6,64.6,69.1,,64.3,,,,,0,0,7,0.0,97.6,0.0,0,0,0,0,0,0,0.0,52,7.4,50.0,6,6,11.5,2.92,0,0,0.0,33.3,2,5,33.3,6,46.2,1,1,,,,,64.2,53.4,68.6,,53.4,,,,,0,1,6,0.0,2.8,0.0,0,0,0,0,0,0,0.0,17,2.8
Tyler Beverett,142985,QB,BUCKNELL,1,2.56,2.56,,,12,125,71.4,7,8,4.6,1.94,1,0,0.0,62.5,5,0,0.0,8,66.7,0,2,,,,,64.9,48.6,69.5,,48.6,,,,,0,0,8,,78.6,0.0,0,0,0,0,0,0,0.0,47,5.9,25.0,4,4,5.5,3.8,0,0,0.0,25.0,1,3,0.0,4,33.3,0,1,,,,,63.8,27.6,68.1,,27.8,,,,,0,0,5,0.0,39.6,0.0,0,0,0,0,0,1,20.0,11,2.8
Rae'Von Vaden,168251,QB,THMORE,1,2.61,2.44,2.95,,12,1296,60.0,5,5,11.0,1.96,0,0,0.0,60.0,3,3,0.0,5,41.7,0,1,,,,,63.8,55.0,68.1,,55.0,,,,,0,0,5,0.0,68.8,0.0,0,0,0,0,0,1,20.0,20,4.0,66.7,3,3,23.7,3.07,0,2,66.7,66.7,2,5,0.0,7,58.3,0,2,,,,,64.6,81.3,69.1,,80.8,,,,,0,0,7,80.0,149.3,57.1,4,0,0,0,1,0,0.0,48,16.0
Boone Abbott,97807,QB,UTAHTC,2,3.49,2.6,,6.17,12,1285,100.0,3,3,15.0,2.1,0,0,0.0,66.7,2,1,33.3,3,25.0,1,2,,,,,62.7,63.0,66.6,,62.8,,,,,0,0,3,0.0,109.7,0.0,0,0,0,0,0,0,0.0,40,13.3,66.7,6,6,11.8,3.96,0,0,0.0,33.3,2,4,50.0,9,75.0,2,0,,,,,65.1,63.2,69.8,,54.8,,67.3,,,0,0,9,0.0,42.4,0.0,0,3,0,0,0,0,0.0,9,1.5
Jagger LaRoe,83564,QB,TXAMCO,2,2.75,2.75,,,12,1139,100.0,5,5,1.0,1.58,0,0,0.0,60.0,3,0,40.0,5,41.7,2,1,,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,,82.1,0.0,0,0,0,0,0,0,0.0,36,7.2,50.0,6,7,10.8,3.59,0,0,0.0,28.6,2,3,33.3,7,58.3,1,0,,,,,64.9,48.9,69.5,,49.0,,,,,0,0,8,0.0,39.6,0.0,0,0,0,1,0,0,0.0,17,2.4
Justin Ibieta,123220,QB,TULANE,2,2.28,2.13,,4.0,12,319,87.5,8,8,4.5,1.83,0,0,0.0,87.5,7,0,0.0,8,66.7,0,3,,,,,64.9,71.3,69.5,,70.9,,,,,0,0,8,,101.6,0.0,0,0,0,0,0,0,0.0,67,8.4,33.3,3,3,8.3,3.2,0,0,0.0,33.3,1,1,0.0,4,33.3,0,1,,,,,63.3,57.1,67.4,,62.5,,57.0,,,0,0,4,0.0,49.3,0.0,0,1,0,0,0,0,0.0,14,4.7
Rasean McKay,88321,QB,FL A&M,2,2.73,2.28,2.6,3.97,12,164,100.0,4,4,5.8,1.83,0,0,0.0,50.0,2,1,50.0,4,33.3,2,1,,,,,63.8,71.8,68.1,,71.4,,,,,0,1,5,0.0,24.0,0.0,0,0,0,0,0,0,0.0,19,4.8,25.0,4,4,18.5,3.18,0,0,0.0,0.0,0,4,100.0,8,66.7,1,1,,,,,15.7,28.7,69.5,,29.9,,49.1,,,0,0,8,25.0,39.6,12.5,1,3,0,0,0,1,12.5,0,0.0
Andrew Banks,151826,QB,LINCOLN,1,2.22,2.21,2.4,4.1,12,380,20.0,5,5,6.0,1.88,0,0,0.0,20.0,1,2,0.0,6,50.0,0,0,,,,,64.2,33.9,68.6,,34.2,,,,,0,0,6,50.0,39.6,16.7,1,0,0,0,0,0,0.0,0,0.0,66.7,3,3,12.7,3.06,0,0,0.0,66.7,2,2,0.0,5,41.7,0,1,,,,,64.2,62.8,68.6,,67.7,,57.0,,,0,0,6,50.0,79.9,20.0,1,1,0,0,0,0,0.0,16,5.3
Cole Gonzales,159939,QB,W CAROLINA,1,2.95,2.84,2.7,3.5,11,344,75.0,4,4,4.0,2.05,0,0,0.0,75.0,3,0,0.0,4,36.4,0,0,,,,,63.3,56.6,67.4,,56.5,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,75.0,4,4,7.0,3.46,0,0,0.0,75.0,3,4,0.0,7,63.6,0,3,,,,,64.9,38.1,69.5,,31.8,,62.1,,,0,1,8,25.0,50.0,14.3,1,2,0,0,0,1,12.5,24,6.0
Desmond Trotter,83552,QB,S ALABAMA,1,1.95,1.7,4.4,,11,288,100.0,8,8,-1.4,1.29,0,0,0.0,100.0,8,0,0.0,8,72.7,0,3,,,,,65.1,73.3,69.8,,72.9,,,,,0,0,9,,101.0,0.0,0,0,0,0,0,0,0.0,66,8.3,100.0,1,2,0.0,3.7,0,0,0.0,50.0,1,1,0.0,3,27.3,0,0,,,,,62.7,56.4,66.6,,56.4,,,,,0,0,3,100.0,56.3,33.3,1,0,0,1,0,0,0.0,6,3.0
Calvin Brownholtz,83584,QB,UTEP,2,2.35,2.28,3.0,,11,330,66.7,6,6,6.2,1.87,0,0,0.0,66.7,4,0,0.0,6,54.5,0,2,,,,,64.2,53.8,68.6,,53.8,,,,,0,1,6,,39.6,0.0,0,0,0,0,0,1,16.7,31,5.2,66.7,3,4,19.7,2.92,0,0,0.0,50.0,2,3,0.0,5,45.5,0,2,,,,,63.8,46.1,68.1,,46.2,,,,,1,1,5,33.3,37.5,20.0,1,0,0,0,0,1,20.0,32,8.0
Jack Chambers,60359,QB,NC STATE,1,2.15,2.15,,,11,248,75.0,8,8,2.6,1.78,0,0,0.0,62.5,5,1,16.7,8,72.7,1,4,,,,,64.9,64.7,69.5,,64.4,,,,,0,0,8,0.0,117.2,0.0,0,0,0,0,1,0,0.0,45,5.6,33.3,3,3,24.3,3.13,0,0,0.0,0.0,0,1,100.0,3,27.3,1,0,,,,,62.7,29.8,66.6,,30.0,,,,,0,0,3,0.0,39.6,0.0,0,0,0,0,0,1,33.3,0,0.0
Eli Brickhandler,160410,QB,NC A&T,1,3.09,2.49,2.6,5.75,11,246,100.0,6,6,10.0,2.17,0,1,16.7,66.7,4,0,33.3,6,54.5,2,3,,,,,64.2,92.5,68.6,,92.2,,,,,0,0,6,,116.0,0.0,0,0,0,0,1,0,0.0,27,4.5,100.0,1,2,0.0,4.2,0,0,0.0,50.0,1,4,0.0,5,45.5,0,1,,,,,63.8,47.1,68.1,,56.4,,52.9,,,1,0,5,25.0,87.5,20.0,1,2,0,0,0,0,0.0,21,10.5
Kyle McCord,145053,QB,OHIO STATE,2,1.94,1.94,,,11,260,77.8,9,9,2.2,1.74,0,0,0.0,77.8,7,2,0.0,9,81.8,0,4,,,,,65.1,70.8,69.8,,70.3,,,,,0,0,9,0.0,95.4,0.0,0,0,0,0,0,0,0.0,62,6.9,100.0,1,2,25.0,2.8,0,0,0.0,50.0,1,1,0.0,2,18.2,0,1,,,,,61.8,74.7,65.5,,74.2,,,,,1,0,2,0.0,135.4,0.0,0,0,0,0,1,0,0.0,72,36.0
Jake Garcia,143941,QB,MIAMI FL,2,2.52,2.52,,,10,220,100.0,5,5,5.0,2.08,0,0,0.0,100.0,5,0,0.0,5,50.0,0,3,,,,,63.8,73.8,68.1,,73.4,,,,,0,0,5,,105.8,0.0,0,0,0,0,0,0,0.0,47,9.4,100.0,5,5,7.0,2.96,0,0,0.0,100.0,5,2,0.0,5,50.0,0,2,,,,,63.8,70.0,68.1,,69.7,,,,,0,0,5,0.0,118.3,0.0,0,0,0,0,0,0,0.0,62,12.4
Claude Newell III,151566,QB,MILES,1,2.7,2.74,2.3,,10,386,50.0,4,4,4.8,1.7,0,0,0.0,50.0,2,2,0.0,5,50.0,0,0,,,,,63.8,42.7,68.1,,42.9,,,,,0,0,5,50.0,56.3,20.0,1,0,0,0,0,1,20.0,9,2.3,80.0,5,5,8.4,3.7,0,0,0.0,60.0,3,3,25.0,5,50.0,1,2,,,,,63.8,83.9,68.1,,83.2,,,,,0,0,5,0.0,72.1,0.0,0,0,0,0,0,0,0.0,24,4.8
Sheldon Layman,101054,QB,AUSTINPEAY,2,3.83,3.3,7.0,4.9,10,116,50.0,2,3,11.0,2.17,0,0,0.0,33.3,1,1,0.0,3,30.0,0,1,,,,,63.3,45.8,67.4,,46.0,,,,,1,0,4,0.0,87.5,0.0,0,0,0,0,1,0,0.0,13,4.3,50.0,4,5,11.8,4.54,0,0,0.0,0.0,0,4,100.0,7,70.0,2,0,,,,,64.6,70.4,69.1,,64.4,,64.3,,,0,0,7,25.0,39.6,14.3,1,1,0,1,0,0,0.0,0,0.0
Grant Gunnell,98367,QB,N TEXAS,2,2.95,2.54,6.6,,10,251,40.0,5,5,8.4,2.04,0,0,0.0,40.0,2,2,0.0,5,50.0,0,0,,,,,63.8,26.8,68.1,,27.1,,,,,0,1,5,0.0,8.3,0.0,0,0,0,0,0,1,20.0,8,1.6,50.0,4,4,17.0,3.86,0,1,25.0,50.0,2,2,0.0,5,50.0,0,2,,,,,63.8,76.9,68.1,,76.4,,,,,0,0,5,50.0,95.8,20.0,1,0,0,0,0,0,0.0,67,16.8
Rett Files,91405,QB,N ALABAMA,1,2.99,3.05,2.9,,10,389,100.0,1,1,-1.0,2.18,0,0,0.0,100.0,1,3,0.0,4,40.0,0,0,,,,,63.8,48.5,68.1,,48.6,,,,,0,0,5,100.0,104.2,75.0,3,0,0,0,0,0,0.0,9,9.0,60.0,5,5,12.2,3.53,0,0,0.0,40.0,2,3,33.3,6,60.0,1,1,,,,,64.2,73.9,68.6,,73.4,,,,,0,0,6,33.3,56.3,16.7,1,0,0,0,0,0,0.0,25,5.0
Tyler Shough,83537,QB,TEXAS TECH,1,2.6,2.6,,,10,315,100.0,4,4,15.0,2.0,0,1,25.0,100.0,4,0,0.0,4,40.0,0,4,,,,,63.3,92.2,67.4,,91.9,,,,,0,0,4,,158.3,0.0,0,0,0,0,1,0,0.0,80,20.0,50.0,6,6,21.0,3.0,0,0,0.0,33.3,2,1,33.3,6,60.0,1,2,,,,,64.6,62.1,69.1,,61.9,,,,,0,0,7,0.0,70.1,0.0,0,0,0,0,0,0,0.0,58,9.7
Owen McCown,157688,QB,COLORADO,1,3.65,3.31,3.7,4.8,10,143,100.0,2,2,4.5,1.55,0,0,0.0,100.0,2,0,0.0,2,20.0,0,0,,,,,61.8,62.4,65.5,,62.3,,,,,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,80.0,5,5,13.8,4.18,0,1,20.0,40.0,2,4,50.0,8,80.0,2,2,,,,,64.9,81.0,69.5,,90.8,,52.6,,,0,0,8,25.0,71.3,12.5,1,2,0,0,0,0,0.0,43,8.6
Kyron Drones,144506,QB,BAYLOR,2,3.22,3.11,,4.2,10,118,100.0,2,2,2.0,2.3,0,0,0.0,100.0,2,0,0.0,2,20.0,0,1,,,,,61.8,55.4,65.5,,55.5,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,71.4,7,7,20.1,3.45,0,2,25.0,71.4,5,1,0.0,8,80.0,0,5,,,,,65.1,91.5,69.8,,90.9,,63.7,,,0,0,9,0.0,113.7,0.0,0,1,0,0,0,0,0.0,118,16.9
Austin Smith,145763,QB,E MICHIGAN,2,3.05,2.99,2.0,4.6,10,160,50.0,4,5,11.5,2.12,1,0,0.0,40.0,2,1,0.0,6,60.0,0,2,,,,,13.4,28.7,68.6,,28.9,,,,,0,0,6,100.0,87.5,16.7,1,0,0,0,1,1,16.7,13,2.6,100.0,2,3,10.0,4.45,0,0,0.0,66.7,2,2,0.0,4,40.0,0,2,,,,,63.3,66.8,67.4,,73.8,,57.0,,,0,0,4,0.0,109.7,0.0,0,1,0,1,0,0,0.0,47,15.7
Ty Thompson,146568,QB,OREGON,2,2.14,2.38,,,10,264,100.0,6,6,2.0,2.0,0,0,0.0,66.7,4,0,33.3,6,60.0,2,3,,,,,64.2,64.8,68.6,,64.6,,,,,0,1,6,,51.4,0.0,0,0,0,0,0,0,0.0,48,8.0,66.7,3,3,11.0,3.13,0,0,0.0,66.7,2,0,0.0,3,30.0,0,1,,,,,63.3,56.4,67.4,,56.4,,,,,0,0,4,,85.4,0.0,0,0,0,0,0,0,0.0,20,6.7
Harold Blood,104782,QB,SOUTHERN U,1,2.45,2.37,,3.2,10,297,80.0,5,5,17.4,1.88,0,2,40.0,60.0,3,1,25.0,5,50.0,1,2,,,,,63.8,91.7,68.1,,91.4,,,,,0,0,5,0.0,102.1,0.0,0,0,0,0,0,0,0.0,60,12.0,33.3,3,4,16.7,3.02,0,1,25.0,25.0,1,2,0.0,5,50.0,0,1,,,,,63.8,60.2,68.1,,64.6,,57.3,,,0,1,5,0.0,5.2,0.0,0,1,0,1,0,0,0.0,17,4.3
Cole Payton,148154,QB,N DAK ST,2,3.12,2.26,,6.55,10,250,100.0,4,4,2.3,1.68,0,0,0.0,100.0,4,0,0.0,4,40.0,0,2,,,,,63.3,79.7,67.4,,79.2,,,,,0,0,4,,91.7,0.0,0,0,0,0,0,0,0.0,24,6.0,50.0,4,4,5.3,4.08,0,0,0.0,50.0,2,2,0.0,6,60.0,0,0,,,,,64.2,53.6,68.6,,62.2,,52.7,,,0,0,6,0.0,56.3,0.0,0,2,0,0,0,0,0.0,5,1.3
Jace Wilson,149892,QB,FURMAN,1,1.75,1.71,2.1,,10,170,100.0,6,6,-0.8,1.34,0,0,0.0,83.3,5,1,16.7,7,70.0,1,2,,,,,64.6,54.7,69.1,,54.6,,,,,0,0,7,100.0,82.6,14.3,1,0,0,0,0,0,0.0,23,3.8,100.0,3,3,12.3,2.7,0,0,0.0,100.0,3,1,0.0,3,30.0,0,2,,,,,62.7,75.9,66.6,,75.4,,,,,0,0,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,54,18.0
Jacob Zeno,98014,QB,UAB,1,2.17,2.17,,,9,321,80.0,5,5,0.8,1.46,0,0,0.0,80.0,4,0,0.0,5,55.6,0,4,,,,,64.2,53.4,68.6,,53.3,,,,,0,1,6,,103.3,0.0,0,0,0,0,1,0,0.0,44,8.8,33.3,3,4,12.0,3.05,0,0,0.0,25.0,1,2,0.0,4,44.4,0,1,,,,,63.3,51.6,67.4,,51.6,,,,,0,0,4,0.0,39.6,0.0,0,0,0,1,0,0,0.0,12,3.0
Garrett Hable,123480,QB,LA MONROE,3,2.09,1.86,,3.9,9,209,57.1,7,7,6.1,1.7,0,0,0.0,42.9,3,2,25.0,7,77.8,1,1,,,,,64.6,50.8,69.1,,50.8,,,,,0,0,7,0.0,50.3,0.0,0,0,0,0,0,0,0.0,12,1.7,100.0,1,1,4.0,3.45,0,0,0.0,100.0,1,2,0.0,2,22.2,0,1,,,,,61.8,55.0,65.5,,61.0,,57.3,,,0,0,2,0.0,118.8,0.0,0,1,0,0,0,0,0.0,46,46.0
Jack Layne,158966,QB,IDAHO,1,2.28,2.28,,,9,185,100.0,2,3,-4.0,1.0,1,0,0.0,66.7,2,0,0.0,3,33.3,0,1,,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,,109.7,0.0,0,0,0,0,0,0,0.0,69,23.0,100.0,6,6,4.2,2.92,0,0,0.0,83.3,5,0,16.7,6,66.7,1,3,,,,,64.6,86.8,69.1,,86.1,,,,,0,0,7,,100.7,0.0,0,0,0,0,0,0,0.0,49,8.2
Walter Simmons III,151059,QB,BETH COOK,2,2.69,1.88,3.35,4.05,9,119,75.0,4,4,3.3,1.68,0,0,0.0,75.0,3,0,0.0,4,44.4,0,1,,,,,64.6,48.4,69.1,,48.4,,,,,0,1,7,,67.7,0.0,0,0,0,0,0,1,14.3,41,10.3,100.0,1,1,6.0,3.5,0,0,0.0,100.0,1,2,0.0,5,55.6,0,2,,,,,63.8,80.0,68.1,,66.6,,70.9,,,0,0,5,100.0,91.7,40.0,2,2,0,0,0,0,0.0,6,6.0
Brian Mauer,164108,QB,STF AUSTIN,1,2.37,1.99,4.1,3.3,9,301,28.6,7,7,10.1,1.99,0,1,14.3,28.6,2,1,0.0,7,77.8,0,1,,,,,64.6,44.5,69.1,,44.7,,,,,0,1,7,0.0,12.5,0.0,0,0,0,0,0,1,14.3,42,6.0,,0,0,,3.7,0,0,,,0,2,,2,22.2,0,0,,,,,61.8,67.8,65.5,,59.4,,64.1,,,0,0,2,50.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Ty Englehart,162239,QB,PRESBYTERN,1,2.27,2.25,2.4,,9,271,80.0,5,5,3.2,1.77,0,0,0.0,80.0,4,2,0.0,6,66.7,0,2,,,,,64.2,66.7,68.6,,66.4,,,,,0,0,6,50.0,101.7,16.7,1,0,0,0,0,0,0.0,42,8.4,0.0,3,3,13.7,3.27,0,0,0.0,0.0,0,2,,3,33.3,0,0,,,,,63.3,35.0,67.4,,35.4,,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Christian Veilleux,145086,QB,PENN STATE,2,2.04,1.91,3.1,,9,266,100.0,7,7,2.4,1.83,0,0,0.0,85.7,6,0,14.3,7,77.8,1,3,,,,,64.6,85.3,69.1,,84.7,,,,,0,0,7,,88.7,0.0,0,0,0,0,0,0,0.0,37,5.3,100.0,1,1,15.0,2.8,0,0,0.0,0.0,0,1,100.0,2,22.2,1,0,,,,,61.8,72.3,65.5,,71.9,,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Jayden Waddell,139239,QB,DAVIDSON,2,3.38,2.62,3.2,5.75,9,149,75.0,4,4,5.8,1.68,0,0,0.0,75.0,3,0,0.0,4,44.4,0,3,,,,,10.7,45.4,67.4,,45.6,,,,,0,0,4,,156.3,0.0,0,0,0,0,1,1,25.0,57,14.3,0.0,1,2,25.0,4.74,0,0,0.0,0.0,0,4,,5,55.6,0,1,,,,,63.8,64.0,68.1,,47.7,,70.0,,,0,0,5,25.0,39.6,20.0,1,2,0,1,0,0,0.0,0,0.0
