player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Daniel Richardson,97103,QB,C MICHIGAN,3,-8.65,0,134,134,60.0,110,112,11.3,2.45,0,4,3.2,54.5,61,32,7.6,120,89.6,5,44,,73.3,62.7,82.0,61.1,,64.3,0,2,132,15.6,90.8,4.2,5,3,0,2,7,3,2.3,804,7.2,66.3,101,104,9.1,2.24,0,3,2.6,58.7,61,24,9.0,108,80.6,6,40,,73.0,63.3,81.7,61.8,,63.6,0,1,119,12.5,98.3,2.8,3,1,0,3,7,2,1.7,721,6.9,54.5,22,22,13.4,2.98,0,1,4.3,50.0,11,9,8.3,26,19.4,1,8,,67.9,62.7,73.4,61.8,,61.7,0,1,27,22.2,56.6,7.7,2,2,0,0,0,1,3.7,168,7.6,0,100.0,13,14,-1.8,1.86,0,0,0.0,78.6,11,1,15.4,14,10.4,2,4,,66.2,67.2,71.2,66.9,,,0,0,14,0.0,92.0,0.0,0,0,0,1,0,0,0.0,85,6.1,0.71
Matt McDonald,60350,QB,BOWL GREEN,3,-0.07,0,134,122,66.7,93,107,10.0,2.88,7,7,5.9,52.3,56,48,9.7,122,91.0,6,33,,74.4,79.5,81.9,79.7,59.1,61.2,4,0,134,8.3,98.3,3.3,4,9,0,3,9,2,1.5,631,5.9,67.1,79,87,8.0,2.73,5,4,4.1,56.3,49,38,7.5,101,75.4,4,27,,74.0,75.2,81.4,75.6,54.3,61.2,3,0,113,10.5,92.8,4.0,4,9,0,0,6,1,0.9,435,5.0,76.9,26,32,9.8,2.93,2,3,9.1,56.3,18,11,10.0,33,24.6,2,11,,68.5,79.7,74.3,79.5,59.1,,1,0,34,0.0,121.7,0.0,0,0,0,3,4,1,2.9,255,8.0,0,91.7,12,12,-3.4,1.74,0,0,0.0,91.7,11,1,0.0,12,9.0,0,5,,66.0,62.8,71.2,64.4,54.3,,0,0,13,0.0,114.9,0.0,0,0,0,0,1,0,0.0,59,4.9,2.97
Casey Thompson,77677,QB,NEBRASKA,4,11.04,0,133,238,76.2,101,106,12.0,2.78,0,8,7.3,62.3,66,41,14.3,121,91.0,11,46,,58.5,90.4,82.8,86.9,,77.3,2,3,127,24.4,94.7,8.3,10,5,0,3,5,3,2.4,936,8.8,75.0,76,79,11.4,2.72,0,7,8.6,60.8,48,29,15.8,92,69.2,9,34,,73.6,89.6,82.1,85.9,,74.1,2,3,95,31.0,85.2,9.8,9,4,0,1,3,2,2.1,675,8.5,83.3,36,39,8.6,2.5,0,1,2.4,71.8,28,12,6.7,41,30.8,2,14,,34.3,80.6,75.2,77.1,,70.6,0,0,45,8.3,113.2,2.4,1,1,0,3,2,1,2.2,320,8.2,0,90.9,11,12,-2.7,1.38,0,0,0.0,83.3,10,0,0.0,12,9.0,0,2,,66.0,67.1,71.0,66.8,,,0,0,13,,87.2,0.0,0,0,0,1,0,0,0.0,59,4.9,-0.33
Gunnar Watson,83570,QB,TROY,3,-15.15,0,132,318,77.1,105,110,9.0,2.66,2,4,3.5,68.2,75,44,7.4,125,94.7,6,46,,28.6,83.7,55.7,85.1,,56.0,1,4,130,22.7,93.7,8.0,10,5,0,2,5,6,4.6,919,8.4,79.7,74,76,7.7,2.53,2,3,3.8,73.7,56,26,5.1,85,64.4,3,32,,30.6,82.8,49.6,84.8,,58.2,0,1,88,19.2,93.4,5.9,5,4,0,0,1,4,4.5,566,7.4,73.0,37,41,9.7,2.78,1,1,2.3,58.5,24,20,11.1,47,35.6,3,14,,36.6,75.2,75.5,75.7,,57.0,1,3,49,25.0,90.0,10.6,5,1,0,2,4,2,4.1,365,8.9,0,83.3,6,7,-2.8,1.94,1,0,0.0,71.4,5,2,0.0,7,5.3,0,0,,64.6,64.2,69.1,63.9,,,0,0,7,0.0,74.1,0.0,0,0,0,0,0,0,0.0,12,1.7,1.45
Layne Hatcher,82068,QB,TEXAS ST,3,-15.56,0,131,314,64.4,90,97,12.1,2.81,2,6,6.0,53.6,52,38,10.3,108,82.4,6,27,,37.2,50.2,55.6,51.0,,52.7,0,3,112,21.1,83.1,7.4,8,3,0,5,6,7,6.3,665,6.9,74.1,85,90,8.3,2.62,1,4,4.3,65.6,59,28,6.3,101,77.1,4,24,,35.1,49.7,54.6,50.5,,52.7,0,3,104,25.0,84.9,6.9,7,3,0,4,4,7,6.7,588,6.5,61.5,26,28,12.3,2.33,1,2,6.9,50.0,14,10,12.5,30,22.9,2,5,,68.3,64.5,73.9,64.1,,,0,0,31,10.0,86.2,3.3,1,0,0,1,2,0,0.0,125,4.5,0,100.0,21,21,-3.1,1.34,0,0,0.0,100.0,21,0,0.0,23,17.6,0,2,,67.5,68.3,72.8,67.9,,,0,0,23,,79.2,0.0,0,0,0,0,0,0,0.0,48,2.3,-2.07
Jack Plummer,83543,QB,CAL,3,-12.92,0,131,130,71.1,90,100,10.9,2.8,0,4,3.6,59.0,59,48,7.8,120,91.6,5,40,,56.9,61.8,81.6,55.4,,79.8,2,2,130,25.0,89.4,10.0,12,8,0,8,5,4,3.1,715,7.2,72.8,81,89,9.0,2.55,1,4,4.2,62.9,56,38,5.1,108,82.4,3,35,,55.0,63.5,81.3,57.3,,78.0,2,2,115,31.6,89.1,11.1,12,7,0,5,4,4,3.5,618,6.9,68.4,19,22,12.0,3.39,0,0,0.0,50.0,11,10,15.4,23,17.6,2,7,,67.8,54.4,73.3,51.7,,64.3,0,0,26,0.0,80.1,0.0,0,1,0,3,1,0,0.0,112,5.1,0,80.0,10,11,-2.2,1.58,1,0,0.0,72.7,8,0,0.0,11,8.4,0,2,,65.6,57.2,70.4,56.9,,,0,0,11,,75.2,0.0,0,0,0,0,0,0,0.0,15,1.4,-1.85
Donovan Smith,73929,QB,TEXAS TECH,3,10.93,0,128,315,68.5,92,97,10.5,2.92,0,2,2.0,61.9,60,43,4.8,114,89.1,3,37,,60.3,63.3,54.3,63.5,60.0,59.0,2,5,116,20.9,87.6,7.9,9,8,0,3,7,4,3.4,730,7.5,69.9,83,89,9.3,2.89,0,0,0.0,61.8,55,37,5.2,103,80.5,3,31,,59.0,63.1,26.3,64.1,,59.0,2,4,103,16.2,87.0,5.8,6,8,0,4,6,3,2.9,634,7.1,81.0,21,22,7.6,2.4,0,2,8.3,72.7,16,9,5.9,25,19.5,1,8,,67.9,62.3,73.5,62.2,60.0,,0,1,27,33.3,87.7,12.0,3,0,0,1,1,1,3.7,152,6.9,0,100.0,12,14,-2.7,1.74,0,0,0.0,78.6,11,3,8.3,14,10.9,1,2,,66.2,60.7,0.0,65.3,,,0,0,14,0.0,83.3,0.0,0,0,0,2,0,0,0.0,56,4.0,-0.21
John Paddock,77689,QB,BALL ST,3,4.86,0,128,117,65.7,102,110,8.3,1.94,5,8,7.1,58.2,64,39,4.5,111,86.7,3,34,,72.6,80.3,82.0,79.2,,60.0,1,3,114,2.6,81.9,0.9,1,0,0,2,6,3,2.6,646,5.9,66.7,84,90,7.4,1.89,5,5,5.3,60.0,54,31,3.6,91,71.1,2,26,,72.0,75.2,81.5,74.1,,60.0,1,2,95,3.2,82.3,1.1,1,0,0,0,4,3,3.2,533,5.9,73.5,34,37,5.3,1.98,1,3,8.1,64.9,24,9,4.0,37,28.9,1,14,,68.8,79.1,74.5,78.3,,,0,1,37,0.0,93.9,0.0,0,0,0,2,2,0,0.0,275,7.4,0,87.5,16,17,-2.6,1.79,1,0,0.0,82.4,14,1,0.0,17,13.3,0,6,,66.8,61.5,72.0,61.2,,,0,0,18,0.0,106.4,0.0,0,0,0,0,0,0,0.0,162,9.5,1.51
Clayton Tune,77652,QB,HOUSTON,3,-2.42,0,127,182,65.1,63,73,10.6,3.57,3,2,2.5,52.1,38,47,7.3,98,77.2,3,26,,58.0,69.8,81.4,60.6,,75.1,0,2,106,25.5,73.4,12.2,12,13,0,7,3,4,3.8,449,6.2,73.2,71,79,6.1,3.23,3,1,1.2,63.3,50,40,3.8,99,78.0,2,28,,75.0,70.7,81.5,61.8,,75.2,0,2,107,22.5,85.5,9.1,9,11,0,5,3,3,2.8,542,6.9,85.0,20,23,7.7,2.89,0,1,4.2,60.9,14,10,17.6,28,22.0,3,10,,27.3,67.5,73.6,66.4,,62.1,0,0,29,30.0,117.3,10.7,3,2,0,3,2,1,3.4,196,8.5,0,100.0,28,29,-2.8,1.75,0,0,0.0,89.7,26,3,7.1,29,22.8,2,12,,68.2,70.6,73.7,70.1,,,0,0,30,0.0,131.2,0.0,0,0,0,1,2,0,0.0,289,10.0,1.66
Phil Jurkovec,83533,QB,BOSTON COL,3,-3.75,0,127,121,65.1,83,91,12.6,3.11,1,2,2.1,52.7,48,50,11.1,110,86.6,6,27,,73.9,58.3,81.0,56.5,,61.9,2,3,116,24.0,83.3,10.9,12,7,0,5,6,4,3.4,633,7.0,71.4,70,75,6.2,2.63,1,2,2.5,60.0,45,33,10.0,87,68.5,5,21,,73.3,58.5,80.4,54.9,,66.7,2,2,91,24.2,85.1,9.2,8,3,0,2,5,3,3.3,394,5.3,65.5,29,32,19.0,3.48,0,0,0.0,56.3,18,18,5.3,40,31.5,1,12,,69.1,59.6,74.9,61.8,,53.8,0,1,42,22.2,91.1,10.0,4,4,0,3,1,1,2.4,344,10.8,0,93.8,16,16,-3.9,1.5,0,0,0.0,93.8,15,1,0.0,17,13.4,0,6,,66.7,61.4,71.8,61.1,,,0,0,17,0.0,94.0,0.0,0,0,0,0,0,0,0.0,105,6.6,5.5
Tanner Mordecai,77656,QB,SMU,3,-17.21,0,125,287,68.1,91,97,12.6,2.65,0,11,10.6,56.7,55,22,11.3,105,84.0,7,43,,55.0,82.3,81.3,84.2,,49.2,1,3,112,18.2,107.8,3.8,4,4,0,5,9,2,1.8,941,9.7,71.6,88,92,8.9,2.44,0,8,8.1,63.0,58,14,7.9,99,79.2,5,39,,54.1,80.1,81.1,82.2,,49.2,1,3,106,14.3,104.3,2.0,2,4,0,3,7,2,1.9,838,9.1,59.1,22,24,13.0,2.47,0,3,12.0,45.8,11,10,15.4,26,20.8,2,8,,67.9,68.0,73.4,67.6,,,0,0,27,20.0,108.5,7.7,2,0,0,2,3,0,0.0,165,6.9,0,73.7,19,19,-4.2,1.35,0,0,0.0,73.7,14,2,0.0,20,16.0,0,4,,67.2,54.3,72.5,54.0,,,0,0,21,0.0,94.6,0.0,0,0,0,0,1,0,0.0,62,3.3,-2.23
Brennan Armstrong,77696,QB,VIRGINIA,3,11.4,0,124,335,60.2,93,95,13.1,2.95,1,6,5.8,49.5,47,57,16.1,118,95.2,9,32,,45.1,57.1,82.0,53.9,,62.6,0,3,126,12.3,66.2,5.9,7,16,0,1,2,6,4.8,661,7.0,59.7,72,73,10.8,2.78,1,2,2.5,49.3,36,45,16.3,93,75.0,7,23,,57.3,53.3,81.4,49.0,,62.3,0,3,100,13.3,53.5,6.5,6,14,0,0,1,5,5.0,401,5.5,70.4,27,28,15.8,3.17,0,4,13.8,60.7,17,12,10.5,31,25.0,2,11,,28.6,68.4,74.0,67.6,,61.7,0,0,32,8.3,110.4,3.2,1,2,0,1,1,1,3.1,308,11.0,0,100.0,6,6,-2.8,1.42,0,0,0.0,100.0,6,0,0.0,6,4.8,0,2,,64.2,60.1,68.6,59.9,,,0,0,6,,100.0,0.0,0,0,0,0,0,0,0.0,48,8.0,5.51
Jaren Hall,82094,QB,BYU,3,-1.19,0,123,128,75.6,86,94,10.3,2.94,1,5,4.9,68.1,64,28,1.5,105,85.4,1,38,,59.2,73.9,81.4,75.2,,58.5,0,1,115,14.3,104.2,3.8,4,7,0,7,5,3,2.6,723,7.7,76.6,77,84,9.1,2.76,2,3,3.2,69.0,58,19,1.7,92,74.8,1,32,66.7,74.8,74.9,81.1,76.0,87.9,56.9,0,0,102,10.5,101.9,2.2,2,6,0,5,3,1,1.0,612,7.3,79.2,24,28,5.9,2.73,0,2,6.9,67.9,19,10,0.0,31,25.2,0,10,,28.6,61.8,74.0,59.6,,63.2,0,1,32,20.0,99.6,6.5,2,1,0,4,2,2,6.3,215,7.7,0,86.7,15,18,-3.2,1.67,1,0,0.0,72.2,13,1,0.0,18,14.6,0,4,66.7,67.3,62.3,72.4,55.7,87.9,,0,0,19,0.0,86.3,0.0,0,0,0,2,0,0,0.0,104,5.8,0.39
