player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Anthony Grant,77701,HB,NEBRASKA,4,80,18,5,31.4,144,0,458,1,2,18,233,71.0,13,27,238,0,27,85.7,79.4,81.6,,45.8,51.2,82.5,58.1,46,0,16,2,65,87,0,0,4,82,5,458,233,2.91,5.7,0.25,51
Toa Taua,83722,HB,NEVADA,4,77,18,2,14.0,39,0,278,3,3,18,202,62.6,7,13,239,0,27,85.3,65.0,83.2,,67.9,49.7,67.2,69.8,24,0,88,11,74,93,0,0,14,88,3,278,202,2.62,3.6,1.19,50
Chase Brown,77787,HB,ILLINOIS,3,76,24,10,48.1,235,0,489,0,0,24,282,109.9,18,25,187,3,17,33.4,78.1,6.8,74.3,72.0,42.7,80.7,60.1,38,1,25,5,56,80,0,0,5,81,2,489,282,3.71,6.4,0.45,55
Lew Nichols III,97187,HB,C MICHIGAN,3,71,13,3,22.1,61,0,276,2,2,13,202,52.0,9,19,134,0,24,84.8,69.5,82.2,,66.1,50.3,73.2,59.3,31,0,81,11,77,75,0,0,13,82,5,276,202,2.85,3.9,1.05,45
Ray Davis,101072,HB,VANDERBILT,4,70,25,7,44.9,173,0,385,0,4,25,265,133.9,9,17,333,1,24,67.2,82.0,82.5,,46.8,75.5,81.9,67.4,39,0,84,12,70,99,0,0,12,82,3,385,265,3.79,5.5,1.2,46
Khalan Laborn,57204,HB,MARSHALL,3,68,11,8,48.2,212,0,440,0,3,11,262,72.9,13,26,214,2,12,48.3,75.8,80.9,,41.0,58.3,78.1,58.6,49,0,52,6,70,76,0,0,7,74,5,440,262,3.85,6.5,0.74,54
Mohamed Ibrahim,55226,HB,MINNESOTA,3,67,18,9,40.5,188,0,464,0,0,18,314,122.3,15,33,225,0,22,84.4,90.7,78.6,,72.8,69.6,87.7,60.0,34,0,13,2,22,72,0,0,2,69,7,464,314,4.69,6.9,0.59,45
Raheim Sanders,146626,HB,ARKANSAS,3,66,14,8,51.3,225,0,439,1,1,14,236,72.5,12,23,111,1,5,67.2,75.2,81.5,,77.7,58.7,77.6,56.0,47,0,117,8,74,93,0,0,10,74,3,439,236,3.58,6.7,1.58,61
Sean Tucker,123056,HB,SYRACUSE,3,65,15,0,0.0,0,0,262,1,1,15,156,49.9,6,16,304,0,34,84.1,76.0,83.2,,85.1,69.8,76.3,49.4,13,0,124,12,74,91,0,0,18,77,2,262,156,2.4,4.0,1.68,31
Nathan Carter,147376,HB,UCONN,4,64,21,5,36.9,150,0,406,1,0,21,238,113.2,14,22,146,1,30,64.6,80.9,82.1,,71.3,51.3,83.0,57.0,52,0,39,5,44,78,0,0,9,69,1,406,238,3.72,6.3,0.89,34
Evan Hull,97302,HB,NWESTERN,3,64,14,4,22.9,70,0,306,0,9,14,183,72.3,9,16,256,2,45,49.0,74.6,12.7,,13.2,91.6,66.3,60.3,21,1,301,27,94,74,0,0,30,91,3,306,183,2.86,4.8,3.2,19
Israel Abanikanda,122999,HB,PITTSBURGH,3,64,14,3,41.1,124,0,302,0,4,14,213,89.4,7,16,268,0,15,84.3,69.7,82.2,,22.1,58.9,72.6,60.1,76,0,40,3,59,72,0,0,4,67,2,302,213,3.33,4.7,0.68,49
Calvin Tyler Jr.,52133,HB,UTAH ST,3,63,13,3,24.8,59,0,238,0,1,13,146,49.2,5,11,329,1,28,64.3,70.3,79.7,,71.2,40.5,72.0,60.1,22,0,21,3,26,70,0,0,3,66,0,238,146,2.32,3.8,0.81,32
Titus Swen,97314,HB,WYOMING,4,62,15,4,27.5,87,0,316,2,1,15,197,77.0,11,20,351,2,12,43.8,68.1,81.8,,63.3,40.5,72.1,56.7,25,0,14,4,56,77,0,0,6,66,4,316,197,3.18,5.1,0.25,50
Carson Steele,145632,HB,BALL ST,3,62,24,5,39.1,118,0,302,0,2,24,261,156.4,8,15,117,0,20,84.0,79.7,81.5,,78.9,59.3,81.8,60.0,29,0,42,8,68,67,0,0,11,70,2,302,261,4.21,4.9,0.62,41
Deuce Vaughn,122624,HB,KANSAS ST,3,61,8,5,40.1,143,0,357,0,1,8,140,28.7,9,14,199,0,31,83.7,76.2,81.5,,41.0,66.4,77.3,60.6,39,0,31,11,54,89,0,0,13,72,3,357,140,2.3,5.9,0.57,30
Samson Evans,84228,HB,E MICHIGAN,3,61,13,6,34.7,127,0,366,1,2,13,213,77.0,13,25,160,0,43,83.7,76.0,82.9,71.5,69.4,54.5,77.5,59.2,32,0,40,7,59,72,0,0,8,68,3,366,213,3.49,6.0,0.68,18
Oscar Adaway III,100835,HB,N TEXAS,4,57,24,8,48.0,144,0,300,1,1,24,235,174.7,13,19,251,0,22,83.2,76.3,78.6,,30.9,49.4,78.2,59.7,35,0,7,2,33,61,0,0,3,59,4,300,235,4.12,5.3,0.21,33
George Holani,72154,HB,BOISE ST,3,57,13,1,18.3,34,0,186,0,9,13,119,67.5,1,12,120,1,31,65.6,65.9,82.3,,51.2,79.2,62.1,58.3,34,0,96,11,46,61,0,0,12,68,1,186,119,2.09,3.3,2.09,25
Larry McCammon III,97309,HB,FAU,4,54,15,6,52.3,206,0,394,0,1,15,230,117.5,10,13,165,0,31,82.9,78.2,81.2,,82.9,64.2,78.3,58.6,58,0,52,4,52,69,0,0,6,58,2,394,230,4.26,7.3,1.0,20
La'Damian Webb,122423,HB,S ALABAMA,3,54,22,4,37.1,116,0,313,1,2,22,182,126.4,7,20,288,1,16,62.9,74.7,80.6,,19.9,66.4,76.0,71.3,47,0,90,10,56,58,0,0,12,64,5,313,182,3.37,5.8,1.61,38
Henry Parrish Jr.,124144,HB,MIAMI FL,3,53,16,4,25.2,76,0,302,1,3,16,156,96.4,7,20,220,0,36,82.8,87.1,81.0,,64.2,58.3,89.8,58.1,24,0,41,5,43,57,0,0,8,58,4,302,156,2.94,5.7,0.95,17
Tucker Gregg,83669,HB,GA STATE,3,52,10,0,0.0,0,0,203,0,0,10,127,47.0,2,15,175,0,14,82.6,63.2,79.2,,84.0,51.3,64.7,52.1,12,0,0,0,38,80,0,0,0,52,2,203,127,2.44,3.9,0.0,36
Xazavian Valladay,57490,HB,ARIZONA ST,3,52,15,7,61.2,221,0,361,1,3,15,185,116.4,8,14,110,1,24,59.9,72.4,82.7,,19.7,60.3,75.7,55.9,44,0,26,3,64,66,0,0,5,55,4,361,185,3.56,6.9,0.41,27
Aidan Robbins,98030,HB,UNLV,3,51,13,4,42.3,142,0,336,1,0,13,235,107.0,8,16,325,0,27,82.9,84.7,83.3,,54.0,58.8,90.2,58.3,59,0,14,5,85,62,0,0,7,56,6,336,235,4.61,6.6,0.16,24
Dedrick Parson,78572,HB,HAWAII,4,51,8,2,27.4,54,0,197,0,1,8,114,34.7,4,11,180,3,18,22.3,63.0,80.7,,75.1,54.7,64.5,38.8,37,0,33,7,56,56,0,0,9,58,4,197,114,2.24,3.9,0.59,31
Ronald Awatt,57461,HB,UTEP,4,51,12,2,26.0,58,0,223,0,3,12,151,82.2,4,11,330,0,13,82.4,73.4,81.3,,68.2,65.3,73.2,60.0,36,0,27,3,49,52,0,0,4,54,2,223,151,2.96,4.4,0.55,38
Ari Broussard,75824,HB,RICE,3,51,11,1,13.1,19,0,145,0,2,11,115,54.3,2,15,275,0,32,82.4,74.7,81.1,,81.0,65.5,74.2,59.1,19,0,36,3,48,54,0,0,3,54,4,145,115,2.25,2.8,0.75,19
Jordan Mims,57209,HB,FRESNO ST,3,51,10,5,44.3,137,0,309,1,2,10,163,66.1,8,20,169,0,11,82.5,69.9,81.8,,30.3,52.0,77.4,50.7,42,0,52,7,98,56,0,0,10,58,4,309,163,3.2,6.1,0.53,38
