player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Ethan Slade,147532,S,BYU,2,3,,3.0,128,0,39.6,0,1,0,0,0,0.0
Blake Gotcher,150375,LB,LAMAR,1,2,,2.0,204,0,39.6,0,1,0,0,0,0.0
Jaylon Jones,124328,CB,TEXAS A&M,1,3,,3.0,312,0,39.6,0,1,0,0,0,0.0
Carlos Hatcher,76824,ED,TULANE,2,3,,1.5,319,0,39.6,0,2,0,0,0,0.0
Quinn Perry,100463,LB,COLORADO,2,4,,4.0,143,0,39.6,0,1,0,0,0,0.0
Alex Branch,145781,S,KENT STATE,1,3,,3.0,201,0,39.6,0,1,0,0,0,0.0
Fred Thompkins,158143,LB,UNLV,2,3,,3.0,325,0,39.6,0,1,0,0,0,0.0
Nick Emmanwori,158121,S,S CAROLINA,3,16,,8.0,289,0,39.6,0,2,0,0,0,0.0
Seyi Oladipo,145984,S,BOISE ST,3,21,,10.5,120,0,39.6,0,2,0,0,0,0.0
A.J. Odums,146129,CB,NEW MEXICO,1,2,,2.0,241,0,39.6,0,1,0,0,0,0.0
Keyshawn Swanson,100281,S,TROY,2,9,,9.0,318,0,39.6,0,1,0,0,0,0.0
Khadry Jackson,99823,LB,GA SOUTHRN,2,4,,4.0,174,0,39.6,0,1,0,0,0,0.0
Tremel States-Jones,157864,S,S ALABAMA,1,1,,1.0,288,0,39.6,0,1,0,0,0,0.0
Kilinahe Mendiola-Jensen,146198,CB,UNLV,1,8,,8.0,325,0,39.6,0,1,0,0,0,0.0
Cameron Oliver,146206,CB,UNLV,1,1,,1.0,325,1,0.0,0,1,0,0,0,0.0
Xavier Benson,77236,LB,OKLA STATE,3,11,,11.0,262,0,39.6,0,1,0,0,0,0.0
Ray Thornton III,99727,S,USF,1,4,,4.0,327,0,39.6,0,1,0,0,0,0.0
Larry Turner-Gooden,157308,LB,TEXAS,1,3,,3.0,311,0,39.6,0,1,0,0,0,0.0
Anthony Beavers Jr.,146420,S,USC,2,6,,6.0,326,0,39.6,0,1,0,0,0,0.0
Mychale Salahuddin,77702,S,NC A&T,1,7,,7.0,246,0,39.6,0,1,0,0,0,0.0
Sean Michael Flanagan,77812,S,OKLA STATE,2,11,,11.0,262,0,39.6,0,1,0,0,0,0.0
Malik Dunlap,77814,CB,TEXAS TECH,1,1,,1.0,315,0,39.6,0,1,0,0,0,0.0
AG McGhee,156812,CB,MARSHALL,1,1,,1.0,214,0,39.6,0,1,0,0,0,0.0
Greg Penn III,146780,LB,LSU,2,3,,3.0,211,0,39.6,0,1,0,0,0,0.0
Jahmar Brown,98981,S,COAST CAR,3,17,,17.0,141,0,39.6,0,1,0,0,0,0.0
MJ Daniels,146821,S,OLE MISS,2,8,,8.0,226,0,39.6,0,1,0,0,0,0.0
Moses Douglass,98899,LB,ALAB A&M,1,5,,5.0,104,0,39.6,0,1,0,0,0,0.0
Caleb Wheatland,156454,LB,MARYLAND,2,2,,2.0,215,0,39.6,0,1,0,0,0,0.0
Tayvonn Kyle,78131,CB,IOWA STATE,1,8,,8.0,193,0,39.6,0,1,0,0,0,0.0
Jamar Richardson,98886,CB,S ALABAMA,1,2,,2.0,288,0,39.6,0,1,0,0,0,0.0
Bam Martin-Scott,146904,LB,S CAROLINA,1,3,,3.0,289,0,39.6,0,1,0,0,0,0.0
Wade Woodaz,156237,LB,CLEMSON,2,6,,3.0,140,0,39.6,0,2,0,0,0,0.0
Cedric Anderson,78680,CB,NWSTATE,2,4,,1.3,257,0,39.6,0,3,0,0,0,0.0
Jaylen McCollough,98845,S,TENNESSEE,3,20,,10.0,307,0,39.6,0,2,0,0,0,0.0
Cam Smith,98837,CB,S CAROLINA,1,16,,8.0,289,0,39.6,0,2,0,0,0,0.0
Bryon Broussard,78712,S,TARLETON,3,6,,6.0,401,0,39.6,0,1,0,0,0,0.0
Jardin Gilbert,146997,S,TEXAS A&M,3,18,,9.0,312,1,0.0,0,2,0,0,0,0.0
William Hooper,78994,CB,NWSTATE,2,4,,4.0,257,0,39.6,0,1,0,0,0,0.0
Justin Parks,147066,S,ARK STATE,3,8,,4.0,113,0,39.6,0,2,0,0,0,0.0
Cam Jeffery,147068,LB,ARK STATE,1,2,,2.0,113,0,39.6,0,1,0,0,0,0.0
Tre Pinkney,147100,LB,COAST CAR,1,1,,1.0,141,0,39.6,0,1,0,0,0,0.0
Perry Wells,155805,CB,TEXAS STHN,3,16,,16.0,313,1,0.0,0,1,0,0,0,0.0
Ty Davis,155756,S,DELAWARE,2,9,,9.0,151,0,39.6,0,1,0,0,0,0.0
Tyrell Davis,147124,S,GA SOUTHRN,1,1,,1.0,174,0,39.6,0,1,0,0,0,0.0
Tre Wortham,147406,CB,UCONN,1,1,,1.0,146,0,39.6,0,1,0,0,0,0.0
Bryce Gallagher,97905,LB,NWESTERN,3,12,,12.0,256,0,39.6,0,1,0,0,0,0.0
David Spaulding,97890,CB,S CAROLINA,1,10,,3.3,289,0,39.6,0,3,0,0,0,0.0
Joe Casale,79150,LB,ROB MORRIS,2,3,,1.5,277,0,39.6,0,2,0,0,0,0.0
Steele Chambers,97812,LB,OHIO STATE,2,4,,4.0,260,0,39.6,0,1,0,0,0,0.0
Cannon Blauser,97718,LB,OHIO,1,2,,2.0,259,0,39.6,0,1,0,0,0,0.0
Kobe Jenkins,155713,S,LINCOK,1,11,,11.0,1452,0,39.6,0,1,0,0,0,0.0
Quenton Porter,79199,CB,STNY BROOK,1,1,,1.0,303,0,39.6,0,1,0,0,0,0.0
Alfonzo Dixon IV,79312,ED,FORDHAM,1,1,,1.0,168,0,39.6,0,1,0,0,0,0.0
Kendric Bailey,147669,S,MONTANA ST,2,11,,11.0,233,0,39.6,0,1,0,0,0,0.0
Jayden Stanley,155573,S,UC DAVIS,1,2,,1.0,322,0,39.6,0,2,0,0,0,0.0
Eian Moore,147807,S,SACRAMENTO,1,13,,13.0,279,0,39.6,0,1,0,0,0,0.0
Porter Connors,155570,LB,UC DAVIS,1,1,,1.0,322,1,0.0,0,1,0,0,0,0.0
Trey Rucker,97684,CB,OKLA STATE,1,9,,3.0,262,0,39.6,0,3,0,0,0,0.0
Michael Bates Jr.,155554,S,MITECH,1,2,,1.0,980,0,39.6,0,2,0,0,0,0.0
Freddie Johnson Jr.,155463,LB,WSRAMS,1,3,,3.0,1206,0,39.6,0,1,0,0,0,0.0
Rex Connors,155292,S,UC DAVIS,2,7,,7.0,322,0,39.6,0,1,0,0,0,0.0
Jaylen Jackson,155265,S,TARLETON,3,5,,2.5,401,0,39.6,0,2,0,0,0,0.0
Jordan Revels,97672,ED,TEXAS ST,2,5,,5.0,314,0,39.6,0,1,0,0,0,0.0
Jayden Ah You,147860,LB,WEBER ST,3,8,,8.0,342,0,39.6,0,1,0,0,0,0.0
Tyrique Stevenson,97562,CB,MIAMI FL,2,5,,2.5,220,0,39.6,0,2,0,0,0,0.0
Tim White,148022,S,ROB MORRIS,2,19,,19.0,277,0,39.6,0,1,0,0,0,0.0
Rylan Cole,148088,S,INDIANA ST,2,10,,10.0,191,0,39.6,0,1,0,0,0,0.0
Malachi Langley,97532,LB,FRESNO ST,2,7,,7.0,169,0,39.6,0,1,0,0,0,0.0
Marquez Beason,97360,CB,ALAB A&M,2,6,,6.0,104,0,39.6,0,1,0,0,0,0.0
Shi'heem Watkins,97355,S,MERCER,3,6,,3.0,219,0,39.6,0,2,0,0,0,0.0
Jakeen Harris,97351,S,NC STATE,3,37,,7.4,248,1,0.0,0,5,0,0,0,0.0
Micah Baskerville,81281,LB,LSU,2,4,,4.0,211,1,0.0,0,1,0,0,0,0.0
Michael King,154464,S,UVAWIS,1,16,,4.0,1320,0,39.6,0,4,0,0,0,0.0
Chase Kline,81302,LB,E MICHIGAN,2,3,,1.5,160,0,39.6,0,2,0,0,0,0.0
Mariano Sori-Marin,81309,LB,MINNESOTA,1,1,,1.0,225,0,39.6,0,1,0,0,0,0.0
Nathaniel Watson,81317,LB,MISS STATE,2,8,,8.0,227,0,39.6,0,1,0,0,0,0.0
Chad Bailey,81323,LB,MISSOURI,2,4,,4.0,229,0,39.6,0,1,0,0,0,0.0
Shayne Simon,81349,LB,PITTSBURGH,3,9,,9.0,268,0,39.6,0,1,0,0,0,0.0
Reid Wheeler,154423,S,TAYLOR,1,9,,9.0,402,0,39.6,0,1,0,0,0,0.0
AJ Williams,97343,S,WAKE,2,17,,17.0,339,0,39.6,0,1,0,0,0,0.0
Ubayd Steed,148461,S,TOWSON,2,6,,6.0,317,0,39.6,0,1,0,0,0,0.0
Jalen Jones,148495,CB,WM & MARY,2,3,,3.0,348,0,39.6,0,1,0,0,0,0.0
Jackson Ambush,148507,LB,ALBANY,3,4,,2.0,106,0,39.6,0,2,0,0,0,0.0
Jonathan Cabral-Martin,153976,S,CENT CT ST,2,16,,8.0,133,0,39.6,0,2,0,0,0,0.0
DaRyan Williams,81405,LB,STF AUSTIN,1,1,,1.0,301,0,39.6,0,1,0,0,0,0.0
Brian Johnson,81411,LB,TULSA,1,6,,6.0,320,0,39.6,0,1,0,0,0,0.0
Ben Hines,81457,LB,VALPO,1,3,,3.0,332,0,39.6,0,1,0,0,0,0.0
Reddy Steward,97289,CB,TROY,2,3,,3.0,318,0,39.6,0,1,0,0,0,0.0
Steven Comstock,82116,S,FRESNO ST,2,4,,4.0,169,0,39.6,0,1,0,0,0,0.0
Rashad Wisdom,97249,S,UTSA,2,9,,9.0,331,0,39.6,0,1,0,0,0,0.0
Tyler Baylor,82322,ED,MARYLAND,1,5,,5.0,215,0,39.6,0,1,0,0,0,0.0
Marcus Harris,97230,CB,IDAHO,1,1,,1.0,185,0,39.6,0,1,0,0,0,0.0
Raymond Scott,82560,LB,FRESNO ST,2,8,,8.0,169,0,39.6,0,1,0,0,0,0.0
Tommie McKoy III,148596,S,MERRIMACK,2,2,,2.0,385,0,39.6,0,1,0,0,0,0.0
Richard Jibunor,83016,ED,TROY,1,2,,2.0,318,0,39.6,0,1,0,0,0,0.0
Teja Young,83038,S,FAU,2,4,,4.0,165,0,39.6,0,1,0,0,0,0.0
Kalon Gervin,83055,CB,KANSAS,2,25,,12.5,198,0,39.6,0,2,0,0,0,0.0
Calvin Henderson,153276,S,TEXAS STHN,3,9,,4.5,313,0,39.6,0,2,0,0,0,0.0
Trey Harris,148808,S,CORNELL,1,2,,2.0,147,0,39.6,0,1,0,0,0,0.0
Kendall Williamson,83090,S,STANFORD,2,14,,14.0,300,1,0.0,0,1,0,0,0,0.0
Chase Williams,83102,S,S JOSE ST,1,7,,7.0,285,1,0.0,0,1,0,0,0,0.0
Michael Anyanwu,83103,CB,UTAH ST,2,3,,3.0,329,0,39.6,0,1,0,0,0,0.0
Nolan Askelson,91334,LB,MONTANA ST,3,11,,11.0,233,0,39.6,0,1,0,0,0,0.0
Eric Little,148920,LB,HARVARD,1,2,,2.0,179,0,39.6,0,1,0,0,0,0.0
Tra Green,83150,S,CENT ARK,2,9,,4.5,132,0,39.6,0,2,0,0,0,0.0
Jaden Harris,83151,LB,ARK STATE,3,5,,5.0,113,0,39.6,0,1,0,0,0,0.0
Jaheim Ward,149123,S,AUSTINPEAY,2,5,,5.0,116,0,39.6,0,1,0,0,0,0.0
Dustin Johnson,83197,S,N COLORADO,2,11,,11.0,253,0,39.6,0,1,0,0,0,0.0
Joshua Rudolph,149135,LB,AUSTINPEAY,1,1,,1.0,116,0,39.6,0,1,0,0,0,0.0
Aaron Webb,149255,CB,TENN MARTN,1,5,,5.0,310,0,39.6,0,1,0,0,0,0.0
TD Blackmon,90953,LB,AIR FORCE,3,9,,9.0,101,0,39.6,0,1,0,0,0,0.0
Caleb Brunson,90403,S,MS VLY ST,2,9,,9.0,228,0,39.6,0,1,0,0,0,0.0
Jamarius Brown,151592,CB,MILES,1,15,,15.0,386,0,39.6,0,1,0,0,0,0.0
David Ealey III,149355,S,GEORGETOWN,2,9,,9.0,172,0,39.6,0,1,0,0,0,0.0
Josh Green,89172,S,TENN STATE,3,20,,20.0,308,0,39.6,0,1,0,0,0,0.0
Larmar Frazier,151301,S,ST FRANCIS,2,8,,8.0,299,0,39.6,0,1,0,0,0,0.0
Julius Brents,83256,CB,KANSAS ST,1,1,,1.0,199,0,39.6,0,1,0,0,0,0.0
Kaevon Merriweather,83257,S,IOWA,3,26,,13.0,192,0,39.6,0,2,0,0,0,0.0
Riley Moss,83259,CB,IOWA,1,3,,3.0,192,0,39.6,0,1,0,0,0,0.0
Rett Russell,88520,S,CITADEL,2,9,,9.0,139,0,39.6,0,1,0,0,0,0.0
German Green,83294,CB,MICHIGAN,1,3,,3.0,222,0,39.6,0,1,0,0,0,0.0
Caleb Bowling,149565,S,DRAKE,3,15,,15.0,153,0,39.6,0,1,0,0,0,0.0
Max Oxendine,88378,S,NEW HAMP,3,21,,10.5,240,0,39.6,0,2,0,0,0,0.0
Jarad McCray,88371,S,MURRAY ST,3,16,,16.0,236,0,39.6,0,1,0,0,0,0.0
Willie O'Hara,151261,LB,ST FRANCIS,2,5,,5.0,299,0,39.6,0,1,0,0,0,0.0
James Crim,149607,S,PRESBYTERN,2,17,,17.0,271,0,39.6,0,1,0,0,0,0.0
Dorian Jones,88336,S,CAMPBELL,3,4,,4.0,131,0,39.6,0,1,0,0,0,0.0
Nick Murray,149636,CB,SAN DIEGO,1,1,,1.0,283,0,39.6,0,1,0,0,0,0.0
RJ Williams,149725,LB,STETSON,1,1,,1.0,302,0,39.6,0,1,0,0,0,0.0
Jason Riedy,149732,CB,STETSON,2,2,,2.0,302,0,39.6,0,1,0,0,0,0.0
Colin Graves,149760,S,VALPO,2,10,,10.0,332,0,39.6,0,1,0,0,0,0.0
Connor Reid,87001,S,BUTLER,3,19,,19.0,127,0,39.6,0,1,0,0,0,0.0
Quinton Sharkey,150124,LB,NICHOLLS,1,2,,2.0,243,0,39.6,0,1,0,0,0,0.0
Ara Rauls III,150144,S,NWSTATE,2,4,,4.0,257,0,39.6,0,1,0,0,0,0.0
KeMari Clark,150175,CB,CENT ARK,2,15,,15.0,132,1,0.0,0,1,0,0,0,0.0
B.J. Turner,84540,LB,CHARLOTTE,3,4,,4.0,136,0,39.6,0,1,0,0,0,0.0
Jayden Sheridan,150222,CB,UTAHTC,3,3,,3.0,1285,0,39.6,0,1,0,0,0,0.0
Cam'Ron Silmon-Craig,150938,S,JACKSON ST,2,10,,10.0,194,0,39.6,0,1,0,0,0,0.0
Reggie Pearson Jr.,83915,S,TEXAS TECH,3,12,,12.0,315,0,39.6,0,1,0,0,0,0.0
Jeremiah Davis,83892,LB,STF AUSTIN,2,6,,6.0,301,0,39.6,0,1,0,0,0,0.0
Shawn Preston Jr.,83858,S,MISS STATE,2,3,,3.0,227,0,39.6,0,1,0,0,0,0.0
Ammari Sylla,168978,S,VA LYNCHBU,1,17,,17.0,406,0,39.6,0,1,0,0,0,0.0
O'Donnell Fortune,124235,CB,S CAROLINA,1,1,,1.0,289,0,39.6,0,1,0,0,0,0.0
Quincy Lenton,43195,S,YNGTOWN ST,3,15,,15.0,353,0,39.6,0,1,0,0,0,0.0
Rashad Torrence II,124397,S,FLORIDA,3,11,,11.0,163,0,39.6,0,1,0,0,0,0.0
Padro Davidson,168850,S,VA LYNCHBU,1,5,,5.0,406,0,39.6,0,1,0,0,0,0.0
Jaylon Carlies,124196,S,MISSOURI,3,10,,3.3,229,0,39.6,0,3,0,0,0,0.0
Kristian Story,123937,S,ALABAMA,2,4,,4.0,103,0,39.6,0,1,0,0,0,0.0
Jahquez Robinson,123931,CB,ALABAMA,1,1,,1.0,103,0,39.6,0,1,0,0,0,0.0
Kalen McGee,168368,CB,LINCOK,1,10,,10.0,1452,1,0.0,0,1,0,0,0,0.0
Ricky Richardson,168366,LB,LINCOK,1,4,,4.0,1452,0,39.6,0,1,0,0,0,0.0
Tamichael Shellman,167767,CB,KYCRST,1,4,,4.0,1474,0,39.6,0,1,0,0,0,0.0
Gerrell Johnson,128085,LB,UMASS,3,9,,9.0,216,0,39.6,0,1,0,0,0,0.0
Kaleb Hayes,52137,CB,BYU,2,2,,2.0,128,0,39.6,0,1,0,0,0,0.0
Teagan Wilk,123843,S,E CAROLINA,3,9,,9.0,156,0,39.6,0,1,0,0,0,0.0
Joseph Jamison,167733,CB,KYCRST,1,11,,5.5,1474,0,39.6,0,2,0,0,0,0.0
George Nyakwol,52203,S,RICE,2,4,,4.0,275,0,39.6,0,1,0,0,0,0.0
Sean Tucker,123840,CB,TOWSON,1,1,,1.0,317,0,39.6,0,1,0,0,0,0.0
Quadric Bullard,123735,S,UCF,3,16,,4.0,323,0,39.6,0,4,0,0,0,0.0
Nohl Williams,128375,CB,UNLV,1,2,,2.0,325,0,39.6,0,1,0,0,0,0.0
Cam Stone,128434,CB,WYOMING,3,7,,7.0,351,0,39.6,0,1,0,0,0,0.0
