player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Gabe Blair,145323,G,N TEXAS,4,0,251,62.6,100.0,69,41.3,69,65.6,0,100.0,167,167,67.7,100.0,92,55.1,92
Manase Mose,59950,C,N TEXAS,4,0,251,66.6,100.0,64,40.8,64,74.5,0,100.0,157,157,78.7,100.0,87,55.4,87
Grant Starck,128245,T,NEVADA,4,0,239,73.4,100.0,47,30.1,47,75.7,0,100.0,156,156,72.9,100.0,101,64.7,101
Bryce Petersen,77557,C,NEVADA,4,0,239,55.6,100.0,47,30.1,47,56.8,1,100.0,156,156,58.5,100.0,101,64.7,101
Jett Duncan,121886,T,N TEXAS,4,0,251,61.0,100.0,61,40.1,61,55.0,1,100.0,152,152,53.5,100.0,85,55.9,85
Everett Smalley,131512,T,AIR FORCE,3,0,101,63.0,100.0,53,34.9,53,69.0,0,100.0,152,152,63.5,100.0,29,19.1,29
Isaac Cochran,101273,G,AIR FORCE,3,0,101,64.7,100.0,53,34.9,53,76.9,0,100.0,152,152,74.1,100.0,29,19.1,29
Jackson Filipowicz,121567,G,ARMY,3,0,114,63.8,100.0,42,28.6,42,72.9,1,100.0,147,147,75.0,100.0,28,19.0,28
Turner Corcoran,129684,G,NEBRASKA,4,0,238,57.3,100.0,58,39.7,58,55.7,1,100.0,146,146,55.5,100.0,82,56.2,82
Bryce Benhart,98531,T,NEBRASKA,4,0,238,57.7,100.0,58,39.7,58,67.5,0,100.0,146,146,72.7,100.0,82,56.2,82
Trent Hixson,59905,C,NEBRASKA,4,0,238,57.7,100.0,58,39.7,58,60.4,0,100.0,146,146,62.4,100.0,82,56.2,82
Cole Brown,81768,T,N TEXAS,4,0,251,65.9,100.0,60,42.0,60,67.8,0,100.0,143,143,68.9,100.0,77,53.8,77
Connor Bishop,102830,C,ARMY,3,0,114,47.3,100.0,40,28.4,40,54.1,1,100.0,141,141,64.0,100.0,25,17.7,25
Connor Finucane,121569,G,ARMY,3,0,114,56.8,100.0,40,28.4,40,70.2,0,100.0,141,141,77.2,100.0,25,17.7,25
Josh Atwood,128073,C,UMASS,3,0,216,66.4,100.0,102,72.9,102,65.5,0,100.0,140,140,61.6,100.0,30,21.4,30
Ethan Mottinger,128100,G,UMASS,3,0,216,66.3,100.0,102,72.9,102,64.9,1,100.0,140,140,59.4,100.0,30,21.4,30
Cole Garcia,75872,G,UMASS,3,0,216,60.6,100.0,102,72.9,102,61.7,0,100.0,140,140,60.6,100.0,30,21.4,30
