,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
UNC-Wilmington,2021-12-11 15:00:00,-150,13.33,3.0,18.18,129.5,18.18,,63.3,66.3
Jacksonville,2021-12-11 15:00:00,,,-3.0,18.18,129.5,18.18,,66.3,63.3
South Dakota State,2021-12-11 15:00:00,195,39.00,6.0,18.18,158.5,18.18,32.4,76.3,82.3
Washington State,2021-12-11 15:00:00,-240,8.33,-6.0,18.18,158.5,18.18,67.6,82.3,76.3
Illinois State,2021-12-11 15:00:00,,,,,,,,,
Chicago State,2021-12-11 15:00:00,,,,,,,,,
Morgan State,2021-12-11 15:00:00,-380,5.26,8.0,17.39,138.5,18.18,,65.3,73.3
Longwood,2021-12-11 15:00:00,,,-8.0,19.05,138.5,18.18,,73.3,65.3
Lamar,2021-12-11 15:00:00,225,45.00,7.0,18.18,141.0,18.18,29.5,67.0,74.0
Texas-Arlington,2021-12-11 15:00:00,-280,7.14,-7.0,18.18,141.0,18.18,70.5,74.0,67.0
Hartford,2021-12-11 15:00:00,-510,3.92,10.5,18.18,136.5,18.18,,63.0,73.5
UNLV,2021-12-11 15:00:00,,,-10.5,18.18,136.5,18.18,,73.5,63.0
Towson,2021-12-11 15:00:00,-365,5.48,-9.0,18.18,140.5,16.67,,74.8,65.8
Coppin State,2021-12-11 15:00:00,,,9.0,18.18,140.5,20.00,,65.8,74.8
Ohio,2021-12-11 15:00:00,-335,5.97,-7.5,18.18,139.5,18.18,,73.5,66.0
Stetson,2021-12-11 15:00:00,,,7.5,18.18,139.5,18.18,,66.0,73.5
Missouri,2021-12-11 15:15:00,1200,240.00,23.0,18.18,142.0,18.18,7.4,59.5,82.5
Kansas,2021-12-11 15:15:00,-2500,0.80,-23.0,18.18,142.0,18.18,92.6,82.5,59.5
Grambling,2021-12-11 15:30:00,-120,16.67,-1.0,20.00,138.0,20.00,,69.5,68.5
Incarnate Word,2021-12-11 15:30:00,,,1.0,16.67,138.0,16.67,,68.5,69.5
Eastern Illinois,2021-12-11 16:00:00,,,,,,,,,
Butler,2021-12-11 16:00:00,,,,,,,,,
Pacific,2021-12-11 16:00:00,100,20.00,1.0,18.18,130.0,18.18,47.8,64.5,65.5
San Jose State,2021-12-11 16:00:00,-120,16.67,-1.0,18.18,130.0,18.18,52.2,65.5,64.5
American,2021-12-11 16:00:00,-225,8.89,5.5,18.18,130.0,18.18,,62.3,67.8
