,,Win,,Cover,,Total Points,,Implied,Implied Score,
Mount St. Mary's,2021-12-11 16:00:00,,,-5.5,18.18,130.0,18.18,,67.8,62.3
Texas-San Antonio,2021-12-11 16:00:00,205,41.00,6.5,18.18,138.0,16.67,31.3,65.8,72.3
Sam Houston,2021-12-11 16:00:00,-255,7.84,-6.5,18.18,138.0,20.00,68.7,72.3,65.8
St. Bonaventure,2021-12-11 16:00:00,165,33.00,4.0,20.00,132.0,17.39,36.3,64.0,68.0
Connecticut,2021-12-11 16:00:00,-195,10.26,-4.0,16.67,132.0,19.05,63.7,68.0,64.0
Oral Roberts,2021-12-11 16:00:00,270,54.00,7.0,19.05,151.0,19.05,25.8,72.0,79.0
Missouri State,2021-12-11 16:00:00,-350,5.71,-7.0,17.39,151.0,17.39,74.2,79.0,72.0
Morehead State,2021-12-11 16:00:00,125,25.00,2.5,18.18,127.5,17.39,42.9,62.5,65.0
E. Tennessee State,2021-12-11 16:00:00,-145,13.79,-2.5,18.18,127.5,19.05,57.1,65.0,62.5
Massachusetts,2021-12-11 16:30:00,165,33.00,5.0,18.18,135.0,18.18,36.3,65.0,70.0
North Texas,2021-12-11 16:30:00,-195,10.26,-5.0,18.18,135.0,18.18,63.7,70.0,65.0
Illinois-Chicago,2021-12-11 16:30:00,,,,,,,,,
Central Michigan,2021-12-11 16:30:00,,,,,,,,,
UNC-Greensboro,2021-12-11 16:30:00,1200,240.00,21.5,17.39,128.0,16.67,7.4,53.3,74.8
Tennessee,2021-12-11 16:30:00,-2500,0.80,-21.5,19.05,128.0,20.00,92.6,74.8,53.3
Northern Arizona,2021-12-11 16:30:00,195,39.00,5.0,18.18,135.5,18.18,32.4,65.3,70.3
South Dakota,2021-12-11 16:30:00,-240,8.33,-5.0,18.18,135.5,18.18,67.6,70.3,65.3
Arizona,2021-12-11 17:00:00,,,,,,,,,
Illinois,2021-12-11 17:00:00,,,,,,,,,
Manhattan,2021-12-11 17:00:00,750,150.00,16.0,17.39,137.5,18.18,11.3,60.8,76.8
Utah,2021-12-11 17:00:00,-1250,1.60,-16.0,19.05,137.5,18.18,88.7,76.8,60.8
Boston College,2021-12-11 17:00:00,230,46.00,8.0,18.18,134.0,18.18,29.0,63.0,71.0
Saint Louis,2021-12-11 17:00:00,-290,6.90,-8.0,18.18,134.0,18.18,71.0,71.0,63.0
Arkansas State,2021-12-11 17:00:00,-3000,0.67,-18.5,19.05,147.0,17.39,93.1,82.8,64.3
Mississippi Valley St.,2021-12-11 17:00:00,1300,260.00,18.5,17.39,147.0,19.05,6.9,64.3,82.8
Kentucky,2021-12-11 17:15:00,-200,10.00,-4.0,17.39,142.5,18.18,64.3,73.3,69.3
Notre Dame,2021-12-11 17:15:00,170,34.00,4.0,19.05,142.5,18.18,35.7,69.3,73.3
Louisiana State,2021-12-11 18:00:00,-380,5.26,-7.5,19.05,139.5,18.18,75.5,73.5,66.0
Georgia Tech,2021-12-11 18:00:00,290,58.00,7.5,17.39,139.5,18.18,24.5,66.0,73.5
Toledo,2021-12-11 18:00:00,310,62.00,9.5,18.18,148.0,17.39,23.3,69.3,78.8
Richmond,2021-12-11 18:00:00,-410,4.88,-9.5,18.18,148.0,19.05,76.7,78.8,69.3
Alabama State,2021-12-11 18:00:00,600,120.00,14.0,18.18,150.0,20.00,13.7,68.0,82.0
Pepperdine,2021-12-11 18:00:00,-900,2.22,-14.0,18.18,150.0,16.67,86.3,82.0,68.0
Cal-Santa Barbara,2021-12-11 18:00:00,320,64.00,9.0,17.39,127.0,18.18,22.7,59.0,68.0
St. Mary's (CAL),2021-12-11 18:00:00,-425,4.71,-9.0,19.05,127.0,18.18,77.3,68.0,59.0
TCU,2021-12-11 18:30:00,-125,16.00,-2.0,18.18,128.5,16.67,53.2,65.3,63.3
Texas A&M,2021-12-11 18:30:00,105,21.00,2.0,18.18,128.5,20.00,46.8,63.3,65.3
Minnesota,2021-12-11 18:30:00,575,115.00,13.5,18.18,134.5,17.39,14.2,60.5,74.0
Michigan,2021-12-11 18:30:00,-850,2.35,-13.5,18.18,134.5,19.05,85.8,74.0,60.5
SE Louisiana,2021-12-11 18:30:00,-195,10.26,4.0,18.18,143.0,18.18,,69.5,73.5
Southern,2021-12-11 18:30:00,,,-4.0,18.18,143.0,18.18,,73.5,69.5
Boston University,2021-12-11 18:30:00,-140,14.29,-3.0,19.05,125.5,16.67,,64.3,61.3
Dartmouth,2021-12-11 18:30:00,,,3.0,17.39,125.5,20.00,,61.3,64.3
Bryant,2021-12-11 18:31:00,175,35.00,5.5,18.18,146.0,19.05,34.9,70.3,75.8
Stony Brook,2021-12-11 18:31:00,-210,9.52,-5.5,18.18,146.0,17.39,65.1,75.8,70.3
USC Upstate,2021-12-11 19:00:00,,,25.0,18.18,145.5,18.18,,60.3,85.3
Wake Forest,2021-12-11 19:00:00,,,-25.0,18.18,145.5,18.18,,85.3,60.3
Radford,2021-12-11 19:00:00,375,75.00,9.5,19.05,134.5,18.18,20.1,62.3,72.3
James Madison,2021-12-11 19:00:00,-510,3.92,,,134.5,18.18,79.9,,
Drexel,2021-12-11 19:00:00,165,33.00,4.0,18.18,137.0,19.05,36.3,66.5,70.5
Abilene Christian,2021-12-11 19:00:00,-195,10.26,-4.0,18.18,137.0,17.39,63.7,70.5,66.5
Liberty,2021-12-11 19:00:00,-140,14.29,-2.5,18.18,130.5,18.18,56.2,66.5,64.0
Stephen F. Austin,2021-12-11 19:00:00,120,24.00,2.5,18.18,130.5,18.18,43.8,64.0,66.5
Norfolk State,2021-12-11 19:00:00,1000,200.00,16.0,18.18,135.0,20.00,,59.5,75.5
Wichita State,2021-12-11 19:00:00,,,-16.0,18.18,135.0,16.67,,75.5,59.5
Columbia,2021-12-11 19:00:00,280,56.00,7.0,18.18,132.5,18.18,25.1,62.8,69.8
Albany,2021-12-11 19:00:00,-365,5.48,-7.0,18.18,132.5,18.18,74.9,69.8,62.8
UC Irvine,2021-12-11 19:00:00,105,21.00,2.0,19.05,122.0,18.18,46.8,60.0,62.0
Fresno State,2021-12-11 19:00:00,-125,16.00,-2.0,17.39,122.0,18.18,53.2,62.0,60.0
Alabama A&M,2021-12-11 19:00:00,650,130.00,12.5,18.18,143.0,17.39,12.8,65.3,77.8
Samford,2021-12-11 19:00:00,-1000,2.00,-12.5,18.18,143.0,19.05,87.2,77.8,65.3
Florida Gulf Coast,2021-12-11 19:00:00,-160,12.50,-3.0,18.18,149.0,18.18,59.6,76.0,73.0
Robert Morris,2021-12-11 19:00:00,140,28.00,3.0,18.18,149.0,18.18,40.4,73.0,76.0
New Mexico State,2021-12-11 19:00:00,105,21.00,1.0,18.18,138.0,18.18,46.8,68.5,69.5
Loyola Marymount,2021-12-11 19:00:00,-125,16.00,-1.0,18.18,138.0,18.18,53.2,69.5,68.5
Marshall,2021-12-11 19:00:00,-120,16.67,1.5,18.18,169.0,18.18,,83.8,85.3
Eastern Kentucky,2021-12-11 19:00:00,,,-1.5,18.18,169.0,18.18,,85.3,83.8
Elon,2021-12-11 20:00:00,950,190.00,21.0,18.18,151.0,16.67,9.1,65.0,86.0
North Carolina,2021-12-11 20:00:00,-1750,1.14,-21.0,18.18,151.0,20.00,90.9,86.0,65.0
VCU,2021-12-11 20:00:00,-220,9.09,-5.0,18.18,115.5,18.18,65.8,60.3,55.3
Old Dominion,2021-12-11 20:00:00,180,36.00,5.0,18.18,115.5,18.18,34.2,55.3,60.3
Rice,2021-12-11 20:00:00,-900,2.22,-14.0,18.18,148.0,18.18,86.3,81.0,67.0
Houston Baptist,2021-12-11 20:00:00,600,120.00,14.0,18.18,148.0,18.18,13.7,67.0,81.0
Texas A&M-Corpus Christi,2021-12-11 20:00:00,-130,15.38,-1.5,18.18,141.5,18.18,54.3,71.5,70.0
Omaha,2021-12-11 20:00:00,110,22.00,1.5,18.18,141.5,18.18,45.7,70.0,71.5
Cincinnati,2021-12-11 20:30:00,235,47.00,7.0,18.18,134.5,20.00,28.5,63.8,70.8
Xavier,2021-12-11 20:30:00,-300,6.67,-7.0,18.18,134.5,16.67,71.5,70.8,63.8
Western Kentucky,2021-12-11 20:30:00,185,37.00,5.5,18.18,137.0,19.05,33.6,65.8,71.3
Mississippi,2021-12-11 20:30:00,-225,8.89,-5.5,18.18,137.0,17.39,66.4,71.3,65.8
Middle Tennessee St.,2021-12-11 21:00:00,-310,6.45,-7.5,19.05,144.0,20.00,72.3,75.8,68.3
Tennessee-Martin,2021-12-11 21:00:00,245,49.00,7.5,17.39,144.0,16.67,27.7,68.3,75.8
Santa Clara,2021-12-11 21:00:00,-110,18.18,-1.0,19.05,139.0,20.00,50.0,70.0,69.0
California,2021-12-11 21:00:00,-110,18.18,1.0,17.39,139.0,16.67,50.0,69.0,70.0
New Orleans,2021-12-11 21:00:00,1300,260.00,19.5,18.18,148.0,16.67,6.9,64.3,83.8
Utah State,2021-12-11 21:00:00,-3000,0.67,-19.5,18.18,148.0,20.00,93.1,83.8,64.3
Denver,2021-12-11 21:00:00,175,35.00,5.5,16.67,151.0,18.18,34.9,73.0,78.0
Dixie State,2021-12-11 21:00:00,-210,9.52,,,151.0,18.18,65.1,,
UCLA,2021-12-11 21:30:00,-300,6.67,-7.0,17.39,149.5,20.00,71.5,78.3,71.3
Marquette,2021-12-11 21:30:00,235,47.00,7.0,19.05,149.5,16.67,28.5,71.3,78.3
Houston,2021-12-11 22:00:00,140,28.00,3.0,18.18,146.5,18.18,40.4,71.8,74.8
Alabama,2021-12-11 22:00:00,-160,12.50,-3.0,18.18,146.5,18.18,59.6,74.8,71.8
Utah Valley,2021-12-11 22:00:00,250,50.00,8.0,18.18,135.0,18.18,27.3,63.5,71.5
Wyoming,2021-12-11 22:00:00,-320,6.25,-8.0,18.18,135.0,18.18,72.7,71.5,63.5
Cal-Poly San Luis Obispo,2021-12-11 22:00:00,155,31.00,4.0,18.18,128.0,18.18,37.9,62.0,66.0
Portland State,2021-12-11 22:00:00,-180,11.11,-4.0,18.18,128.0,18.18,62.1,66.0,62.0
Idaho,2021-12-11 22:00:00,525,105.00,12.0,18.18,138.5,19.05,15.3,63.3,75.3
Cal State Bakersfield,2021-12-11 22:00:00,-760,2.63,-12.0,18.18,138.5,17.39,84.7,75.3,63.3
