"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"Antoine Wesley","ARZ","All Defenders","IND","7.54070096368574","46.7960923158245"
"Antoine Wesley","ARZ","Xavier Rhodes","IND","14.1155518396095","41.0965682517177"
"Antoine Wesley","ARZ","Isaiah Rodgers","IND","5.75987666708973","1.79984970445479"
"Antoine Wesley","ARZ","Kenny Moore II","IND","0.001","3.89967435965204"
"A.J. Green","ARZ","All Defenders","IND","43.81368929","53.44572501"
"A.J. Green","ARZ","Xavier Rhodes","IND","53.05974872","1.921644045"
"A.J. Green","ARZ","Isaiah Rodgers","IND","43.81945434","46.5998681"
"A.J. Green","ARZ","Kenny Moore II","IND","46.61987795","4.924212866"
"Christian Kirk","ARZ","All Defenders","IND","26.3246070358011","51.9993812220542"
"Christian Kirk","ARZ","Xavier Rhodes","IND","39.0126997996532","6.00428584916965"
"Christian Kirk","ARZ","Isaiah Rodgers","IND","30.6684814147376","5.09797855118178"
"Christian Kirk","ARZ","Kenny Moore II","IND","25.9794329752798","40.8971168217027"
"Olamide Zaccheaus","ATL","All Defenders","DET","46.28848488","38.66716701"
"Olamide Zaccheaus","ATL","Will Harris","DET","43.02400632","16.20030021"
"Olamide Zaccheaus","ATL","Amani Oruwariye","DET","43.36334524","12.44599438"
"Olamide Zaccheaus","ATL","AJ Parker","DET","59.76717249","10.31271108"
"Tajae Sharpe","ATL","All Defenders","DET","25.06820236","40.94532813"
"Tajae Sharpe","ATL","Will Harris","DET","17.65865131","15.21980947"
"Tajae Sharpe","ATL","Amani Oruwariye","DET","22.95830533","12.3913493"
"Tajae Sharpe","ATL","AJ Parker","DET","27.34379515","13.0647922"
"Russell Gage","ATL","All Defenders","DET","65.53559715","49.50560555"
"Russell Gage","ATL","Will Harris","DET","62.4958033","10.82008744"
"Russell Gage","ATL","Amani Oruwariye","DET","59.02734026","12.8951727"
"Russell Gage","ATL","AJ Parker","DET","84.6570832","25.49390465"
"Rashod Bateman","BLT","All Defenders","CIN","49.50307712","46.82194873"
"Rashod Bateman","BLT","Trae Waynes","CIN","68.10094245","28.21133189"
"Rashod Bateman","BLT","Eli Apple","CIN","35.41685756","10.93004481"
"Rashod Bateman","BLT","Mike Hilton","CIN","2.909802502","7.680572032"
"Marquise Brown","BLT","All Defenders","CIN","42.45850576","60.75513219"
"Marquise Brown","BLT","Trae Waynes","CIN","80.76221212","8.432206959"
"Marquise Brown","BLT","Eli Apple","CIN","45.60215608","32.75588088"
"Marquise Brown","BLT","Mike Hilton","CIN","19.09412651","19.45893914"
"James Proche","BLT","All Defenders","CIN","22.9049449389824","24.3134400682097"
"James Proche","BLT","Trae Waynes","CIN","62.7476283203265","1.48479023317311"
"James Proche","BLT","Eli Apple","CIN","27.8458567160615","1.29919145402647"
"James Proche","BLT","Mike Hilton","CIN","0.01","21.3438596018635"
"Emmanuel Sanders","BUF","All Defenders","NE","41.03977638","51.95348909"
"Emmanuel Sanders","BUF","Jalen Mills","NE","57.26650449","22.71650535"
