player_id,team,opp,pos,name,fpts,proj_own,opto_pct,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,36.35,0.18,0.97,29.43,65,21.5,0,0,6200,,34908,1210
1694,,,G,Ben Taylor,37.68,0.3,1.00,32.18,65.5,22,0,0,6200,,35024,1694
1496,,,G,Scottie Scheffler,90.83,19.8,20.75,95.73,110.85,72.5,0,0,11300,,35127,1496
1144,,,G,J.B. Holmes,29.17,0.03,1.30,13.98,35,18.5,0,0,6000,,34767,1144
2024,,,G,Max Homa,69.28,10.7,8.82,78.33,93,29.5,0,0,8900,,36137,2024
2145,,,G,Chesson Hadley,39.25,0.24,0.57,39.48,67.5,22,0,0,6400,,34879,2145
2046,,,G,Jason Dufner,33.74,0.06,1.83,18.63,60,20,0,0,6000,,34756,2046
2167,,,G,J.J. Spaun,53.91,1.7,3.10,57.86,81.5,26,0,0,6900,,36093,2167
703406,,,G,Seonghyeon Kim,48.16,1.4,1.43,45.81,76.5,24,0,0,6900,,2316733,703406
1760,,,G,Tom Hoge,50.15,0.69,1.86,55.51,79,25,0,0,7200,,34888,1760
671066,,,G,Kevin Yu,51.08,1.4,2.93,55.23,79.5,25,0,0,6600,,382261,671066
300102,,,G,Collin Morikawa,75.9,16.8,11.49,79.9,97,32.15,0,0,9500,,36083,300102
1112,,,G,Robert Streb,36.68,0.07,1.33,21.21,65,21.5,0,0,6100,,34814,1112
2168,,,G,Kevin Tway,41.76,0.26,1.27,27.63,71,23,0,0,6200,,35139,2168
703957,,,G,Carl Yuan,47.01,0.88,0.00,,75.5,24.5,0,0,6500,,1395205,703957
1860,,,G,Corey Conners,67.11,14,13.99,75.94,91.5,29,0,0,7700,,37123,1860
2125,,,G,Tony Finau,77.42,9.9,12.49,86.63,98,33.5,0,0,9700,,34873,2125
2158,,,G,Lucas Glover,45.8,0.27,1.53,44.41,75,24,0,0,6400,,34876,2158
700009,,,G,Tom Kim,70.57,22.8,16.65,75.34,94.5,30,0,0,8100,,2203377,700009
696522,,,G,Michael Thorbjornsen,39.26,0.65,0.40,21.17,68,22.15,0,0,6800,,1071511,696522
696566,,,G,Brandon Wu,51.55,2.4,2.13,54.11,79.5,25.5,0,0,7100,,1074861,696566
1663,,,G,Chez Reavie,45.37,4.7,0.97,45.33,74.35,24,0,0,6700,,34927,1663
720888,,,G,Sam Stevens,52.28,2.9,2.53,55.64,80.5,25,0,0,6800,,3371777,720888
404847,,,G,Sahith Theegala,63.36,13.3,6.96,66.3,89,28,0,0,8300,,37149,404847
2159,,,G,Brett Stegmaier,28.95,0.01,0.00,,34.83,18.41,0,0,6000,,34937,2159
2049,,,G,Zach Johnson,36.22,0.2,1.63,30.67,63.5,21.5,0,0,6100,,34772,2049
670398,,,G,Greyson Sigg,44.85,0.47,1.60,34.32,73.5,24,0,0,6300,,37979,670398
1961,,,G,Scott Stallings,47.89,0.82,1.80,41.19,76.5,24.5,0,0,6400,,34999,1961
1631,,,G,Charley Hoffman,44.66,0.96,0.73,39.98,73.5,23.5,0,0,6600,,34766,1631
1411,,,G,Nick Hardy,50.13,2.3,2.13,49.34,78.5,25,0,0,6700,,35104,1411
1653,,,G,C.T. Pan,59.92,5.8,6.76,62.07,86.5,27,0,0,7000,,35389,1653
1554,,,G,Kevin Streelman,49.69,1,1.93,48.87,78.5,25,0,0,6800,,34815,1554
1115,,,G,Nick Watney,29.1,0.02,0.93,14.83,35,18.5,0,0,6100,,36095,1115
1005,,,G,Stewart Cink,43.25,0.29,1.17,33.85,72,23.5,0,0,6500,,34863,1005
2006,,,G,Brian Gay,29.64,0.14,1.63,15.95,36.5,18.5,0,0,6000,,34875,2006
1654,,,G,Russell Henley,71.93,21.9,21.31,76.42,94,30.5,0,0,7800,,34884,1654
1589,,,G,Andrew Svoboda,34.54,0.01,1.86,23.05,61.5,21,0,0,6000,,402529,1589
1237,,,G,Rickie Fowler,71.71,14.3,9.12,79.57,93.5,30.5,0,0,9100,,34760,1237
510218,,,G,Cameron Champ,42.79,0.26,0.83,36.03,71.5,23,0,0,6600,,37122,510218
1017,,,G,Ryan Blaum,56.22,0.06,0.00,,83,26.5,0,0,6100,,36069,1017
670620,,,G,Sungjae Im,73.07,5.8,13.95,78.89,95,31,0,0,8700,,382250,670620
1941,,,G,Matthew NeSmith,50.19,0.95,1.93,48.79,78.5,25,0,0,6800,,35080,1941
1600,,,G,Harris English,51.34,15.3,2.06,58.17,79.5,25.5,0,0,7700,,34758,1600
1842,,,G,Tyler Duncan,44.09,0.32,1.27,38.25,73.5,23.5,0,0,6300,,37911,1842
1974,,,G,Andrew Landry,29.78,0.04,1.53,15.96,36.5,19,0,0,6000,,34979,1974
696569,,,G,Cameron Young,68.07,11.6,9.56,73.92,92,29.5,0,0,8500,,1074862,696569
1622,,,G,Joel Dahmen,43.54,0.36,1.03,38.86,72.5,23.5,0,0,6600,,36136,1622
1743,,,G,Paul Haley,30.29,0.13,1.63,24.99,37.35,19,0,0,6000,,3803323,1743
1655,,,G,James Hahn,45.01,0.18,1.53,32.92,73.5,24,0,0,6300,,34881,1655
1216,,,G,Russell Knox,37.24,0.22,2.60,27.22,65,21.5,0,0,6000,,34778,1216
1018,,,G,Denny McCarthy,61.52,10.8,7.36,71.05,87.5,27.5,0,0,7600,,35117,1018
670533,,,G,Garrick Higgo,44.28,0.6,0.90,39.8,73.5,24,0,0,6800,,2879219,670533
692005,,,G,Adam Long,42.3,0.34,1.53,30.78,71.5,23,0,0,6200,,565464,692005
1931,,,G,Hideki Matsuyama,71.63,12.4,13.05,71.94,94.5,30.5,0,0,8600,,34791,1931
1689,,,G,Beau Hossler,49.44,1.2,1.50,49.89,78.5,24.5,0,0,7100,,36293,1689
121942,,,G,Thomas Detry,52.92,2.3,2.86,59.34,80.5,26,0,0,7100,,36642,121942
2119,,,G,Chad Ramey,32.49,0.37,0.97,22.54,56.5,20,0,0,6200,,3083529,2119
330678,,,G,Cameron Davis,55.06,2.3,3.10,58.62,82,26.5,0,0,7400,,36131,330678
1932,,,G,Michael Kim,48.95,1.2,1.67,55.59,77.5,25,0,0,6900,,34897,1932
1701,,,G,Justin Thomas,68.31,4.9,8.62,65.19,91.5,29,0,0,8800,,34818,1701
1514,,,G,Trey Mullinax,43.92,0.16,1.37,37.39,73,23.5,0,0,6400,,36084,1514
1789,,,G,Robby Shelton,41.93,0.8,1.03,39.46,71,23,0,0,6400,,35082,1789
670403,,,G,Andrew Novak,47.22,1.2,1.93,43.8,76,24.5,0,0,6600,,110450,670403
690049,,,G,Viktor Hovland,76.26,13.7,11.06,88.32,97.5,32.5,0,0,9900,,658704,690049
1625,,,G,Davis Riley,47.82,1.5,1.60,42.88,77,24.5,0,0,6900,,1000174,1625
1438,,,G,Brendon Todd,44.06,1.5,0.80,58.99,73,23.5,0,0,7100,,34943,1438
165746,,,G,Taylor Moore,55.15,0.75,3.56,59.96,83,26.5,0,0,7200,,35323,165746
692426,,,G,Hayden Buckley,48.21,1.3,1.27,57.35,77,24.5,0,0,6800,,1696602,692426
1802,,,G,Taylor Pendrith,47.14,1.1,1.57,43.86,76,24.5,0,0,6700,,2216233,1802
1813,,,G,Francesco Molinari,39.72,0.31,0.90,31.94,68.5,22.5,0,0,6400,,34915,1813
1725,,,G,Billy Horschel,44.33,0.52,0.97,41.36,73.5,23.5,0,0,7000,,34768,1725
185304,,,G,Seamus Power,51.87,3.5,2.03,54.34,79.5,25.5,0,0,7400,,35404,185304
